PCA_1,PCA_2,PCA_3,effort_D
0.31525738911859397,0.05265679959139051,0.20723526895573988,0.3263021183690726
0.05408040222472239,0.076383858121472,0.24146937951867276,0.0909844571246102
0.05730664144672508,0.07273460270198817,0.1969938692781444,0.0561956913496393
0.3170105653688686,0.06141867684556454,0.17428657993047664,0.2992637113190206
0.05585248989611269,0.14485822339687232,0.3648775396784222,0.1789870567086778
0.42741724325836067,0.08767601140972052,0.2402776624835377,0.4843407884006655
0.4116112311376018,0.0974868895499193,0.16301115185450013,0.3532048473749047
0.21485103422301216,0.036386222789257516,0.14478369676040398,0.2362739931116623
0.05664989724014287,0.1268133498181215,0.31349227337647717,0.1682191384239366
0.08984417119735641,0.03992167465604003,0.17350914366534714,0.0757335501001614
0.026209499188468613,0.12544970112515097,0.28808228027779165,0.1232524581047693
0.39507893286534773,0.10594052490678849,0.27117390708785194,0.4525433307007525
0.09285973547630998,0.15128042305683279,0.3814016080054108,0.2509703780320108
0.1367072441997798,0.21088066263185465,0.4711983228539849,0.3728367318138206
0.1083862764986977,0.05436899648549498,0.14985258582823688,0.0566991753818787
0.03197743862303304,0.07485842805584836,0.25496261883650184,0.0838973340599572
0.1957286249332632,0.014484058047760526,0.1539690332135974,0.1809022613275286
0.05894489906561888,0.04280262883300692,0.18166564217271536,0.0652264613825621
0.06747305720320862,0.057929596276517836,0.18595671603194985,0.0621030273160376
0.1414239661851569,0.041956440676594486,0.1746630399382137,0.1179244049021751
0.04820822396110595,0.09161465735939564,0.3091106550020227,0.1322167373399849
0.5091283847398658,0.15254224984441428,0.31900448940356585,0.5943496770885883
0.06004010424073333,0.11088059585821239,0.1483862531583927,0.0632592593783332
0.10168346127465114,0.4726156634692102,0.11755794002378214,0.288499072849413
0.07178642007871268,0.12407828786812154,0.16856483704716627,0.1406283093885655
0.1177257473875318,0.05648975553749444,0.1660131206306901,0.1661420561308858
0.03631787923621248,0.07841366870819694,0.2689205572484666,0.0967260522353469
0.04273413571411365,0.08417244141717851,0.24059439769454447,0.1032862269776747
0.045489977471107,0.10350980088323433,0.31129066655699256,0.1349381801516633
0.2420232921499112,0.05066921381658884,0.15645705123759282,0.2115837133143927
