PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,actual
0.12537418001655784,0.10120192389074331,0.47810271776944224,0.4543518400440741,0.4444618943794676,0.1087160494617689
0.10090697203436723,0.15624380879281674,0.35149777042882463,0.5811280507406422,0.40731398976976213,0.1602767312776839
0.03788654238607894,0.11019506003056563,0.4798656635892775,0.7906235509664092,0.5256780630444219,0.011835372684107
0.4619022639242105,0.09938596832708811,0.5221733212313306,0.4290652589910266,0.36227573003062086,0.2990458643735926
0.12460802710527662,0.09286100447184974,0.4683994755926877,0.46886269312147294,0.4173972239777834,0.0668009022765535
0.12303846269506225,0.21775683626899106,0.3374090841046816,0.5447922808486415,0.41187454681596125,0.2336615660256449
0.23450257497162666,0.1333201052443572,0.3827428226300849,0.3025681608992655,0.5060262244756047,0.1518680401595211
0.1656915673313732,0.09248006091171532,0.4827667134888914,0.3167127929819256,0.5924924098964999,0.0651604504258082
0.32022836267821675,0.05871318303683862,0.49115722681551366,0.434306786859184,0.31067188096613996,0.2011145830301958
0.04078864651526229,0.1250653451461891,0.530761547170015,0.7074745186139519,0.508760379761795,0.0430290151254322
0.09493074268029418,0.13555319057283594,0.614324048901144,0.5280579991189503,0.38212904552901944,0.1452065862059041
0.08149311927523221,0.2273533868238421,0.5056501704745201,0.3305546405335426,0.3681733523912879,0.1806080185806494
0.11332299795082208,0.1358446147600034,0.3853489945441385,0.47427771858591106,0.4190091040885283,0.1847346533261622
0.16841343275125734,0.11909634249762388,0.4353741471590974,0.4622253825947156,0.7021715948172047,0.0705683778613706
0.1081543364254763,0.10506956799546213,0.44423913383556773,0.5751044265689392,0.5730940974355373,0.098994830833972
0.21612333621062094,0.03855463412120122,0.3918576448955787,0.35202973966890583,0.4463882772951,0.1266018188476246
0.0716231068710175,0.26834200173174244,0.7148904899913732,0.36850475528098126,0.6159013745419675,0.1741657642215758
0.10133310489742134,0.19447577883584338,0.5244139082486545,0.41880901387160696,0.5919163629727359,0.1665886504146877
0.08672022061441212,0.1286225592310403,0.4865582828745887,0.558082877343213,0.41647994580480396,0.0506681228157669
0.2543731763648539,0.18699973475691872,0.47347935714055983,0.11692677586549066,0.6781546469750352,0.2167703202860587
0.3923546980024618,0.05720590036129056,0.4831976864158647,0.5124571555630686,0.3305162073711041,0.2273986060362181
0.044793894256489,0.2083556989626059,0.3851961634795874,0.7585862542717965,0.5495046189844094,0.0432100450325365
0.19622804568793026,0.06598033066502926,0.41031193685971473,0.26354684227416647,0.37607781730288486,0.1365809262049788
0.11349648128421823,0.11854904417592219,0.4926403256677398,0.3655836093623534,0.47823358409872835,0.1273546537321566
0.2771199561067534,0.05632821386093105,0.47388715533009956,0.43818880256767473,0.4236989598987626,0.1628275101484217
0.054235271841553356,0.11389349689698622,0.493616362076108,0.7363643220392503,0.5261432019815061,0.0347722502862404
0.08219136759487156,0.1281371920605067,0.44530689254722006,0.5658507425408392,0.5222742946739829,0.0585304327597603
0.3764876827201675,0.10924000192826655,0.49820879591731226,0.3683195782474662,0.6286171984705142,0.1681784998187528
0.2613682093842099,0.1482549400034881,0.4276815717041693,0.28019734911285876,0.6460782560975373,0.1787461509875303
0.07746950188020837,0.12905821243988788,0.43237916499725265,0.6172576608927549,0.5232265480632332,0.0671228141333538
0.2816867650483648,0.04045964557876858,0.5242867451394151,0.34538941831467457,0.38425436854150313,0.1537560864540095
0.03290948381980724,0.16640983204374124,0.6614951007622747,0.5309390315724547,0.4673811878379554,0.0656569039496795
0.36520024337439316,0.09914081460290206,0.5985971037652108,0.41483530902222626,0.41611562424196546,0.1866875189105314
0.035727633409534415,0.11887864689712244,0.4909924346694427,0.7754095079651537,0.5070262786745989,0.0133134680398604
0.06606804632186691,0.209686394541226,0.681503427041575,0.47776286509404886,0.5535182582505386,0.1642038374713882
0.08683967880158204,0.09409199406285101,0.47289427322708316,0.5922358091290593,0.5521314889298665,0.0598408387872436
0.46161896810200864,0.08662113585991688,0.5255162020772464,0.5433042600343476,0.35923316014806905,0.2668276868382715
0.09040634242376332,0.17253887235643467,0.4043607686631523,0.6164339943797652,0.46198005812599063,0.1227861365860163
0.10460142633211501,0.08081413521071203,0.44463203812454477,0.6328545975800908,0.49072855334951115,0.047928934969574
0.029695554743584235,0.25851330739517386,0.7985957511936987,0.3732523191540968,0.5004090087945565,0.0753579660697184
0.29160987047990006,0.17226625881603327,0.37194906655237375,0.2521759693641514,0.7918241883586961,0.205946091143286
0.10970275848995661,0.11535766340800875,0.45018404819211255,0.4815455109000005,0.5467429970346813,0.105222133417454
0.27343970875190005,0.4635919025138507,0.19626897049002273,0.39809475472838896,0.14504030347505253,0.502743492707285
0.058532825485921286,0.12499399231118435,0.4237176383770648,0.6859882001106042,0.5128521053398204,0.0580940700964451
0.23834160658924108,0.1156971987318579,0.29492443167590243,0.33702511499483845,0.30478871840059996,0.2403054461454267
0.07908891510907884,0.10321831856969022,0.4508585104032952,0.6527037099871145,0.5358147436712808,0.0322874072749365
0.08849978597263669,0.12312537136968013,0.5090876613085217,0.528205954266946,0.5360599924340157,0.0932379438578488
0.40589739179668094,0.11546023746251517,0.5300980241856352,0.4269786018924216,0.5973992003017552,0.1528534127901056
0.5692832492754318,0.16015790293262566,0.6277543757768902,0.6977344173838227,0.443648393255767,0.2949139987424562
0.059182944097732754,0.17986592688294364,0.6585403868962323,0.4726564448561674,0.5252802570843914,0.109986414334149
0.13671902160615845,0.3440534329569461,0.49324132038163293,0.3966182277490971,0.2646897776575332,0.2300224473929286
0.15219751733177106,0.03542381598449516,0.4279943383872199,0.3848373475020951,0.47871803646213534,0.054454871362
0.029723155543165097,0.15760110641820152,0.6483641474827982,0.48701350427725326,0.44193524145972096,0.0597821946124562
0.7995805888122368,0.2709101395081973,0.7449085693198818,0.8433191364943868,0.48497705095910615,0.489758589822366
0.3927245800535209,0.18690486707200202,0.5918822226164651,0.4494628336955283,0.5320361757706428,0.2634881243980431
0.2069133075781595,0.10362428925045188,0.5280767228549439,0.33352784608564223,0.4578550283655775,0.1147155330192227
0.6945818795820679,0.215620772912253,0.5838922362476084,0.8005917608772242,0.5149180274358022,0.4268306231249171
0.0476284329839719,0.18670531367831644,0.7120225944445466,0.5081943290041693,0.36178018788360583,0.0710308075690997
0.16552445472800736,0.10177161453914929,0.41806930683684146,0.5418852236828142,0.5523557288293108,0.14048208914785
