size_D,duration_D,app,dba,t01,t03,t04,t07,t08,t13,t14,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
0.3226867827581787,0.2307612975829678,0.1238283055532924,0.0923552940998987,0.0699037873379477,0.2221123645164653,0.2428502041872088,0.2927070252422307,0.2483303772614498,0.322009655940063,0.3204148669631586,0.3034429444920125,0.2543090327762198,0.3427700777262747,0.1983482991767192,0.1953339978136489,0.3319013488655449,0.263037727355944,0.2784048366069797,0.2347839286356362,0.2645487967355414,0.477275277430892
0.1491803981080672,0.1530861780755709,0.0203863137150827,0.1398545137215248,0.097297635585684,0.1293201346083398,0.5189779711919636,0.2424037034826222,0.3364474355179063,0.3577826234050809,0.6589994469935523,0.2745551806691665,0.2133926797984377,0.2844874734256979,0.3993044662247592,0.3952202752368901,0.2751504774828861,0.1801929070966083,0.4688281740906082,0.2483480318648272,0.2373605993219086,0.3039244109648419
0.4479702497996181,0.3422404067268337,0.1850641980706296,0.1753998264565742,0.1495908438134954,0.3147942826871502,0.1820825417276144,0.36308448201908,0.2822597359648031,0.341456108746625,0.2093743079590758,0.3608448523772105,0.293714868918119,0.3807754223461184,0.1220531884493296,0.1135547200671568,0.3849628465079293,0.3315556303803831,0.1979300324787414,0.2934255525594738,0.3343710208088044,0.5874313786538734
0.2186404427844452,0.2137717549143529,0.2100502468784257,0.1346092474936951,0.1686508329512689,0.2143047847924919,0.4063214951955228,0.1088595533263047,0.1193093194926628,0.1287808063625811,0.3964055857687319,0.1331510259068902,0.0882115822913706,0.1064261340754538,0.5099599225173495,0.4878463655937703,0.1251813297862912,0.0652533770119766,0.5440873967900056,0.0594137358775124,0.124139775612699,0.3536571344667755
0.1688213461925095,0.1097270633947643,0.0775014217390147,0.085295884576964,0.0533218567447964,0.097823027992351,0.5260006155493326,0.1075519522896936,0.0866452593282349,0.1243290639122776,0.5372745521771165,0.1278520175613003,0.1086868206629505,0.1417876520085229,0.4688119463249259,0.4818689310933052,0.1342625126722554,0.085552659247411,0.5525902729766732,0.0980902648675257,0.1008675800807184,0.2891212596219828
0.3294030462048228,0.238762704175641,0.056347086624844,0.0911211129262387,0.0558064094274235,0.189014721075766,0.2685045425412528,0.3227625006997324,0.2983704822564507,0.3505846020748874,0.3706432936802374,0.333568301777423,0.2714378574691624,0.346478747561161,0.2302137735045094,0.2006273491421457,0.3369159954129834,0.2732099018585712,0.2908825324618878,0.27967442432813,0.2723395644422885,0.4641719441326531
0.5406042074012987,0.4886129370490127,0.4162559823954427,0.3650490645864057,0.3304966887543836,0.4716198896957165,0.2725061759570686,0.4072474599900281,0.3189223521011959,0.4145753385765024,0.113215824198204,0.4267406067259088,0.3858457885030067,0.44320119670912,0.1116315317964702,0.1126088315228195,0.4564144392962869,0.4217900956026757,0.1604435556331486,0.3626504232896468,0.4697457181961674,0.706721176906346
0.7641724266991898,0.9872177914958524,0.853560558822082,0.922660210851028,0.944682690298956,0.9706685104584,0.3281664262859208,0.7366298192136731,0.90423809087521,0.9979574561640217,0.1075003955470458,0.7679797792489516,0.7437295653778565,0.7242834065900511,0.201022305953048,0.0540270585232299,0.8416928340780413,0.673446160901932,0.0809265935451254,0.7411647947958132,0.954164597967626,0.978845686020852
0.2702716128613248,0.2372070075880221,0.1763808614972101,0.1598103231016522,0.1082807014994639,0.2283623556198142,0.3233778085461493,0.2682552586860894,0.2688268805307715,0.3150303303491238,0.3578649653608376,0.2878955165146424,0.2427295516641995,0.3259422322408081,0.2523100663133287,0.2463890440702244,0.3096764845099496,0.2379922447521159,0.3366274549885226,0.2181208768609559,0.2637443321110871,0.4602137806280986
0.2011442145303086,0.2191829688198697,0.1109764301887827,0.2555860009305955,0.2208690112607971,0.2054612778971304,0.6125609512529129,0.3495815048976599,0.4943600046576838,0.5137877978379354,0.6978121018679884,0.4418263299804135,0.3827493381584848,0.4373327761096929,0.3385956881293083,0.3530268121911091,0.4289751275797834,0.3298431618265633,0.3938897860715037,0.399993225898425,0.398152241679308,0.3447091631996583
0.2084628600320556,0.1282101861151448,0.0975489864714978,0.0486222936558086,0.0522420772472298,0.1162062675378812,0.4404213525223197,0.0898763992972169,0.0380445903884529,0.0943649285434372,0.4617664954675757,0.0853156024119139,0.0511132419831955,0.1156616699446306,0.4757065047274671,0.4807670721740491,0.1087347421580256,0.0636834158796861,0.5515781841503307,0.0436278187764358,0.0671154328331096,0.3039849273018818
0.3055559063884228,0.2338637661448287,0.0953505302582362,0.0909285141823631,0.0733235978620711,0.2229011387924399,0.2491347316344062,0.2808701449564673,0.264332142509068,0.3174313570586013,0.3415425585052157,0.2872499258292635,0.2294086612002653,0.330040407860853,0.210123375166482,0.1913325802554607,0.3161000262213616,0.232824055539043,0.2954145800287262,0.2314526745394714,0.2534374645062761,0.4645571164182884
0.4048571508243093,0.4725104350121844,0.4118800915398259,0.3148159956648512,0.2934375301524931,0.4750375508276058,0.1290921138471587,0.2794744938867614,0.2830194202789573,0.3816535443890478,0.0532747334930867,0.2977120864348916,0.2316976827065264,0.2997404608369589,0.2140400356460729,0.1425221134773456,0.3297197816728784,0.228468329752508,0.2497526576254535,0.228098574675292,0.35789598206993,0.6779231620497083
0.3205779921713773,0.2375760679530489,0.0376225740695777,0.1333977780813199,0.1052759677253449,0.1965246979991666,0.3439635033269949,0.3663018802364955,0.3721860343215823,0.402460407488533,0.5014321535142363,0.3764750608644268,0.3019570187653079,0.3857901815049159,0.2425669206011118,0.2286962236055974,0.3769435160242135,0.2930057802810095,0.3134068830797691,0.3298707173554203,0.3184433962565241,0.4308248818356832
0.3090254580271933,0.3675271946540522,0.3653294522210991,0.284564283094644,0.2267275649837608,0.3550836622654426,0.2759254113007326,0.2025989119240973,0.167887897285658,0.2700327956268946,0.1653386712019137,0.2161103967172202,0.1795856396863623,0.2145920898751201,0.3062019452094706,0.296053683354201,0.2474777653883227,0.1708982667903022,0.3711304470843585,0.1435406282906774,0.2493428935534074,0.553301862532435
0.3195857346918156,0.2468543306356721,0.1199690202060372,0.1307561445485685,0.1033536009071144,0.2664413333365245,0.2002323350847567,0.2908262283131985,0.2788287457944873,0.3429268527262682,0.319984450297861,0.2964821417341144,0.2259637196509158,0.3379120394693772,0.2172033889680705,0.1695373361152612,0.334563300003149,0.2236099433549737,0.2908816749566291,0.2285936091268078,0.2585639762476473,0.4847313337677642
0.4545164142429133,0.3102397103616401,0.2105336542766312,0.1726823566983936,0.1382364266461301,0.2987735976063564,0.2341807914229093,0.3509311440205584,0.2154825648945687,0.3131019337554608,0.1991974559658125,0.3508653710759935,0.3050318153748079,0.3857814747881437,0.1159591120468329,0.1338162882034298,0.3754992610160036,0.3381082550239344,0.2108876160997123,0.2743143560931074,0.3272968679797202,0.5915675595534395
0.2008721239598083,0.1782638235015708,0.1483783301967686,0.1453774049094841,0.0886303257508058,0.1423100112140686,0.4689529235728381,0.205026151883061,0.1922674050823508,0.2526438468630691,0.4886677246336134,0.2128397903169478,0.1652501862021443,0.2402069233867078,0.3684986778057025,0.3944951506697088,0.2163676898983217,0.1641929235045099,0.456468786594208,0.1602384033723086,0.188720863004912,0.3818795424539263
0.2528781048570013,0.5549321837490795,0.5995558527651109,0.5710648491251304,0.5486553055577967,0.5398164863707099,0.4544151135369283,0.2447662751870563,0.3397458934083915,0.4529311208819038,0.2871982338502938,0.297856450344786,0.2396638993684756,0.1707425281597892,0.5823567776769596,0.5135109235139775,0.2833251435717879,0.1534630727069386,0.5804717827905609,0.2120074890759906,0.3680961273711064,0.5324584923871359
