data,turn,acap,pcap,modp,tool,sced,loc,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
0.517715748523373,0.4068764209286816,0.3288434015480237,0.3536173966606235,0.3150876546203291,0.1490559643266796,0.4689747421929077,0.5872066606259339,0.3493092259695675,0.3988778336991961,0.3008682868843673,0.3399471765919594,0.332257234882339,0.3603677303702705,0.3949458747833356
0.2040986405857949,0.0894662797694914,0.081099987163311,0.0603895580060153,0.0400201409482925,0.0481585943186245,0.1979018021076424,0.3100165615601509,0.1087640613257311,0.1159927719902164,0.1228487432573063,0.1109209060575865,0.2351037063363544,0.1551462242814392,0.1433537445558677
0.4691378514288634,0.3920922305448406,0.2819697420293847,0.3438249926215127,0.3000180976835307,0.1884477548680155,0.4553171546128213,0.567806683314394,0.3781731542642358,0.4166043441690351,0.3442541828900077,0.3609700840085176,0.381863445380429,0.3848630634716878,0.3435721322223782
0.2577349656927159,0.1179305155526825,0.1539206824605485,0.1139537838331273,0.0353105046884503,0.0394946670460452,0.1981920079016462,0.3429232230315319,0.0965623489342654,0.1095901863053468,0.1106054707541498,0.0796036825657095,0.1803577924791431,0.1134676571295854,0.1744351326605145
0.5037916675422796,0.3958192018988195,0.3289459034676729,0.331536368186031,0.2986371478817665,0.1626121722480654,0.4678211727823302,0.5949723527642258,0.3578964356952971,0.3933351978443265,0.2956623076711474,0.3514487296090103,0.33321725511735,0.3609461855894225,0.4119316150889498
0.236098003062394,0.0717555323584718,0.1126008600794511,0.0429229283107145,0.0120026192682194,0.0376912672437791,0.1635262387828918,0.2687880941305084,0.0466991510634774,0.0487977668088209,0.0588600406622555,0.0473300774762771,0.1533073673742503,0.0810866699594388,0.1448368528655323
0.4391805366446667,0.2545509409447023,0.2917761741259608,0.2494080063474044,0.1780106092277369,0.0503856044309389,0.3321542946627798,0.4512853279361279,0.2000168318953898,0.2369022157278311,0.1729695159203815,0.1846660985670022,0.2190088378438543,0.2056788734296513,0.3156712540266628
0.1968509791669219,0.0399821243329036,0.2478683219680026,0.2107231766807792,0.0687623505734253,0.1317930050012325,0.0749286972109823,0.1972092559055892,0.0357247814553317,0.0320894207089441,0.0266378386344149,0.0254935076552083,0.0719871243255594,0.0201528824086045,0.2267489306334381
0.2139693075840261,0.0664588914174615,0.1307220712072214,0.0492351902517526,0.0432481363597115,0.0819821716087514,0.1299345072175354,0.209128834551615,0.0229284479758862,0.0439019198541212,0.0333351031043338,0.0289244533097238,0.1302781912579513,0.0798453318945195,0.1324345290731379
0.2449453671221595,0.1258620714009547,0.1163702697173565,0.0892465690714058,0.034516007479828,0.0664179741106957,0.2331027365393536,0.3595394907082967,0.131264436767283,0.1598224152331488,0.1598879665010983,0.1438577317851158,0.2545069006820379,0.1705027875721499,0.1523947571923297
0.1772475406896057,0.0531816872324501,0.2082818570750699,0.1090415783071709,0.1085545825929865,0.1597092694156919,0.0932139089265891,0.1414487302435302,0.0175349606089643,0.049397113534757,0.0130851833150696,0.0207598619777414,0.1137533451896386,0.0702740330108369,0.139842991604718
0.3840993285262842,0.2440288135587017,0.218549398793777,0.2204475386008386,0.1409989359822006,0.0577238027277315,0.3158243309912909,0.4637552853282324,0.2008773773479656,0.2404025717699776,0.1936629403952456,0.1834118218461186,0.2515900597031868,0.2145995412936676,0.255282465097072
0.3320360294845539,0.1584572365900612,0.2758038204796493,0.2074412603272968,0.1442693510491144,0.0884205311804348,0.2232667114274922,0.327621175048285,0.1242242494614411,0.1429294590893223,0.103137432397653,0.1258177601478387,0.1624503351291847,0.1248094741681627,0.2732359301932037
0.3201117011014482,0.1227867502009024,0.2081442192429844,0.1492753187718844,0.0675059824039571,0.0206570863339866,0.2093359846853692,0.3534836791066169,0.0979412687192573,0.1092277968762399,0.0984121492906684,0.082949262340798,0.1463360649836409,0.096285176956288,0.2232102738174783
0.1882951225835297,0.1732635670500578,0.0485674212496804,0.1724206892895282,0.2007329253696861,0.2454563342380731,0.2301449697740086,0.3556460051247647,0.361126903821401,0.324599435350168,0.3538525912851834,0.3442370032108799,0.4736302695793057,0.3815197241673588,0.2743707943207951
0.4538784007609958,0.3244429890310119,0.2889445665786689,0.2783898121025048,0.224751865557561,0.1298942265748098,0.4160862903087176,0.5169579839069383,0.2905604290803532,0.3358686752438081,0.2547927560817563,0.2742851286781962,0.3022903954403946,0.2931422707023975,0.3217093739246259
