PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,Effort
1.6429987968009927,-1.6939841771390969,0.13718234447914948,2.3941762779085005,-0.6815355678200661,2.6977433960634403,1.542068166766946,-2.483833119752888,-0.7073592982569931,0.029980525001032852,-2.2853882976866218,0.5827187885690294,-0.31874126438406536,7490
-0.2507560633445255,0.32989303121590485,1.5692751853054192,-0.4054083004490268,-2.1908950456924363,-0.12218486219519079,-1.1116425715232092,-1.5000201354905034,0.06951838271085428,-0.8275781455117898,0.5825025812961535,-0.8344410788958223,0.016156343041329752,4150
-1.5042724695519945,-1.0362400371755882,-0.4614624046801735,0.23482640669107682,0.7286680722698652,0.2722372083753634,-0.47176707617665686,-0.9245594952310163,0.1767258836190187,-1.3283491181525713,0.19755826130469997,-0.2694447427636047,0.5316040531921425,668
-0.8650802412926949,0.3853520318448223,-0.680026684344722,-0.6553077093734884,0.7958348128564307,0.2668866571096842,-0.4761488239110111,-0.9655734425931441,0.20911225116433707,-1.1893090519511933,-0.3146400140706813,0.10293390754081275,0.07013404857589862,3238
-0.5501543125548694,-0.13592361949746007,-0.07489745590470136,0.42186831875983377,1.2436861727342146,0.2030316361954118,-0.9045456482945192,-1.1783595749594482,-0.6963320347636525,-0.7660668562666872,-0.385489139600752,-0.553539979506345,0.07018552682749173,2994
-1.3730192009990607,0.4963925432191102,-0.7532451033188509,-0.7599648126446268,0.5971712941482367,0.4940805483736921,-0.6463399673702974,-1.0031453204498593,-0.10882810071999778,-1.0110545191135598,-0.2919495286832918,0.26249300825633587,0.08111031233300778,1333
-1.1455089166192851,1.1319960636712152,-0.7703063872192847,-1.0035568730137654,0.4965312633516906,0.6983300428884129,-0.8691023975345537,-1.0277724114706868,-0.37546812602825125,-0.8340069878777803,-0.14853476708947844,0.1913157533540045,0.02818512083217494,1607
-1.372879435731893,-0.44291801050226826,0.7426171560827759,-0.15097222013493378,-1.97003468557757,-0.19001796213632124,-0.6959774161856578,-1.2126053634788199,0.3741984477822981,-1.2381626544150732,0.017163531052191157,0.08255500261960329,-0.952973235464968,1158
-1.3549807310810522,-0.1328040605523303,-0.5798988433641418,-0.210328767626741,0.7181608915258126,0.36535734090393607,-0.6120418662050031,-0.9800646876011975,-0.08533250969383988,-1.0764266337001567,-0.19781974754382572,0.052043146134265104,0.21453187060023204,1243
0.763932078084223,8.074816150274895,-1.2319364127970225,-4.0852586390151915,-0.3822243632919437,2.1921643452851924,-2.121170487161625,-1.2364555324940227,-1.776144588124876,0.4232004402517261,-0.2678587074543379,0.5941323932131213,-0.7525377113755644,3372
1.2208522515829874,2.1449012966222734,-0.8059485719040637,-0.24785037660119913,0.8226706923079209,0.06862621019655475,-0.66049655093048,-0.9025387140601714,0.4094401662837836,-1.2360825527778407,0.11251669425661215,-0.14269304840278896,0.03205529011256847,10200
-0.9811505041969407,1.9446858229933104,-0.8815228758652387,-1.369106718911032,0.3240028904545708,0.9284257280305883,-1.1081227129494708,-1.0510721493973574,-0.6191769488847191,-0.6035490359305985,-0.012726825201977779,0.27738896515726097,-0.06960248385157895,1704
-0.8212163598219684,-0.021528612972871616,1.1753897610538064,-0.20911589918276074,-2.0513056903213456,-0.3155415260444544,-0.8237231041610792,-1.260920668902849,0.12749853574172737,-1.1178405467028831,-0.2493679858232082,0.10961018792329418,-0.5989165311198582,2640
-0.29477932434460385,0.9876000069012307,-0.3962816412250834,0.24211670125975562,0.48760108640929944,0.8173407581717479,-1.5447794899705305,-1.0601676147047148,-0.8887470780286272,-0.5753141441412568,1.578075830643372,-0.8829605562963051,0.4954549889350943,3348
-1.3857395858832915,-1.4068068020418973,-0.25891395581737575,0.2001769943436219,1.059200217388189,0.054823982773346665,-0.28390847943818254,-0.940836101439242,0.1121602293181663,-1.1933927184139648,-0.42852546913911294,-0.2469385857266539,0.39387664392146826,676
-1.4440377889169593,-1.1804994792487142,-0.49118720421563433,0.2648852297169861,0.9232587408841955,0.04587092481127311,-0.29050984082416975,-0.9485564966340139,0.13682445062597062,-1.1842009371255808,-0.7145915487002853,0.09296700645144106,0.3339163942786947,911
