PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,Effort
0.19942708021318686,0.5827597191594361,0.13823855722948095,0.5656841715705533,0.40360239165717543,0.9866314971852432,0.10949480054070604,0.1968880909634949
0.20901696038856457,0.6967946589209104,0.2813760568025969,0.2989894847138837,0.5871612738197177,0.7182439986989018,0.30112722752321114,0.2175344105326152
0.07601742660754579,0.6884970277133146,0.2888914419955865,0.8976428478107468,0.3976398863178468,0.6296650372832175,0.7167575828609689,0.0110712148414123
0.20028633439618168,0.68796008952686,0.29257137396652766,0.2917202047164549,0.5496076787331017,0.715656159481032,0.34889676746972276,0.1403351286654697
0.13080034598110185,0.6747196342353415,0.3235036702097696,0.3390342709863652,0.5010749777418144,0.7065624390458586,0.439005827683416,0.06852184320766
0.12280437942009828,0.6931705062988731,0.24865236117267475,0.41514859795429415,0.6778782174488827,0.7280707869724361,0.24788973274240989,0.0972471573907839
0.08493589049805116,0.5732934113963786,0.2195078428413265,0.6478273635961609,0.5253586805380804,0.33917419686350636,0.5317999160490555,0.0864751645721125
0.09545140237534631,0.7056239743653785,0.02924449200521645,0.251165942547049,0.26770425102556705,0.3856649870153587,0.04778108362978212,0.1439257929383602
0.15751917008015748,0.6937490643718867,0.18583860883240721,0.42613264309325427,0.4966683223795979,0.5911141298659417,0.3370569483557874,0.3123877917414722
0.06957412942633037,0.6992740310690555,0.1160162322672556,0.8712442840682941,0.22705639137359224,0.631670649459796,0.20290120090181957,0.0801915020945541
0.16814398709573206,0.7470572196710354,0.14591374934617782,0.5983543008573323,0.3990032902740372,0.3370140420188916,0.5575184302137093,0.1505086774386594
0.19270438836703424,0.7784273947046774,0.07608019340307853,0.6301829205166535,0.5881311386732958,0.38101229406764536,0.28282292969455375,0.3635547576301616
0.03875455607794884,0.7266727673160001,0.2590509064579692,0.45117186385672914,0.28471257889827534,0.5751167447204837,0.1703463872924394,0.0742070616397366
0.15534254921928384,0.6419468335278128,0.18553508469214358,0.7236694086314861,0.4568388415313716,0.839725470774477,0.3062973549513551,0.1549970077797726
0.26337641188306654,0.6950275730348162,0.23881706514543127,0.7725690922359099,0.43236440519802427,0.672807396052262,0.5798519356229261,0.189407540394973
0.06413109842312734,0.5810644095757954,0.22144039385823316,0.35997952796382643,0.5299948132846228,0.3135903933287569,0.31630064834059174,0.0457809694793536
0.10203924454913225,0.6849479862203938,0.11548668799144501,0.9940680288435046,0.6655802577973183,0.7070860869716886,0.4170749766474256,0.1131059245960502
0.3028328627183905,0.771632041661995,0.7769035319023225,0.7846487050174881,0.46851409171055625,0.4467036361304853,0.5032464500828155,0.1235786953919808
0.31739641647523353,0.81723950261955,1.0,0.5989650342881929,0.5183967880197828,0.6275265873794437,0.27656320733356776,0.1687612208258528
0.05259337166235972,0.6600198093301191,0.17670626090922562,0.4598816074134962,0.6988005769520633,0.37950020437313015,0.7377924360338175,0.0125673249551166
0.4753603434824275,0.610234079146441,0.5241808600646888,0.670873613742124,0.5375881305287077,0.5126963735655364,0.3447777933993821,0.6166965888689407
0.22737663509838177,0.8093975973634293,0.3394467573276044,0.8340171234137475,0.5449298080114054,0.6538220800644112,0.3973032098294129,0.1980849790544584
0.3541331075987877,0.6416148961028777,0.2202044789328938,0.6505324921382561,0.5813005475624132,0.8141669048425476,0.5166370679069674,0.2235188509874326
0.2664462907555107,0.5914044160482685,0.12741975934207034,0.3834617550598534,0.7895465471814884,0.6663511181718575,0.6964752366296096,0.4287851585876721
0.23333449312005758,0.7931799449481508,0.5127928019636627,0.5342155753677507,0.5198453940654303,0.9626061065267366,0.08941999152446095,0.146918013165769
0.25766945221416704,0.9130181797674377,0.38995696479090736,0.5424000642815706,0.6083582552063466,0.3554092123586877,0.42172221332000903,0.1119090365050867
0.2593214310946781,0.8951943526819701,0.44630459652568655,0.4924190540043123,0.7361026707191629,0.47369394452652486,0.42455535945958894,0.1280670257330939
0.40041796377668715,1.0,0.5234355840996996,0.29002026225104827,0.5903343383295722,0.44583062596691464,0.0,0.1594853381208857
0.23679588125129272,0.796127124771281,0.3694221231984461,0.8159938592064173,0.4582578046893204,0.622624561793464,0.5376464728523128,0.286654697785757
0.3785384753868276,0.9430338091802403,0.4076127061393934,0.43905260758425924,0.6185587361217091,0.3332373629677565,0.32832528499948965,0.1454219030520646
0.1744644371331276,0.7304258152239701,0.38499014196215614,0.8359053402212699,0.5573044133056784,0.7423959165779535,0.6658219997989767,0.144524236983842
