AFP,Input,Output,Enquiry,File,Interface,Added,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_4,Generated_Var_6,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.036144578313253,0.1366392496656835,0.6485191,0.65628886,0.7262904,0.52742046,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1927710843373494,0.0754547619483778,0.6931218,0.65280306,0.6996297,0.44071144,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0963855421686747,0.0116690175676418,0.7871836,0.49651632,0.5567531,0.60953647,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.036144578313253,0.070893403432926,0.71366996,0.6207565,0.66963637,0.47264463,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.144578313253012,0.0655077030170913,0.717833,0.665137,0.6931584,0.35898697,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.036144578313253,0.0288519665134001,0.7116898,0.63312465,0.6779263,0.44765526,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.0602409638554216,0.0348971404495411,0.68584746,0.6781169,0.71837497,0.39642113,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.072289156626506,0.0206451849273663,0.7455086,0.5616766,0.6176798,0.5443806,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.0602409638554216,0.0268735459524812,0.7291676,0.6034283,0.65099597,0.48057464,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.072289156626506,0.0738610342743043,0.5527583,0.93139297,0.9392346,0.08164575,0.0612887863135143
0.0260437489291221,0.0222245852828583,0.0525458248472505,0.0252100840336134,0.0280879864636209,0.0095419847328244,0.0338733431516936,0.0963855421686747,0.1862829507776291,0.65747625,0.71480864,0.7553913,0.37017107,0.1863574751804227
0.0033125821006339,0.0034028073160357,0.0020366598778004,0.0168067226890756,0.0023688663282571,0.0,0.001840942562592,0.072289156626506,0.0370404293905365,0.6555135,0.7308494,0.7658078,0.33647126,0.030735978312635
0.0108515620538009,0.0,0.0468431771894093,0.0598739495798319,0.0,0.0267175572519083,0.0157584683357879,0.072289156626506,0.0550110828188829,0.7075349,0.6277317,0.67708296,0.46923307,0.0478807194929845
0.009537951910446,0.0013823904721395,0.0219959266802443,0.0567226890756302,0.0135363790186125,0.0044529262086513,0.0123711340206185,0.3012048192771084,0.0607631574126655,0.6525888,0.72857916,0.766102,0.34805688,0.0608491775653002
0.0218173510765891,0.0221182475542322,0.0105906313645621,0.0850840336134453,0.0084602368866328,0.0,0.0027982326951399,0.072289156626506,0.0143435490666617,0.823192,0.42077383,0.49279907,0.7117418,0.0119060702641315
0.0145068250613969,0.0069119523606975,0.0183299389002036,0.1060924369747899,0.0142131979695431,0.0063613231552162,0.012960235640648,0.0240963855421686,0.0161204638297092,0.80827,0.45519704,0.5210678,0.6622208,0.0162105725903945
0.0018847449882917,0.0012760527435133,0.0061099796334012,0.0031512605042016,0.0023688663282571,0.0095419847328244,0.0038291605301914,0.0650602409638554,0.0451556174320833,0.57613087,0.8957253,0.90557474,0.11611816,0.0452430670037
0.0103375406933577,0.0104210974053594,0.0081466395112016,0.0168067226890756,0.0213197969543147,0.0031806615776081,0.0117820324005891,0.108433734939759,0.0208833281430324,0.75543684,0.5485814,0.6045776,0.5541691,0.0209730006960471
