rely,data,cplx,time,stor,turn,acap,aexp,pcap,vexp,lexp,modp,tool,MI_loc_stor,MI_aexp_data,actual
0.3312635198758112,0.0493587309358731,0.2413354158664584,0.5091969,0.560511,0.028487071,0.084046096,0.056806453,0.011471197,0.6893722,0.7892147773528866,0.24356315,0.21724758,0.76644915,0.084743276,0.74842143
0.11847139110828347,0.22415157241515726,0.03101908889809111,0.277494,0.30097055,0.25607786,0.3454435,0.25354612,0.26611805,0.8478855,0.518273131096388,0.48232406,0.48045808,0.8255916,0.23217869,0.39176202
0.3899756933985416,0.1688981868898187,0.33717688628231135,0.528508,0.574785,0.10391038,0.17717864,0.13789141,0.16703284,0.44054097,0.529525231771514,0.24560583,0.22305141,0.5498833,0.17729801,0.40020102
0.2206059232363554,0.1496032949603295,0.06438625356137465,0.38872004,0.42478076,0.13301525,0.2871991,0.18626228,0.1819686,0.7892005,0.49118762947125777,0.41120756,0.43761045,0.8757391,0.15314433,0.35086542
0.3547312212838733,0.2321401732140173,0.24573265542673445,0.50738674,0.542449,0.14525431,0.24571261,0.20114857,0.24033391,0.482391,0.5620262937215776,0.31618476,0.2711156,0.56249803,0.3068048,0.37787366
0.2464629747877785,0.2221010822101082,0.15361703463829654,0.4285893,0.45955962,0.22654837,0.32288566,0.20544589,0.2641764,0.55230427,0.39151998349119904,0.40651602,0.4143703,0.6868632,0.17913142,0.4436347
0.557122233427334,0.16652069665206967,0.43955267604473236,0.7147647,0.71670413,0.060572542,0.08798976,0.08381317,0.1143769,0.50101864,0.7894137473648248,0.18487555,0.14922805,0.54609,0.22501901,0.7408892
0.12217942733076564,0.2509536250953625,0.02390602760939724,0.27105406,0.29153728,0.26266974,0.37632912,0.28255358,0.27976668,0.8428343,0.4909612794576768,0.49620795,0.50433344,0.81214905,0.27871564,0.34662414
0.19649162178949733,0.11119282111928212,0.07694760730523927,0.37016442,0.4284025,0.11982847,0.23766732,0.13321018,0.12588146,0.7336187,0.559901983594119,0.38308203,0.393063,0.8479204,0.096347675,0.45584613
0.9243795254627716,0.3885499388549939,0.8776727122327288,0.8845458,0.95867455,0.1540702,0.043345984,0.13079223,0.27743453,0.09192461,0.6992314419538865,0.03372115,0.044542424,0.094441175,0.40207398,0.5208399
0.6376133382568003,0.1814574781457478,0.4706365529363447,0.7839267,0.7686299,0.04509373,0.074254915,0.055644237,0.09453958,0.5560664,0.8763902125834128,0.16357638,0.16373949,0.61676776,0.26550847,0.5698972
0.47846957870817475,0.14142230414223042,0.4425091857490814,0.60673296,0.6598592,0.053913437,0.05071037,0.07262192,0.053141654,0.5210618,0.7827327169639631,0.15917578,0.14164281,0.49268824,0.16177824,0.65917957
0.46032872761972365,0.16648073664807367,0.3292523870747613,0.60524,0.66543543,0.08233615,0.17519824,0.11414557,0.17331532,0.56395483,0.5986270359176222,0.27621928,0.26390275,0.70731676,0.160288,0.4234156
0.09045954542757273,0.36531356653135666,0.017468532253146773,0.20043379,0.2121329,0.38487846,0.49167785,0.39376217,0.40145966,0.8293022,0.30667345840040755,0.57749355,0.6109148,0.7508807,0.34341475,0.2714672
0.7144035428642126,0.3038860903886091,0.5198896480110352,0.81364536,0.80406445,0.13923404,0.16350873,0.1304977,0.23493108,0.37943023,0.7698877961932677,0.20481527,0.21424061,0.5332776,0.32724324,0.46777955
0.5286562717193763,0.11436337143633715,0.40306682969331703,0.679222,0.71377915,0.02639588,0.058330443,0.029054366,0.05600807,0.564821,0.8169417890165074,0.18173496,0.18430313,0.6635423,0.17030627,0.680103
0.1369988082199285,0.27502662750266277,0.02955172704482729,0.30163667,0.32222408,0.29556113,0.37521404,0.30683452,0.3010603,0.85080343,0.526851531611092,0.51819617,0.5258355,0.8112016,0.27235916,0.45567578
0.3580467614828057,0.16017760601776063,0.15630236436976355,0.5144081,0.53328973,0.10972368,0.2610594,0.11120608,0.18674007,0.68094677,0.5313595318815719,0.35567808,0.41490483,0.80747545,0.16829357,0.31720328
0.45213602712816164,0.07597253759725375,0.27545485245451473,0.6345752,0.66685456,0.02969803,0.106653154,0.03972236,0.044454202,0.69627327,0.8286563097193786,0.24673554,0.26535723,0.91641456,0.12920532,0.64150834
0.27514116650847,0.03611222361122236,0.14854136514586347,0.44073772,0.5297183,0.051741756,0.15280281,0.07223097,0.06435794,0.6889953,0.6403920384235223,0.3125431,0.3100801,0.8624475,0.033544764,0.6008538
0.3774624426477466,0.09549667954966796,0.23826386617361336,0.5354637,0.5819046,0.07496882,0.17316446,0.06010715,0.10501522,0.60992014,0.6169520370171222,0.28907543,0.33180773,0.8137499,0.096247345,0.51506555
0.285013617100817,0.036718893671889366,0.18249231175076883,0.45292562,0.55311257,0.052636012,0.13732408,0.0534314,0.045842633,0.6813481,0.6457712387462743,0.2932716,0.30645698,0.8990803,0.020904124,0.626191
0.1976987218619233,0.1311127831112783,0.12240657775934222,0.38175362,0.44280824,0.13909772,0.23373312,0.16056359,0.14790556,0.5948074,0.4960769097646146,0.35898894,0.33778882,0.77435386,0.07802671,0.69435215
0.5320954619257278,0.15120676512067652,0.33657332634266734,0.7144322,0.717157,0.0595595,0.101887435,0.08415166,0.0932987,0.6215145,0.8522692811361569,0.23085509,0.17796469,0.7552176,0.1806697,0.76151645
0.37956276277376577,0.12143482214348222,0.2901794709820529,0.501738,0.6310828,0.095021434,0.15212636,0.07402437,0.12158558,0.45008814,0.49760342985620576,0.26062736,0.2916584,0.7649022,0.09097631,0.630653
0.45693712741622766,0.1098617609861761,0.38516154148384585,0.5964317,0.65928686,0.047294572,0.057949882,0.056959547,0.062707275,0.5393125,0.7286222437173346,0.19369648,0.1885227,0.63875306,0.1369963,0.5701463
0.3720546623232797,0.11322596132259614,0.2709899729010027,0.5170612,0.62296283,0.08317343,0.15468417,0.07255637,0.12726665,0.51207143,0.5730293343817601,0.271899,0.2818064,0.668269,0.08744101,0.59129894
