size_D,duration_D,app,har,dba,nlan,t02,t03,t05,t06,t11,t13,MI_size_D_t11,MI_size_D_t14,MI_duration_D_t07,effort_D
0.16571742,0.12779635766778147,0.6137378,0.35295653,0.4588686658868666,0.2844785,0.50194,0.25304016,0.4282421256945276,0.38506746,0.3734604924076295,0.07851221,0.102938384,0.20811683,0.32306284,0.28013888
0.054320496,0.05240982714458963,0.5147574,0.1599405,0.24309047430904746,0.17361781,0.34045187,0.32003048,0.1962331917739915,0.18087587,0.3030640381838423,0.10382911,0.10686709,0.3640495,0.49425173,0.28711313
0.113548234,0.023677942420676546,0.6031779,0.3572718,0.5612212961221296,0.33583483,0.7243073,0.2742826,0.40479872428792346,0.49017262,0.4086846245210775,0.1623185,0.026811987,0.317516,0.29823506,0.28273854
0.024243142,0.03502385210143113,0.43455148,0.06615901,0.0798643879864388,0.20910022,0.21805379,0.32397684,0.05122021307321279,0.07112965,0.29974481798468905,0.13293818,0.11847669,0.5030368,0.5793052,0.34055012
0.09001388,0.1403721784223307,0.45605057,0.13324825,0.15239317523931753,0.29101261,0.19068703,0.31275636,0.1003678800220728,0.11341077,0.3597769615866177,0.15886997,0.1545072,0.48635817,0.61682445,0.37064654
0.13697726,0.1999694719981683,0.45313963,0.14896421,0.13339789333978933,0.31855068,0.14472076,0.27929407,0.1379990682799441,0.107022226,0.3773295526397732,0.14815451,0.21868277,0.5468025,0.6639771,0.40275794
0.012318622,0.06627886397673184,0.42396796,0.044783518,0.12397225239722524,0.18674979,0.21079025,0.3571268,0.024506749470404966,0.030673891,0.283710417022625,0.16699399,0.13210708,0.5040084,0.67490137,0.34265265
0.04072733,0.060623556637413395,0.48218757,0.12283985,0.1875968787596879,0.1686634,0.2858005,0.3302645,0.12864894771893687,0.107124686,0.29324905759494346,0.10755279,0.11595539,0.39786425,0.5698342,0.31741932
0.009859685,0.05494514029670842,0.4298879,0.048321083,0.13158322315832233,0.19244167,0.2059131,0.35166776,0.023411961404717685,0.023924738,0.28947727736863665,0.1611792,0.13279252,0.5028523,0.6665437,0.3441726
0.05349839,0.2705497862329872,0.27605632,0.026838645,0.04609084460908446,0.2748677,0.27659222,0.46269053,0.10110748606644916,0.17766991,0.21123230267393817,0.31769547,0.1366165,0.5555016,0.7779966,0.27164325
0.056935,0.04612361576741695,0.4854082,0.13928531,0.18536598853659886,0.24725562,0.30429503,0.31145012,0.15002620900157254,0.17640337,0.32586325955179557,0.12326067,0.0985206,0.41428077,0.46928135,0.32236642
0.050791662,0.035178168110690085,0.4971181,0.15211643,0.20628442062844207,0.22314033,0.30696175,0.3023897,0.15965816957949017,0.17444175,0.33136214988172896,0.113004215,0.09893504,0.4004477,0.49415964,0.32029447
0.10991295,0.5045444302726658,0.17672342,0.056825116,0.14121748412174842,0.36135012,0.46631208,0.6457846,0.27914071674844304,0.39014637,0.12351255741075345,0.5167573,0.14975944,0.48802263,0.8363685,0.19122288
0.026329901,0.025370721522243293,0.46372592,0.11323421,0.1783237678323768,0.21801606,0.2736692,0.3336293,0.10481742628904557,0.12217343,0.30844347850660875,0.11819683,0.09219965,0.43953308,0.5365562,0.32431883
0.012080442,0.0548367032902022,0.4311462,0.051415727,0.11671246167124617,0.19416761,0.21359548,0.35051155,0.023996711439802688,0.028540373,0.28901974734118485,0.15218031,0.13260475,0.49702162,0.64166135,0.3423998
0.05525822,0.17878749072724945,0.36050475,0.098829284,0.12603171260317125,0.27539378,0.35782543,0.4254207,0.165120049907203,0.24586058,0.2487442649246559,0.24751154,0.08306021,0.42369327,0.56011415,0.26489282
0.0316146,0.06431031385861882,0.45813733,0.08019312,0.12690980269098026,0.16805263,0.24075332,0.34904465,0.09534890072093405,0.07748613,0.2794985367699122,0.14161299,0.12981975,0.44627368,0.5801782,0.32166478
0.07762931,0.0219312433158746,0.52437836,0.22652747,0.29134538913453895,0.29176086,0.40161714,0.2521991,0.22920174375210461,0.2669791,0.3583853415031205,0.124385215,0.094236284,0.38971817,0.3593142,0.29968
0.053456668,0.1942868316572099,0.4030764,0.063314736,0.17420376742037674,0.14609775,0.30584088,0.4216551,0.12116879727012785,0.0753642,0.22800001368000083,0.17884675,0.13931884,0.36789754,0.66389215,0.27950788
0.009636518,0.08284101497046091,0.4128449,0.03708206,0.13695825369582537,0.19850248,0.21814886,0.3722246,0.016904564014273843,0.031551927,0.2771241866274512,0.18735339,0.13013405,0.5063888,0.6884562,0.33190006
0.057781573,0.1335701580142095,0.5139307,0.11469625,0.2779196777919678,0.104270935,0.27613637,0.41112253,0.14275059856503594,0.07308653,0.2755885865353152,0.086070836,0.13839476,0.33070245,0.6685987,0.3165766
0.032125544,0.12069707324182441,0.410586,0.052928954,0.12163020216302022,0.18182644,0.22339961,0.36163312,0.06487757389265443,0.05973038,0.269549916172995,0.17284118,0.13768962,0.4531762,0.6501584,0.31988427
0.029478956,0.10905205654312339,0.4204933,0.057524607,0.11172546117254613,0.20450798,0.16924897,0.33758324,0.02229803933788236,0.029283315,0.3015637180938231,0.16443482,0.1541856,0.5092653,0.6985103,0.38286
0.031144269,0.0217164583029875,0.46573412,0.12249826,0.15603168560316857,0.23254874,0.2830377,0.30083773,0.1124659867479592,0.1269663,0.3172493190349592,0.12973198,0.1051635,0.4455576,0.49836743,0.32306424
0.04458299,0.01948252116895127,0.48293853,0.15961303,0.1900739190073919,0.25858155,0.33183488,0.2832396,0.14922210895332655,0.18531126,0.3307615698456942,0.13647482,0.08468819,0.4211074,0.43977407,0.33364835
0.099007085,0.18552638113158287,0.57556355,0.1816266,0.40626136062613605,0.07222843,0.36419764,0.43945462,0.24504615470276928,0.13408619,0.285636267138176,0.030302148,0.12639694,0.22515309,0.631131,0.29011303
0.0140842125,0.03595280515716831,0.44280756,0.06898327,0.12039770203977021,0.19816472,0.23159686,0.34567258,0.050090376005422564,0.07133034,0.29111926746715605,0.15253083,0.11004506,0.47429383,0.57727396,0.33300802
0.05574399,0.1356005081360305,0.39930835,0.078124195,0.07870889787088979,0.25519225,0.1706529,0.320235,0.07602930456175827,0.08927488,0.3084137885048273,0.17191778,0.14615163,0.5355606,0.64086246,0.36140463
0.0700966,0.27072714624362876,0.3068821,0.06368315,0.08718515271851528,0.31235468,0.30474827,0.42939276,0.14958361897501715,0.2361182,0.24293157457589448,0.33883616,0.12152116,0.56431735,0.7206377,0.25736547
0.026838128,0.06502297890137873,0.41956055,0.07213652,0.09870654987065498,0.21694733,0.23634586,0.32466054,0.07460198447611907,0.09866902,0.28828251729695104,0.15287149,0.11602764,0.483252,0.5837704,0.32078272
0.08864474,0.385250683115041,0.24095128,0.06312661,0.12541766254176626,0.31322628,0.39518455,0.5190898,0.20094301205658074,0.28735888,0.17842331070539866,0.4146588,0.13442811,0.5040506,0.7818757,0.22284137
0.06446132,0.1102298716137923,0.49470264,0.12088473,0.2197920919792092,0.1345775,0.2662404,0.36867145,0.14453107867186474,0.08438784,0.281856766911406,0.09032174,0.13534777,0.35621512,0.6090498,0.29834524
0.022905976,0.07374504442470267,0.45947284,0.0736894,0.1511237751123775,0.1603911,0.23556033,0.36038285,0.08089641485378489,0.058097184,0.2744489764669386,0.14262609,0.13399303,0.44829944,0.6182219,0.32661915
0.05659428,0.02670983060258984,0.53373647,0.22982205,0.3486366048636605,0.23319861,0.50875854,0.29801226,0.26145519568731174,0.3129235,0.34427555065653304,0.13816403,0.05728995,0.34386465,0.4299996,0.27804938
0.042668257,0.05875828852549731,0.46470326,0.11223315,0.14619173461917348,0.20634376,0.2399517,0.31188664,0.12065590123935407,0.12726635,0.31290361877421713,0.12874393,0.10902893,0.4157422,0.5286941,0.3305295
0.099300414,0.16266453975987238,0.4355812,0.11406846,0.11657781565778157,0.2999106,0.14009562,0.29851514,0.09753734585224075,0.09268057,0.3574480014468801,0.16515097,0.19514383,0.5644832,0.67121756,0.38925967
0.030072916,0.18490132109407928,0.3360354,0.032974154,0.07410991741099175,0.23408172,0.25409207,0.42329305,0.06089833765390026,0.109041154,0.23969958438197508,0.24856856,0.12912361,0.502296,0.72532165,0.3102166
0.017546784,0.048537260912235654,0.44620657,0.070472896,0.11732496173249618,0.1902278,0.22012839,0.33730915,0.07069302024158121,0.064068854,0.28734768724086124,0.13318807,0.12341063,0.46873325,0.58333206,0.33224732
0.04153342,0.25604941536296494,0.29762474,0.0130402,0.059643393964339396,0.2470505,0.26341626,0.48587713,0.07305753438345206,0.12261984,0.20442567226554034,0.30174452,0.14723262,0.48098466,0.7804128,0.27863616
0.010333896,0.047915062874903776,0.42598626,0.058035165,0.11055643105564311,0.20815969,0.22159114,0.3413108,0.03290659397439564,0.0446541,0.2921813575308815,0.14964299,0.12393928,0.5065297,0.6195256,0.34207803
0.020437438,0.07581235954874158,0.45021307,0.07001269,0.13589884358988435,0.1671881,0.2266632,0.3566738,0.06753471905208314,0.053118944,0.276614916596895,0.1426149,0.13397971,0.45575917,0.6279489,0.33790457
0.22642654,0.2119811027188662,0.57014334,0.29793978,0.296976479697648,0.39794093,0.23699626,0.23354866,0.32183159930989597,0.24401307,0.4431135265868116,0.0890826,0.23675281,0.4954849,0.51671773,0.41055757
