TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,Effort
0.0914334108566589,0.45494384,0.6666105399966324,0.21989612319376742,0.31625012,0.19818057,0.46262372,0.76214373,0.10627374937262506,0.30359936,0.15380555922833358
0.13546918645308137,0.6414533,0.7129178427750706,0.2134416128064968,0.70750535,0.36208007,0.33475184,0.6494082,0.402174859782514,0.51062894,0.19876451192587075
0.5603935739606425,0.41716185,0.6655412699324762,0.22840383370423004,0.4494988,0.2886713,0.6438049,0.86196095,0.19682225031777495,0.45951855,0.22522439351346363
0.6139177086082291,0.8433117,0.35948428156905693,0.27204103632246224,0.19622631,0.21980883,0.5432874,0.78004444,0.06925752807424718,0.36287576,0.280212716812763
0.7764116223588378,0.6381926,0.5248617814917069,0.31636251898175116,0.45025483,0.30419457,0.6171428,0.8134012,0.19866211013378896,0.5224464,0.3296489597789376
0.697378830262117,0.54056376,0.7097620425857226,0.29951448797086927,0.40718105,0.3138286,0.35498416,0.6688449,0.2117783188221681,0.42281276,0.23279328396759705
0.03697007130299287,0.5548554,0.7994264879655892,0.42548022552881354,0.31296822,0.29697722,0.52392095,0.84595054,0.09957033004296698,0.47323975,0.2623753357425202
0.6126638387336161,0.85152894,0.3236704394202264,0.23798689427921368,0.18535791,0.20653677,0.5454438,0.80029273,0.06785982321401766,0.34904975,0.2706732862403972
0.0499952250004775,0.78532666,0.8178633490718009,0.20426831225609876,0.24814124,0.16613978,0.24449506,0.53792447,0.08788480121151987,0.2148163,0.15103745906224753
0.5608032439196756,0.777759,0.387905383274323,0.35056562103393724,0.21121703,0.23707527,0.47218972,0.7749578,0.09394258060574194,0.42864442,0.3027183581631015
0.36677646332235364,0.7761807,0.6954092417245544,0.20459854227591254,0.12052987,0.09382616,0.18221904,0.7010908,0.0502261949773805,0.18217267,0.09127092547625554
0.15913887408611258,0.39265186,0.5966453957987238,0.3786304227178254,0.21286054,0.25080323,0.5576303,0.7218647,0.09425997557400244,0.37035134,0.19944460196667613
0.08316948168305183,0.79168695,0.8746313524778812,0.25477547528652855,0.10630697,0.08363231,0.19213805,0.3564284,0.06887028311297168,0.1553842,0.1117970767078246
0.5910258408974158,0.51116884,0.5777075346624522,0.15505925930355557,0.8670635,0.38273528,0.615341,0.80087686,0.5194675480532452,0.63126826,0.22784049367042963
0.8830095116990487,0.43838245,0.601391766083506,0.162285349737121,0.8171624,0.38188013,0.9227751,0.9189493,0.4333251866674813,0.6430439,0.34797152087829125
0.6237562376243763,0.5246396,0.5009699800581988,0.5074216304452979,0.20258024,0.35745344,0.47337252,0.7548501,0.13928894607110537,0.5551308,0.3347077200824632
0.05474680152531985,0.6381112,0.794479717668783,0.2449373146962389,0.35650262,0.2174799,0.36141568,0.6455335,0.14804522519547747,0.33753628,0.21316288278977297
0.7882308811769119,0.89830893,0.7225845433550726,0.5421088325265299,0.5351826,0.5081862,0.8468048,0.67263985,0.36669786333021365,0.7158768,0.7555237453314247
0.7689332231066777,0.8678429,0.7082530424951826,0.26367636582058196,0.47864795,0.3126224,0.5241658,0.77532685,0.2227426577257342,0.47381166,0.33847376030842563
0.04931389506861049,0.48402566,0.48426210905572653,0.36486929189215755,0.21551053,0.20180175,0.43567735,0.74204785,0.08747060125293987,0.35136443,0.20405240224314414
0.11386355861364413,0.41692328,0.6597396395843784,0.1637391798243508,0.2882075,0.17208287,0.5235587,0.7293072,0.10831429916857008,0.24006167,0.1400982784058967
0.028580502141949782,0.70486057,0.6242355374541323,0.4565125973907559,0.28641695,0.3011458,0.60264564,0.7977327,0.10680454931954507,0.47409937,0.29452084767125086
0.6992924300707569,0.6254343,0.3753707025222422,0.42456194547371673,0.1569253,0.27920583,0.27879196,0.646253,0.12337196766280323,0.42487118,0.23685674421140465
0.8321544167845583,0.7454481,0.6939536716372203,0.6384752783085167,0.4387771,0.5807974,0.7435787,0.18589604,0.3589540341045966,0.24565756,0.3454990907299455
0.15770255422974455,0.65705717,0.5767399346043961,0.21350015281000917,0.20471144,0.14750116,0.2614178,0.61871475,0.06519018348098164,0.22082886,0.1370723582243415
0.5808678419132157,0.715578,0.813400648804039,0.7161793429707606,0.46891582,0.5357715,0.6743929,0.78827214,0.47572365242763476,0.86123407,0.7418893445133606
0.05485906651409335,0.53324115,0.7265067435904046,0.3936138436168306,0.28130186,0.2666648,0.5208687,0.7952302,0.10179734982026502,0.42131045,0.2670799360247962
0.23253363674663632,0.560009,0.7756175465370527,0.5254863315291799,0.22637169,0.34540898,0.69190264,0.62117696,0.11557163844283615,0.44488788,0.2969533378172003
0.7932861206713879,0.8399388,0.5583203334992201,0.32348561940913717,0.32801515,0.28871357,0.56592333,0.73217535,0.15335860466413953,0.47616267,0.39049919342995165
0.4815604518439548,0.74021006,0.41629895497793734,0.3685245721114743,0.25707483,0.27858078,0.549232,0.7326759,0.1112900188709981,0.4547481,0.37585874255152457
0.809602719039728,0.82147,0.5952806857168411,0.42638065558283933,0.44422957,0.3920555,0.6150425,0.73194015,0.27053222294677765,0.66303694,0.6214975372898522
0.19646655035334495,0.77522004,0.5312216018732961,0.272637016358221,0.25146317,0.20660123,0.567396,0.73684555,0.07748537225146278,0.35427207,0.25732354543941277
0.035798158420184155,0.877699,0.6510441690626502,0.29420051765203103,0.2525751,0.21762033,0.6543989,0.57321846,0.09210246578975342,0.31642294,0.22974352378461144
0.3187285681271431,0.67748034,0.8050588883035333,0.8014936880896213,0.18828173,0.5327903,0.6656539,0.6264021,0.18325543167445682,0.6600518,0.4387395963243758
0.7776788222321177,0.7185536,0.8422650005359,0.5909824754589486,0.3911385,0.434588,0.5964549,0.7758125,0.34019386598061335,0.68387496,0.555719883343193
0.8482516751748325,0.8060282,0.6303529378211763,0.2464639347878361,0.25876892,0.1812123,0.38941252,0.76312906,0.08845934115406588,0.33551928,0.17656998059419884
0.4420412357958764,0.36425942,0.7175124130507449,0.277840866670452,0.22622292,0.21785074,0.51505965,0.75493854,0.07726208227379178,0.33539936,0.20644553238673194
0.3594298040570196,0.47047347,0.45831277749876664,0.20322425219345513,0.160478,0.105681956,0.29628518,0.68288016,0.052789914721008524,0.1973815,0.0826927649615659
0.43715375628462433,0.38255763,0.35149762108985727,0.268833416130005,0.20700231,0.15714455,0.45292968,0.67211366,0.08332444166755582,0.25490272,0.14657740879464454
0.08699856130014386,0.48920196,0.6726518103591086,0.40942282456536944,0.26463658,0.26500934,0.46300018,0.87232524,0.07767125223287477,0.41127083,0.2473982448438947
0.8516512148348785,0.8881931,0.7974919478495169,0.8859817531589051,0.72703457,0.791035,0.66970026,0.6801176,0.7164000783599921,0.87883663,0.9240691554441494
0.8443302155669784,0.65218985,0.7892716473562988,0.5014611300876678,0.3584956,0.40420273,0.67571104,0.8382931,0.2655855734414426,0.69312394,0.5700438942026337
0.6472251952774805,0.864115,0.7899577473974648,0.5993157359589442,0.4345089,0.5110249,0.7777241,0.6219627,0.31532680846731914,0.62134784,0.6067623364057402
0.7977151202284879,0.33834934,0.6682262800935768,0.2959970377598223,0.22577916,0.23239669,0.54998374,0.79939103,0.08804100119589987,0.34651718,0.17168931030135862
0.05297827470217253,0.5565046,0.53792933227576,0.23626582417594946,0.20967272,0.16309738,0.38682693,0.75980914,0.07622932237706775,0.3008811,0.18992151139529068
0.47244922275507767,0.73103607,0.2227175633630538,0.3514475410868525,0.20598166,0.23073056,0.4242857,0.6886122,0.09520996047900394,0.39640838,0.31873543912412633
