ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_Input,MI_N_effort_Enquiry,Effort
0.40359179964082,0.11629723697783423,0.1890475,0.25749078,0.1889169,0.20468305,0.25042814,0.22452171,0.20120816,0.63211125,0.12697583,0.021170738270244294,0.7603278,0.2318033068196693,0.056499805,0.12332439739946385,0.034584902,0.5646752,0.20355101,0.1505056650505665,0.06649937
0.5757207424279257,0.20543263232595796,0.1755594,0.4174312,0.14161696,0.41062266,0.4061849,0.4134999,0.06438044,0.76264095,0.07119364,0.02183577931014676,0.77967024,0.5082216491778351,0.07699122,0.11786651707199103,0.072249345,0.5994219,0.23413135,0.09548306954830696,0.121737435
0.19737154026284595,0.10202937612176256,0.22620882,0.3049819,0.15050513,0.1624256,0.22765724,0.27666962,0.10359948,0.51351357,0.19189072,0.014712662382759744,0.77734375,0.2605043939495606,0.047461852,0.24677191480631488,0.05815939,0.61224127,0.32165334,0.13298295329829532,0.080724806
0.23332016666798333,0.12443549146612949,0.22408241,0.3029988,0.15901828,0.1756926,0.25209534,0.24934734,0.18144502,0.5601361,0.15426624,0.014166925850015551,0.7604014,0.2962188103781189,0.045215406,0.20673112240386735,0.057182617,0.5984993,0.31267256,0.13303044330304434,0.07648968
0.17620025237997475,0.09558111573486694,0.2186914,0.30492416,0.16113581,0.18421671,0.21671417,0.2983721,0.0644086,0.4852954,0.19666952,0.014915332894919975,0.77716273,0.199983550001645,0.038866505,0.2414770444886227,0.058906816,0.6124481,0.31223357,0.1287355728735573,0.07321919
0.41167588883241113,0.14447382866842973,0.24255446,0.112932295,0.21793863,0.48399317,0.26995164,0.23049513,0.2641516,0.76362026,0.18368852,0.01646179798770788,0.76586324,0.3767153223284677,0.11989719,0.15073162904389775,0.09407325,0.6277929,0.34436324,0.14325898432589845,0.13104239
0.36457004354299566,0.11750607705036463,0.19471368,0.23252481,0.20902768,0.22558771,0.28279713,0.26306748,0.12768197,0.68957186,0.103279814,0.010275939616556377,0.7409498,0.3409283659071634,0.028913658,0.10463384627803078,0.059160426,0.5285145,0.22380957,0.13074903307490332,0.055725448
0.6160482383951761,0.1376083582565015,0.23915595,0.24157304,0.21960244,0.18143351,0.22205801,0.24820122,0.1900279,0.6444026,0.30209202,0.02180666230839974,0.77144486,0.32583543741645626,0.11971505,0.1582645594958736,0.08154253,0.5997047,0.21144061,0.16717277671727768,0.1308135
0.5153772484622752,0.12732954763977286,0.20140585,0.23869316,0.20863315,0.23411074,0.25670457,0.25734907,0.15221664,0.6390845,0.19155975,0.020075333204519995,0.7635533,0.30120046987995297,0.07523372,0.11776761706605703,0.059467323,0.5904678,0.21130286,0.14901217490121751,0.08705018
0.46619741338025866,0.11895025713701543,0.18120115,0.22689746,0.20082858,0.25199103,0.29405665,0.25392732,0.13680509,0.5864916,0.24050632,0.02452562547153753,0.7739644,0.3809554819044518,0.078814745,0.10292834617570076,0.06570487,0.54474723,0.20508775,0.15469969546996956,0.08615417
0.41645158835484114,0.12434234746054085,0.21596895,0.24654213,0.18608753,0.18796611,0.2391952,0.22098395,0.21843746,0.6785618,0.12583399,0.01953780817226849,0.7633929,0.39856793014320696,0.065049216,0.1309311878558713,0.041731916,0.57635236,0.23891644,0.14509353450935347,0.08235493
0.8685771131422887,0.3545790812747449,0.589507,0.3081748,0.29139772,0.4118976,0.0,0.17181529,0.8542098,0.6216125,0.012408502,0.01916627314997639,0.8259645,0.31714984828501513,0.061310124,0.25616927537015655,0.022797521,0.45601606,0.49123234,0.13317561331756134,0.06640913
0.5408721459127854,0.15648037938882278,0.18792805,0.3314253,0.22016676,0.19154845,0.21217918,0.24408606,0.22110546,0.70531183,0.2038043,0.020394917223695033,0.7479998,0.3622115637788436,0.08999258,0.13038228782293726,0.06326087,0.60937744,0.19794458,0.15258541525854155,0.103931874
0.14884338511566148,0.47196402831784173,0.4082738,0.33399028,0.35431674,0.5068188,0.7448482,0.42528117,0.35986525,0.7471255,0.44275305,0.029100583746035025,0.89082885,0.4774385822561417,0.52910197,0.4658295779497747,0.27361494,0.76787955,0.39984313,0.38823077882307794,0.50591546
0.47954951204504875,0.534233632054018,0.4414884,0.4143192,0.60648274,0.5808469,0.20605218,0.45960408,0.37308878,0.49198627,0.085287526,0.42352500541150034,0.61840475,0.6739562626043737,0.19586794,0.3189447691366862,0.015260052,0.67923075,0.64142466,0.3425564342556434,0.20725508
0.2847272215272778,0.11886650713199043,0.21913648,0.2829642,0.16103108,0.15333326,0.27148533,0.24624583,0.15892124,0.5432873,0.2342242,0.01912477514748651,0.786575,0.4663669533633046,0.07046979,0.20310436218626174,0.06064821,0.5570284,0.28207868,0.1495061649506165,0.095570296
0.3696641830335817,0.12487310749238645,0.17360204,0.24680394,0.18373734,0.26582164,0.27518165,0.22506157,0.21202582,0.6316399,0.05475924,0.025554990533299432,0.739675,0.3374339662566034,0.035405464,0.06352062881123773,0.03282466,0.56477916,0.23760812,0.13536368353636835,0.047893405
