rely,data,time,stor,turn,acap,pcap,vexp,lexp,modp,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_aexp_data,actual
0.2,1.0,0.0,0.1071428571428572,0.7142857142857147,0.64,0.6527777777777778,0.645161290322581,0.2631578947368424,1.0,0.0967056323060573,0.0637845659891016,0.0967056323060573,0.0103613177470775,0.6595744680851061,0.1785222176389534
0.2,1.0,0.0,0.1071428571428572,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.0,0.0,0.666666666666667,0.2534973258305604,0.0485420411164903,0.2534973258305604,0.02716042776756,0.1914893617021278,0.1399057406903572
0.3846153846153847,1.0,0.0,0.0,0.2499999999999999,0.2,0.2222222222222222,0.0,0.0,0.2142857142857144,0.1132558666225327,0.0,0.1132558666225327,0.0,0.0,0.020809015192073
0.0,1.0,0.0,0.0,0.4642857142857144,0.64,1.0,0.3225806451612903,0.0,1.0,0.0505391892127314,0.0096777170832889,0.0505391892127314,0.0,0.1914893617021278,0.0205457210310599
0.2,0.0,0.0,0.0,0.4642857142857144,0.3866666666666667,0.2222222222222222,0.0,0.0,1.0,0.0122123307956307,0.0046770628579011,0.0,0.0,0.0,0.0023784239211521
0.0,0.272727272727273,0.0,0.3749999999999999,0.4642857142857144,1.0,1.0,0.0,0.0,1.0,0.0017595512273305,0.0006738706828074,0.0004798776074537,0.0006598317102489,0.1044487427466152,0.0032560711245293
0.0,0.272727272727273,0.0,0.0,0.0,0.3866666666666667,0.4166666666666667,0.0,0.0,0.2142857142857144,0.004285639623003,0.0016413087917883,0.0011688108062735,0.0,0.1044487427466152,0.0001843059127092
0.6153846153846153,0.0,1.0,1.0,0.4642857142857144,0.0,0.4166666666666667,1.0,1.0,0.666666666666667,0.0174387205797808,0.0033393294727239,0.0,0.0174387205797808,0.0,0.093829262513055
0.6153846153846153,0.0,0.4545454545454546,0.3749999999999999,0.4642857142857144,0.2,0.2222222222222222,0.645161290322581,0.6315789473684218,0.2142857142857144,0.0244072402919809,0.0093474537288437,0.0,0.0091527151094928,0.0,0.0366066648528624
1.0,0.0,0.1666666666666668,1.0,0.7142857142857147,0.2,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.0235361753279559,0.0,0.0,0.0235361753279559,0.0,0.0276546633784151
1.0,0.0,0.1666666666666668,1.0,0.7142857142857147,0.2,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.026149370220031,0.0,0.0,0.026149370220031,0.0,0.0186148971836301
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.3225806451612903,0.0,0.2142857142857144,0.0305046950401561,0.0,0.0,0.0032683601828738,0.0,0.0171228969378889
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.0,0.0,0.645161290322581,0.2631578947368424,0.0,0.0200519154718558,0.0076794569892213,0.0,0.0021484195148416,0.0,0.0064156010566872
0.6153846153846153,0.0,0.4545454545454546,1.0,0.4642857142857144,0.2,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,0.0008884862633055,0.0003402713348829,0.0,0.0008884862633055,0.0,0.0047480713702705
1.0,0.0,0.4545454545454546,0.1071428571428572,0.0,0.2,0.2222222222222222,1.0,1.0,0.2142857142857144,0.001672444730928,0.0011031018438035,0.0,0.0001791905068851,0.0,0.0048358360906082
1.0,0.272727272727273,0.4545454545454546,1.0,0.0,0.2,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.003588787651783,0.0013744293134488,0.000978760268668,0.003588787651783,0.1044487427466152,0.0029927769635162
1.0,0.272727272727273,0.4545454545454546,1.0,0.0,0.2,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.0014111252417205,0.0,0.000384852338651,0.0014111252417205,0.0,0.0002720706330469
0.6153846153846153,1.0,0.4545454545454546,0.3749999999999999,0.7142857142857147,0.2,0.4166666666666667,0.3225806451612903,0.2631578947368424,1.0,0.2770160798592359,0.1060912646269414,0.2770160798592359,0.1038810299472134,0.3829787234042554,1.0
0.6153846153846153,0.636363636363637,0.1666666666666668,0.3749999999999999,0.2499999999999999,0.0,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,1.0,0.1914893617021278,0.636363636363637,0.3749999999999999,0.1218568665377178,0.5787293423789506
1.0,0.636363636363637,0.1666666666666668,0.3749999999999999,0.7142857142857147,0.0,0.527777777777778,0.645161290322581,0.6315789473684218,1.0,0.2587237156147105,0.0,0.1646423644820887,0.0970213933555164,0.0,0.5611763983114068
0.3846153846153847,1.0,0.090909090909091,0.2499999999999998,0.0,0.2,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.2177836623055347,0.0834065089680771,0.2177836623055347,0.0544459155763836,0.3829787234042554,0.2149445765791067
0.6153846153846153,0.272727272727273,0.4090909090909091,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.0,0.2631578947368424,0.2142857142857144,0.1010609571261824,0.0,0.0275620792162315,0.0108279596920909,0.0,0.0630238456745157
0.6153846153846153,0.272727272727273,0.1212121212121213,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.0653472936011567,0.0,0.0178219891639518,0.007001495742981,0.0,0.0467873724120378
0.2,0.272727272727273,0.090909090909091,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.645161290322581,0.0,0.0,0.0766711381334819,0.0766711381334819,0.0209103104000405,0.0082147648000159,0.272727272727273,0.039239606462994
0.6153846153846153,1.0,0.2272727272727271,0.1071428571428572,0.0,0.2,0.2222222222222222,0.645161290322581,0.2631578947368424,0.0,0.0313757600041811,0.0120162485122395,0.0313757600041811,0.0033616885718765,0.3829787234042554,0.0453831368866343
0.2923076923076922,0.272727272727273,0.1060606060606061,0.1071428571428572,0.7142857142857147,0.2,0.2222222222222222,0.645161290322581,0.2631578947368424,0.2142857142857144,0.0400864096444312,0.0153522419914842,0.0109326571757539,0.0042949724619033,0.1044487427466152,0.0334471349207045
0.6153846153846153,0.0,0.5303030303030305,0.3749999999999999,0.0,0.3866666666666667,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.0,0.0064633020330656,0.0024753071615995,0.0,0.0024237382623995,0.0,0.0072054835397267
0.6153846153846153,0.636363636363637,0.1666666666666668,0.3749999999999999,0.7142857142857147,0.2,0.2222222222222222,0.645161290322581,0.6315789473684218,0.666666666666667,0.0095991359035556,0.0036762648141276,0.0061085410295353,0.0035996759638333,0.2437137330754354,0.0080831307431038
0.2,0.272727272727273,0.0,0.0,0.4642857142857144,0.5200000000000001,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.000139370394244,0.000139370394244,3.801010752109095e-05,0.0,0.272727272727273,0.0001228706084728
0.2,0.272727272727273,0.0,0.0,0.4642857142857144,0.3866666666666667,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.0,0.0,0.0,0.0,0.272727272727273,0.0
1.0,0.636363636363637,0.7272727272727273,1.0,0.7142857142857147,0.2,0.2222222222222222,0.645161290322581,0.6315789473684218,0.4285714285714286,0.0522813191407815,0.0,0.0332699303623155,0.0522813191407815,0.0,0.0927760858690023
0.2,0.636363636363637,0.0,0.0,0.4642857142857144,0.0,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.666666666666667,0.337990627340987,0.0,0.2150849446715374,0.0,0.0,0.0610930218270859
1.0,0.636363636363637,0.7272727272727273,1.0,0.2499999999999999,0.2,0.2222222222222222,0.0,0.2631578947368424,0.2142857142857144,0.0348600198602811,0.0,0.022183649001997,0.0348600198602811,0.0,0.0525798439543272
0.6153846153846153,0.636363636363637,0.090909090909091,0.0,0.0,0.3866666666666667,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.0183097855438058,0.0070122582933724,0.0116516817096946,0.0,0.2437137330754354,0.0196680738276827
0.0,0.0,0.090909090909091,0.3749999999999999,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.645161290322581,0.2631578947368424,1.0,0.0095991359035556,0.0018381324070638,0.0,0.0035996759638333,0.0,0.0066788952177003
0.2,0.5000000000000006,0.0,0.0,0.0,0.64,0.6527777777777778,0.0,0.0,0.4285714285714286,0.0113412658316057,0.0043434635099766,0.0056706329158028,0.0,0.1914893617021279,0.0043092477685819
