AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_4,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.0526946107784431,0.0488058151609553,0.0427435387673956,0.0426320667284522,0.036144578313253,0.1366392496656835,1.0,0.0123146231065422,0.0072001520781917,0.005825213609473,0.0151128242266462,0.0047491059345698,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1880239520958083,0.1692627206645898,0.1550695825049702,0.1501390176088971,0.1927710843373494,0.0754547619483778,0.0,0.0010816805785049,0.0141873025459824,0.0113287038328426,0.0002833720809548,0.0026954144711889,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0491017964071856,0.0394600207684319,0.0397614314115308,0.0342910101946246,0.0963855421686747,0.0116690175676418,0.0,9.53035303085712e-05,0.0005729697248782,0.0004001424003732,0.0001400625819974,0.0004010255803431,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.1497005988023952,0.1453790238836967,0.1500994035785288,0.1566265060240964,0.036144578313253,0.070893403432926,0.0,0.0009838995393341,0.0106127849450488,0.0111037860798558,0.0003602094872512,0.0020776312473003,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.1197604790419161,0.0986500519210799,0.1192842942345924,0.1047265987025023,0.144578313253012,0.0655077030170913,0.0,0.0010588086100769,0.0078452338942624,0.0068603989257936,0.0,0.0019357025283489,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.1892215568862275,0.1557632398753894,0.1878727634194831,0.1677479147358665,0.036144578313253,0.0288519665134001,0.0,0.0001219398893135,0.0054594140228948,0.0048398572186519,0.0,0.0007997255816768,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.2395209580838323,0.2139148494288681,0.2395626242544732,0.2289156626506024,0.0602409638554216,0.0348971404495411,0.0,0.0001395168102957,0.0083585965148601,0.0079885020306178,0.0,0.0009575913567804,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.1389221556886227,0.0976116303219106,0.1143141153081511,0.0861909175162187,0.072289156626506,0.0206451849273663,0.0,0.0001037624235312,0.0028680735946999,0.0017794274311817,0.0001824316782977,0.0006982208978581,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.1245508982035928,0.1090342679127725,0.1242544731610338,0.1167747914735866,0.0602409638554216,0.0268735459524812,0.0,0.000164228077955,0.003347124286297,0.0031381527247568,0.0001602914007474,0.0007611483298751,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.7724550898203593,0.7580477673935618,0.772365805168986,0.8146431881371641,0.072289156626506,0.0738610342743043,0.0,0.0001813938245356,0.0570543318645823,0.0601703884403276,0.0,0.0018970568771646,0.0612887863135143
