size_D,duration_D,nlan,t01,t03,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_InfServ,app_TransPro,har_Network,har_PC,effort_D
0.143335192414947,0.2,0.0,1.0,0.3333333333333333,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0075898020947219
0.1670384829894032,0.24,0.6666666666666666,0.75,1.0,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.0,1.0,0.0,0.0,0.1154790765476699
0.0228667038482989,0.02,0.6666666666666666,0.25,0.3333333333333333,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.0,1.0,0.0,0.0,0.0041514157595347
0.0574456218627997,0.08,0.3333333333333333,0.5,0.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.0276813867630048
0.2810931399888455,0.24,0.6666666666666666,0.25,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.3278192391183787
0.0934188510875627,0.16,0.3333333333333333,0.5,0.3333333333333333,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.0,1.0,0.0,0.0,0.0576920029788784
0.0828220858895705,0.16,1.0,0.25,0.3333333333333333,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.0,1.0,0.0,0.0,0.035540555529147
0.0448968209704406,0.46,0.3333333333333333,0.75,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,1.0,0.0,0.0,0.1067484273739918
0.0886781929726715,0.4,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.0,1.0,0.0,0.0,0.1353488298394891
0.3159509202453988,1.0,0.3333333333333333,0.75,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.0,1.0,0.0,0.0,0.1793189776742564
0.0370886781929726,0.18,0.3333333333333333,0.25,0.0,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.0588962304511099
0.1926938092582264,0.34,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0565194657032846
0.0167317345231455,0.06,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0050228961670707
0.0,0.12,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.0,0.0,1.0,0.0,0.0
0.0560513106525376,0.3,0.3333333333333333,0.25,0.0,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,1.0,0.0,0.0,0.0,0.0314049848679311
0.0900725041829336,0.14,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0548874205764446
0.0454545454545454,0.18,0.0,0.25,0.0,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0148468571247484
0.5022308979364194,0.56,1.0,0.75,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.0,1.0,0.0,0.0,0.4013088051211357
0.6787506971556051,0.68,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.75,0.0,1.0,0.0,0.0,0.5815626435962035
0.1076408254322364,0.72,1.0,0.5,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.2292627275752246
0.0680423870607919,0.5,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,1.0,0.0,0.0,0.1656763480217394
0.8103736754043502,0.2,1.0,0.75,0.0,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.2838966265785679
0.071388733965421,0.2,0.0,0.75,0.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,1.0,0.0,0.0,0.1392150338292849
0.0850529838259899,0.48,0.0,0.75,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.1045934940026302
0.1447295036252091,0.24,1.0,0.25,0.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.0,1.0,0.0,0.0,0.1562960498169891
0.1168432794199665,0.18,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.071572309106178
0.9258226436140546,0.82,0.6666666666666666,0.75,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.0,1.0,0.0,0.0,1.0
0.0571667596207473,0.0,0.3333333333333333,0.5,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0169225650045158
0.041271611823759,0.12,0.6666666666666666,0.0,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.01373770024243
0.0382041271611823,0.16,1.0,0.5,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0184120042464863
0.0945343000557724,0.04,0.3333333333333333,0.25,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.0192517944573846
0.1065253764640267,0.48,0.3333333333333333,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0376162634089144
0.0435025097601784,0.04,0.3333333333333333,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0060211373611573
0.0064138315672058,0.04,0.0,0.5,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,1.0,0.0,0.0,0.0102993139072427
0.2208588957055214,0.04,0.6666666666666666,0.75,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0421004262331447
0.4461795872838817,0.14,1.0,0.75,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.0,1.0,0.0,0.0,0.1492132908684698
0.2752370329057446,0.08,1.0,0.75,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.0,1.0,0.0,0.0,0.0985089762481976
0.139431121026213,0.36,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0517659362076341
0.5593976575571667,0.54,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.2125936841438101
0.0708310094813162,0.44,0.3333333333333333,0.25,0.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0824578916512177
0.3134411600669269,0.36,0.6666666666666666,0.75,0.0,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.1444597613728193
0.0571667596207473,0.06,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.5,1.0,0.0,1.0,0.0,0.0081919158308377
0.0499163413273842,0.2,0.3333333333333333,0.5,0.0,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.0791462661025811
0.0030674846625766,0.04,0.6666666666666666,0.75,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0075581118980843
0.0699944227551589,0.04,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.25,0.5,1.0,0.0,0.0,0.0,0.0744085817052494
0.1042944785276073,0.22,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,0.0,0.0,0.0,0.0,0.1193769707341034
0.2816508644729503,0.1,0.6666666666666666,0.75,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.75,0.75,0.0,1.0,1.0,0.0,0.1287731140371726
0.0047406581148912,0.1,0.6666666666666666,0.75,0.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,1.0,0.0,1.0,0.0,0.0033750059419118
0.0953708867819297,0.44,0.6666666666666666,1.0,0.3333333333333333,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.1654228264486381
0.0404350250976017,0.18,0.3333333333333333,0.75,0.0,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.0,1.0,0.0,0.0,0.0185704552296747
0.4121583937534858,0.48,1.0,0.75,0.0,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0847395858091299
0.1469604015616285,0.18,0.3333333333333333,0.25,0.3333333333333333,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0613680657888482
0.1285554935861684,0.18,0.0,0.25,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.5,0.0,1.0,0.0,0.0,0.0478046616279254
0.1491912994980479,0.16,0.6666666666666666,0.0,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0629684207190505
0.0744562186279977,0.2,0.3333333333333333,0.75,1.0,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.1294386081665636
0.0250976017847183,0.16,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0452694458969117
0.058282208588957,0.1,0.6666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.0,1.0,0.0,0.0,0.0221514474497314
0.1045733407696598,0.52,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,1.0,0.0,0.0,0.2078401546481595
0.1246514221974344,0.32,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.0,0.0,1.0,0.0,0.1033417312354423
0.1600669269380925,0.24,1.0,0.25,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0987624978212989
0.0435025097601784,0.16,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.25,0.5,1.0,0.0,0.0,0.0,0.0639666619131371
0.158393753485778,0.22,1.0,0.25,0.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.1088241352537592
1.0,0.58,0.6666666666666666,0.25,0.3333333333333333,0.75,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.75,0.0,0.0,0.0,0.0,0.6163109442094088
