YearEnd,Transactions,Entities,Envergure,Language,Effort,source
0.4033564592663393,0.3706938089956016,0.3223268869567945,0.6188500487207069,0.568292897928686,0.3654092624396596,0
0.5502403077218712,0.3150205914659864,0.4679760336407074,0.6082750901010511,0.568292897928686,0.3801436001568492,0
0.4033564592663393,0.1589367494633158,0.3385101254772293,0.4496507108062145,0.568292897928686,0.2328002229849542,0
0.5502403077218712,0.3180030852622159,0.4578615095654356,0.5765502142420837,0.568292897928686,0.3250499895621405,0
0.5502403077218712,0.2583532093376284,0.4072888891890769,0.5131004625241491,0.568292897928686,0.2738001192414815,0
0.5502403077218712,0.215604131591674,0.3971743651138052,0.66114988319933,0.568292897928686,0.2943000673697451,0
0.4033564592663393,0.2374757527640227,0.3020978388062511,0.5236754211438048,0.4032010101648071,0.2866125868216463,0
0.1095887623552754,0.3040847808798121,0.3223268869567945,0.5236754211438048,0.568292897928686,0.3276124830781735,0
0.4033564592663393,0.2901664764974083,0.3951514602987509,0.5765502142420837,0.568292897928686,0.4478361372053865,0
0.1095887623552754,0.1967150042155545,0.2940062195460337,0.5131004625241491,0.568292897928686,0.2821282231685886,0
0.2564726108108073,0.2851956535036928,0.4174034132643487,0.5131004625241491,0.568292897928686,0.3323103878575672,0
0.2564726108108073,0.264318196930087,0.4437011758600552,0.6822998004386416,0.568292897928686,0.484351669808856,0
0.2564726108108073,0.1519775972721139,0.3627849832578813,0.4602256694258702,0.568292897928686,0.2778574006418669,0
0.4033564592663393,0.2802248305099771,0.3405330302922836,0.5977001314813953,0.568292897928686,0.3355135047526085,0
0.4033564592663393,0.3408688710333077,0.4619073191955443,0.5554002970027722,0.568292897928686,0.3600707342812577,0
0.4033564592663393,0.2374757527640227,0.3142352676965771,0.5342503797634606,0.4032010101648071,0.2575709936399394,0
0.4033564592663393,0.1758375476419489,0.3041207436213054,0.7140246762976088,0.568292897928686,0.3056177470655573,0
0.5502403077218712,0.1867733582281233,0.8563737581311415,0.470800628045526,0.4032010101648071,0.3130916864873201,0
0.6971241561774031,0.1281176469022789,0.9979770951849456,0.4813755866651817,0.4032010101648071,0.3453363965640682,0
0.5502403077218712,0.176831712240692,0.2859146002858163,0.565975255622428,0.568292897928686,0.2338679286166345,0
0.5502403077218712,0.4353145079139047,0.7612972318235873,0.6188500487207069,0.4032010101648071,0.6650074626891794,0
0.4033564592663393,0.2066566502029858,0.5610296551332071,0.6188500487207069,0.568292897928686,0.366263426945004,0
0.5502403077218712,0.4233845327289872,0.4841592721611421,0.6505749245796741,0.568292897928686,0.3844144226835707,0
0.6971241561774031,0.421396203531501,0.3749224121482075,0.6717248418189858,0.568292897928686,0.5309036353501214,0
0.5502403077218712,0.207650814801729,0.6217167995848376,0.6082750901010511,0.568292897928686,0.3297478943415344,0
0.4033564592663393,0.2046683210054995,0.682403944036468,0.6082750901010511,0.568292897928686,0.304763582560213,0
0.5502403077218712,0.1897558520243527,0.6925184681117396,0.6505749245796741,0.568292897928686,0.3162948033823614,0
0.4033564592663393,0.2663065261275733,0.8725569966515763,0.6717248418189858,0.568292897928686,0.3387166216476497,0
0.4033564592663393,0.2344932589677934,0.5610296551332071,0.5448253383831164,0.568292897928686,0.4294716003404836,0
0.4033564592663393,0.2931489702936378,0.7774804703440221,0.6505749245796741,0.568292897928686,0.3286801887098539,0
0.5502403077218712,0.1977091688142977,0.4760676529009247,0.5448253383831164,0.568292897928686,0.3280395653308458,0
0.5502403077218712,0.263324032331344,0.2940062195460337,0.5448253383831164,0.1427364943121372,0.2299021648418216,0
0.6971241561774031,0.2921548056948946,0.3749224121482075,0.6928747590582973,0.1427364943121372,0.2823417642949247,0
0.4033564592663393,0.3120380976697571,0.4012201747439139,0.6294250073403627,0.568292897928686,0.4036331240538179,0
0.8440080046329349,0.2444349049552246,0.3162581725116314,0.66114988319933,0.1427364943121372,0.2281023182055605,0
0.5502403077218712,0.255370715541399,0.4578615095654356,0.6188500487207069,0.4032010101648071,0.4869141633248889,0
0.6971241561774031,0.4064837345503541,0.3951514602987509,0.5554002970027722,0.1427364943121372,0.2520189243552014,0
0.6971241561774031,0.3776529611868034,0.5084341299417943,0.5131004625241491,0.568292897928686,0.3888987863366284,0
0.8440080046329349,0.2762481721150046,0.336487220662175,0.4496507108062145,0.1427364943121372,0.2340814697429706,0
0.8440080046329349,0.4194078743340147,0.5104570347568487,0.8091993038745109,0.4032010101648071,0.4538152887427966,0
0.6971241561774031,0.5675383995467405,0.3142352676965771,0.5554002970027722,0.568292897928686,0.3491801368381176,0
0.6971241561774031,0.7763129652827968,0.4841592721611421,0.5025255039044934,0.1427364943121372,0.2799928119052278,0
0.8440080046329349,0.1827966998331507,0.3263726965869032,0.5236754211438048,0.568292897928686,0.2745627661212532,0
0.5502403077218712,0.4015129115566384,0.682403944036468,0.7880493866351994,0.568292897928686,0.8151268745034433,0
0.5502403077218712,0.3001081224848396,0.472021843270816,0.6294250073403627,0.568292897928686,0.4126018513599333,0
0.6971241561774031,0.2911606410961515,0.8887402351720111,0.4602256694258702,0.568292897928686,0.6654345449418515,0
0.8440080046329349,0.3696996443968584,0.231296170279349,0.5554002970027722,0.568292897928686,0.3303885177205425,0
0.4033564592663393,0.2494057279489402,0.5812587032837506,0.7986243452548552,0.568292897928686,0.5994503369040028,0
0.4033564592663393,0.2245516129803621,0.2960291243610879,0.3227512073703451,0.568292897928686,0.2793521885262195,0
0.4033564592663393,0.2146099669929309,0.4356095565998378,0.565975255622428,0.568292897928686,0.3856956694415872,0
0.4033564592663393,0.2344932589677934,0.3627849832578813,0.4496507108062145,0.568292897928686,0.299425054401811,0
0.4033564592663393,0.2046683210054995,0.3162581725116314,0.5977001314813953,0.568292897928686,0.3039094180548687,0
0.4033564592663393,0.3388805418358215,0.4619073191955443,0.6294250073403627,0.568292897928686,0.6485647959613012,0
0.6971241561774031,0.1798142060369214,0.4113346988191857,0.4496507108062145,0.568292897928686,0.2870396690743184,0
0.5502403077218712,0.2503998925476834,0.3971743651138052,0.3121762487506893,0.4032010101648071,0.3194979202774025,0
0.5502403077218712,0.1639075724570314,1.0,0.4285007935669029,0.4032010101648071,0.4593673580275346,0
0.5502403077218712,0.1738492184444627,0.4437011758600552,0.3862009590882798,0.4032010101648071,0.3081802405815903,0
0.6971241561774031,0.2424465757577383,0.3223268869567945,0.4073508763275913,0.4032010101648071,0.29131049160104,0
0.6971241561774031,0.2384699173627659,0.472021843270816,0.4179258349472471,0.4032010101648071,0.3141593921190005,0
0.6971241561774031,0.1658959016545176,0.2818687906557076,0.4073508763275913,0.4032010101648071,0.2562897468819229,0
0.5502403077218712,0.2444349049552246,0.4335866517847835,0.5025255039044934,0.4032010101648071,0.2975031842647863,0
