TeamExp,Transactions,Entities,PointsAdjust,Envergure,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_Entities_Language,Effort
0.0914334108566589,0.21989612319376742,0.31625012,0.19818057,0.46262372,0.10627374937262506,0.30359936,0.17462666047759962,0.34467408,0.15380555
0.13546918645308137,0.2134416128064968,0.70750535,0.36208007,0.33475184,0.402174859782514,0.51062894,0.23663643419818606,0.6958662,0.1987645
0.5603935739606425,0.22840383370423004,0.4494988,0.2886713,0.6438049,0.19682225031777495,0.45951855,0.3066531583991895,0.53338647,0.22522438
0.6139177086082291,0.27204103632246224,0.19622631,0.21980883,0.5432874,0.06925752807424718,0.36287576,0.1879699312781959,0.23951548,0.2802127
0.7764116223588378,0.31636251898175116,0.45025483,0.30419457,0.6171428,0.19866211013378896,0.5224464,0.2920290975217459,0.56887615,0.32964894
0.697378830262117,0.29951448797086927,0.40718105,0.3138286,0.35498416,0.2117783188221681,0.42281276,0.16991640019498402,0.4082857,0.23279327
0.03697007130299287,0.42548022552881354,0.31296822,0.29697722,0.52392095,0.09957033004296698,0.47323975,0.3001580380094823,0.36199605,0.26237532
0.6126638387336161,0.23798689427921368,0.18535791,0.20653677,0.5454438,0.06785982321401766,0.34904975,0.18336366100181967,0.23137808,0.27067327
0.0499952250004775,0.20426831225609876,0.24814124,0.16613978,0.24449506,0.08788480121151987,0.2148163,0.08754633525278012,0.20361477,0.15103745
0.5608032439196756,0.35056562103393724,0.21121703,0.23707527,0.47218972,0.09394258060574194,0.42864442,0.18645478118728687,0.28074685,0.30271834
0.36677646332235364,0.20459854227591254,0.12052987,0.09382616,0.18221904,0.0502261949773805,0.18217267,0.06451031387061884,0.13327676,0.09127092
0.15913887408611258,0.3786304227178254,0.21286054,0.25080323,0.5576303,0.09425997557400244,0.37035134,0.2457699347461961,0.20235023,0.19944459
0.08316948168305183,0.25477547528652855,0.10630697,0.08363231,0.19213805,0.06887028311297168,0.1553842,0.03986981739218905,0.07916483,0.11179707
0.5910258408974158,0.15505925930355557,0.8670635,0.38273528,0.615341,0.5194675480532452,0.63126826,0.40361072421664346,0.92388535,0.22784048
0.8830095116990487,0.162285349737121,0.8171624,0.38188013,0.9227751,0.4333251866674813,0.6430439,0.5259429315565759,0.9635865,0.3479715
0.6237562376243763,0.5074216304452979,0.20258024,0.35745344,0.47337252,0.13928894607110537,0.5551308,0.2784127767047666,0.27115297,0.3347077
0.05474680152531985,0.2449373146962389,0.35650262,0.2174799,0.36141568,0.14804522519547747,0.33753628,0.16086704965202298,0.37217546,0.21316287
