size_D,app,har,ifc,source,nlan,telonuse,t02,t03,t04,t07,t08,t09,t11,t12,t13,t14,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,effort_D
0.16571742,0.6137378,0.35295653,0.4499418250058175,0.51889426,0.2844785,0.28277949696676985,0.50194,0.25304016,0.6577328394639704,0.20180465,0.1592254395535264,0.3749095,0.3734604924076295,0.17482798251720175,0.07851221,0.3700053,0.19413692,0.28345832,0.102938384,0.1671062400263744,0.09794234,0.14300823,0.20811683,0.15670271432972857,0.22705604362336262,0.21067919,0.28013888
0.054320496,0.5147574,0.1599405,0.21583666841633314,0.28507036,0.17361781,0.11923935715436143,0.34045187,0.32003048,0.4791127687467661,0.087038025,0.06776050406563025,0.16988492,0.3030640381838423,0.1301759069824093,0.10382911,0.21800327,0.05861913,0.12935889,0.10686709,0.04895732893743974,0.043812,0.020087972,0.3640495,0.06932781306721869,0.21427553285653198,0.16200446,0.28711313
0.113548234,0.6031779,0.3572718,0.48661138133886184,0.63061345,0.33583483,0.3117040187022411,0.7243073,0.2742826,0.7385392043123522,0.21403171,0.1683845901030754,0.43830416,0.4086846245210775,0.32894902710509727,0.1623185,0.5510493,0.14115542,0.29486704,0.026811987,0.12344084740645084,0.090626806,0.14594512,0.317516,0.0697685730231427,0.1711588302695298,0.17752223,0.28273854
0.024243142,0.43455148,0.06615901,0.08837593116240688,0.16939549,0.20910022,0.13057238783434327,0.21805379,0.32397684,0.3895806233748374,0.019275889,0.01924228815453729,0.08642173,0.29974481798468905,0.10271294972870502,0.13293818,0.1264813,0.021216232,0.08380516,0.11847669,0.026546433592786016,0.082025275,0.025938258,0.5030368,0.017743690225630975,0.23102033386122003,0.17270659,0.34055012
0.09001388,0.45605057,0.13324825,0.14662545533745447,0.21769781,0.29101261,0.2226039633562378,0.19068703,0.31275636,0.38880124332807464,0.06861456,0.07088110425286626,0.17024693,0.3597769615866177,0.12064270793572919,0.15886997,0.14382374,0.112813056,0.14682963,0.1545072,0.09185045051102704,0.14716226,0.102606654,0.48635817,0.08671771632822836,0.28735549724132986,0.21768191,0.37064654
0.13697726,0.45313963,0.14896421,0.14739182526081746,0.19424252,0.31855068,0.25914561554873694,0.14472076,0.27929407,0.3643090218585413,0.10206269,0.06823277909396674,0.17425907,0.3773295526397732,0.12480293751970624,0.14815451,0.11810449,0.15714566,0.17264886,0.21868277,0.13471748808304929,0.18608686,0.14890315,0.5468025,0.14580655541934445,0.32034806922088416,0.27059174,0.40275794
0.012318622,0.42396796,0.044783518,0.06872392312760768,0.12893538,0.18674979,0.09324777559486654,0.21079025,0.3571268,0.33769872026192327,0.031342834,0.039688679381320764,0.073439926,0.283710417022625,0.11615456838454315,0.16699399,0.10870394,0.009765152,0.046090852,0.13210708,0.01122266467335988,0.07175577,0.020697415,0.5040084,0.01809009819099018,0.24085952445157147,0.16798937,0.34265265
0.04072733,0.48218757,0.12283985,0.1588908141109186,0.23396884,0.1686634,0.11231426673885601,0.2858005,0.3302645,0.41622218497333113,0.056719005,0.048535096912105814,0.12017438,0.29324905759494346,0.09521158547884144,0.10755279,0.15243861,0.041075733,0.09109141,0.11595539,0.0330669449840167,0.06202425,0.016278125,0.39786425,0.05423994957600504,0.22782367366942044,0.16622366,0.31741932
0.009859685,0.4298879,0.048321083,0.07215202278479772,0.14274617,0.19244167,0.0983562599013756,0.2059131,0.35166776,0.34962452097747126,0.026470155,0.02563952153837129,0.071525574,0.28947727736863665,0.1110948488905151,0.1611792,0.10074487,0.0029239915,0.04736386,0.13279252,0.008513395510803731,0.07608153,0.020709768,0.5028523,0.013936186606381339,0.24535831472149888,0.17322868,0.3441726
0.05349839,0.27605632,0.026838645,0.019913716008628398,0.05611582,0.2748677,0.12521672751300367,0.27659222,0.46269053,0.1927220215633213,0.0849271,0.2153999029239942,0.029031783,0.21123230267393817,0.23771965622803434,0.31769547,0.22088742,0.068237364,0.015599791,0.1366165,0.028358984701539084,0.09228566,0.13302523,0.5555016,0.09535815046418494,0.1921302815278169,0.13458939,0.27164325
0.056935,0.4854082,0.13928531,0.19640788035921194,0.27350086,0.24725562,0.17899881073992865,0.30429503,0.31145012,0.4781359686881581,0.062495008,0.055232319313939154,0.18939295,0.32586325955179557,0.13897941610205836,0.12326067,0.21210408,0.068672925,0.14589089,0.0985206,0.06718883403133005,0.0946387,0.0637992,0.41428077,0.030568276943172303,0.2205184632311078,0.17768396,0.32236642
0.050791662,0.4971181,0.15211643,0.20604156939584303,0.2978508,0.22314033,0.166730150003809,0.30696175,0.3023897,0.48285135897108156,0.053709358,0.04618926577135595,0.17184079,0.33136214988172896,0.13306449669355033,0.113004215,0.20948169,0.053216677,0.12648611,0.09893504,0.0568741134124468,0.0787116,0.04061815,0.4004477,0.04103980189601981,0.218513133110788,0.17931396,0.32029447
0.10991295,0.17672342,0.056825116,0.06489101851089815,0.06446122,0.36135012,0.13093282785596969,0.46631208,0.6457846,0.11015608060936484,0.21908943,0.45935609756136586,0.0415529,0.12351255741075345,0.4447684755231524,0.5167573,0.42712218,0.14743315,0.017747518,0.14975944,0.06749999904999994,0.1163352,0.27583742,0.48802263,0.1895165210483479,0.1422277585336655,0.08401529,0.19122288
0.026329901,0.46372592,0.11323421,0.1505540049445995,0.23057114,0.21801606,0.15012573900754436,0.2736692,0.3336293,0.4366571561994294,0.03668438,0.03943270636596238,0.1259732,0.30844347850660875,0.11016361898363809,0.11819683,0.18267426,0.024749663,0.10270834,0.09219965,0.026888157613289457,0.07589682,0.03190604,0.43953308,0.013929715607028438,0.221880033312802,0.16419005,0.32431883
0.012080442,0.4311462,0.051415727,0.07330102266989773,0.14979778,0.19416761,0.09723282583396956,0.21359548,0.35051155,0.3503219210193153,0.018695876,0.01596549295792958,0.07072067,0.28901974734118485,0.10680072431992756,0.15218031,0.103462726,0.002322428,0.04966783,0.13260475,0.010728570643714238,0.08262183,0.01847504,0.49702162,0.0099770340022966,0.24110014446600866,0.17618746,0.3423998
0.05525822,0.36050475,0.098829284,0.1326040067395993,0.1690809,0.27539378,0.14122012847320772,0.35782543,0.4254207,0.35255810115348607,0.09639035,0.17509125050547505,0.13203701,0.2487442649246559,0.20734510926548905,0.24751154,0.31060833,0.07976346,0.10131106,0.08306021,0.04761988985719339,0.0924608,0.10737434,0.42369327,0.06715986928401306,0.1951406817084409,0.1040904,0.26489282
0.0316146,0.45813733,0.08019312,0.1108793389120661,0.16524659,0.16805263,0.08428928005735681,0.24075332,0.34904465,0.3844667230680034,0.05887811,0.038869696332181784,0.09383085,0.2794985367699122,0.11507968849203114,0.14161299,0.13754171,0.036074337,0.087510526,0.12981975,0.029661919779715187,0.05540384,0.022984087,0.44627368,0.04334795566520443,0.22545696352741781,0.16465996,0.32166478
0.07762931,0.52437836,0.22652747,0.2897475110252489,0.4250486,0.29176086,0.23312333398740004,0.40161714,0.2521991,0.5728000343680021,0.07059069,0.05970678058240684,0.24129853,0.3583853415031205,0.18908734109126588,0.124385215,0.31344807,0.074350044,0.17354985,0.094236284,0.0795913347754801,0.09429479,0.0660059,0.38971817,0.0400891229910877,0.20900307254018435,0.19438215,0.29968
0.053456668,0.4030764,0.063314736,0.10279864572013542,0.13883628,0.14609775,0.04732182283930937,0.30584088,0.4216551,0.2823142569388554,0.07520966,0.14978844898730695,0.057992995,0.22800001368000083,0.13622139637786035,0.17884675,0.13611302,0.065648004,0.066926196,0.13931884,0.020083438205006292,0.054441165,0.08151412,0.36789754,0.0814048268595173,0.2177234130634048,0.14668822,0.27950788
0.009636518,0.4128449,0.03708206,0.06521672847832714,0.12480073,0.19850248,0.10177431110645867,0.21814886,0.3722246,0.3261094895665694,0.035310254,0.05725810343548621,0.075891346,0.2771241866274512,0.12655796734420324,0.18735339,0.11652765,0.009007882,0.036242556,0.13013405,0.007848691470921489,0.07662733,0.034034073,0.5063888,0.013700908629909136,0.2469628148177689,0.16659151,0.33190006
0.057781573,0.5139307,0.11469625,0.17070293292970667,0.1909274,0.104270935,0.03943830936629856,0.27613637,0.41112253,0.3698417221905033,0.10245161,0.1080606364836382,0.1240266,0.2755885865353152,0.058652544134745584,0.086070836,0.11646989,0.06556052,0.094426885,0.13839476,0.04020852241251134,0.049955767,0.032769874,0.33070245,0.10704261529573847,0.26459551587573094,0.16531385,0.3165766
0.032125544,0.410586,0.052928954,0.07301647269835272,0.12130515,0.18182644,0.10439148626348918,0.22339961,0.36163312,0.31347729880863795,0.040557206,0.06764978405898706,0.07364309,0.269549916172995,0.12387670761232923,0.17284118,0.116699964,0.04852997,0.061255712,0.13768962,0.023312244398734666,0.0744341,0.049957156,0.4531762,0.049649088035091195,0.23653501419210085,0.17193687,0.31988427
0.029478956,0.4204933,0.057524607,0.06399081360091864,0.121797696,0.20450798,0.12218474733108485,0.16924897,0.33758324,0.32131768927906135,0.038149536,0.051078308064698486,0.09464082,0.3015637180938231,0.10208885979111401,0.16443482,0.09147471,0.039120216,0.05891403,0.1541856,0.03075755384545323,0.09940599,0.051585898,0.5092653,0.0404965959503404,0.25886799553207973,0.18719009,0.38286
0.031144269,0.46573412,0.12249826,0.15850678414932157,0.26412416,0.23254874,0.1632153197929192,0.2830377,0.30083773,0.4556837973410278,0.034075856,0.01975478318528699,0.12787604,0.3172493190349592,0.13648028635197135,0.12973198,0.18652165,0.028404575,0.1067301,0.1051635,0.035623722137423326,0.08755622,0.04122515,0.4455576,0.01654170634582936,0.2153726029223562,0.17466274,0.32306424
0.04458299,0.48293853,0.15961303,0.20886396911360308,0.32850832,0.25858155,0.18477545108652707,0.33183488,0.2832396,0.5016518300991099,0.040551916,0.035620945137256714,0.18132645,0.3307615698456942,0.15280817471918254,0.13647482,0.24283889,0.042925496,0.1280873,0.08468819,0.05359598521575912,0.09524511,0.03853537,0.4211074,0.013638751636124836,0.20595671235740273,0.17155205,0.33364835
0.099007085,0.57556355,0.1816266,0.2593438940656106,0.24704914,0.07222843,0.049962642997758586,0.36419764,0.43945462,0.42904415574264937,0.18251322,0.1903468114208087,0.20420519,0.285636267138176,0.05946510405348959,0.030302148,0.16099897,0.11754532,0.15010564,0.12639694,0.0814964648897879,0.04818601,0.06044124,0.22515309,0.16913150308684968,0.27350567641034057,0.1681303,0.29011303
0.0140842125,0.44280756,0.06898327,0.09909824009017598,0.17084031,0.19816472,0.10550609133036548,0.23159686,0.34567258,0.3894665433679926,0.030452982,0.028554694713281682,0.10239565,0.29111926746715605,0.1105050629494937,0.15253083,0.14741239,0.018086541,0.07449789,0.11004506,0.01672293900337634,0.075144514,0.022064216,0.47429383,0.009768180023181998,0.21905699314341961,0.15734252,0.33300802
0.05574399,0.39930835,0.078124195,0.08284501171549882,0.15217052,0.25519225,0.1876257512575451,0.1706529,0.320235,0.33403929004235744,0.031539053,0.06856018411361105,0.095701456,0.3084137885048273,0.12562055743794423,0.17191778,0.13317078,0.06464569,0.08958675,0.14615163,0.0546568132794088,0.1177729,0.07742554,0.5355606,0.06552761344723865,0.2538447852306871,0.19957519,0.36140463
0.0700966,0.3068821,0.06368315,0.0798563720143628,0.10839565,0.31235468,0.17939685076381107,0.30474827,0.42939276,0.25349661520979694,0.114143535,0.22383110342986623,0.10473207,0.24293157457589448,0.2604732239526776,0.33883616,0.27204424,0.10381499,0.058185752,0.12152116,0.05891933653516019,0.09868984,0.13317494,0.56431735,0.1011277038872296,0.20487155229229315,0.14413284,0.25736547
0.026838128,0.41956055,0.07213652,0.09522105047789495,0.16654511,0.21694733,0.13396591803795507,0.23634586,0.32466054,0.37735632264137936,0.035265878,0.0394626583677595,0.102085054,0.28828251729695104,0.13385968661403133,0.15287149,0.16029903,0.033109333,0.076065615,0.11602764,0.024921465495287932,0.07981716,0.032201827,0.483252,0.02149544085045591,0.21257123275427398,0.16082765,0.32078272
0.08864474,0.24095128,0.06312661,0.0705341479465852,0.092361614,0.31322628,0.15661262939675777,0.39518455,0.5190898,0.17964003077840188,0.14797594,0.3442489206549353,0.06435928,0.17842331070539866,0.32889770711022925,0.4146588,0.31058288,0.11861695,0.026565261,0.13442811,0.0550164983009899,0.087703735,0.21882568,0.5040506,0.1413563158643684,0.16906121014367262,0.11290204,0.22284137
0.06446132,0.49470264,0.12088473,0.16164979383502062,0.20736061,0.1345775,0.08080848084850886,0.2662404,0.36867145,0.3789639227378354,0.073603526,0.07271334936280097,0.10226956,0.281856766911406,0.0699038430096157,0.09032174,0.11969286,0.06160752,0.096581176,0.13534777,0.04238643054318583,0.0580536,0.03461203,0.35621512,0.09637031436296856,0.25940985556459134,0.17634441,0.29834524
0.022905976,0.45947284,0.0736894,0.10618522938147705,0.15653129,0.1603911,0.07293007437580447,0.23556033,0.36038285,0.3675148220508893,0.061592087,0.048752102925126176,0.09450397,0.2744489764669386,0.10351471964852803,0.14262609,0.121575296,0.029928718,0.07082853,0.13399303,0.01955614917336895,0.05536318,0.012671173,0.44829944,0.04247195175280482,0.23086241385174483,0.1642298,0.32661915
0.05659428,0.53373647,0.22982205,0.3102456689754331,0.4244089,0.23319861,0.17753714065222842,0.50875854,0.29801226,0.5799375347962521,0.11923532,0.09801063588063816,0.27758738,0.34427555065653304,0.21823567817643216,0.13816403,0.37338609,0.07612595,0.17369187,0.05728995,0.05930653555839214,0.055376764,0.05157855,0.34386465,0.04662924933707507,0.18370668102240087,0.13966855,0.27804938
0.042668257,0.46470326,0.11223315,0.14891118510888146,0.22060607,0.20634376,0.14445113866706832,0.2399517,0.31188664,0.42470064548203873,0.045199394,0.045213955712837345,0.14480954,0.31290361877421713,0.11737536226246377,0.12874393,0.16836613,0.06081466,0.11483459,0.10902893,0.04425952865557172,0.08047734,0.04537967,0.4157422,0.045112668488733146,0.22341220340473222,0.17629136,0.3305295
0.099300414,0.4355812,0.11406846,0.11280340271965973,0.17596869,0.2999106,0.23063021383781285,0.14009562,0.29851514,0.3587577515254651,0.076997444,0.06806749408404965,0.13580868,0.3574480014468801,0.13586853641314636,0.16515097,0.12245312,0.10976884,0.13594103,0.19514383,0.10215664612939877,0.16614842,0.120801404,0.5644832,0.1104206929579307,0.3046787582807255,0.24320707,0.38925967
0.030072916,0.3360354,0.032974154,0.045517245448275456,0.08017562,0.23408172,0.10380325622819538,0.25409207,0.42329305,0.2479232448753947,0.049883857,0.15080714904842896,0.056836903,0.23969958438197508,0.15977795402220457,0.24856856,0.17944023,0.037952807,0.026094373,0.12912361,0.012545107752706465,0.07892357,0.07197249,0.502296,0.055822199417780057,0.21561893293713597,0.14171147,0.3102166
0.017546784,0.44620657,0.070472896,0.09771029022897097,0.16051225,0.1902278,0.1102837016170221,0.22012839,0.33730915,0.38494589309675364,0.039735675,0.026105956566357395,0.08758414,0.28734768724086124,0.10933368306663169,0.13318807,0.124453396,0.02020825,0.075502366,0.12341063,0.01984624919077495,0.07458325,0.024438828,0.46873325,0.023745187625481234,0.2239468234368094,0.16992518,0.33224732
0.04153342,0.29762474,0.0130402,0.016751392324860767,0.028054342,0.2470505,0.07690127461407648,0.26341626,0.48587713,0.18563397113803826,0.07988171,0.20492915229574915,0.026795447,0.20442567226554034,0.201040989895901,0.30174452,0.20016086,0.052681003,0.0063803233,0.14723262,0.016912739014764342,0.09421856,0.10513407,0.48098466,0.08341068665893134,0.20802839248170357,0.13250042,0.27863616
0.010333896,0.42598626,0.058035165,0.0790423820957618,0.16346668,0.20815969,0.11898933713936023,0.22159114,0.3413108,0.36625888197553297,0.018282592,0.013501361810081708,0.07128769,0.2921813575308815,0.12130971786902821,0.14964299,0.12086746,0.004738655,0.056521367,0.12393928,0.012491843749510626,0.08764206,0.02515997,0.5065297,0.006639960336003965,0.23463511407810686,0.17212042,0.34207803
0.020437438,0.45021307,0.07001269,0.09907204409279559,0.15865879,0.1671881,0.08402772004166321,0.2266632,0.3566738,0.3580727814843669,0.045888886,0.04474710268482616,0.08915487,0.276614916596895,0.09816777018322297,0.1426149,0.11234954,0.024972301,0.059483837,0.13397971,0.016993403019604184,0.06568595,0.01392255,0.45575917,0.03704585129541487,0.23361252401675145,0.16742288,0.33790457
0.22642654,0.57014334,0.29793978,0.33902140609785936,0.39865506,0.39794093,0.3591971915518315,0.23699626,0.23354866,0.5327824719669483,0.18781911,0.07335705040142303,0.31299838,0.4431135265868116,0.17670549232945076,0.0890826,0.20440838,0.24978065,0.32009402,0.23675281,0.23850281431016884,0.25250292,0.21898697,0.4954849,0.21997379800262018,0.3491207209472433,0.3466819,0.41055757
1.0,1.0,1.0,1.0,0.952045,1.0,1.0,0.22948745,0.0,0.790192297411538,1.0,0.22874252372455145,1.0,1.0,0.3457578954242104,0.032338083,0.24924996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.022180066,0.40321067,0.04043059,0.07206807279319272,0.14211477,0.22539034,0.11780485706829143,0.22843489,0.3908142,0.32228006933680414,0.038567632,0.0894101913646115,0.07851577,0.27934921676095303,0.1420399357960064,0.22337715,0.14448676,0.021425527,0.042422432,0.12812555,0.020167033210021994,0.07363262,0.048178375,0.5192874,0.02500409749959025,0.25772927546375657,0.16506451,0.3249778
0.005363155,0.4245981,0.03645946,0.06298387870161212,0.120594636,0.18368381,0.0818920849135251,0.20364633,0.36911362,0.326398749583925,0.035115942,0.03932477735948664,0.07094666,0.2809936868596212,0.11337675866232413,0.17647184,0.097396195,0.0029134676,0.03837761,0.13561562,0.0026696027601761656,0.07545407,0.01814475,0.5056242,0.01507989949201005,0.2467667648060059,0.17152376,0.35071707
0.009818379,0.41770515,0.039237946,0.06349743365025663,0.11013721,0.18012428,0.0848161450889687,0.21464375,0.3708213,0.3087753885265233,0.044663146,0.06663975399838525,0.085087806,0.274985716499143,0.1206435179356482,0.1807644,0.10347125,0.014000665,0.034082998,0.13963719,0.003090392985423579,0.07271204,0.030996382,0.50175273,0.02589808541019146,0.2435633146137989,0.17139775,0.3473353
0.073858276,0.498348,0.12273018,0.1803009219699078,0.1833628,0.098281056,0.04737933284275997,0.33014187,0.39629275,0.3566155013969301,0.12696643,0.1601178696070722,0.14567584,0.25786556547193396,0.0704953629504637,0.09886724,0.14042786,0.0992088,0.11422464,0.14239168,0.04323250259395016,0.039621107,0.08266203,0.25788683,0.12313597168640282,0.24187283451237007,0.15386361,0.28870943
0.049466792,0.5093101,0.16187517,0.21524076847592313,0.30380964,0.18424736,0.13057648783458928,0.35603407,0.32021487,0.49042728942563735,0.07734026,0.058387013503220814,0.16437835,0.30709595842575754,0.1394862360513764,0.1058973,0.2284795,0.04714114,0.12736368,0.10057863,0.04873953292437198,0.050055716,0.020908765,0.3893462,0.05645956635404336,0.21365041281902478,0.15459254,0.29511017
0.020436238,0.44740734,0.08440922,0.10868513913148607,0.2017412,0.20324242,0.12982541778952508,0.23578414,0.3282668,0.3981205438872326,0.01848866,0.012897491773849508,0.08435196,0.3051948683116921,0.1104862589513741,0.13313405,0.12964913,0.009491589,0.07103966,0.115209356,0.02147619728857184,0.07871268,0.022284508,0.47651687,0.016499383350061663,0.23500162410009745,0.17391503,0.33568886
0.06541787,0.47029954,0.15162249,0.1583511541648846,0.26628727,0.2839911,0.223275083396505,0.25740263,0.25024068,0.4567280074036804,0.050968975,0.016116932967015978,0.1572147,0.3683425721005543,0.12743245725675426,0.14527608,0.19259194,0.069845304,0.13284019,0.14486454,0.07308012438480746,0.12784342,0.06472723,0.5308831,0.05486525451347454,0.27173779630426775,0.2244836,0.41126275
0.052859332,0.37774855,0.050114095,0.07682467231753277,0.109358564,0.16124994,0.06154441369266483,0.2807968,0.4236024,0.26659356599561396,0.062222466,0.15311548918692935,0.039327085,0.22455494347329663,0.14377881562211842,0.20426339,0.13998452,0.064862326,0.053350043,0.13877138,0.023868463432107807,0.053839758,0.09035361,0.40751708,0.07861163213883678,0.2232608933956536,0.14091223,0.27400956
0.05434159,0.51262647,0.12034546,0.17672601232739876,0.1855071,0.11679771,0.05934598656075919,0.28669152,0.39118838,0.3795004227700254,0.119491026,0.12512922750775365,0.16165516,0.27365417641925055,0.06398730860126914,0.091409326,0.13176215,0.07822855,0.106885,0.13315225,0.040562862433771746,0.054073498,0.049077302,0.31099325,0.09626264037373596,0.2448416146904969,0.16083941,0.3107184
0.04950593,0.41781354,0.06653617,0.10338357566164243,0.13085951,0.14018622,0.04131012647860759,0.2857987,0.41335,0.2999873179992391,0.07818152,0.13198039791882388,0.060964614,0.23633503418010207,0.12372617762738222,0.16460699,0.1346654,0.061362203,0.075105235,0.13671309,0.023023202381392143,0.05019908,0.06746206,0.37723526,0.08192860180713982,0.22903372374202344,0.15023151,0.29544473
0.020328164,0.444021,0.07671313,0.10566976943302306,0.17931087,0.20140164,0.12388239743294384,0.21521488,0.3275708,0.38886430333185823,0.027061507,0.03279209196752552,0.10767555,0.29779045786742747,0.11217232378276762,0.14520243,0.1319328,0.024955217,0.07381584,0.11841803,0.023544668412680103,0.078366004,0.024439216,0.46556854,0.022892122710787728,0.2220182233210934,0.17193702,0.33991292
0.025163334,0.44508904,0.06878175,0.09549645045035496,0.16965906,0.18440154,0.10235883614153017,0.21868232,0.34374702,0.37629428257765696,0.028352618,0.017879904072794245,0.07200655,0.290754917445295,0.10616506938349304,0.14293225,0.11613369,0.016420025,0.06777409,0.12844422,0.022041417322485043,0.06900589,0.01645419,0.48310372,0.028257069174293083,0.24300049458002967,0.17257254,0.3324273
0.08891182,0.52648264,0.2155201,0.27838024216197577,0.38293993,0.28918937,0.2432560645953639,0.36333165,0.2669777,0.546237532774252,0.094484255,0.06768417406105044,0.24206248,0.3634174218050453,0.16318268368173164,0.118673936,0.25695902,0.09699175,0.18358919,0.108525604,0.09685922581155355,0.11299036,0.085261986,0.38718954,0.06387593361240664,0.22844474370668463,0.20144486,0.33109745
0.3516894,0.49090415,0.32464647,0.29802290019771,0.29154307,0.5372014,0.46316452778987166,0.12443751,0.2490782,0.37120738227244293,0.31412804,0.17692406061544363,0.3296887,0.47644766858686016,0.21907777809222218,0.23004471,0.17387602,0.3961908,0.36820418,0.39366132,0.3623571017414261,0.38534647,0.38473505,0.67515427,0.398689360131064,0.47317859839071597,0.4268246,0.532371
0.04345907,0.47861528,0.13366051,0.18358486164151383,0.28317052,0.22205907,0.165743899944634,0.32221553,0.30822864,0.46424540785472446,0.044727623,0.04409347764560866,0.17004979,0.33093915985634964,0.14640347535965245,0.11941843,0.22171995,0.044804584,0.12692992,0.094602905,0.04667300280038017,0.082908876,0.04691121,0.42371827,0.027768009223199077,0.2176224730573484,0.18132962,0.3185334
0.08149862,0.54918444,0.11679031,0.19730085026991495,0.1774318,0.039005183,0.0,0.2983742,0.49188727,0.3244462194667732,0.1659096,0.1921971515318291,0.1285212,0.26834683610081017,0.009855940014405998,0.07635299,0.08534643,0.097856924,0.09490898,0.15884908,0.04989381299362878,0.051234324,0.0745596,0.24415007,0.17251090274890973,0.2947398876843933,0.17514049,0.3339164
0.13526377,0.14681025,0.09925909,0.1005736039426396,0.06555207,0.45735872,0.1609894596593676,0.53130424,0.70622677,0.1083287514997251,0.30340022,0.547096432825786,0.103033364,0.1093414865604892,0.5569326443067355,0.6508026,0.54828644,0.18477792,0.017335147,0.13090609,0.10688859141331548,0.12540337,0.33627307,0.49739492,0.21817280818271917,0.1308090578485435,0.072048694,0.14787406
0.018927924,0.45523623,0.06506866,0.09655065034493496,0.14626516,0.16913572,0.07839742470384548,0.21739057,0.3576203,0.37118472227108334,0.050072253,0.03659269419556166,0.086076915,0.2815131968907918,0.10331793566820642,0.1421595,0.11869857,0.022842724,0.06980969,0.12911999,0.02226969933618196,0.05902129,0.01176028,0.46820495,0.03523447347655265,0.23557044413422665,0.16743867,0.33813542
0.07199071,0.2238659,0.014535338,0.014573617542638244,0.0097159,0.3137146,0.09082617544957053,0.31232116,0.58697104,0.12838386770303206,0.14207216,0.31530977891858675,0.008827269,0.15919665955179957,0.3144545685545431,0.41329446,0.30147523,0.09360683,0.010290969,0.15730543,0.04058871643532298,0.11580071,0.1661116,0.49034864,0.13446956655304335,0.18212831092769866,0.11380511,0.2469694
0.026686415,0.46913338,0.07941271,0.11543786845621315,0.15722664,0.14987966,0.06121405567284334,0.24149147,0.36521938,0.3689612421376745,0.0727606,0.05602051636123098,0.1036337,0.269739316184359,0.09814097518590248,0.13424325,0.12492514,0.035634067,0.07637268,0.13655613,0.022915202374912142,0.052763358,0.013940319,0.42640573,0.05079401892059811,0.2280766136845968,0.16627896,0.321696
0.10005924,0.54895675,0.14752416,0.22528977747102225,0.1915996,0.08662752,0.06979570918774256,0.29000005,0.41936815,0.37271406236284377,0.16464312,0.16839908010394483,0.16985989,0.287196817231809,0.026732323326767667,0.055493876,0.117249995,0.12842458,0.14534977,0.1523985,0.07810587468635248,0.06831237,0.10050258,0.22912177,0.16484028351597163,0.29722197783331866,0.19365047,0.3169291
