AFP,Input,Enquiry,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_AFP_PDR_AFP,Effort
0.11629723697783423,0.1890475,0.1889169,0.25042814,0.22452171,0.12697583,0.12901437774086266,0.12600687,0.1422502,0.2318033068196693,0.056499805,0.12332439739946385,0.034584902,0.5646752,0.06858860314113968,0.018248814094928845,0.20355101,0.03400250004015,0.1505056650505665,0.07300129,0.06649937
0.20543263232595796,0.1755594,0.14161696,0.4061849,0.4134999,0.07119364,0.06254295375257722,0.027242087,0.03943344,0.5082216491778351,0.07699122,0.11786651707199103,0.072249345,0.5994219,0.02403678459632154,0.017578765054725904,0.23413135,0.023103413386204804,0.09548306954830696,0.13967292,0.121737435
0.10202937612176256,0.22620882,0.15050513,0.22765724,0.27666962,0.19189072,0.17602376056142566,0.15143573,0.15140538,0.2605043939495606,0.047461852,0.24677191480631488,0.05815939,0.61224127,0.07497820250217975,0.03280468196828092,0.32165334,0.0502019850121191,0.13298295329829532,0.09263511,0.080724806
0.12443549146612949,0.22408241,0.15901828,0.25209534,0.24934734,0.15426624,0.14375187862511274,0.12196225,0.12926778,0.2962188103781189,0.045215406,0.20673112240386735,0.057182617,0.5984993,0.07485515251448474,0.028291181697470903,0.31267256,0.04620375777222547,0.13303044330304434,0.084382616,0.07648968
0.09558111573486694,0.2186914,0.16113581,0.21671417,0.2983721,0.19666952,0.18053728083223686,0.15438798,0.15209348,0.199983550001645,0.038866505,0.2414770444886227,0.058906816,0.6124481,0.06533213346678665,0.031184361871061713,0.31223357,0.04438134566288074,0.1287355728735573,0.08815081,0.07321919
0.14447382866842973,0.24255446,0.21793863,0.26995164,0.23049513,0.18368852,0.17570465054227905,0.17341046,0.18167773,0.3767153223284677,0.11989719,0.15073162904389775,0.09407325,0.6277929,0.10548125945187405,0.055078856304731375,0.34436324,0.0820295549217733,0.14325898432589845,0.13668388,0.13104239
0.11750607705036463,0.19471368,0.20902768,0.28279713,0.26306748,0.103279814,0.09978794598727676,0.09017669,0.10470387,0.3409283659071634,0.028913658,0.10463384627803078,0.059160426,0.5285145,0.06535163346483665,0.026459099587545977,0.22380957,0.02558584853515091,0.13074903307490332,0.054811813,0.055725448
0.1376083582565015,0.23915595,0.21960244,0.22205801,0.24820122,0.30209202,0.282638566958314,0.2892297,0.28643498,0.32583543741645626,0.11971505,0.1582645594958736,0.08154253,0.5997047,0.08186930181306981,0.050625483037528986,0.21144061,0.06909658414579506,0.16717277671727768,0.13649788,0.1308135
0.12732954763977286,0.20140585,0.20863315,0.25670457,0.25734907,0.19155975,0.17986677079200625,0.1835897,0.18918677,0.30120046987995297,0.07523372,0.11776761706605703,0.059467323,0.5904678,0.07492576250742375,0.03088764285325857,0.21130286,0.04614305076858305,0.14901217490121751,0.092056125,0.08705018
0.11895025713701543,0.18120115,0.20082858,0.29405665,0.25392732,0.24050632,0.2169205530152332,0.2356897,0.23003002,0.3809554819044518,0.078814745,0.10292834617570076,0.06570487,0.54474723,0.09394336060566393,0.04663678579820715,0.20508775,0.07246011434760685,0.15469969546996956,0.09361232,0.08615417
0.12434234746054085,0.21596895,0.18608753,0.2391952,0.22098395,0.12583399,0.12332810739968644,0.116854,0.13122554,0.39856793014320696,0.065049216,0.1309311878558713,0.041731916,0.57635236,0.0706424729357527,0.01656646199398772,0.23891644,0.035261585115695104,0.14509353450935347,0.0855791,0.08235493
0.3545790812747449,0.589507,0.29139772,0.0,0.17181529,0.012408502,0.0,0.009963226,0.0,0.31714984828501513,0.061310124,0.25616927537015655,0.022797521,0.45601606,0.05513525448647454,0.03655441219326473,0.49123234,0.043728145623688736,0.13317561331756134,0.093913786,0.06640913
0.15648037938882278,0.18792805,0.22016676,0.21217918,0.24408606,0.2038043,0.1915494114929647,0.19690719,0.20250916,0.3622115637788436,0.08999258,0.13038228782293726,0.06326087,0.60937744,0.06643723335627666,0.025531487531889253,0.19794458,0.04516548970992938,0.15258541525854155,0.10466147,0.103931874
0.47196402831784173,0.4082738,0.35431674,0.7448482,0.42528117,0.44275305,0.40031530401891824,0.46821222,0.44035745,0.4774385822561417,0.52910197,0.4658295779497747,0.27361494,0.76787955,0.2943660905633909,0.24907544494452669,0.39984313,0.28633121717987303,0.38823077882307794,0.4852614,0.50591546
0.534233632054018,0.4414884,0.60648274,0.20605218,0.45960408,0.085287526,0.08677387020643222,0.061157703,0.07123096,0.6739562626043737,0.19586794,0.3189447691366862,0.015260052,0.67923075,0.10676097532390247,0.03563163613789817,0.64142466,0.0606814216408853,0.3425564342556434,0.21593378,0.20725508
0.11886650713199043,0.21913648,0.16103108,0.27148533,0.24624583,0.2342242,0.20878359252701556,0.20659474,0.20007704,0.4663669533633046,0.07046979,0.20310436218626174,0.06064821,0.5570284,0.09664200033579996,0.04408554264513256,0.28207868,0.07300522438031345,0.1495061649506165,0.10244979,0.095570296
0.12487310749238645,0.17360204,0.18373734,0.27518165,0.22506157,0.05475924,0.05792122647527359,0.054539636,0.07340643,0.3374339662566034,0.035405464,0.06352062881123773,0.03282466,0.56477916,0.06405580359441965,0.005987306059238364,0.23760812,0.029064764743885887,0.13536368353636835,0.056996137,0.047893405
0.18747936124876166,0.27182138,0.23178622,0.43837905,0.3476686,0.16401923,0.1427120385627223,0.13808309,0.13788503,0.3519951348004865,0.062793866,0.20309983218598993,0.0890452,0.66036475,0.06957853304214669,0.03475981808558908,0.28856757,0.054740730284443824,0.13523799352379937,0.095341735,0.09596238
0.10022348601340916,0.22585183,0.16842663,0.22363557,0.1620915,0.28700176,0.2738863964331838,0.28014955,0.2804869,0.20852806914719307,0.095176965,0.1881411512884691,0.06461179,0.5261477,0.09338473066152692,0.056557903393474204,0.24421842,0.08456323107379388,0.15583933558393356,0.11149911,0.102047555
0.17628931057735864,0.24473387,0.19847417,0.29904568,0.22165117,0.05950746,0.06568585394115124,0.045918435,0.07457121,0.33961036603896333,0.029990029,0.11331686679901201,0.06579623,0.53086674,0.06444399355560064,0.02490851449451087,0.2618184,0.019545275172716512,0.12597194259719427,0.0531526,0.061394706
0.10356054621363278,0.17167495,0.19660702,0.26669332,0.25263214,0.06607157,0.06849106410946386,0.064067975,0.08133671,0.31380640861935916,0.029810198,0.06988362419301744,0.038657725,0.5476376,0.06088082591191741,0.011804439708266383,0.21479832,0.022383190342991424,0.13300509330050933,0.051626712,0.04516072
0.15121666907300016,0.0515439,0.3885535,0.54318553,0.29514164,0.056966968,0.05806033648362019,0.035067417,0.05219848,0.24445207555479243,0.047616698,0.40456012427360744,0.006566424,0.7021253,0.12853465714653425,0.02206346932380816,0.5569396,0.08456080907364855,0.22541975254197527,0.07207061,0.07083861
0.15593989935639396,0.26957414,0.22551015,0.1650164,0.1960477,0.14858887,0.16048424962905497,0.14098172,0.16837832,0.2241999175800082,0.09407926,0.1677906300674378,0.044010416,0.6287432,0.04519165248083475,0.007891708473502509,0.20300184,0.008427607505656451,0.15258795525879554,0.10767256,0.1118778
0.5746651044799063,0.620142,0.38063946,0.26773298,0.64278436,0.056729414,0.0790747947444877,0.045619346,0.07601181,0.12241497775850221,0.16594206,0.3850345231020714,0.048932366,0.68698496,0.024870061512993848,0.01380617282837037,0.6435003,0.026352813581168817,0.19720037972003798,0.17398587,0.16578086
0.18633480118008808,0.2269444,0.15347323,0.29582506,0.17509276,0.09250276,0.08973577538414654,0.071827926,0.09087627,0.3649437935056207,0.04945026,0.14795390887723453,0.05080409,0.6063139,0.07829994717000528,0.015379237922754276,0.33788365,0.050565447033926826,0.13478109347810935,0.08154796,0.07533052
0.29143641748618504,0.31201565,0.3233887,0.3122759,0.44280982,0.1005986,0.10120777607246657,0.087087795,0.099314004,0.24971592502840748,0.09107966,0.23718927423135647,0.047285665,0.6239903,0.05612296838770316,0.016894466013667963,0.41895664,0.03910999234659954,0.17655730765573077,0.111741014,0.10596107
0.10950054657003279,0.20997658,0.19163185,0.37235796,0.26386788,0.11009073,0.09880766092845965,0.100397676,0.109924614,0.28124654187534576,0.02952078,0.11914247714854863,0.05398505,0.6107621,0.06140501885949811,0.014666662879999773,0.25442362,0.04322576059354564,0.1307032230703223,0.051446505,0.046659708
0.25808148548488913,0.3288396,0.17664038,0.2508716,0.34139326,0.046563126,0.057619293457157605,0.036341503,0.06280923,0.26784474321552565,0.067956805,0.15276383916583033,0.037707157,0.6034117,0.0403037159696284,0.007168573430114406,0.35475972,0.020766652245999134,0.13088770308877032,0.093728766,0.079348594
