size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15
0.5331902162811188,0.09613152516485454,0.04266479512627807,0.0,0.2765218796159543,0.041237350455379976,original,0.04261577829491142,0.7569440158293422,0.24785324652992194,0.08625106700712187,0.0,0.2711412460758802,0.947652436944108,0.404658997719898,0.7821686008383901,0.13349509449042593,0.08346110274172733,0.0,0.2916350169306749,0.1795259693699703,0.3767824339764491,0.2470547017451848,0.005460567977223936
0.5461065026144862,0.11535783019782545,0.35609716947326425,0.27067678997714617,0.2765218796159543,0.4502256229218971,original,0.04261577829491142,0.5677080118720067,0.24785324652992194,0.2587532010213656,0.17782257078120559,0.2711412460758802,0.6317682912960719,0.404658997719898,1.0,0.26699018898085186,0.250383308225182,0.3868609713541867,0.2916350169306749,0.26928895405495545,0.2825868254823368,0.4941094034903696,0.08308271277246039
0.4675450904456511,0.009613152516485453,0.35609716947326425,0.27067678997714617,0.2765218796159543,0.4502256229218971,original,0.04261577829491142,0.18923600395733556,0.24785324652992194,0.08625106700712187,0.17782257078120559,0.2711412460758802,0.6317682912960719,0.13488633257329932,0.34650580251517044,0.26699018898085186,0.08346110274172733,0.3868609713541867,0.2916350169306749,0.26928895405495545,0.2825868254823368,0.3705820526177772,0.0029867824844105623
0.4863876728613872,0.03845261006594181,0.04266479512627807,0.27067678997714617,0.2765218796159543,0.4502256229218971,original,0.04261577829491142,0.3784720079146711,0.24785324652992194,0.0,0.17782257078120559,0.2711412460758802,0.947652436944108,0.13488633257329932,0.5643372016767803,0.26699018898085186,0.250383308225182,0.3868609713541867,0.14581750846533745,0.08976298468498516,0.18839121698822456,0.2470547017451848,0.019915683207119658
0.6082566333244546,0.11535783019782545,0.3183358429832052,0.27067678997714617,0.2765218796159543,0.4502256229218971,original,0.04261577829491142,0.18923600395733556,0.12392662326496097,0.17250213401424375,0.0,0.1355706230379401,0.0,0.26977266514659864,1.0,0.26699018898085186,0.16692220548345466,0.58029145703128,0.2916350169306749,0.1795259693699703,0.09419560849411228,0.2470547017451848,0.23585321687011992
0.505990036826145,0.07690522013188363,0.35609716947326425,0.27067678997714617,0.2765218796159543,0.4502256229218971,original,0.04261577829491142,0.3784720079146711,0.24785324652992194,0.08625106700712187,0.35564514156241117,0.2711412460758802,0.6317682912960719,0.404658997719898,0.5643372016767803,0.26699018898085186,0.16692220548345466,0.19343048567709334,0.2916350169306749,0.3590519387399406,0.2825868254823368,0.3705820526177772,0.04150715658679035
0.5002156970535806,0.07690522013188363,0.35609716947326425,0.4366796842058139,0.2765218796159543,0.4502256229218971,original,0.4803567647473878,0.18923600395733556,0.24785324652992194,0.08625106700712187,0.17782257078120559,0.2711412460758802,0.6317682912960719,0.13488633257329932,0.34650580251517044,0.26699018898085186,0.16692220548345466,0.3868609713541867,0.2916350169306749,0.26928895405495545,0.3767824339764491,0.3705820526177772,0.02557005004783596
0.4795496389201927,0.22110250787916544,0.35609716947326425,0.27067678997714617,0.2765218796159543,0.4502256229218971,original,0.04261577829491142,0.5677080118720067,0.24785324652992194,0.2587532010213656,0.35564514156241117,0.2711412460758802,0.31588414564803596,0.26977266514659864,1.0,0.4004852834712778,0.250383308225182,0.19343048567709334,0.2916350169306749,0.26928895405495545,0.09419560849411228,0.2470547017451848,0.07680134960868082
0.5034067795594714,0.19226305032970908,0.35609716947326425,0.27067678997714617,0.2765218796159543,0.4502256229218971,original,0.04261577829491142,0.18923600395733556,0.24785324652992194,0.08625106700712187,0.0,0.1355706230379401,0.31588414564803596,0.404658997719898,1.0,0.26699018898085186,0.08346110274172733,0.19343048567709334,0.14581750846533745,0.1795259693699703,0.09419560849411228,0.2470547017451848,0.09737822893830364
0.6272511720499949,0.4806576258242727,0.35609716947326425,0.3602335294229262,0.39618293975149776,0.4502256229218971,original,0.04261577829491142,0.5677080118720067,0.24785324652992194,0.08625106700712187,0.0,0.0,0.31588414564803596,0.404658997719898,1.0,0.13349509449042593,0.0,0.0,0.0,0.1795259693699703,0.2825868254823368,0.1235273508725924,0.12901304342013373
