rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,actual,source
0.1254503727795413,0.7331880873087856,0.0,0.1169707386175983,0.09986631170107389,0.6511627906976741,0.49936709748422736,0.7017322032918163,0.6595744680851061,0.4467141328858349,0.6450817094140936,0.2631578947368424,0.8022974572896994,0.4769365432306264,0.173913043478261,0.20584068474602224,0.1785222176389534,original
0.1254503727795413,0.7331880873087856,0.1578947368421052,0.1169707386175983,0.09986631170107389,0.3023255813953488,0.49936709748422736,0.4918400500527242,0.1914893617021278,0.2851366805654265,0.09393923406684565,0.0,0.5348649715264665,0.30029337907113507,0.0,0.3436889747611775,0.1399057406903572,original
0.2412507168837333,0.7331880873087856,0.1578947368421052,0.1169707386175983,0.0,0.0,0.17477848411947938,0.3371826739818141,0.0,0.1520728963015608,0.09393923406684565,0.0,0.1719208837049357,0.14131453132759303,0.0,0.22039133758095536,0.020809015192073,original
0.0,0.7331880873087856,0.0,0.1169707386175983,0.0,0.0,0.32458861336474765,0.7017322032918163,0.1914893617021278,0.6843280333570236,0.36951047174046947,0.0,0.8022974572896994,0.30029337907113507,0.173913043478261,0.1652520215748932,0.0205457210310599,original
0.1254503727795413,0.0,0.3157894736842105,0.1169707386175983,0.0,0.0,0.32458861336474765,0.4918400500527242,0.3829787234042554,0.1520728963015608,0.09393923406684565,0.0,0.8022974572896994,0.30029337907113507,0.0,0.13155577290452194,0.0023784239211521,original
0.0,0.1999603874478508,0.1578947368421052,0.1169707386175983,0.3495320909537583,0.3023255813953488,0.32458861336474765,1.0,0.3829787234042554,0.6843280333570236,0.09393923406684565,0.0,0.8022974572896994,0.4769365432306264,0.0,0.12236588690351159,0.0032560711245293,original
0.0,0.1999603874478508,0.3157894736842105,0.1169707386175983,0.0,0.0,0.0,0.4918400500527242,0.3829787234042554,0.2851366805654265,0.09393923406684565,0.0,0.1719208837049357,0.14131453132759303,0.0,0.12458677602042238,0.0001843059127092,original
0.3860011470139732,0.0,0.6315789473684211,1.0,0.9320855758766892,1.0,0.32458861336474765,0.17147834247726762,0.1914893617021278,0.2851366805654265,0.9482100708550795,1.0,0.5348649715264665,0.4769365432306264,0.347826086956522,0.13615071590502711,0.093829262513055,original
0.3860011470139732,0.0,0.6315789473684211,0.518347675609599,0.3495320909537583,0.6511627906976741,0.32458861336474765,0.3371826739818141,0.3829787234042554,0.1520728963015608,0.6450817094140936,0.6315789473684218,0.1719208837049357,0.30029337907113507,0.0,0.1422773065723673,0.0366066648528624,original
0.6272518638977065,0.0,0.6315789473684211,0.264142282181332,0.9320855758766892,0.3023255813953488,0.49936709748422736,0.3371826739818141,0.0,0.1520728963015608,0.09393923406684565,0.2631578947368424,0.34384176740987116,0.30029337907113507,0.0,0.1415114827389498,0.0276546633784151,original
