size_D,duration_D,Generated_Var_1,Generated_Var_2,Generated_Var_4,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_11,effort_D
0.143335192414947,0.2,0.7643098,0.79799736,0.29534736,0.09398902,0.74440813,0.70862544,0.76388514,0.0075898020947219
0.1670384829894032,0.24,0.2751507,0.28918588,0.6793925,0.7067606,0.30889037,0.3248319,0.3130691,0.1154790765476699
0.0228667038482989,0.02,0.7891187,0.7119109,0.27073377,0.54820484,0.76586986,0.91702455,0.77002466,0.0041514157595347
0.0574456218627997,0.08,0.88271785,0.8263403,0.17657855,0.35480487,0.8407722,0.91938835,0.83843553,0.0276813867630048
0.2810931399888455,0.24,0.6106279,0.5736194,0.3710682,0.53078103,0.6043859,0.6338769,0.58926344,0.3278192391183787
0.0934188510875627,0.16,0.5882099,0.53662044,0.43497765,0.68876827,0.57630676,0.6986611,0.59660083,0.0576920029788784
0.0828220858895705,0.16,0.5034381,0.47930554,0.5569552,0.6233662,0.48102212,0.5310453,0.48717767,0.035540555529147
0.0448968209704406,0.46,0.36323074,0.35503292,0.624219,0.7026223,0.37157872,0.40745953,0.37732515,0.1067484273739918
0.0886781929726715,0.4,0.7225786,0.7074804,0.28327277,0.35267568,0.7154497,0.7439944,0.7178548,0.1353488298394891
0.3159509202453988,1.0,0.63960385,0.62081563,0.5232906,0.44602966,0.54850185,0.59382135,0.5886593,0.1793189776742564
0.0370886781929726,0.18,0.7581574,0.73368484,0.2714107,0.3677033,0.74460113,0.80127865,0.7487809,0.0588962304511099
0.1926938092582264,0.34,0.85921735,0.8340654,0.25288382,0.24881805,0.8036944,0.8600141,0.82141346,0.0565194657032846
0.0167317345231455,0.06,0.8543517,0.76134795,0.24530606,0.5136264,0.79724133,0.9263363,0.7821913,0.0050228961670707
0.0,0.12,0.79750454,0.7208976,0.24993214,0.50576997,0.77266985,0.8985758,0.7629114,0.0
0.0560513106525376,0.3,0.8229864,0.7828443,0.2244326,0.37403503,0.7951223,0.87206465,0.8051949,0.0314049848679311
0.0900725041829336,0.14,0.5764372,0.5475487,0.45382887,0.5499344,0.5556357,0.59574157,0.55123323,0.0548874205764446
0.0454545454545454,0.18,0.6927709,0.64431435,0.35495222,0.5497222,0.6657545,0.76345766,0.6778559,0.0148468571247484
0.5022308979364194,0.56,0.18618864,0.1926502,0.83616394,0.80659133,0.18144517,0.17321317,0.17881359,0.4013088051211357
