PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,Effort
0.2143897840199665,0.463103057615236,0.35312280567911675,0.6696550798764207,0.36567234054155257,0.7408833944875199,0.3247041
0.33713924227586956,0.43933826911751184,0.27494544392014936,0.7885836582764306,0.5472306063963777,0.7847176845780139,0.499035
0.21907883968438438,0.3277870897947214,0.25840066492943115,0.8251621000932576,0.2582604880998864,0.5705127583985432,0.40045518
0.23926573212774788,0.4462597770198182,0.2591654929095323,0.6351192004154271,0.866569002189423,0.73867200323736,0.1384063
0.33142719957890504,0.26781402964550693,0.43730808353288775,0.4680521707540268,0.3943664493912969,0.9141495305413383,0.22076723
0.4799953950724154,0.4838650614118666,0.4088535733259031,0.6384434369964724,0.6393954112934562,0.6366484562978708,0.54214156
0.32006200944142227,0.18034825249995656,0.5414473006138437,0.5507347657785325,0.40657840346283736,0.7692744105167165,0.22204761
0.1440143852122494,0.3429081478316988,0.2932986944890974,0.5321470071665327,0.6744244098709394,0.5111048899746553,0.14307311
0.25831373088593773,0.17041050966014112,0.24070901274716783,0.5758385962400067,0.5116558346401757,0.6323328727246863,0.2737286
0.05682992443155785,0.42327631563125523,0.26928266730276573,0.6035763872606182,0.7155409782178191,0.16514293498045207,0.118268415
0.3758797118942048,0.22344194921197105,0.6462122239156045,0.7212953046227982,0.7690594588525221,0.6935999860160985,0.21920395
0.46720104954467356,0.0826494762152809,0.2659364506496137,0.6168033082382538,0.5316685641631883,0.6103183381326666,0.4767593
0.5801763688354771,0.5521066247023884,0.33091549651831087,0.5753770571481194,0.44021315909333814,0.4677025820914469,0.7164005
0.1594702658884704,0.7051884403186903,0.6584899029712014,0.6649010134145259,0.27363259685711383,0.7537910304255145,0.14679812
0.4058019771537335,0.18029833386645222,0.5523285066018351,0.5856753859131476,0.514927505499153,0.6047466541233636,0.29364574
0.1469322371672241,0.22499300832499125,0.6467777040892015,0.4612389620310329,0.5909867398318165,0.45139390392457823,0.18682986
0.18023018123481216,0.41347739919812,0.17413319761024929,0.653849816673639,0.5168340223563618,0.5140606788327462,0.27831614
0.1921320785545566,0.24334343286770166,0.3539032501082684,0.4042581739468814,0.4024337994833951,0.6905460056649202,0.2063074
0.15193883832263516,0.8499525473533609,0.689992548907614,0.6348020426892439,0.6232771751285602,0.6571270475323929,0.037945177
0.22333335228764867,0.4686379763441314,0.31013391436969673,0.7133782165242393,0.4642627576806639,0.769615398540094,0.30997434
0.5282398790387985,0.5219747379760377,0.3159352147747835,0.6349830997467648,0.444244363888216,0.5895988212208587,0.6732639
0.4006014271372238,0.2395430902353722,0.40838366030288453,0.691759347059162,0.5942009794443772,0.7610435426791624,0.4051283
0.17748562875040402,0.39502600445178526,0.23475364119622363,0.622074945154985,0.8013542542421386,0.5838813232893998,0.13748185
0.38728817725248693,0.486626242523053,0.4486214012208032,0.7467723958525818,0.5614543984640682,0.6142255144214409,0.48827258
0.3901044870917832,0.538418219909813,0.4886636883007305,0.7584594796447561,0.5565062601576721,0.5493735300449851,0.4331128
0.6845419653483618,0.6932703184376464,0.2597384452682219,0.34076536494302734,0.4996134748779995,0.5038425687484126,0.7858934
0.26693176874161756,0.20029316207307724,0.3470628702114087,0.5149357312985775,0.4100716567709394,0.7739477931788759,0.22408591
0.10882875170039996,0.5913086310193867,0.2846111980669339,0.47783915076360495,0.6720361175772368,0.5683461216219733,0.11706404
0.36408196148790667,0.32232443755122697,0.412332491764603,0.7220865489976879,0.7297533422032338,0.796648845977145,0.32938704
0.23620051202749465,0.26811287241305565,0.31285313546017385,0.3398698665381418,0.3997407895333045,0.8161711107377447,0.23054138
0.14907152957454708,0.5731071516553283,0.3404278282301893,0.38098581922476576,0.4481542053112181,0.7015607710872866,0.34149158
0.16105275232324012,0.689157679042401,0.5218512563510723,0.6463975728866534,0.4906859863729332,0.6799835872070181,0.17190646
0.24540616282858935,0.27333901455851856,0.33018105462306113,0.5961134129235085,0.35989024552205384,0.7359137888658517,0.30098522
0.238673666181771,0.3512662436912793,0.2735801341622499,0.5291765743216099,0.41308254624824703,0.7490478089636272,0.25847244
0.19594718363047553,0.19373509719254353,0.3914678161304392,0.4418782253233145,0.40285882725819966,0.6432327873327183,0.19620647
0.13259169655879482,0.8143597883319826,0.49887365845767745,0.44168533277957855,0.5599058449086386,0.7929475631589267,0.13719726
0.35458914642295003,0.09928524523940047,0.7776360553085506,0.6963548402268366,0.48220063270472024,0.6111879900932369,0.21351564
0.4562009028106628,0.46351782915617856,0.2764673445424157,0.681243349595915,0.46307252145604116,0.6831565062639687,0.7598414
0.28071918384109906,0.4493551847288103,0.18509206207850976,0.7121748987213257,0.6017153960972024,0.7283843222212778,0.41391385
0.3492406116040011,0.7085051087138339,0.9462880982796589,0.9999999999999999,0.4021547488789185,0.15727146318797552,0.15277997
0.28095662943762006,0.4210888783811423,0.34615199684511433,0.7814806230450821,0.414065808577895,0.7881531385786059,0.3660351
0.17037912296241092,0.29085904601070334,0.4716790405662157,0.46574214175708506,0.4571375525595648,0.6356935180115125,0.24020857
0.43114643545676434,0.21923471549111656,0.5296687940614738,0.6666668681401694,0.5986575273177095,0.6180668852988301,0.3910537
0.47324896923662324,0.3176226670101372,0.3018901705094987,0.6152692191254835,0.4814441432220933,0.6856402286485177,0.5851842
0.1562039477714637,0.4249139366420562,0.23465098547274119,0.5460699182479032,0.26704832648428267,0.6622165284911533,0.2565323
0.14325146468918118,0.5013106205790977,0.2870885694805738,0.47044769342934367,0.44106835965038416,0.7101303383614835,0.20783032
0.22897582673244818,0.454838423130955,0.22392503302640182,0.6341692022728995,0.7736333342236655,0.6755317392914653,0.19003105
0.521135521302184,0.46393762824495854,0.29385943027022926,0.3603440191002734,0.49860548065468835,0.6123714778555691,0.51524913
0.24798144317120627,0.4281237591255544,0.17919601118421158,0.6908596677512279,0.6738110897158023,0.7337254147486864,0.29630002
0.1370162755558415,0.39173364232938096,0.36891954590490245,0.5234300237859777,0.3058192197587335,0.5730892258953102,0.2846497
0.2442525302850203,0.19397549867449262,0.21964983758615167,0.644070476584439,0.6520563238362913,0.4984719724295734,0.30428782
0.28741230748761526,0.41941513241091105,0.20866884976074687,0.751022473221433,0.605462075785344,0.7175618734413746,0.43513918
0.3326528913452911,0.05703356424977768,0.6637194970014031,0.6862533252406444,0.7226281155035015,0.467810602806831,0.17297082
0.15112269749361346,0.2205489751789897,0.5509888333158318,0.47871595471406814,0.7249636082711823,0.3720132340471757,0.13606714
0.18685843061725133,0.18532784711925793,0.6086677494336851,0.455919738963277,0.5577590847475558,0.6093073058350283,0.14702061
0.45505062019750636,0.21077058458952486,0.43980997768040475,0.6836579783315563,0.625939132328464,0.721512498633744,0.45533124
0.1997319192647334,0.21292436998140268,0.36052982481089696,0.512033055361468,0.7507521009795863,0.5506762474590325,0.12724745
0.4168004770583633,0.17476660689515502,0.4372066781649822,0.5933521879861081,0.5966481066113828,0.6061861461308176,0.3699089
0.11359508990469686,0.7454260911028868,0.5125903768712364,0.487154373230942,0.49864692827987545,0.7741428178169178,0.18450505
