PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,Effort
0.2311570812646992,0.32249434037984026,0.5654880244193873,0.6209393457704117,0.4944492273491057,0.32244116550775903,0.5177846030337951,0.5677690443672682,0.5164592068200633,0.504389053898829,0.5496961310879459,0.4947037953422925,0.5667884121183542,0.5324179374480772,0.5044425992171065,0.48686605817558,0.5601209495523931,0.21984182
0.16933208858557194,0.19335661080367875,0.42442071463958014,0.6719537685494492,0.3859162646171952,0.33601220618550903,0.4750807950888135,0.5448416105693922,0.5809716505213017,0.4631962562046717,0.34643483950469933,0.8470084506021989,0.4220472863919009,0.3482974798843618,0.44913329030025184,0.6013397042331964,0.5691478264891463,0.06741658
0.40857815308300527,0.10012427985714936,0.6335811330194253,0.6506582041362566,0.3017576223343243,0.29211209365241037,0.5914865242004292,0.7252413222905081,0.6087027540137248,0.33190745549182726,0.49013909509902476,0.670434709695509,0.5462746992087555,0.5467268864299942,0.5238426345805361,0.6268739496981033,0.5411576238972059,0.09953827
0.3332261577995248,0.15887077828700424,0.6477583365300394,0.7010884140626258,0.5074589560812298,0.3797321781985634,0.4989338504633319,0.5226756162735302,0.5144316501713235,0.4635375687553951,0.6716552319922932,0.7077187196383876,0.6494931389793206,0.2968729411101273,0.43998586595294137,0.5258327405125536,0.3484172190794165,0.12135066
0.15393424581673995,0.24098697475754818,0.49754167844134134,0.6753570050901301,0.47680869710938334,0.4775362497688216,0.46120006824733395,0.5264103269727226,0.5754976543793382,0.5334228955714048,0.6311317119209185,0.4134178935528272,0.578831773854979,0.48956651674316726,0.41259807460856907,0.4300644145565219,0.39727087796343186,0.10864344
0.32578945988694896,0.19501080747020283,0.4136785724418846,0.7197390394073969,0.4528383025053524,0.2558054337910025,0.6257962611034732,0.561449950848836,0.610498569666278,0.3060898274141848,0.5507300772244884,0.5825417071332339,0.6272718140710591,0.42096485111530824,0.5155445928055066,0.5571751591351188,0.5035783867407643,0.15997416
0.4682156794987593,0.10287561485365246,0.7611422613145681,0.6403476358210638,0.4828414357155423,0.5303772134941254,0.4290161948358566,0.6530602682789575,0.8493775674289478,0.40102152598720614,0.7903711948358654,0.5966713362145339,0.32632323591549095,0.5731827457564551,0.4716923660286604,0.6830761322842106,0.4921049875335639,0.07606649
0.2626017373103294,0.7525349887480819,0.5982633118315319,0.5576021430438485,0.26692241802759353,0.643862261118983,0.4419402496356993,0.33082905526025974,0.5342210261216519,0.3357027840322431,0.6280143122195297,0.5954983970354633,0.7419284139691756,0.45052862789628423,0.4100140076125794,0.7906178525798992,0.5055753859559534,0.6153779
0.42562924634527927,0.2971984983866218,0.5204255711728103,0.5355760843929324,0.3901289131854101,0.19419497978879574,0.3219143152666186,0.7821933576840021,0.6172503005622259,0.34970923050175656,0.5115941457133264,0.41912220411781975,0.5920320472336346,0.8442859119176166,0.5388519741634509,0.4055697526833536,0.5353606258904049,0.35511577
0.4791641539620685,0.13476988825846153,0.48539904795712197,0.42312448432907623,0.5669481272975314,0.4814337507267049,0.5143209586839509,0.6517909466069051,0.7365756494606976,0.2861431009609233,0.712961231290266,0.4298149150546665,0.45632237085368915,0.46101797869939865,0.484891055954818,0.6009831129998866,0.5039105126465715,0.15083644
0.2561667539390078,0.14718280658959762,0.49005225616039033,0.6311762120421506,0.3830203358453137,0.37271932992737283,0.5591613048869825,0.4508687180177411,0.6793111411632907,0.37685913475413296,0.5607195968919886,0.7900762682766391,0.6110735173171643,0.4933392455970981,0.4562115795422918,0.6085863047901328,0.5672746591298526,0.09952775
0.4243152947957474,0.061136712940595334,0.7305847222863998,0.6574016770698456,0.35149674111123014,0.37886252203547016,0.48848771840920224,0.4765878876280854,0.5394345728042506,0.4072715697163533,0.5205588377827349,0.6815944615335434,0.35875432658906103,0.3247726373919002,0.5815345339475012,0.5883258434589965,0.5763299258727681,0.05978883
0.40603318882193934,0.11090659313622392,0.4958125736587452,0.44654926179567556,0.3762253331800947,0.39552320784203443,0.648903311958925,0.6636507089767363,0.5603528885577412,0.38532983648463803,0.5676957469226309,0.6227258349165343,0.52520448188684,0.30691237760995427,0.5462339293664118,0.7192104082554285,0.4000832855180698,0.10123794
0.2597753501822443,0.15168323402333933,0.5900183197937273,0.6657957946957439,0.45895460198178273,0.40992447796983883,0.391514636805234,0.5288750285565288,0.3382996680591171,0.3504463064783955,0.7000939751899716,0.6609377670914841,0.7006820983241526,0.25598475931026204,0.3748392716017796,0.620590425470781,0.6546042025634333,0.08361283
0.27025105705024016,0.10023874420280479,0.5566725930589131,0.5722524186038314,0.3909821164061795,0.31021027396857725,0.4872482489352865,0.5171038929405283,0.41961950208782295,0.3626603397284115,0.49325714230822904,0.4635332830877707,0.4913706502865278,0.47054507416094654,0.7204549396860296,0.6236266359384286,0.5980597356363018,0.09004239
0.2359791639259359,0.3263395293798348,0.5380879342484721,0.5934437552639622,0.5113351408593346,0.38458984715947014,0.4551196573577393,0.6444509124323281,0.48438980581595875,0.6049100014715586,0.6638952589312742,0.40234800508709956,0.6063885581204025,0.43429231362773174,0.23359132435919927,0.4959727505682907,0.42466983769848266,0.21033958
0.36211689017979387,0.6096394769839331,0.5938818839499678,0.8061498831074531,0.32204882614283725,0.6242225773773891,0.7111643497693481,0.6543589675507632,0.4843913369010575,0.2784636245422523,0.4623927627666404,0.40116672086819516,0.7598143714678613,0.23496243186216426,0.45531153363000326,0.5808552697859547,0.5496485237492601,0.526177
0.3023445044392117,0.5414979296046611,0.4396550518743599,0.7181553108604226,0.484315866727212,0.3270645212660155,0.48681324026422185,0.6242240293775436,0.49215345282761164,0.5666582889889077,0.566888328253901,0.4349384438121764,0.8221035994978422,0.5669768651059652,0.6557657000255778,0.7129829898926632,0.4093492255736111,0.5042666
0.2398759338689926,0.46192183803483977,0.4942845436284676,0.4759223383559319,0.25349421177523623,0.19808391176999215,0.479051402780651,0.5020205986084428,0.3559782145522542,0.25223050507572997,0.6038344364266185,0.41869475441037873,0.5726469333156979,0.7789951309388972,0.5898376755486813,0.7283022622420059,0.5076334628981283,0.3434172
0.30494550936264886,0.29956372405513504,0.6373841375008283,0.6179424121204501,0.5071626560555385,0.35509296687582526,0.5058291587622447,0.6475364985991992,0.5539761571583093,0.40636382219807193,0.5012728225976234,0.46898291883777704,0.6237680660439562,0.3526609397949121,0.6201830076637145,0.586131863731895,0.49268363480133587,0.252985
0.4811435613819296,0.25418623830520765,0.47805140264174734,0.5387581459390537,0.5423563258756636,0.28725607737999814,0.6880803834595752,0.7490905406712294,0.5445838401879184,0.4996411315795717,0.4815534190705419,0.6233118937589107,0.6021513245420819,0.5829128271995241,0.4061943037924193,0.4852432561309819,0.4749807416478316,0.27901748
0.28790010685505224,0.22776812980768024,0.4962084980293341,0.7283290987317041,0.41316659049975596,0.39382454126141186,0.4463298492990983,0.5797539729999346,0.519956437064782,0.2924769603146974,0.5878098125406016,0.5590791207226994,0.5329243014433477,0.45890329882596803,0.4678160398636808,0.7104694640305573,0.38409138572786494,0.12927592
