PCA_1,PCA_2,PCA_3,effort_D
0.057880398735878344,0.09677308844112525,0.2986390234689476,0.16567895
0.01875756374001393,0.15762905275544548,0.08271098663968326,0.22037861
0.08972511814805945,0.06207050077401796,0.26077857470124116,0.18275611
0.0358746476545644,0.28160310683258805,0.033633883742309356,0.30713153
0.6238443589174485,0.26344201701119124,0.503743658093322,0.64375013
0.07799840455189821,0.038735133215119164,0.19772372269513422,0.19485168
0.3520127429135102,0.09532654203923321,0.18028979322134336,0.45111245
0.040886582452293846,0.06354000466147236,0.21597112771859434,0.16020513
0.024211483623165553,0.2488587083332821,0.3935880609589152,0.14298236
0.11755267610243501,0.02778728711674787,0.17870642119347258,0.24560876
0.17963387814187667,0.0066741693836874505,0.16077822441801123,0.29327738
0.026467410120366214,0.29314772756014085,0.11616786959024153,0.27473524
0.024402024269384787,0.09821644118969397,0.3162787673409061,0.10727369
0.07613207853875875,0.05639164295055814,0.23735764912251758,0.18387763
0.0864586144592725,0.13694454595048033,0.4038315863923541,0.15821418
0.0391916401790095,0.15311427043536352,0.4037310804539598,0.10593521
0.3197178321706815,0.06861587610329052,0.21259377615105857,0.39264864
0.04774603545534903,0.061800836808456994,0.2430637188895712,0.15421969
0.10570776554879412,0.07749643058541705,0.3118844546661388,0.17459542
0.01852005425509258,0.1430936965821831,0.11130835210245174,0.20625278
0.05937140500361293,0.24069658141020547,0.5182119731697638,0.08813576
0.15932990487951654,0.5505054323868817,0.011651534627563853,0.49510598
0.03632247932229332,0.12579276290232327,0.10498070511811397,0.21225195
0.019623422605474228,0.1297218251457196,0.3626225833269464,0.091921136
0.030497415757920504,0.06551428265842892,0.26109939401327054,0.12723579
0.10196383855623553,0.07958083565887411,0.35562006079647507,0.14913347
0.11582070248799432,0.03828644284385409,0.18373830121547774,0.23080842
0.38283102852606177,0.08008603640548798,0.20717783867278022,0.46976972
0.03596846970705382,0.07518776907920624,0.24963364957114922,0.13755006
0.2019071891099189,0.09912934012096308,0.37703106001144115,0.26011217
0.1953314277080186,0.07556258930071313,0.3239919234532732,0.27384925
0.03884014472751296,0.16275063585172445,0.13604329731747644,0.20898172
0.1489473222945187,0.062218923866613485,0.1262326051231631,0.27375716
0.10020285890023929,0.28537058758661227,0.13577873836795284,0.3205499
0.375786096728024,0.10047946529940574,0.2628962193584986,0.47627467
0.12649857989889507,0.05144464084180614,0.15618480591798894,0.24264306
0.013514686283732133,0.19436409066747778,0.23101305467272693,0.19271368
0.06229434278896659,0.32622797320871944,0.051970739839971386,0.3314575
0.19927659039214046,0.029126915192517228,0.17230425845255443,0.32314694
0.06676182119235512,0.24974043712543673,0.6330659634740936,0.042574707
0.07660443816207274,0.10305434705333841,0.24463264186604056,0.210194
0.1952311618863282,0.03743848895215532,0.1435439892699879,0.31620473
0.039511428721857395,0.11895294417158059,0.1418641926414379,0.19875129
0.3748777558834761,0.06874881505393443,0.20831202142800456,0.45498234
0.19240150826234412,0.013713900112468494,0.1875055192070754,0.2956217
0.02971161439674129,0.08634689951842578,0.30037653569733314,0.11779855
0.063506589730357,0.3019384372365903,0.6699590186550466,0.055466436
0.057161007344256415,0.04049450662367958,0.21652565136286883,0.17477053
0.03498889342184097,0.1045448457837578,0.2844426316516203,0.15229544
0.05242852054517011,0.13691131864495235,0.4191694929552188,0.096764885
