data,modp,loc,Generated_Var_1,Generated_Var_4,Generated_Var_7,actual
1.0,1.0,0.0967056323060573,-0.30315885,0.17046455,0.2000939,0.1785222176389534
1.0,0.666666666666667,0.2534973258305604,-0.28059492,0.1529584,0.16978067,0.1399057406903572
1.0,0.2142857142857144,0.1132558666225327,-0.2982899,0.1571241,0.18390349,0.020809015192073
1.0,1.0,0.0505391892127314,-0.28665948,0.1650571,0.1786269,0.0205457210310599
0.0,1.0,0.0122123307956307,-0.27902633,0.15043831,0.16076341,0.0023784239211521
0.272727272727273,1.0,0.0017595512273305,-0.2980449,0.16540843,0.1887554,0.0032560711245293
0.272727272727273,0.2142857142857144,0.004285639623003,-0.25962484,0.13892098,0.14259693,0.0001843059127092
0.0,0.666666666666667,0.0174387205797808,-0.28443208,0.15387216,0.18939301,0.093829262513055
0.0,0.2142857142857144,0.0244072402919809,-0.27335745,0.14714487,0.17146689,0.0366066648528624
0.0,0.4285714285714286,0.0235361753279559,-0.2836804,0.1595828,0.18495104,0.0276546633784151
0.0,0.4285714285714286,0.026149370220031,-0.28371593,0.15960541,0.18500149,0.0186148971836301
0.0,0.2142857142857144,0.0305046950401561,-0.2773875,0.15684548,0.16746467,0.0171228969378889
0.0,0.0,0.0200519154718558,-0.2720901,0.14967628,0.16821712,0.0064156010566872
0.0,0.666666666666667,0.0008884862633055,-0.32077968,0.19422224,0.23760724,0.0047480713702705
0.0,0.2142857142857144,0.001672444730928,-0.30081648,0.1718004,0.2006534,0.0048358360906082
0.272727272727273,0.4285714285714286,0.003588787651783,-0.29994833,0.17651418,0.20528823,0.0029927769635162
0.272727272727273,0.4285714285714286,0.0014111252417205,-0.2979277,0.17205605,0.20644131,0.0002720706330469
1.0,1.0,0.2770160798592359,-0.30052498,0.17764267,0.20882201,1.0
0.636363636363637,0.2142857142857144,1.0,-0.32403526,0.19237466,0.21411863,0.5787293423789506
0.636363636363637,1.0,0.2587237156147105,-0.2778348,0.15221715,0.17680573,0.5611763983114068
1.0,0.2142857142857144,0.2177836623055347,-0.30334106,0.17457297,0.2039552,0.2149445765791067
0.272727272727273,0.2142857142857144,0.1010609571261824,-0.30060902,0.17064846,0.18487355,0.0630238456745157
0.272727272727273,0.4285714285714286,0.0653472936011567,-0.2973579,0.16611695,0.18321621,0.0467873724120378
0.272727272727273,0.0,0.0766711381334819,-0.28523037,0.16321707,0.17673853,0.039239606462994
1.0,0.0,0.0313757600041811,-0.31544954,0.18683071,0.22694191,0.0453831368866343
0.272727272727273,0.2142857142857144,0.0400864096444312,-0.27784318,0.15464088,0.16612089,0.0334471349207045
0.0,0.0,0.0064633020330656,-0.29212657,0.1656754,0.18742397,0.0072054835397267
0.636363636363637,0.666666666666667,0.0095991359035556,-0.29351413,0.16148424,0.20227492,0.0080831307431038
0.272727272727273,0.2142857142857144,0.000139370394244,-0.3013338,0.1776106,0.18576077,0.0001228706084728
0.272727272727273,0.2142857142857144,0.0,-0.297926,0.17549014,0.18119833,0.0
0.636363636363637,0.4285714285714286,0.0522813191407815,-0.2925116,0.16800769,0.19755596,0.0927760858690023
0.636363636363637,0.666666666666667,0.337990627340987,-0.27023032,0.14507888,0.15880546,0.0610930218270859
0.636363636363637,0.2142857142857144,0.0348600198602811,-0.29550883,0.16790004,0.19669855,0.0525798439543272
0.636363636363637,0.2142857142857144,0.0183097855438058,-0.31683248,0.18166704,0.20966014,0.0196680738276827
0.0,1.0,0.0095991359035556,-0.29161444,0.16053814,0.1923007,0.0066788952177003
0.5000000000000006,0.4285714285714286,0.0113412658316057,-0.2775707,0.15189713,0.157945,0.0043092477685819
0.0,0.4285714285714286,0.0505391892127314,-0.2688333,0.14728147,0.15004003,0.0036071300058802
0.272727272727273,0.0,0.0113412658316057,-0.25620136,0.14254154,0.14280498,0.00053536479406
0.272727272727273,0.2142857142857144,0.0036758941481855,-0.26714504,0.1496199,0.15627006,0.0001843059127092
0.0,0.666666666666667,0.0008884862633055,-0.27192152,0.14701232,0.16287804,0.0001843059127092
0.0,0.2142857142857144,0.002891935680563,-0.28168038,0.14017467,0.1678688,8.776472033771834e-06
0.454545454545455,0.3095238095238095,0.0379087472343687,-0.261409,0.15100005,0.14586282,0.0034316005652047
0.454545454545455,0.4285714285714286,0.0231877493423459,-0.2731338,0.15599385,0.16189906,0.0067666599380381
0.454545454545455,0.666666666666667,0.0249298792703959,-0.28020948,0.15915771,0.17123684,0.0071177188193889
0.454545454545455,0.4285714285714286,0.028762565112106,-0.2681409,0.15124094,0.15270248,0.0087852485058056
0.454545454545455,0.4285714285714286,0.0618630337450567,-0.27549356,0.15771355,0.16500026,0.01054054291256
0.0,0.666666666666667,0.0183097855438058,-0.26824015,0.14121923,0.16855729,0.0026417180821653
0.0,0.666666666666667,0.4024494346788383,-0.28268716,0.15497756,0.16248778,0.1111189124195855
0.272727272727273,0.0,0.077542203097507,-0.27654597,0.15321645,0.16815546,0.0131734845226915
0.272727272727273,0.4285714285714286,0.0191808505078308,-0.2812784,0.15917647,0.1801509,0.0149287789294459
0.272727272727273,1.0,0.0069859410114806,-0.2885941,0.16124684,0.1745232,0.0101894840312091
