PCA_1,PCA_2,PCA_3,PCA_4,actual
0.10785091034316453,0.135225167541413,0.1471245103728904,0.47935615811140553,0.1171130662821951
0.28663675754486473,0.11334289589205451,0.07914028809195917,0.5220588818677414,0.25254618914069
0.11467653775596948,0.03966638131666411,0.12466169967907142,0.49396407496368094,0.0574199457983383
0.12025342800478787,0.10130117580417904,0.3667425043563136,0.4745716116230628,0.0772772356042822
0.08874172404266792,0.04083162779883601,0.09551443509299452,0.538972634785274,0.0406248129594359
0.21786112667695046,0.09027887098153124,0.4371573565166372,0.3929906361504903,0.1412653450362191
0.02898893405258847,0.5111008470414895,0.11613920835784965,0.5025654001198465,0.1635736584284913
0.23466716868093085,0.16106440419192214,0.023769862988453655,0.3686130664603368,0.2585080305362917
0.0544819210083714,0.10244838773805529,0.17602835210203005,0.545357549400383,0.0424564626049528
0.07042606973261281,0.1329227767160371,0.18737363384678593,0.5326198782947714,0.0803433401357061
0.07041381812408065,0.18804821642494196,0.21195865083948506,0.527984966324184,0.1031565356537215
0.7303930601498707,0.48184946036394216,0.16664895696718965,0.6761603436790411,0.7456690698552747
0.10449163920233111,0.031000716056712896,0.2607757359032701,0.4139465514142905,0.0404625380325733
0.055440162564960135,0.09911559739658451,0.1827450377016186,0.5924452108901684,0.031973028528542
0.03579162015625911,0.5073775933437299,0.15214374954298623,0.5796009257804632,0.168722818152302
0.06436273318671884,0.1378269478292699,0.25067105700320896,0.5404102802602214,0.0568740896036617
0.0618542760735303,0.052788719428280895,0.11268257911321138,0.5743758314757168,0.0060455112441462
0.5425389993207448,0.39672580998737356,0.1359101990928445,0.392730400382599,0.5990895936255857
0.03091720880441809,0.5220380977379436,0.15831048490174324,0.5979712688220278,0.1785013957028547
0.04239988012182655,0.2979375443595262,0.25788002765674395,0.63235170175173,0.1066453921213728
0.310451719927128,0.15582640363664402,0.0624215525107738,0.4595073502589936,0.2946805027952847
0.032091924508320116,0.3258972426864696,0.0841380995267293,0.4809079630515818,0.1014516686435556
0.0442295345519621,0.3282120908539154,0.07746629068551648,0.4883716651131402,0.1182257441750917
0.16558810289688772,0.11784428037763917,0.10818379221340246,0.45386505420250267,0.1747878065888636
0.06254410769515928,0.3427726198863519,0.10742242941843835,0.3761335075390071,0.1633194629790052
0.05022309592495004,0.17520926413427973,0.11298813282612703,0.5554108098914262,0.0658238497935601
0.04133202259094655,0.4629338928572862,0.24124758934747997,0.6251430611939093,0.1582668061889755
0.07649087361052764,0.05755228789751102,0.13684351300883568,0.494685038812604,0.0509483979083031
0.07278163389702721,0.028189765714933257,0.13238239683048034,0.5347064374934813,0.0113128217099647
0.12916577789026723,0.07277270710973621,0.1208935568661705,0.4805057959427154,0.1049224288661268
0.09122738925383903,0.0837329043517639,0.24768343864670278,0.5133874409177779,0.0491896506121085
0.22543478091917546,0.0924442808083018,0.07304703139683637,0.5210237215345793,0.2142964686701046
0.03523577755261183,0.2812425713990101,0.10606817444353255,0.6083694400566394,0.0822618766535599
0.13614187500058184,0.049151179241658516,0.17135552877218463,0.47867760837535667,0.0740301546180834
0.0546674785952148,0.24498869058421496,0.06372263470075269,0.5922439086728075,0.1054621886645674
0.17164399391891225,0.04773597260371021,0.09113804768486536,0.5346595803536134,0.1124650698513037
0.4554167287238804,0.264425701152892,0.12453503448604125,0.5119515953750199,0.4562861564493798
0.17709830111875158,0.08550887308351007,0.043657723658861405,0.5011867590519645,0.1665487635875142
0.03809527520190713,0.4161587447823749,0.08722304266589348,0.558026444206766,0.1453651948448537
0.14617200120980772,0.09715152141112585,0.19333750691105378,0.4470329700724478,0.1184125338346489
0.08658378936547101,0.047818453498153196,0.09934599454693076,0.5395060138305803,0.040059741757838
0.05410017499234239,0.18007926052783213,0.08135816277836934,0.5699837724825388,0.0680970369270545
0.03858520370097837,0.440700177080928,0.25186273341620213,0.5182555373889575,0.1746648750460812
0.20758012119853914,0.0716618851951685,0.13319455507714734,0.49884121608855775,0.136496369838777
0.07652750008134687,0.2875742972011689,0.029924091641530454,0.267025313902413,0.1860717878944809
0.15134796477959947,0.042645777899457615,0.11526660779551376,0.5246068543631177,0.0891988458074848
0.04999704219191688,0.35313655326642757,0.33654582082218953,0.6076397134651191,0.1375173995085246
0.1214034821727156,0.18892264072458054,0.15067488883646607,0.38943544204048924,0.1695562879439787
0.09128198661270252,0.07521437667769847,0.25721417668913027,0.42555960298016005,0.0787094966084882
0.04599050814204657,0.28748707021582,0.0866839980897913,0.5539172130635781,0.1059224447964241
0.0655415577913458,0.11549401209410022,0.11870243841992027,0.5819354769130506,0.0577340891441447
0.10010868956771019,0.28154834296314957,0.24034576389400342,0.6074918345648371,0.1206369871421837
0.015516332573125124,0.5622171296147711,0.19818560992846343,0.38516791748862234,0.1957070581215697
0.14942876479822317,0.05193253598792935,0.4799796596898529,0.417853065996191,0.0481224389514769
0.37388024503907874,0.2178977620320749,0.06384878260060438,0.45324775545298057,0.3671750564245744
0.1695375255976349,0.08294260479916957,0.09467915408970666,0.4304720609103232,0.1504349131419602
0.07976646127382137,0.25118255446451854,0.37290855370302123,0.5979935600208635,0.122126745347439
0.06386267194915962,0.09118596470560275,0.10639648956722741,0.534257224355689,0.0473536208350437
0.04240339443198604,0.5808547332629665,0.16076806544212255,0.47742676554809665,0.2070928094108042
0.13166860937081606,0.05660382160941166,0.3432347604266157,0.41456063248972586,0.0920096843634883
0.10250421149830084,0.2722124279704189,0.40946233757268347,0.6482654342361664,0.1252979216881088
0.04521727458578931,0.2130358706378638,0.19248398648193943,0.5825818976592648,0.0877108847787615
0.1533350294142163,0.09352038100600786,0.15273192588609508,0.45906617360457525,0.1414562814277744
0.20603046767595196,0.059535426435873645,0.0538929219098446,0.527733710166571,0.1605511809408815
0.8084479688645334,0.5648901278856715,0.13302810188339448,0.6902508274207173,0.8525159915957614
0.28301162766249005,0.13181746903410146,0.9386509232969973,0.23093180319335382,0.0969386160522668
0.02686869094742088,0.43129257458678966,0.12103184069618805,0.5208080633285952,0.1297467582833134
0.09540044189124963,0.04233859603415077,0.12478459981347323,0.49656936843899924,0.059803709080457
0.010817252791319107,0.8149711827150308,0.21951720987107295,0.41900854054143194,0.2662176844591883
0.12873172820879436,0.2094889480442401,0.05824884767807026,0.3717955879997942,0.1766688280191092
0.0603432889099998,0.07939806479940341,0.1133466952965608,0.5895778473254589,0.0275579975241038
0.12945655597047176,0.009216846178350946,0.10652494607975663,0.5098391174123167,0.0571043927192522
0.04579811651714036,0.21841425969444717,0.04344346743522971,0.43186770309425565,0.0904503653124626
0.06396757343526692,0.49914024484603886,0.15296571021910826,0.29543592227615467,0.2191724964609703
0.05179846383338797,0.3623524759988159,0.07873937979294722,0.33373362160735476,0.1726640651869879
0.13422367500594545,0.036102403752956425,0.1402065858855352,0.5266927155969565,0.0591219956759403
0.08119709733673097,0.27059325730398776,0.08236223389732426,0.2685968133620319,0.1590754033686482
0.05865305768509807,0.19002213123644085,0.055869465632710294,0.46133032302074783,0.0984515897327239
0.11823083540057659,0.04832728989709717,0.3198571120375839,0.4394261090532056,0.0593321486304141
0.07784996732831861,0.13774111919974386,0.25480555549781236,0.5741540303656162,0.0771235342208754
0.06787101330459083,0.19583484436804222,0.3307033915391721,0.591484850105681,0.0776817411417192
0.032041513580206155,0.37674124826010935,0.21058734326827364,0.5535918021720422,0.1344558742762641
0.05371862766773769,0.655535235704912,0.3373345756512257,0.5008678978567713,0.260491140929539
0.41186620389893003,0.19103252882171887,0.10358629334809139,0.6500284220541281,0.3843021798948439
0.04264911475431625,0.23964421874729666,0.055719395105926176,0.5285300330368259,0.089179302485197
0.31839203210314393,0.13854789390036337,0.07915203498537751,0.5206828378102738,0.2838495033355612
0.07796902294419603,0.29373795457672547,0.08380343180400077,0.36875472629622597,0.1616486723030832
0.07815041689462673,0.15706300656584657,0.051093414538874685,0.48754653202640563,0.1038613478336652
0.09782166260707645,0.3762423702275213,0.19760972882305544,0.3196491737924966,0.2042920148154191
0.26328171375046094,0.15874697420662837,0.11744281775545093,0.38455846573941166,0.2594378554420345
0.08405721506244629,0.07259711735946556,0.2510909330442129,0.4409992349387686,0.057519680537883
0.08308674845109415,0.32690778857674463,0.07376118215281309,0.39317399214837445,0.189807798925205
0.03404173040814243,0.4791078994212817,0.189867637764858,0.5075369925250722,0.1771059775955539
0.035876043157860624,0.35640805125551267,0.08521561134406774,0.5926573331916923,0.1015509023520671
