ID,AFP,Input,Output,Enquiry,File,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
0.21763274,0.0037990748,0.0018647204,0.011881119,0.0014743323,0.008974736,0.002514197,0.045851193,0.039337263,0.03510736,0.03335176,0.0053300182,0.0005121046,0.0015057408,-4.488103e-05,0.007673577,0.00749529
0.10946966,0.0056812745,0.0016624862,0.012862789,0.0017728067,0.01682121,0.0049945777,0.07526341,0.060886465,0.06976068,0.058438674,0.012067629,0.0010180771,0.002266328,-5.7151934e-05,0.009791075,0.010069823
0.15938249,0.003449613,0.003847944,0.009408341,0.009423639,0.0009217388,-0.001291082,0.09714189,0.0852014,0.089804605,0.08336335,0.0055382117,0.0005308025,0.0024355913,-0.00023717179,0.0050788065,0.007310047
0.4551412,0.0030871986,0.0043595377,-0.003935907,0.0250501,0.0042819604,0.006458173,0.067441344,0.055605575,0.06492627,0.05721238,0.0038807145,0.0006037138,0.0013937824,9.180093e-05,0.0043347734,0.004858895
0.61652255,0.010509385,0.003924479,0.023626953,0.0029948857,0.019680735,0.009622537,0.020875193,0.019001229,0.011219872,0.009883005,0.0068316404,0.0010914023,0.0010123897,0.00041419663,0.00860293,0.008255769
0.24842978,0.00413908,0.00238919,0.008389454,0.0005302881,0.010510531,0.0005673836,0.07555923,0.0659421,0.07159613,0.064735755,0.008428641,0.0007982404,0.002014024,-0.00026773778,0.006785791,0.0069945436
0.12371479,0.021980038,0.013756728,0.035431627,0.080414325,0.024292804,0.017500767,0.05506694,0.052184924,0.054060355,0.054133408,0.03736847,0.0015355763,0.005846832,0.0008535925,0.0349371,0.034416143
0.2944622,0.010431846,0.013019204,0.002901988,0.02085239,0.017612379,0.00790117,0.13287187,0.1254167,0.1182349,0.11938141,0.04420391,0.0021279785,0.014872818,0.00057699205,0.045204468,0.044180315
0.64313895,0.0049097976,0.0028113723,0.022184633,0.011954215,0.0015183757,-0.0014616854,0.13645758,0.11715562,0.123286575,0.11605695,0.017979924,0.0009594178,0.00725754,2.708469e-05,0.019911472,0.021448813
0.6549128,0.0058462243,0.005366428,0.011310292,0.009957714,0.008743567,0.005780191,0.16138904,0.14171372,0.16054702,0.14978132,0.026177045,0.0011458,0.008402317,9.7877346e-05,0.023160875,0.02424566
0.5716847,0.008725702,0.0077756513,0.037001915,0.018526189,-0.0052818777,-0.0074584773,0.06263218,0.05257408,0.06831775,0.06096519,0.018189803,0.001151027,0.0038723613,-0.00015451614,0.014106218,0.015887605
0.04285875,0.0032821705,0.00016533479,0.014063617,0.0113866,-0.0050152913,-0.005348881,-0.0025043897,0.004783498,0.010752121,0.0126530025,-0.0036188671,0.0009812542,0.00014096894,-0.000297484,-0.005703654,-0.0054868497
0.40501678,0.004156245,0.001851632,0.014991902,0.00419697,0.006930484,0.0008455432,0.09798978,0.08272319,0.09095864,0.082140595,0.01387429,0.0010141936,0.0041339425,-0.00019422769,0.013037913,0.013998975
0.9859364,0.013422506,0.0041884882,0.02969839,0.006609922,0.018266167,0.014640487,-0.003644105,0.0032425858,-0.010133252,-0.010472391,0.0042684167,0.0017312737,0.00026095775,0.0004775991,0.004478448,0.003558111
0.21030259,0.0075019225,0.0047061024,0.010099564,-0.00077699404,0.022405606,0.0059110043,0.089057565,0.07565012,0.07905824,0.071821146,0.027485568,0.0011612586,0.007390701,0.00037377438,0.028471211,0.027890362
0.1927223,0.0058821705,0.0054158326,0.012133055,0.017900549,0.0049513914,0.0023787818,0.049569957,0.044942997,0.037945855,0.039503563,0.010648394,0.00059090566,0.0027365428,7.096343e-05,0.013533967,0.013201916
0.11880953,0.006422378,0.0030490905,0.022831853,0.015823077,0.0007969076,0.004818538,0.008266378,0.011890098,0.009444704,0.010679007,-0.00039818557,0.00075967994,0.00023441284,8.1295104e-05,0.0002597086,0.00041831285
0.69409156,0.0055464576,0.007603525,-0.0066004833,0.022112958,0.005358061,0.004999307,0.08852644,0.07456251,0.093390554,0.08436063,0.014294176,0.0011168832,0.003209474,-9.992633e-06,0.010683052,0.010591745
0.20111436,0.0050769425,0.0057525164,0.0051475815,0.0021330472,0.011930024,-0.0041063596,0.025976494,0.019615266,0.027588917,0.023804622,0.004077783,0.0008206583,0.0008702801,-4.1348845e-05,0.0031584995,0.0028513684
0.13893983,0.005356418,0.0019322372,0.010775097,0.00022506341,0.018081844,0.004941917,0.054338332,0.042224087,0.049695045,0.040600937,0.009668203,0.00077151495,0.0014349953,-1.5935118e-05,0.008349626,0.007815475
0.23401383,0.004671066,0.0028026735,0.01182147,0.0041555203,0.01046606,0.003860942,0.040192626,0.032831453,0.028253192,0.027329054,0.0048882975,0.00041251795,0.0014426595,0.0001200458,0.008401304,0.008428463
0.478887,0.004655784,0.003481592,0.016260808,0.007882938,0.0031392148,-0.0002260548,0.13828467,0.1234217,0.12708259,0.12023448,0.015438254,0.0008944742,0.00582146,-0.00020022549,0.015632315,0.017787106
0.67584836,0.008496628,0.00784874,0.006446662,0.023911677,0.013363147,0.0063745817,0.13478157,0.11920182,0.13834691,0.13004355,0.03212448,0.0012739926,0.008125328,0.00016989584,0.028394746,0.02727104
0.0699801,0.007597523,0.00245642,0.029749632,0.008142313,0.0012941109,3.6265003e-05,0.0126262475,0.015925217,0.020003013,0.021187581,0.0057603917,0.0009366097,0.0013007378,3.166133e-06,0.0043028225,0.0044164443
0.20274656,0.005453958,0.003455846,0.012779677,0.005571985,0.009760777,0.0039029638,0.05735831,0.04996876,0.05109199,0.047839217,0.011015069,0.0007181418,0.0022265483,3.456285e-05,0.010970239,0.010380285
0.15746671,0.004177842,0.0038255546,0.0105977915,0.009269002,0.004034145,-0.00025846087,0.024924526,0.021770459,0.022034131,0.021378867,0.0016348017,0.00062159996,0.00075200864,6.3443404e-06,0.0030379985,0.003080024
0.35429835,0.0040792506,0.0040069846,0.002635518,0.009851478,0.005860951,0.0018197661,0.0519261,0.04231277,0.0541244,0.04763271,0.009449609,0.0007016411,0.0015975772,-9.511174e-05,0.007196614,0.0067317355
0.4211496,0.010257773,0.0045242608,0.019618426,0.008219629,0.021433495,0.010343689,0.02026041,0.017893355,0.015201146,0.012202278,0.0076111024,0.0011191595,0.00074045546,0.0003243463,0.007231952,0.0063845464
0.17518324,0.0052174716,0.003018994,0.011432555,0.0064710206,0.0103476085,0.0013883539,0.030969735,0.025964893,0.030011343,0.02817756,0.0052319495,0.00066834677,0.0013052404,6.529612e-05,0.006010119,0.006180049
0.4805774,0.009536185,0.012772275,-0.00877786,0.027504258,0.01567838,0.013348148,0.2648695,0.23888478,0.2623797,0.24984069,0.06302698,0.0025456129,0.028348088,0.0005137288,0.05654431,0.056716967
0.6814015,0.00565412,0.004493309,0.01386909,0.0062332964,0.0008759117,0.003632798,0.05024228,0.04360366,0.045392707,0.039854247,0.00505728,0.00089679623,0.0014993544,1.204171e-07,0.0054614614,0.0054902737
0.48050594,0.009771242,0.004901763,0.019042278,0.017831758,0.016081527,0.011727642,0.012082791,0.012522088,0.009211933,0.0070768762,0.0038546429,0.0011524237,0.00017490529,0.00035197387,0.0033884821,0.0029710792
0.34642285,0.003921578,0.002318191,0.012151885,-0.00181768,0.006979696,0.0009150937,0.06631023,0.05461065,0.059544645,0.051884227,0.0063481526,0.00052246056,0.0013765697,-0.00016884058,0.006365571,0.0068994076
0.8013725,0.02242908,0.014661051,0.02510023,0.1162415,0.020697925,0.013321173,0.13042004,0.11514709,0.12053715,0.114959076,0.07426444,0.0033881848,0.022086114,0.0008226218,0.07070102,0.06647223
0.15406802,0.02179286,0.015401226,0.02791636,0.09266076,0.026563238,0.024188949,0.013037007,0.015156565,0.017042914,0.01851568,0.021269754,0.0013559877,0.002716255,0.00084839464,0.02066218,0.0224671
0.56990135,0.0058221985,0.00744077,-0.00030334666,0.016531786,0.0071164807,0.0071463957,0.107393876,0.0897256,0.11475609,0.10282069,0.018813904,0.0010629798,0.0049986606,0.00014513466,0.013984328,0.013772146
