TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_Entities_Language,Effort
0.54354894,1.0028837,0.22633018,0.090716094,0.23860407,0.102424905,0.6075334,1.0964805,0.055035904,0.11563339,0.15059344,0.2947127,0.110297725
-0.016849771,0.77088356,0.4905513,0.11603214,0.18825825,0.120190665,0.48474985,0.9413673,0.048430853,0.11938652,0.105856664,0.23338996,0.11190075
0.035704605,0.37079316,0.63985854,0.014065243,0.25536975,0.047168344,0.35103834,0.9400844,0.044355467,0.05729423,0.062031254,0.23851353,-0.017968347
-0.033723205,0.7100506,0.5523198,0.095425025,0.23542589,0.10721007,0.45702094,0.8076086,0.061233692,0.10506329,0.09207239,0.24037825,0.118850425
0.8194442,0.9790738,0.683635,0.34269735,0.28993654,0.36214125,0.54716814,0.98081917,0.16161647,0.33284637,0.38147753,0.289372,0.33282855
0.3450995,0.85267,0.76144105,0.26605254,0.14968748,0.22158262,0.59700245,1.1087041,0.06487871,0.275806,0.25144374,0.17885275,0.2604792
0.055059038,0.46246463,0.6214349,0.10088715,0.46228167,0.16697417,0.5066225,1.047323,0.153001,0.19667374,0.16379459,0.49394488,-0.009287117
0.70162046,0.5965756,1.0082808,0.19449884,0.12629798,0.15729704,0.26353264,1.1228099,0.013618189,0.17355514,0.046278447,0.17265016,0.11506959
0.77106506,0.5304765,0.7618441,0.27187568,0.23911342,0.26196957,0.6682366,1.1403015,0.1245976,0.3056545,0.28310594,0.34989065,0.37535208
0.6054474,1.0405561,0.67241234,0.12562527,0.19976717,0.12940246,-0.07214102,0.9103265,0.04533857,0.11521479,0.0074988455,0.19993067,0.012302652
0.9010833,0.49104172,0.5821353,0.15773953,0.41493064,0.22436902,0.6699389,1.1226102,0.15371074,0.25409994,0.250826,0.50549525,0.26563692
0.8526904,1.0529162,0.63350177,0.40385786,0.4508595,0.46951646,0.898293,1.0489471,0.33308262,0.4758267,0.6676333,0.4829692,0.6762101
0.34058264,0.9261924,0.4624367,0.108391464,0.13951477,0.081770815,0.10777997,0.78187084,0.021412024,0.06182969,0.0038356856,0.13089047,0.050001256
0.67734206,0.9195492,0.6500659,0.20215188,0.2218262,0.19890518,0.6474878,1.0498528,0.0748482,0.21086593,0.24137174,0.26581052,0.27768135
0.11208591,0.40909755,0.46712208,0.18333553,0.4086162,0.22119437,0.5885368,1.2294115,0.17587723,0.2833291,0.24584733,0.5015949,-0.074538596
0.19929998,0.12996748,0.7648917,0.14629519,0.0411414,0.07168106,0.33746192,0.681985,-8.935109e-06,0.046192862,0.011111688,0.05431826,0.052596807
-0.026698522,0.504905,0.56267,0.10765911,0.20807838,0.10137124,0.35255283,0.7825262,0.023711765,0.0895001,0.04992418,0.18220393,0.105931945
0.8384123,0.8344036,0.48340198,0.1676037,0.26084763,0.21028247,0.8296494,1.1997013,0.09914515,0.2855304,0.3175155,0.35689506,0.4038344
0.54968023,0.7959553,0.81764036,0.019813683,0.99445784,0.31842887,0.38315016,0.864705,0.51830417,0.2854875,0.26188916,0.9416581,0.012809094
0.5695107,-0.063606896,0.55551887,0.13691966,0.037217315,0.051590174,0.4910876,0.63558006,-0.022629505,0.00832764,0.029182175,0.005457511,-0.007890349
