data,cplx,time,stor,turn,modp,tool,loc,actual
0.6685686,0.20698243930175605,0.2417208145032489,0.20505268230316093,0.25374076,0.6568635,0.24659917534008244,0.30679744,0.5787465
0.23609295,0.33286636671336334,0.33389594003375644,0.3789337527360252,0.29494086,0.48670477,0.3778023322197668,0.37432915,0.37101144
0.74279046,0.16375078362492163,0.19570679174240752,0.17494575049674502,0.21437111,0.45570278,0.1789346121065388,0.2369873,0.6730588
0.6026039,0.2930514206948579,0.3563931213835873,0.37582298254937896,0.3333098,0.39735615,0.3141051685894831,0.33610827,0.51799953
0.6912719,0.06854929814507019,0.08750710525042632,0.0562931033775862,0.06901285,0.44861698,0.06913250308674967,0.11374527,0.6455306
0.29681838,0.2910552708944729,0.30882145852928755,0.3344381200662872,0.24168685,0.5420933,0.3740152925984707,0.37423843,0.44755036
0.4493491,0.1509454349054565,0.1596408895784534,0.20011098200665892,0.1677444,0.41068405,0.18124900187509982,0.15420201,0.44210434
0.572784,0.08550848744915125,0.11527199291631958,0.09691006581460396,0.0817948,0.5056067,0.16530387346961264,0.13031784,0.5381676
0.2845439,0.22876298712370127,0.23074693384481604,0.23071165384269923,0.20853719,0.43111408,0.24652007534799245,0.27060717,0.41898423
0.47447723,0.11791242820875716,0.09946671596800297,0.11847657710859463,0.082052946,0.6620558,0.198962010103799,0.12223369,0.45618576
0.4943392,0.14710344528965547,0.19539304172358252,0.20470209228212555,0.17430481,0.28878757,0.1506740549325945,0.22201192,0.45769972
0.731434,0.1719607228039277,0.2272324736339484,0.17998228079893686,0.19812313,0.48313195,0.1801032219896778,0.27490503,0.6810067
0.6296333,0.20777929922207006,0.2555774653346479,0.21449001286940075,0.2361575,0.59600925,0.24704298529570146,0.31178147,0.53345406
0.6843933,0.0711903228809677,0.15415353924921238,0.07152429429145767,0.10754922,0.25611264,0.10877044912295508,0.1259695,0.71721876
0.4823515,0.13670529632947034,0.1921637815298269,0.2401538044092283,0.19390157,0.30208904,0.18767206123279387,0.1892899,0.61859965
0.23995787,0.2553247244675275,0.2573895154433709,0.28729261723755706,0.24414834,0.52829415,0.31720236827976317,0.281888,0.36006188
0.73213285,0.07890751210924878,0.08361381501682891,0.07019722921183376,0.08363637,0.53745764,0.11501975849802414,0.13713628,0.693774
0.4797942,0.16454238354576164,0.1573822894429374,0.1937364416241865,0.17073116,0.44954318,0.1539596146040385,0.15472859,0.42784816
0.4558973,0.3185746081425392,0.3865083731905024,0.43985548639132915,0.4018186,0.44796067,0.3327348467265153,0.38644826,0.524235
1.0,0.2625084537491546,0.3418817205129033,0.2403704144222249,0.3314723,0.4354176,0.22952506704749326,0.39824015,0.8548126
0.6169796,0.03873255612674439,0.02257529035451742,0.03807211228432674,0.040059745,0.6255805,0.11596883840311616,0.044286877,0.534249
0.5836441,0.1513384148661585,0.15996700959802057,0.1902929314175759,0.16597837,0.4225164,0.1735845626415437,0.13869092,0.48905432
0.5266059,0.022725549727445025,0.08015722480943349,0.07288367037302022,0.046053886,0.35145178,0.09579696042030394,0.087105244,0.605484
0.53505677,0.20869505913049408,0.21467672288060338,0.22719533363172004,0.20663026,0.6492617,0.2620923237907676,0.24230295,0.49586028
0.57205707,0.009209572079042792,0.02265730635943838,0.03343147200588832,0.026175618,0.49799,0.100404639959536,0.038974047,0.56329536
0.543069,0.012316463768353623,0.05685061541103693,0.06889737413384245,0.057287544,0.40246415,0.11407302859269713,0.04739076,0.56827104
0.51388156,0.18567003143299685,0.23438204406292265,0.2509194750551685,0.18695316,0.4172485,0.24415180558481941,0.2387749,0.6098184
0.37686068,0.100018579998142,0.1102672266160336,0.12586176755170606,0.09587863,0.5015131,0.1729388627061137,0.15519533,0.50272363
0.54303455,0.03970548102945189,0.05262422915745375,0.09280008556800513,0.06498474,0.4753955,0.10879181912081809,0.063595414,0.55328923
0.56232285,0.05812408918759108,0.07939115476346928,0.0834922550095353,0.049316615,0.46684158,0.11873029812697018,0.10039365,0.6024432
0.5766348,0.07245823275417672,0.07311347438680847,0.10429698625781918,0.093999624,0.57524836,0.14476524552347544,0.0815081,0.48781347
0.4373489,0.1339140066085993,0.11776132106567927,0.1668304900098294,0.14243108,0.56884915,0.20500305949969405,0.13296449,0.42052975
0.50951225,0.1920251907974809,0.2006995820419749,0.1929762515785751,0.157632,0.4755813,0.21804616819538317,0.22390169,0.49090827
0.521815,0.12411518758848122,0.15091673905500436,0.1389330983359859,0.09252921,0.4963227,0.19081734091826588,0.16837615,0.6216198
0.33992177,0.23907089609291038,0.266893516013611,0.29668034780082086,0.22376332,0.42079872,0.2709702529029747,0.31317562,0.48011446
0.2683749,0.48801903119809686,0.4715188982911339,0.5249361314961679,0.4888061,0.5582757,0.4386242761375724,0.4595883,0.20966977
0.62211394,0.03947609305239069,0.03894037233642234,0.03582954614977277,0.03279835,0.49779326,0.09180005481999451,0.058464617,0.5586061
0.33708268,0.19385363061463692,0.17641715058502905,0.20445819226749154,0.16400191,0.5860346,0.23834816616518337,0.21030957,0.43287182
0.44672033,0.12878270712172926,0.11891973713518424,0.12081078724864724,0.11505574,0.5878708,0.17449735255026474,0.15702069,0.45499897
0.51103234,0.12404431759556822,0.16091082965464978,0.15457961927477717,0.106832445,0.36265683,0.1424017957598204,0.17470556,0.5815876
0.8994578,0.30576610942338905,0.3970036238202175,0.3404879804292788,0.37745348,0.39707133,0.27708177229182274,0.4384061,0.77882016
0.5210997,0.22664642733535725,0.2678002860680172,0.2989944379396663,0.24890503,0.3888958,0.2227679877232012,0.2644912,0.5432573
0.04152885,0.7048314295168571,0.6592213895532835,0.7611211456672687,0.7009281,0.82470566,0.7549155245084476,0.65634316,0.026699781
0.47441936,0.11283637871636211,0.14189464851367892,0.19841168190470093,0.14616185,0.4399317,0.1924608807539119,0.16238236,0.6108806
0.20821139,0.3643778635622136,0.3398213603892817,0.39779838386790306,0.36375788,0.6857081,0.43360181663981834,0.40126735,0.2971419
0.31291056,0.2556104744389526,0.21606655296399319,0.27357181641430894,0.22620437,0.42594963,0.24537304546269545,0.2023102,0.30613768
0.5921166,0.2701032729896727,0.33263541995812523,0.32748909964934597,0.28023538,0.42345512,0.30814274918572504,0.37497216,0.6105658
0.47913814,0.12368948763105123,0.1623570697414242,0.18720997123259828,0.14650133,0.26626515,0.17459546254045374,0.15002781,0.6062284
0.5118445,0.11512692848730714,0.13310581798634907,0.14905417894325076,0.121503025,0.4394589,0.18612484138751587,0.11729616,0.5014364
0.39737934,0.12944467705553228,0.167869850072191,0.22969235378154124,0.18240228,0.415982,0.2112424788757521,0.19641864,0.48275346
0.59062374,0.11667175833282416,0.17712755062765304,0.17405767044346024,0.11934838,0.34158707,0.14928139507186047,0.14919737,0.79818493
0.43368065,0.2608289739171026,0.2655391159323469,0.34962078097724686,0.2987235,0.31391644,0.23624352637564736,0.23621511,0.44567156
0.6800368,0.1406873659312634,0.18253360095201607,0.1683893601033616,0.19310746,0.3735119,0.14499508550049142,0.20732546,0.5987558
