PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,actual
0.2327917935872172,0.14597137704185137,1.0,0.6883136080959738,0.6480276342609874,0.11112677474271887,0.9356472545243062,0.5508212954434025,0.3639823431730935,0.8182368280629364,0.5039008832635868,0.4343531904536474,0.5609588824293893,0.1785222176389534
0.3334531953467113,0.2140815421085833,0.5005986545838094,0.18236741686117083,0.5298915084948407,0.5304910893163852,0.9474689967334273,0.3815209894380501,0.2714425614119409,0.6753042502741818,0.3250140485870287,0.4733691054213703,0.6826082366021766,0.1399057406903572
0.16594125116696556,0.22784165517931915,0.09271174597593534,0.2707329829484587,0.5227587370330731,0.4467654775044815,0.8843749891528783,0.06535711339910522,0.4460583947546129,0.617427991869891,0.6689348790757091,0.26265763420148736,0.7279079203745169,0.020809015192073
0.174956726211695,0.0,0.6607364734177505,0.17777215177761035,0.6048404474267317,0.17250826190317867,0.514254347481019,0.06451067073140937,0.6556221234374491,0.5565231506262629,0.8266079960079133,0.4047648032826497,0.5765675702792581,0.0205457210310599
0.07999287950341824,0.215610130910384,0.36053229681454163,0.11770277148561067,0.39085170990012086,0.5426394371113763,0.46502547580907494,0.9999999999999999,0.5285898901805859,0.5189956544586887,0.9008905912746389,0.632445642150276,0.7773144665205958,0.0023784239211521
0.09283336195740645,0.05244455784745933,0.7475703933481703,0.002632275781759452,0.6356154289356157,0.13658663095879026,0.026499164415601573,0.7349977481978364,0.5022560490002164,0.7675311471482681,0.7051425481091178,0.07838956105512623,0.5977884663092488,0.0032560711245293
0.08650949822685912,0.13297019471752036,0.17167594759647423,0.43012103413666425,0.43161669389263035,0.29479107326652326,0.3977195512269883,0.6672096339534456,0.5507462615833967,0.6368004536635868,0.7394349431806846,0.35182350889905056,0.6155822498492717,0.0001843059127092
0.04326515023430172,1.0,0.6469073992537828,0.347268144563684,0.5180319037902403,0.09354326032025628,0.3827957781360799,0.40847968650015654,0.2852210522089106,0.6092375689414509,0.8651922501497153,0.6384327543290502,0.6205874680818565,0.093829262513055
0.0601212975697116,0.6895205632881015,0.37680698409385344,0.4556975081451937,0.41856640282689206,0.2734160722539539,0.4809893423693153,0.8013858890196901,0.2389503526705469,0.4949341203090184,0.6682251436761093,0.42785614486372237,0.3314918510817006,0.0366066648528624
0.08018559613162991,0.6304607112408844,0.24144904135551304,0.021106560573937116,0.7761899144784354,0.5481899426088443,0.5258912869820304,0.9713201862501535,0.39426838745482407,0.48215315898072275,0.5194130647599099,0.03696315044159071,0.6708033214751477,0.0276546633784151
0.08308599008074816,0.6321207539679324,0.2412496960562206,0.020293920862214876,0.7747561813882462,0.5498687256652921,0.5233257512786382,0.972619730253401,0.39398170034352087,0.48092971686698266,0.5213778112661644,0.03291663077361473,0.6695612793842205,0.0186148971836301
0.07083336104583418,0.49102583183600823,0.20845859659044758,0.2502692285807975,0.4353398434073423,0.6662382199589776,0.4936734238834426,0.625192903822609,0.5380982077236696,0.6891115034893498,0.6103067944567624,0.29807692490813,0.17200536756234158,0.0171228969378889
0.0494482071532837,0.6199146216693747,0.2266351212807059,0.5139816139135629,0.2811379791559778,0.45323308327741496,0.7519458124032963,0.8849511961192552,0.22317004523884437,0.5770660488174407,0.5697168101292395,0.30356386752282305,0.11145772392624226,0.0064156010566872
0.0,0.8874705112416368,0.6315303211097278,0.3961434936815206,0.4848740608657493,0.7722195023998337,0.3569870921670725,0.9242913028558197,0.9143226577579424,0.9234052217986508,0.42740686486999296,0.3646992748870625,0.9332454450739995,0.0047480713702705
0.01305213865801759,0.7794819420365324,0.46301716705249096,0.900253818483806,0.2966413132520107,0.5220800690857418,0.0975622665983028,0.16089909001898756,0.5386123724882592,0.36410872047479037,0.5910420351642514,0.5478388874596904,0.4825920814478627,0.0048358360906082
0.0597378766638319,0.6381604995624881,0.24611784600240608,0.404539796785942,0.8265738728553758,0.13750615859424536,0.39448815742917015,0.7502909202929084,0.6078277397352628,0.5939984226887707,0.45566164450044155,0.46895110682227575,0.7979687431652893,0.0029927769635162
0.05292871450096892,0.6706038460482676,0.18323797941188064,0.20680654447176353,0.7787696033758678,0.14001813758381415,0.40731996132720366,0.5180253041144923,0.624253451921186,0.6412258766495929,0.4675839549374674,0.38110394811753656,0.8256554892389119,0.0002720706330469
0.5081119970838422,0.6155563821774852,0.6754151466974334,0.4454107549250813,0.7223100650694803,0.5427749465376447,0.7147098393775131,0.7190752156756534,0.7889451635526407,0.9646750994546597,1.0,0.7809473781118074,0.38800766708744466,1.0
0.9999999999999999,0.7665378365656309,0.12400676499336022,0.46688823405473057,0.13675102412600254,0.3354383138753774,0.10542444282317187,0.9609463086068354,0.4676223292672454,0.7401204922719296,0.836395571780548,0.0033443800333264884,0.615659559687968,0.5787293423789506
0.35223472250613014,0.7999352826832117,0.5542148705276693,0.09636845690107204,0.4207389963628603,0.61825868770126,0.6318030813846549,0.08503455376443403,0.6636984808659687,0.0,0.5891982337721385,0.2175079575845462,0.2654855579645769,0.5611763983114068
0.3235724498636594,0.3397804729215768,0.2418352626243651,0.7707900332149946,0.5965706147262034,0.053482332632941665,0.7208182652471727,0.6452467237913972,0.9317613747461131,0.6370190240803094,0.5702234965354296,0.25532026610885167,0.6675088244695864,0.2149445765791067
0.13910708368024088,0.5205051908283911,0.26969893863948746,0.3423022754473755,0.5240654147178876,0.9990860610349994,0.31794010010091756,0.030868129949024325,0.3852306255469651,0.8872275303754711,0.8923951071793168,0.41915062591529084,0.5293951893039455,0.0630238456745157
0.10247635296964033,0.44671410390099126,0.3109564170306335,0.2984520432765066,0.4622354092879162,1.0,0.4077731931583535,0.07987706670103523,0.49417169106755404,0.7084595077817963,0.7380161096058218,0.24068513055175833,0.6936615473239927,0.0467873724120378
0.1606500841547852,0.18907384503627525,0.3039204690256003,1.0,0.45200154388981306,0.0,0.3362531833087571,0.9810903842588294,0.05714074234812616,0.5508603719445155,0.6266721472086917,0.5099623404904726,0.44709851851534643,0.039239606462994
0.12216501019590588,0.4340509979997025,0.26760240026543713,0.9205886860449626,0.6756404584914689,0.2596332679395942,0.8362368772019191,0.2631009772747002,0.8407831321278013,0.6212748259747406,0.505974996434494,0.3384911449405027,0.36448461563141865,0.0453831368866343
0.09000858565970729,0.443627879144074,0.5295290636686416,0.4734170143898679,0.2815800038502442,0.5400677320057508,0.774262120628366,0.5579586653617893,0.04014661322901619,0.8624239834599052,0.6940445354563002,0.24757906456744072,0.36212690041842016,0.0334471349207045
0.04412185169847206,0.5237418728468966,0.30023564600309915,0.4350016681864134,0.5131572655182283,0.3211277843768988,0.0703124766366015,0.5277312353914041,0.4823781350959227,0.9828699621303463,0.5390803750274038,0.5068320331497649,0.3805800019747168,0.0072054835397267
0.0769988309479806,0.5933101911761495,0.6258894662250185,0.45333107414200785,0.5528880836957216,0.30798083208761906,1.0,0.7576836682370535,0.612508668546002,0.5227717257779022,0.5823624588797612,0.28065966504367235,0.45482247177301643,0.0080831307431038
0.07007742520507912,0.22588614561811557,0.5046621598037732,0.9594405858790578,0.49968563959412854,0.8658920787083608,0.31762098240158865,0.741447381629502,0.3390442776555711,0.5267778901255619,0.715264589972581,0.2618662464935018,0.7052750761451322,0.0001228706084728
0.07063336726885469,0.24662201516316054,0.48007653166777786,0.9628109631468567,0.47768898451600544,0.8777131206733969,0.38564775647948046,0.724416945799689,0.35360442128994324,0.5026851221284022,0.7478712361781384,0.2946536050657024,0.6751049289150908,0.0
0.13765742290317262,0.8174653166266215,0.43179963266166965,0.22790393803124764,0.822088321780911,0.20636110423760629,0.6891477073437612,0.27413876923621094,0.0,0.5966162547670854,0.8842879169428586,0.29694413294865923,0.721267095909036,0.0927760858690023
