PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,effort_D
0.12005021455919694,0.6212908205785909,0.01483420987781725,1.0,0.20292499778238515,0.4328341964974419,0.6021899139361102,0.436479861849333,0.7277022342779516,0.40746799862330546,0.3822592008009257,0.5002429232316736,0.6354979857699135,0.22038650505717128,0.5957097276845841,0.4787211511895086,0.353345031933168,0.41627875314827545,0.0075898020947219
0.2904855460630589,0.6696031711517221,0.3152216984928775,0.2146176838929896,0.673465921569579,0.7316477039955439,0.6800869049971676,0.4337425947834672,0.643477479859502,0.47947711640360263,0.6217576530709004,0.9500543197428073,0.45290499235777665,0.4547390044652518,0.7621014068922431,0.581233125632161,0.5468116349791089,0.0,0.1154790765476699
0.07543379027156802,0.6780632246486625,0.6966906340575809,0.44776032538166294,0.680057800667774,0.6534483967451598,0.7672228549952386,0.43884589446969957,0.3283181708277164,0.49212345613706054,0.8943697619963584,0.6248216117626008,0.7728324797148669,0.4635922319512583,0.5775951379355551,0.26605300225557704,0.6422892352789928,0.6218071342315878,0.0041514157595347
0.0713596562147936,0.632330957920704,0.761667724540326,0.5336168839698143,0.5041699293983726,0.3634376386303203,0.5326743888829901,0.4320192578627454,0.5957869024899998,0.4287911988411563,0.21628761015336395,0.46699602378150784,0.6164082091445584,0.8805013851242667,0.44549646103868906,0.45835634346368936,0.39805581164636894,0.5473619451094348,0.0276813867630048
0.28840422511787034,0.44491595906683634,0.44183021308417986,0.1308159128372457,0.5195539656214624,0.7873520949401009,0.5134021250601902,0.609583398764081,0.047217741560054316,0.21180952371216447,0.5143254028022467,0.5080382384207418,0.38680731908373645,0.5650100354349854,0.6518565479013485,0.3635185134870224,0.5848127864855626,0.36965504700304147,0.3278192391183787
0.1533026849424461,0.6543596462872667,0.5118675634657145,0.37313600775224864,0.7395005123367923,0.6282869284403588,0.6980447413180203,0.32527689966345974,0.7142528524054463,0.5711001275333354,0.9862086727246518,0.47532609444309654,0.739780840903435,0.45856167205964815,0.4186569832934328,0.47573912446704597,0.6559962524636085,0.3041187926402583,0.0576920029788784
0.15169780041066194,0.7284158493568516,0.8418570848257412,0.3831214535421584,0.5379333459311735,0.6533082441143129,0.8320041377479662,0.6351531966461305,0.35793950538314356,0.634348770533086,0.861738492759441,0.8233292417303961,0.7525685985668306,0.551015479732118,0.677851828923612,0.6533463035386997,0.437376791370677,0.6316679932264403,0.035540555529147
0.15656764492230663,0.5481463277604055,0.2864334061714821,0.0008693333515074064,0.8317788266329054,0.530835887253566,0.6006104461631688,0.3099887400283944,0.6361288738840708,0.4114509676209687,0.6046715414659064,0.8172573780245099,0.48310641401832366,0.6435695260356111,0.14924193539864533,0.5988597251753685,0.3078762733090862,0.41259204308843955,0.1067484273739918
0.12385160325573275,0.32819923665403283,0.3949604136428725,0.2575002147874046,0.5945663532622057,0.6232217605788342,0.61455340688233,0.5978368773592906,0.5097248812809284,0.4738784900937788,0.5742492607774594,0.022801655024145717,0.4642781068232574,0.4051849245581375,0.5410863349663196,0.5278676326889061,0.5652281901092139,0.3323860948652453,0.1353488298394891
0.31041845903473486,0.0,0.1619261024313831,0.5725232832691791,0.3752665945171716,0.2981784895188563,0.8166663381101267,0.9760091487202773,0.769767265599766,0.5657382077442906,0.792502724984983,0.8909592075213257,0.6431380786159606,0.4056995839835926,0.4116771426434403,0.5761859352924351,0.45529362121750483,0.5109684868888021,0.1793189776742564
0.03006084110530255,0.4957960742848203,0.6582401363449688,0.5349967910459146,0.3399291390673018,0.5170185649775615,0.5672054669692825,0.463672430255039,0.6770313784829778,0.2729450217499814,0.48341384826900313,0.38535772447909955,0.25205786974420336,1.0,0.547226535473092,0.5881868723282387,0.44093624671066667,0.4343700225113349,0.0588962304511099
0.10367990651522281,0.26302709806386115,0.11402362589609127,0.6159432576681279,0.7256242592727155,0.0,0.6619340951170462,0.35898406511408426,0.0,0.5314233124438814,0.48451201324463833,0.4522348019040532,0.0,0.4735756415047832,0.3946347353622781,0.5831711195313849,0.38757721301342113,0.5262490073951139,0.0565194657032846
0.0,0.5407118123207423,0.7929465836670107,0.533617434281652,0.46518313429869934,0.2115857467825501,0.34336465225497326,0.4479427717138718,0.3168944746588015,0.0,0.913480521896479,0.8167846192191923,0.6172853259990143,0.34512692620272517,0.4646926556133625,0.3540706288721857,0.298068054335078,0.5514955972825959,0.0050228961670707
0.027727752984194304,0.48039198599541005,0.7077221598418837,0.36243714985230135,0.5940522715445962,0.49566157732236094,0.4377350390254309,0.48025877219941343,0.2792033616645106,0.2693752027631001,0.7614722378758365,1.0,0.6770242295347247,0.3153028213250523,0.2610678755670407,0.3221756702750511,0.7141034249093061,0.38836853297221136,0.0
0.0806862590838989,0.5511299863820884,0.6639763579673178,0.4478341119128078,0.3061409086217284,0.48600952580844975,0.49647360333854385,0.523706675196313,0.8219898292498647,0.21928942251620676,0.7573039140923478,0.4143494408462313,0.37250828635394406,0.4630937866895156,0.26226602954136835,0.47571870402202027,0.386111713766332,0.5903431971114774,0.0314049848679311
0.12533684835890047,0.614551160299067,0.5660937516595738,0.39162380569178873,0.9782255688480084,0.5122551465609304,0.6352460146061657,0.37217730697483664,0.6607625292226376,0.48935323266107333,0.48087713223100054,0.43390759010070484,0.501416440033804,0.5720466329279541,0.5957491288311094,0.6405664046444521,0.4393792401291257,0.7283301459887509,0.0548874205764446
0.07599074238175987,0.53625046201961,0.5726578850928594,0.38967412656202355,0.6569260948515462,0.4197406505407268,0.6282037911114964,0.3925328174863467,0.7766956632403658,0.35052735323347445,0.9712381466010056,0.0,0.4718084793278926,0.3918246211659993,0.4434241245351826,0.49869575901342605,0.5589992839565483,0.39988874375521255,0.0148468571247484
0.534521723761418,0.5455980007889039,0.5178282921640212,0.21506252374785756,0.0,0.2483690696420121,0.6215705731153238,0.45022843771167864,0.5444344339642533,0.47353479594270637,0.7840120605159747,0.5761852364971122,0.7162521252126307,0.6177193325697421,1.0,0.4844571958911155,0.48611794067471564,0.03868266467669512,0.4013088051211357
0.8031487994217309,0.551933655759104,0.5047964396810922,0.12004557323071918,0.2942204837124611,0.24233125755868135,0.7646297289813758,0.09974973250024638,0.5154946427721899,0.41386809890202264,0.4075333703512703,0.3079249668023687,0.3348264790028789,0.09568380908903101,0.6393000689842971,0.4621667038462809,0.5398179214926433,1.0,0.5815626435962035
0.24884049283660714,0.45672993937339457,0.39375315660771437,0.0,0.3089286482266127,0.5963388343896392,0.6264090651738682,0.655137271560515,0.6171081325285985,0.622398032569922,0.8574639213083934,0.522855333958538,0.37418331642753333,0.7212793941778888,0.15944406086683943,0.3331601749548312,0.6175359612081206,0.7178770584658736,0.2292627275752246
0.1844595504773273,0.6034717113216738,0.371244536279251,0.06695618172987505,0.7907351686864247,0.4369725736794652,0.6194595241047861,0.30946233903514986,0.6027782628270606,0.5196837667265609,0.7286949234381291,0.7766187075453963,0.40210173511950953,0.8000638650983019,0.06448344515585325,0.49856689705895396,0.395684567456726,0.7655500419400818,0.1656763480217394
0.655582097757645,0.5033687774784317,1.0,0.7807440467755817,0.84025323327799,0.418658123581639,0.5003477731201109,0.5492322475387932,0.4122845018898348,0.633069129669166,0.31520472038999475,0.38785728540717573,0.12019865409285235,0.5428603800927907,0.22324006185244272,0.0,0.7089984429677285,0.03875607264981357,0.2838966265785679
0.13348426354083737,0.6106684389313272,0.576266753096567,0.33509320921955926,0.7945384435531389,0.2925022979974845,0.5161091484140983,0.6024835964638968,0.856546089925001,0.48953278540446327,0.8003168207056285,0.23801563600313663,0.4532132756981737,0.3623147425037469,0.45742238652275274,0.3647512321265867,0.10023442077705214,0.3586861983219445,0.1392150338292849
0.07511651393549684,0.3766062931019585,0.3474761886721456,0.609273209744231,0.7072669411779302,0.15032603030067382,0.5063959537911313,0.41003132356791483,0.5929954972418288,0.5737768387985878,0.5661426549212166,0.6986173300695098,0.8514468972679923,0.8435851029868243,0.7159423691233744,0.7006968532804498,0.5979405789830519,0.44492907233419676,0.1045934940026302
0.2489339121526699,0.7006812868455738,0.7703184753003025,0.043493295216726124,0.4293860467403236,0.21164261189807032,0.5014801993480247,0.6482390753058933,0.5062840933777675,0.45080825680426634,0.6172472353921513,0.27610429742101794,0.622868704444671,0.5578561680733347,0.5847397180830719,0.6122849925826339,0.8533487550004941,0.5121487610934096,0.1562960498169891
0.157535265373799,0.5878614978827081,0.6036890693344329,0.35080496877936174,0.5958413720678963,0.2339112948878445,0.7380353039779232,0.4503279245428359,0.34113544326644407,0.5894157501461891,0.45377492397169833,0.7057526827688976,0.38520744207640334,0.46537737566141313,0.6018482171116493,0.7696727171296512,0.2920714896406165,0.23840413565804575,0.071572309106178
0.8730098272421973,0.2920500199183344,0.5114307449519596,0.36123908193261395,0.4253081428286163,0.4424569556822794,0.5642905869366257,0.029682017209939626,0.766543911490627,0.27295520768318077,0.8439091018350826,0.555333901664472,0.5044050619085478,0.6859448296459344,0.8377510300106809,0.13270600171295877,0.45121652155728953,0.6068083258310297,1.0
0.08252633874426735,0.6601399177392951,0.6676711286289065,0.3222038649613699,0.49473946995229545,0.37303376293832524,0.8554746341815223,0.15053430543538499,0.6444884846466018,0.3905878155261184,0.6627915402968195,0.3918396175225782,0.7266273111079792,0.5843530190900705,0.6840881451942805,0.5787818838874335,0.44320325489855594,0.1603081929384338,0.0169225650045158
0.03753020116846703,0.5914347506838953,0.9711272734800938,0.6653707850089581,0.21991196122470175,0.5458281167259043,0.9018852976657632,0.4997926627108024,0.6556004792163938,0.3758092251276658,0.6337314757336217,0.4020117545110805,0.17630272660409796,0.5710225746473023,0.7623324352145483,0.802353342060457,0.4346087085130225,0.6784003043609418,0.01373770024243
