PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,Effort
0.03364034889769282,0.44214322524092414,0.47397890700964895,0.6409152513832074,0.35156417152325903,0.4243584049173158,0.28477311415505147,0.6453824329418639,0.586152560709921,0.38562160321452954,0.0027214508
0.020574098163617716,0.4456683221957184,0.4606112497283018,0.6865537313229128,0.42586886548400377,0.3846603709978052,0.2768841619137839,0.4054447221540445,0.5995622960863526,0.34875952181526215,0.0046792817
0.14614852453536567,0.597411981037875,0.45575421514381365,0.664108939085672,0.2999361957517726,0.5060098527282714,0.13184433567270504,0.430409946119912,0.3865384445019526,0.44230561026433085,0.023162821
0.06355778859342018,0.5005375113926201,0.44886737148079076,0.6723707667577581,0.321303649976562,0.40265799923818907,0.2866146545508968,0.4429004673304677,0.5469072781791158,0.4109829397270863,0.010433053
0.06540474077884768,0.5925719425959952,0.5059858840966778,0.6671998037984259,0.27111928850961037,0.3999681679145447,0.33350393227936687,0.6432214493809872,0.555089504605927,0.3538574184218169,0.0066380086
0.017127247903726467,0.44031689262463813,0.4920163282491526,0.6683046388470026,0.4681906265260439,0.4377125546550895,0.2318301852725999,0.39655665501181003,0.7464104673090551,0.2807893033326949,0.0018959823
0.049941996674461406,0.5002669893673292,0.5064741552018539,0.6090927120828689,0.36461668652040885,0.39971479213260713,0.15046299673923705,0.4977299525052863,0.6112205474623116,0.3152901166576587,0.0073340926
0.03246694552227765,0.463217554531088,0.46371915212583986,0.6723135312920655,0.3338918386788726,0.38220952893731985,0.31662742714694464,0.5571946176044584,0.5009305384139058,0.37981752546115144,0.003419081
0.269850222374832,0.3498447311645644,0.5490466441158507,0.6722244158311427,0.4381644685470642,0.44338078792996105,0.26732322444040646,0.5535731744277705,0.46935209594704497,0.4002495761872268,0.05031546
0.02115629880046216,0.4746562396053913,0.5107924000703193,0.6295217557803487,0.4374819250192917,0.3985337489233388,0.17768133716198778,0.3429883295682957,0.7423146625419974,0.24671106091521455,0.0020893193
0.11889089447874239,0.658613237889677,0.6065722578291843,0.6507280231812343,0.3155908461306699,0.6643650200402044,0.03636661909558153,0.4410764209771471,0.5604931089181435,0.2459351351699135,0.014947889
0.07680422023527629,0.48015274548881137,0.4454606513611381,0.7676688868766445,0.31635238628430495,0.4758890294222364,0.4307829493498878,0.3149069702780344,0.8197132270173195,0.42006766655352756,0.015695212
0.032087494402474166,0.44979975113749415,0.47863324129363494,0.6392457949244296,0.34910739413164815,0.44664899111452966,0.28363842481402723,0.5599817900313335,0.5599947834152427,0.3730591084171378,0.0044252547
0.4206012925437187,0.5144766643736892,0.6218515387130843,0.7494109426224075,0.5140146745845323,0.78237472954679,0.29159662440654294,0.0,0.0,0.24150933336868416,0.084351495
0.03536684042626501,0.4203765909206731,0.5211684856282625,0.691396160548889,0.39755159860175615,0.5643916882730087,0.4449897695711268,0.5992469901978995,0.5950286460057391,0.3197427432403045,0.0053243833
0.10017883969503617,0.5062429855383007,0.45729537651672564,0.7226294391173089,0.3216357966470159,0.49150701893345217,0.2940802276929551,0.557811102142359,0.6618907566386367,0.3753003597368945,0.018415298
0.15516945719337893,0.225579619375535,0.46583191220934744,0.7446033485261805,0.17218084856944588,0.7342016401339606,0.5214426263465507,0.37773398791333324,0.6487927137532793,0.39429155450946246,0.021179765
0.057650415334183754,0.4046862744857649,0.5321872508922106,0.5818748358099707,0.3520940324394702,0.32369732422233516,0.3097544592299033,0.5931916473190252,0.6805977690408624,0.37293015631906934,0.00925203
0.06772046960597035,0.5303486408034807,0.5401843164864416,0.6402970386578138,0.3305621791865648,0.4229533062426617,0.401454765163725,0.534988137339836,0.6044298523092535,0.2669607099374921,0.009121384
0.07579201375645299,0.24655070113465596,0.5367526733563288,0.7379147826115793,0.5371456948181929,0.9999999999999998,0.33316895937149243,0.16902841512611255,0.5815241210896163,0.3030761028679991,0.0036763595
