rely,data,cplx,stor,turn,acap,aexp,sced,loc,MI_loc_aexp,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_rely,MI_loc_virt,MI_loc_vexp,MI_aexp_data,actual
0.26485697351430265,0.20089713,0.30032653,0.46278718,0.3393349,0.6684919,0.33957063395706344,0.15050757,0.59737384,0.4127193,0.3279419,0.34909822094589327,0.66861975,0.2146631128797868,0.2500786,0.24538296,0.2555442,0.4112335946740157,0.24755613485336808
0.4448211955178804,0.065398924,0.50803417,0.56763124,0.18488075,0.2800331,0.16555838655583868,0.24028137,0.6408791,0.34046352,0.5486204,0.17195527031731622,0.5847397,0.165666649939999,0.4045352,0.25672168,0.40642536,0.18235547094132826,0.5195266311715978
0.4515949548405045,0.17287236,0.35036087,0.5038947,0.21474032,0.6306515,0.40133114013311405,0.24537712,0.8216119,0.5012036,0.2937851,0.31180183870811035,0.80023646,0.2409584844575091,0.21227586,0.19640836,0.30778337,0.2491024249461455,0.34258782055526926
0.35566940443305955,0.27209157,0.32876462,0.51393545,0.3662697,0.6226224,0.4413182841318284,0.30038807,0.78377926,0.3981505,0.29950035,0.5017205301032318,0.6353892,0.29338096760285803,0.25779068,0.21059018,0.3595631,0.46143342768600565,0.5368054322083259
0.306827219317278,0.2648154,0.30280167,0.41721922,0.30803972,0.585854,0.35545553554555354,0.19423169,0.6528738,0.39824152,0.38789856,0.33593815015628903,0.6336933,0.26897598613855916,0.23141348,0.21974689,0.38091132,0.4182819950969197,0.3908315534498932
0.3200174879982512,0.15639369,0.19845787,0.4065794,0.12974752,0.5864817,0.299943209994321,0.13695398,0.83823466,0.43951407,0.3271738,0.1924546115472767,0.8093422,0.2583877555032653,0.098439425,0.26439264,0.28591305,0.25596571535794294,0.376685282601117
0.302212449778755,0.088568024,0.2694233,0.4290205,0.17038278,0.56904507,0.2516590951659095,0.08548178,0.74690557,0.46653467,0.2776636,0.17205904032354244,0.7506269,0.17778255066695303,0.21706459,0.19275638,0.16154844,0.29372747762364865,0.36733852204031137
0.3317492868250713,0.15862429,0.17602909,0.33190197,0.054347456,0.5425184,0.1891302689130269,0.090379864,0.77642405,0.36455435,0.381136,0.040347112420826746,0.8613027,0.23482106408926387,0.074767575,0.33348507,0.34941956,0.1653139099188346,0.36163895169833715
0.3128551487144851,0.24168785,0.28830492,0.5316973,0.36319166,0.6559718,0.33402013340201336,0.23820749,0.7136251,0.43123937,0.20201275,0.567923284075397,0.72986037,0.2785392567123554,0.15539645,0.29502803,0.41715366,0.36826660209599615,0.3458630607517837
0.27577277242272275,0.2514199,0.45339388,0.57005143,0.5268659,0.5937554,0.36513007651300766,0.22337067,0.5559714,0.28267905,0.26032183,0.6247691874861513,0.50211644,0.2497838249870295,0.43681297,0.1993596,0.29065484,0.4613722276823337,0.3303559198213552
0.34530046546995347,0.22243172,0.2687714,0.49503547,0.2896282,0.6459332,0.4289801228980123,0.2712737,0.83631414,0.588536,0.30593452,0.4286931757215906,0.7538482,0.3223463193407791,0.17695144,0.2626901,0.4368226,0.3833742030024522,0.3416576904994615
0.40339620966037903,0.24835695,0.23511285,0.40730095,0.21886145,0.7121811,0.44104494410449446,0.24380913,0.7965092,0.47888616,0.28481534,0.25748853544931216,0.7830336,0.25054346503260794,0.10693608,0.27121106,0.31408948,0.3775097626505858,0.31505049890302994
0.2520115147988485,0.14696443,0.23171264,0.35961604,0.15753411,0.5659004,0.22003942200394222,0.07330465,0.6885117,0.39586204,0.3194699,0.09940119596407176,0.7812444,0.1585410195124612,0.15328296,0.23694247,0.12790161,0.267729716063783,0.27892757673565466
0.3600262639973736,0.18168989,0.25800073,0.44365785,0.18914999,0.5645414,0.300637250063725,0.20890328,0.80152094,0.35348773,0.33458105,0.10322371019342261,0.7103705,0.20976826258609574,0.16448282,0.29827857,0.24010776,0.30002586800155207,0.4744497284669837
0.32347294765270523,0.13243651,0.17926764,0.3800729,0.07078701,0.55830187,0.27342187734218776,0.08445206,0.8382194,0.42936885,0.39616197,0.1424847485490849,0.7959874,0.2280997636859858,0.07956909,0.26628888,0.3271297,0.20812873248772396,0.37660802259648135
0.23979029602097038,0.20622706,0.16088179,0.3757532,0.18671061,0.56630343,0.2583108458310846,0.1553748,0.8149972,0.35118982,0.29950097,0.26363916581834995,0.75458086,0.2750222865013372,0.14029768,0.23354381,0.32326674,0.32080768924846137,0.4428630765717846
0.4700468929953107,0.14046448,0.59842175,0.7058235,0.49215168,0.54869276,0.24605845460584547,0.23514089,0.5077346,0.4054695,0.46781635,0.4517398771043926,0.55606425,0.17827889069673344,0.46880376,0.16584897,0.31340867,0.39086232345173944,0.4848874290932458
0.3773044622695537,0.29733896,0.45110804,0.57268864,0.4938745,0.52866745,0.46795882679588274,0.37197882,0.59813714,0.4241078,0.36676872,0.5053649803218989,0.38962388,0.23644724418683466,0.41541168,0.22137621,0.30444032,0.555002733300164,0.49972229998333806
0.2589159941084006,0.08393721,0.30577618,0.40156046,0.101797566,0.3701084,0.11485256148525615,0.103678524,0.6646539,0.32069543,0.5194709,0.11622463097347786,0.72812563,0.20995417259725035,0.2621776,0.36195153,0.43053722,0.19501155170069312,0.48613214916792896
0.28494277150572284,0.2202811,0.23124927,0.46599272,0.27969748,0.6453235,0.3244727924472793,0.16132942,0.725063,0.41594338,0.28232554,0.4700338282020297,0.7702831,0.2747068564824114,0.11609544,0.30032912,0.4157214,0.387127183227631,0.3695054921703295
0.08430682756931723,0.31183365,0.37697643,0.39741397,0.3764605,0.40136787,0.12158359215835922,0.09726533,0.48153734,0.13747267,0.4793738,0.16867142012028521,0.5465118,0.28484691709081505,0.44381613,0.47174987,0.46444416,0.3498123509887411,0.543890032633402
0.302957269704273,0.1526582,0.19523448,0.38277823,0.10397209,0.54491836,0.1670149467014947,0.059636623,0.77639735,0.43399242,0.39723873,0.15131816907909015,0.8835408,0.23344226400653584,0.057432164,0.29126924,0.34480458,0.1925166115509967,0.3055352783321167
