AFP,Input,Output,Enquiry,File,Interface,Added,PDR_UFP,NPDU_UFP,Resource,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.0488058151609553,0.0426320667284522,1.0,0.036144578313253,0.1366392496656835,0.0123146231065422,0.0171342802026693,0.0151128242266462,0.1416251234059218,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1692627206645898,0.1501390176088971,0.0538586394109899,0.1927710843373494,0.0754547619483778,0.0010816805785049,0.0337616781566588,0.0002833720809548,0.080381110122957,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0394600207684319,0.0342910101946246,0.0,0.0963855421686747,0.0116690175676418,9.53035303085712e-05,0.0013635022853816,0.0001400625819974,0.0119591556995177,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.1453790238836967,0.1566265060240964,0.0,0.036144578313253,0.070893403432926,0.0009838995393341,0.0252553597485688,0.0003602094872512,0.0619579318391357,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.0986500519210799,0.1047265987025023,0.0,0.144578313253012,0.0655077030170913,0.0010588086100769,0.0186693884156862,0.0,0.0577254146846925,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.1557632398753894,0.1677479147358665,0.0,0.036144578313253,0.0288519665134001,0.0001219398893135,0.0129918269218219,0.0,0.0238489593107213,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.2139148494288681,0.2289156626506024,0.0,0.0602409638554216,0.0348971404495411,0.0001395168102957,0.0198910430267798,0.0,0.0285567422468443,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.0976116303219106,0.0861909175162187,0.0538586394109899,0.072289156626506,0.0206451849273663,0.0001037624235312,0.006825185923824,0.0001824316782977,0.0208219446325562,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.1090342679127725,0.1167747914735866,0.0,0.0602409638554216,0.0268735459524812,0.000164228077955,0.00796518806433,0.0001602914007474,0.0226985305516346,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.7580477673935618,0.8146431881371641,0.0,0.072289156626506,0.0738610342743043,0.0001813938245356,0.1357728140083061,0.0,0.0565729461583017,0.0612887863135143
0.0260437489291221,0.0222245852828583,0.0525458248472505,0.0252100840336134,0.0280879864636209,0.0095419847328244,0.0338733431516936,0.2274143302180685,0.2020389249304912,0.0,0.0963855421686747,0.1862829507776291,0.0048515063998285,0.114673899140404,0.0063100263150006,0.2009089203103706,0.1863574751804227
0.0033125821006339,0.0034028073160357,0.0020366598778004,0.0168067226890756,0.0023688663282571,0.0,0.001840942562592,0.2917964693665628,0.3132530120481928,0.0,0.072289156626506,0.0370404293905365,0.0001226994633988,0.026496435535531,6.81893030017223e-05,0.029694932402111,0.030735978312635
0.0108515620538009,0.0,0.0468431771894093,0.0598739495798319,0.0,0.0267175572519083,0.0157584683357879,0.1246105919003115,0.1278962001853568,0.0538586394109899,0.072289156626506,0.0550110828188829,0.0005969561788558,0.0203812710950776,0.0008668904067187,0.050382252392647,0.0478807194929845
0.009537951910446,0.0013823904721395,0.0219959266802443,0.0567226890756302,0.0135363790186125,0.0044529262086513,0.0123711340206185,0.2035306334371754,0.1807228915662651,0.0,0.3012048192771084,0.0607631574126655,0.0005795560733288,0.0323831923296796,0.000751709163868,0.0636998931161929,0.0608491775653002
0.0218173510765891,0.0221182475542322,0.0105906313645621,0.0850840336134453,0.0084602368866328,0.0,0.0027982326951399,0.0176531671858774,0.0185356811862835,0.0,0.072289156626506,0.0143435490666617,0.0003129382456716,0.0005722981985815,4.013658796267616e-05,0.0109086755382945,0.0119060702641315
