Transactions,PointsAdjust,Envergure,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,Effort
0.21989612319376742,0.19818057,0.46262372,0.10627374937262506,0.30359936,0.17462666047759962,0.15380555
0.2134416128064968,0.36208007,0.33475184,0.402174859782514,0.51062894,0.23663643419818606,0.1987645
0.22840383370423004,0.2886713,0.6438049,0.19682225031777495,0.45951855,0.3066531583991895,0.22522438
0.27204103632246224,0.21980883,0.5432874,0.06925752807424718,0.36287576,0.1879699312781959,0.2802127
0.31636251898175116,0.30419457,0.6171428,0.19866211013378896,0.5224464,0.2920290975217459,0.32964894
0.29951448797086927,0.3138286,0.35498416,0.2117783188221681,0.42281276,0.16991640019498402,0.23279327
0.42548022552881354,0.29697722,0.52392095,0.09957033004296698,0.47323975,0.3001580380094823,0.26237532
0.23798689427921368,0.20653677,0.5454438,0.06785982321401766,0.34904975,0.18336366100181967,0.27067327
0.20426831225609876,0.16613978,0.24449506,0.08788480121151987,0.2148163,0.08754633525278012,0.15103745
0.35056562103393724,0.23707527,0.47218972,0.09394258060574194,0.42864442,0.18645478118728687,0.30271834
0.20459854227591254,0.09382616,0.18221904,0.0502261949773805,0.18217267,0.06451031387061884,0.09127092
0.3786304227178254,0.25080323,0.5576303,0.09425997557400244,0.37035134,0.2457699347461961,0.19944459
0.25477547528652855,0.08363231,0.19213805,0.06887028311297168,0.1553842,0.03986981739218905,0.11179707
0.15505925930355557,0.38273528,0.615341,0.5194675480532452,0.63126826,0.40361072421664346,0.22784048
0.162285349737121,0.38188013,0.9227751,0.4333251866674813,0.6430439,0.5259429315565759,0.3479715
0.5074216304452979,0.35745344,0.47337252,0.13928894607110537,0.5551308,0.2784127767047666,0.3347077
0.2449373146962389,0.2174799,0.36141568,0.14804522519547747,0.33753628,0.16086704965202298,0.21316287
0.5421088325265299,0.5081862,0.8468048,0.36669786333021365,0.7158768,0.7091556025493362,0.7555237
0.26367636582058196,0.3126224,0.5241658,0.2227426577257342,0.47381166,0.2467427748045665,0.33847374
0.36486929189215755,0.20180175,0.43567735,0.08747060125293987,0.35136443,0.17029861021791662,0.20405239
0.1637391798243508,0.17208287,0.5235587,0.10831429916857008,0.24006167,0.17372284042337044,0.14009827
0.4565125973907559,0.3011458,0.60264564,0.10680454931954507,0.47409937,0.33288307997298483,0.29452083
0.42456194547371673,0.27920583,0.27879196,0.12337196766280323,0.42487118,0.15649816938989017,0.23685673
0.6384752783085167,0.5807974,0.7435787,0.3589540341045966,0.24565756,0.5985597759135866,0.34549907
0.21350015281000917,0.14750116,0.2614178,0.06519018348098164,0.22082886,0.07943894476633669,0.13707235
0.7161793429707606,0.5357715,0.6743929,0.47572365242763476,0.86123407,0.7402211444132687,0.7418893
