PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,Effort
0.2165898406308487,0.48767941377333185,0.6571310817736522,0.6429677689459394,0.5042334236246342,0.2316308052167868
0.10990632251713342,0.14370229002288532,0.40751164298884174,0.5399282686451947,0.5585494937469789,0.1325925872735214
0.09418621813384313,0.6296689654317498,0.6000992590708734,0.43665382983929113,0.48152812569377834,0.1790176539331149
0.1771809483675314,0.5822412096707428,0.20206093559209304,0.5321441985436972,0.8929365654268288,0.1404471825531607
0.09244966436514244,0.7170501716946902,0.3122692134599717,0.8275563854695936,0.45827327143687707,0.1484210108133945
0.09301226591152738,0.6563792901574159,0.29724731117874825,0.7033749819222392,0.35639153966444787,0.1543144927212646
0.14929849599056155,0.1980361874694711,0.32241833817037185,0.6793889264399662,0.2886681258286171,0.1573157941398792
0.18911473278128912,0.3997061919876972,0.49462356454840684,0.685693396004316,0.5066017306254659,0.1778273539727484
0.15572783117617162,0.6214620140913885,0.3412285265862886,0.5557003927211726,0.35572362464291646,0.2369796342003296
0.11600033414057229,0.2375945180213636,0.2777116396176548,0.5824706260280889,0.34831441616332914,0.1376250949366956
0.35715824199869467,0.22652720916811678,0.36152243909584597,0.5840045619639672,0.3528560863751182,0.3286107523077747
0.3798318728595602,0.44277895234902465,0.3060815969670828,0.6330433897846135,0.35046177640556164,0.4008181367999786
0.24580556268297182,0.47907487898252815,0.6275964995986759,0.541097733679772,0.39042700487151805,0.2889543878964581
0.12908561282344677,0.1362355122736607,0.4240077191658642,0.5756414716295915,0.5502305795393926,0.1368659326902087
0.1942507591178268,0.19407524566026974,0.40768537965003915,0.6404944258316411,0.44429997320099246,0.1898753722876575
0.2529515931189038,0.3081385429248783,0.4121228302696021,0.6876252913462363,0.4731423956127999,0.2470036808485116
0.08228867585091723,0.3680299014315509,0.2637145212854256,0.5494999528323926,0.6536399897962994,0.1006519856266495
0.23470028864757353,0.4612145500302035,0.35743207761287943,0.6795820054342971,0.29094603266657204,0.2568854524228798
0.029465912961406937,0.8113392366820351,0.374525884416519,0.7010142135296671,0.4108985056470091,0.1805763374070481
0.31257920313329685,0.34875599402715807,0.32241736210209676,0.49784699095966345,0.22658371498052404,0.3568487074295491
0.12132119193792985,0.4039695445078606,0.2594578542800786,0.6808321930746849,0.5779707898534424,0.1059132858843531
0.09015417249157284,0.32475649712773125,0.29634230773058395,0.6190765898390725,0.7181938850023037,0.0918799224513691
0.13023986135554688,0.6194606793812338,0.2449069953535515,0.7856627678137983,0.4822990317920909,0.1497227887032979
0.15435785331333107,0.6958534077094116,0.6685173972223946,0.5013079385712108,0.5361963899603465,0.1893287713064012
0.2787824259327176,0.18261278363314243,0.33245025359245656,0.5686330422003616,0.23762152491807872,0.2658349895326707
0.11780427074483035,0.6792662745798195,0.7171068789727972,0.3799443457494285,0.582861391987368,0.1805611395888681
0.1014143548064836,0.23180075294077176,0.45821456557060825,0.40061530885367636,0.4982314790110641,0.1482877994090336
0.3299722801705572,0.454215885897182,0.42317352627085364,0.7145925613999162,0.4949577955944867,0.3169849790499237
