PCA_1,PCA_2,actual
0.2353897766508295,0.2608631395890148,0.4549920733199193
0.3997262951808425,0.45352942737322144,0.2976206534360596
0.19213706636016914,0.2878440997815662,0.4090040639491547
0.5781484859064233,0.33406472819624805,0.5260817269845361
0.28087842005628494,0.5349245318554847,0.2109577035703176
0.29743881722559035,0.19489159649498933,0.4994539931566274
0.16678829429713976,0.29547834839124787,0.4234169198574564
0.1273927493889843,0.4375231568171494,0.3732981376370112
0.3087079262547011,0.306551317549298,0.4080415349655524
0.36886164880386335,0.29327497987446305,0.4419318202991845
0.20240088821478172,0.5386337381292691,0.2500106487811081
0.373147046817359,0.4426839820950651,0.3392330550533236
0.37898157143310024,0.3115882814324328,0.3890607685559943
0.47490262929647253,0.6735441992625384,0.1795724808319906
0.8730484114399338,0.0994623492009587,0.9915452949718468
0.17114810427776841,0.46159459126192115,0.3930762621968718
0.31478720218599293,0.4312174462035752,0.3452677630415734
0.2465663602621337,0.45237388424404323,0.3182284756909584
0.32488146711872157,0.30809039833985,0.4634571057333037
0.3905744284841716,0.7003240332817033,0.218744767654784
0.28123447071457636,0.34520852422931386,0.4249384282797778
0.9382764313623378,0.8864570440036363,0.3280908377033001
0.5515031649997664,0.3351683595841466,0.5087044906489666
0.3377202195594797,0.589870633930395,0.3415416782511573
0.10967596264331483,0.6190919519120577,0.2382318255310212
0.3821573977434647,0.4126981536269205,0.3173544823211519
0.24402487202522843,0.2620247025535314,0.4609804616530374
0.3651818673626473,0.5817581657774349,0.1970938774573664
0.36352746779234324,0.32857396232695796,0.421949357122812
0.3176178494164119,0.23455522594500294,0.4754120030701035
0.2960844860731208,0.5537778485126147,0.181274902586537
0.1601787056485025,0.2909518710962555,0.4039681209057115
0.4308315360111623,0.5722220680719984,0.3100534338952553
0.36542790699887123,0.3388974682467334,0.4450873338373146
0.3927601107811492,0.34632167349269855,0.4064637227048449
0.5609316291134704,0.18175326078433518,0.6318122724242582
0.36329283409251173,0.4293093116546193,0.4236185896677003
0.4025069476288153,0.4589455919416508,0.3287100007575179
0.15767879298183127,0.7005099266020864,0.2516464419157505
0.42255190395356523,0.13950308714429105,0.6406440358404408
0.44642546720773807,0.6055207416902704,0.2325657179304481
0.33243282369171745,0.4327844147552373,0.3212346052392084
0.27949162569509595,0.20961349409373956,0.4933861874955197
0.5092401667386347,0.7887814178679653,0.0923213114188537
0.3533074863099397,0.23021012253239903,0.5336623328670245
0.7105516713244728,0.5848372364805622,0.4295851942764845
0.3405845867552945,0.3832805796345603,0.4041310380012789
0.3256601208987434,0.2667744916007909,0.4233736229508877
0.25148664144441646,0.3158078267681428,0.3936453509598223
0.22670505559152154,0.3978407091774374,0.3292316710169022
0.37112403466158717,0.23578394070450878,0.5351019016139686
0.2687633151144891,0.3031229663606489,0.3958602787161316
0.28842733326396663,0.22714383246882092,0.4734932351049894
0.36425673954175797,0.2838851188911574,0.521430819456151
0.45526937301997084,0.27963335376219356,0.5118567047939816
0.34768361430551314,0.43739559315796367,0.3470287683483482
0.2787495878632622,0.22824006743040975,0.4802560369740326
0.1610401206814052,0.2990416888969478,0.4235676382504705
0.47785936802271667,0.7504032980664077,0.1969800422924427
0.48531378625358645,0.26205614639583075,0.5115241312567742
0.32849371438160524,0.34814865082575025,0.4311331242876911
0.1763732277778788,0.594393249181884,0.2496820621800941
0.32640839234387503,0.3947440138969529,0.3694045038872221
0.32105608984779305,0.24262441452939043,0.517418767598967
0.23039631793386817,0.44667748168459037,0.3142732397086802
