rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_5,actual
0.2,1.0,0.0,0.0,0.1071428571428572,0.6511627906976741,0.7142857142857147,0.64,0.6595744680851061,0.6527777777777778,0.645161290322581,0.2631578947368424,1.0,0.6585365853658539,0.173913043478261,0.0967056323060573,0.7252832,0.5290435,0.5153685,0.18146172,0.1785222176389534
0.2,1.0,0.1578947368421052,0.0,0.1071428571428572,0.3023255813953488,0.7142857142857147,0.3866666666666667,0.1914893617021278,0.4166666666666667,0.0,0.0,0.666666666666667,0.4146341463414635,0.0,0.2534973258305604,0.6554795,0.59746236,0.58029926,0.37743145,0.1399057406903572
0.3846153846153847,1.0,0.1578947368421052,0.0,0.0,0.0,0.2499999999999999,0.2,0.0,0.2222222222222222,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.1132558666225327,0.46563187,0.60753375,0.5925661,0.6166229,0.020809015192073
0.0,1.0,0.0,0.0,0.0,0.0,0.4642857142857144,0.64,0.1914893617021278,1.0,0.3225806451612903,0.0,1.0,0.4146341463414635,0.173913043478261,0.0505391892127314,0.6256941,0.3221257,0.45286947,0.22558522,0.0205457210310599
0.2,0.0,0.3157894736842105,0.0,0.0,0.0,0.4642857142857144,0.3866666666666667,0.3829787234042554,0.2222222222222222,0.0,0.0,1.0,0.4146341463414635,0.0,0.0122123307956307,0.30341712,0.16046333,0.7975744,0.58621204,0.0023784239211521
0.0,0.272727272727273,0.1578947368421052,0.0,0.3749999999999999,0.3023255813953488,0.4642857142857144,1.0,0.3829787234042554,1.0,0.0,0.0,1.0,0.6585365853658539,0.0,0.0017595512273305,0.66655684,0.22885229,0.47691533,0.03293351,0.0032560711245293
0.0,0.272727272727273,0.3157894736842105,0.0,0.0,0.0,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.004285639623003,0.4898177,0.24996677,0.63936955,0.41810462,0.0001843059127092
0.6153846153846153,0.0,0.6315789473684211,1.0,1.0,1.0,0.4642857142857144,0.0,0.1914893617021278,0.4166666666666667,1.0,1.0,0.666666666666667,0.6585365853658539,0.347826086956522,0.0174387205797808,0.7220429,0.46889713,0.11228771,0.09346955,0.093829262513055
0.6153846153846153,0.0,0.6315789473684211,0.4545454545454546,0.3749999999999999,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.6315789473684218,0.2142857142857144,0.4146341463414635,0.0,0.0244072402919809,0.5702579,0.38562426,0.49414292,0.36214608,0.0366066648528624
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0235361753279559,0.8308147,0.57689035,0.254751,0.17897755,0.0276546633784151
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.026149370220031,0.8294463,0.5737164,0.2561547,0.17893465,0.0186148971836301
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.3225806451612903,0.0,0.2142857142857144,0.4146341463414635,0.347826086956522,0.0305046950401561,0.21578999,0.26654744,0.7736144,0.70462966,0.0171228969378889
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.6511627906976741,0.4642857142857144,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0200519154718558,0.23156162,0.27809533,0.86302423,0.8035734,0.0064156010566872
0.6153846153846153,0.0,1.0,0.4545454545454546,1.0,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,1.0,1.0,0.0008884862633055,0.4919847,0.22279517,0.5884703,0.4930871,0.0047480713702705
1.0,0.0,0.6315789473684211,0.4545454545454546,0.1071428571428572,0.6511627906976741,0.0,0.2,0.6595744680851061,0.2222222222222222,1.0,1.0,0.2142857142857144,0.4146341463414635,1.0,0.001672444730928,0.3650769,0.4312062,0.6440267,0.736571,0.0048358360906082
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.3829787234042554,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.003588787651783,0.7219028,0.5698663,0.25525278,0.19643559,0.0029927769635162
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0014111252417205,0.62607604,0.62202764,0.2239799,0.24742481,0.0002720706330469
0.6153846153846153,1.0,0.4736842105263157,0.4545454545454546,0.3749999999999999,0.3023255813953488,0.7142857142857147,0.2,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,1.0,0.6585365853658539,0.347826086956522,0.2770160798592359,0.88369036,1.0,0.18522875,0.244128,1.0
0.6153846153846153,0.636363636363637,0.3157894736842105,0.1666666666666668,0.3749999999999999,0.0,0.2499999999999999,0.0,0.1914893617021278,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,0.0,1.0,0.7017851,0.77685213,0.34296125,0.2731575,0.5787293423789506
1.0,0.636363636363637,0.6315789473684211,0.1666666666666668,0.3749999999999999,0.6511627906976741,0.7142857142857147,0.0,0.0,0.527777777777778,0.645161290322581,0.6315789473684218,1.0,0.4146341463414635,0.347826086956522,0.2587237156147105,0.76430607,0.8390832,0.19034101,0.2286003,0.5611763983114068
0.3846153846153847,1.0,0.4736842105263157,0.090909090909091,0.2499999999999998,0.0,0.0,0.2,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,0.0,0.2177836623055347,0.7265927,0.646351,0.35077167,0.33005625,0.2149445765791067
0.6153846153846153,0.272727272727273,0.3157894736842105,0.4090909090909091,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.2142857142857144,0.4146341463414635,1.0,0.1010609571261824,0.28119892,0.41173622,0.8024409,0.8824257,0.0630238456745157
0.6153846153846153,0.272727272727273,0.3157894736842105,0.1212121212121213,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,1.0,0.0653472936011567,0.22793953,0.3363274,0.8596521,0.9056128,0.0467873724120378
0.2,0.272727272727273,0.1578947368421052,0.090909090909091,0.1071428571428572,0.3023255813953488,0.0,0.3866666666666667,1.0,0.4166666666666667,0.645161290322581,0.0,0.0,0.0,0.0,0.0766711381334819,0.47454005,0.29598692,0.5483062,0.33886638,0.039239606462994
0.6153846153846153,1.0,0.6315789473684211,0.2272727272727271,0.1071428571428572,0.3023255813953488,0.0,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.2631578947368424,0.0,0.1951219512195123,0.347826086956522,0.0313757600041811,0.4112889,0.62349135,0.53774595,0.67103106,0.0453831368866343
0.2923076923076922,0.272727272727273,0.1578947368421052,0.1060606060606061,0.1071428571428572,0.6511627906976741,0.7142857142857147,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.2631578947368424,0.2142857142857144,0.6585365853658539,0.347826086956522,0.0400864096444312,0.33816245,0.17059924,0.89444035,0.75852585,0.0334471349207045
0.6153846153846153,0.0,0.4736842105263157,0.5303030303030305,0.3749999999999999,0.3023255813953488,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.0,0.6585365853658539,0.347826086956522,0.0064633020330656,0.4081929,0.47419494,0.51285946,0.47026896,0.0072054835397267
0.6153846153846153,0.636363636363637,0.6315789473684211,0.1666666666666668,0.3749999999999999,0.6511627906976741,0.7142857142857147,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.6315789473684218,0.666666666666667,0.6585365853658539,0.0,0.0095991359035556,0.76703006,0.5512532,0.3856481,0.2691525,0.0080831307431038
0.2,0.272727272727273,0.3157894736842105,0.0,0.0,0.3023255813953488,0.4642857142857144,0.5200000000000001,1.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,1.0,0.000139370394244,0.42519256,0.28300932,0.7306203,0.64206994,0.0001228706084728
0.2,0.272727272727273,0.3157894736842105,0.0,0.0,0.3023255813953488,0.4642857142857144,0.3866666666666667,1.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,1.0,0.0,0.39158174,0.291939,0.75293624,0.68546057,0.0
