rely,data,virt,turn,vexp,lexp,loc,MI_loc_data,MI_loc_stor,actual
0.3312635198758112,0.0493587309358731,0.1532802,0.028487071,0.6893722,0.7892147773528866,0.1971619,0.20234367,0.76644915,0.74842143
0.11847139110828347,0.22415157241515726,0.24188754,0.25607786,0.8478855,0.518273131096388,0.07822138,0.35479915,0.8255916,0.39176202
0.3899756933985416,0.1688981868898187,0.32724205,0.10391038,0.44054097,0.529525231771514,0.5166071,0.08421588,0.5498833,0.40020102
0.2206059232363554,0.1496032949603295,0.12386814,0.13301525,0.7892005,0.49118762947125777,0.37162113,0.24771342,0.8757391,0.35086542
0.3547312212838733,0.2321401732140173,0.37387326,0.14525431,0.482391,0.5620262937215776,0.46021807,0.18311194,0.56249803,0.37787366
0.2464629747877785,0.2221010822101082,0.26285687,0.22654837,0.55230427,0.39151998349119904,0.3996694,0.31019285,0.6868632,0.4436347
0.557122233427334,0.16652069665206967,0.38671514,0.060572542,0.50101864,0.7894137473648248,0.37837034,0.20354152,0.54609,0.7408892
0.12217942733076564,0.2509536250953625,0.25653175,0.26266974,0.8428343,0.4909612794576768,0.16623195,0.32558438,0.81214905,0.34662414
0.19649162178949733,0.11119282111928212,0.084329754,0.11982847,0.7336187,0.559901983594119,0.20714574,0.29131794,0.8479204,0.45584613
0.9243795254627716,0.3885499388549939,0.845243,0.1540702,0.09192461,0.6992314419538865,0.46598607,0.11960569,0.094441175,0.5208399
0.6376133382568003,0.1814574781457478,0.41785058,0.04509373,0.5560664,0.8763902125834128,0.26630777,0.16841114,0.61676776,0.5698972
0.47846957870817475,0.14142230414223042,0.3574218,0.053913437,0.5210618,0.7827327169639631,0.26185268,0.15004721,0.49268824,0.65917957
0.46032872761972365,0.16648073664807367,0.26205054,0.08233615,0.56395483,0.5986270359176222,0.4444844,0.21407694,0.70731676,0.4234156
0.09045954542757273,0.36531356653135666,0.37884143,0.38487846,0.8293022,0.30667345840040755,0.23393674,0.48303604,0.7508807,0.2714672
0.7144035428642126,0.3038860903886091,0.59094477,0.13923404,0.37943023,0.7698877961932677,0.29303437,0.1601811,0.5332776,0.46777955
0.5286562717193763,0.11436337143633715,0.28120646,0.02639588,0.564821,0.8169417890165074,0.2668736,0.15531278,0.6635423,0.680103
0.1369988082199285,0.27502662750266277,0.25379756,0.29556113,0.85080343,0.526851531611092,0.24306194,0.4205557,0.8112016,0.45567578
0.3580467614828057,0.16017760601776063,0.14191785,0.10972368,0.68094677,0.5313595318815719,0.3214484,0.15102375,0.80747545,0.31720328
0.45213602712816164,0.07597253759725375,0.18844748,0.02969803,0.69627327,0.8286563097193786,0.07385197,0.22534391,0.91641456,0.64150834
0.27514116650847,0.03611222361122236,0.06146294,0.051741756,0.6889953,0.6403920384235223,0.21570952,0.23829406,0.8624475,0.6008538
0.3774624426477466,0.09549667954966796,0.1183798,0.07496882,0.60992014,0.6169520370171222,0.21203248,0.21364853,0.8137499,0.51506555
0.285013617100817,0.036718893671889366,0.08635801,0.052636012,0.6813481,0.6457712387462743,0.14616151,0.24061912,0.8990803,0.626191
0.1976987218619233,0.1311127831112783,0.15083331,0.13909772,0.5948074,0.4960769097646146,0.38272995,0.3426072,0.77435386,0.69435215
0.5320954619257278,0.15120676512067652,0.36078724,0.0595595,0.6215145,0.8522692811361569,0.18973623,0.356241,0.7552176,0.76151645
0.37956276277376577,0.12143482214348222,0.16743585,0.095021434,0.45008814,0.49760342985620576,0.28334266,0.2405191,0.7649022,0.630653
0.45693712741622766,0.1098617609861761,0.27119282,0.047294572,0.5393125,0.7286222437173346,0.25025642,0.1551219,0.63875306,0.5701463
0.3720546623232797,0.11322596132259614,0.21485743,0.08317343,0.51207143,0.5730293343817601,0.406797,0.21405059,0.668269,0.59129894
0.3297049197822952,0.04902817790281779,0.09241685,0.054014534,0.6447867,0.6665169399910164,0.17477812,0.23628157,0.8727209,0.61032856
0.4774916786495007,0.10342658634265865,0.21672907,0.0472688,0.5847779,0.7401052444063148,0.13139002,0.15086216,0.7848557,0.52540445
0.499859149991549,0.1614108261410826,0.31748405,0.06281672,0.62346584,0.7231935133916109,0.24478172,0.18160465,0.7087824,0.4473852
0.7466354447981267,0.24560617456061745,0.56746876,0.082928635,0.5811588,0.9311219558673173,0.27007765,0.2841062,0.6771915,0.5697378
0.540895032453702,0.27285277728527774,0.500713,0.20398796,0.20214435,0.3804611528276692,0.43537837,0.2217117,0.3977813,0.5907644
0.26264815575888933,0.04524916852491686,0.04690084,0.052973263,0.71115124,0.6643551398613083,0.11311568,0.26067185,0.9058219,0.5955517
0.32771301966278116,0.06203425620342562,0.11014143,0.036382325,0.61320496,0.6640023398401405,0.11840801,0.2087434,0.8652765,0.58018696
0.44535916672155,0.07480428348042835,0.1988332,0.029118948,0.58281124,0.7536040452162428,0.1946965,0.20325169,0.77140355,0.6818597
0.3621578217294693,0.04720776272077628,0.13011578,0.047538795,0.75625944,0.7860488471629309,0.08581455,0.29580984,0.9639554,0.6182593
0.4037206742232405,0.05058937305893731,0.15220544,0.019969054,0.64982766,0.7921746475304788,0.122336105,0.23717546,0.8053777,0.7364307
0.4956552297393138,0.08462508846250885,0.21376565,0.011837564,0.6376512,0.8359782001586921,0.10394208,0.16224495,0.75455654,0.60605097
0.1360956381657383,0.1782995678299568,0.07509017,0.17141682,0.76145613,0.5496185729771144,0.36204314,0.47850743,0.83211285,0.490579
0.3845034230702054,0.06741478174147818,0.15589336,0.03419497,0.5533564,0.6954361417261685,0.23307748,0.18926993,0.7523598,0.60175407
0.44474815668488943,0.09744705974470597,0.22097757,0.050012358,0.5141524,0.6655838399350303,0.23257513,0.18939614,0.7098717,0.594254
0.34359114061546847,0.0696772669677267,0.15262952,0.030023865,0.64918435,0.7494681449680887,0.12298544,0.22567353,0.78345716,0.6422323
0.13359042801542567,0.15364258536425854,0.15667173,0.15938792,0.8256395,0.4849018790941128,0.2138793,0.3303725,0.8970909,0.3863995
0.26031734561904074,0.10823085482308549,0.18437874,0.09126196,0.6872977,0.6623513397410804,0.14972277,0.30306873,0.85567474,0.46900102
0.20027147201628834,0.4199270719927072,0.6526356,0.38711068,0.7478054,0.4136345248180715,0.4565912,0.53391314,0.74046206,0.69961673
0.14383884863033092,0.2285537628553763,0.23429802,0.22972581,0.7192271,0.44657912679474765,0.37296766,0.4005929,0.74957794,0.5000771
0.23270934396256063,0.09907359990736,0.102066785,0.094681896,0.6716625,0.55625433337526,0.26993,0.24226776,0.82580197,0.53599226
0.2746740464804428,0.028210925821092584,0.049001664,0.05101435,0.72375,0.6604306396258384,0.089271724,0.21432,0.9240916,0.49352297
0.12675402760524165,0.31780869178086923,0.31217024,0.32335773,0.84903157,0.38873534332412063,0.51876616,0.4411327,0.7654048,0.39036262
0.23824091429445488,0.14156521415652143,0.17152256,0.14654759,0.59414136,0.5312973318778399,0.27122164,0.32659698,0.80558205,0.72685874
0.4183719751023185,0.10764528076452809,0.22469357,0.051554784,0.46127498,0.6505191390311483,0.1793466,0.12801754,0.65961194,0.5182524
0.5078401304704079,0.12858998285899828,0.30897895,0.04940585,0.5789895,0.7926552475593149,0.28248638,0.20819253,0.7178037,0.64180607
0.31663553899813235,0.020682978068297806,0.05485171,0.03352595,0.702608,0.6977422018645322,0.11893265,0.22064179,0.92472005,0.5580628
0.5431759725905584,0.198174379817438,0.37385967,0.0907981,0.35147765,0.5993424359605463,0.4054193,0.15811917,0.5260985,0.53696597
0.23921479435288764,0.07662135766213578,0.071392536,0.09552274,0.7551117,0.6468586388115183,0.17214428,0.2920522,0.9047818,0.549609
0.3557342213440533,0.14689305468930547,0.17574286,0.10394696,0.54047066,0.5537602632256158,0.25530672,0.18403283,0.77539897,0.5071355
0.13214378792862727,0.21127002112700213,0.17810911,0.22732362,0.78662074,0.46708037802482266,0.2754255,0.40109992,0.8362409,0.48147762
0.24140761448445688,0.08115555811555582,0.08921456,0.08865728,0.7595681,0.6211469372688162,0.20324276,0.240313,0.83679885,0.4322
0.2642647458558848,0.07574266757426676,0.089265734,0.06909735,0.7533976,0.6516666791000008,0.080839306,0.25215274,0.8778237,0.48795235
0.07752451465147088,0.40693159069315904,0.38670662,0.41966996,0.8761502,0.25926156555569396,0.32800275,0.36737275,0.73471016,0.061825037
0.3128367887702073,0.08529270852927086,0.13750926,0.077821486,0.72374314,0.7421524445291467,0.06626913,0.29751927,0.871629,0.714561
0.47845735870744155,0.09847644984764499,0.24001077,0.03936381,0.4995787,0.721490783289447,0.3446766,0.119493365,0.6400499,0.6335542
0.47880222872813377,0.14019265401926542,0.2649555,0.046689935,0.50721645,0.693608381616503,0.21034186,0.10288119,0.7014375,0.5120323
0.31607429896445793,0.10482595048259506,0.13398299,0.08827058,0.7239079,0.5948025356881522,0.18803243,0.15070519,0.87872136,0.275667
0.24073265444395928,0.11406509140650914,0.147758,0.1044813,0.644654,0.57882433472946,0.18902971,0.2710912,0.8011969,0.5103723
0.36702978202178693,0.08904991490499149,0.12375364,0.058242865,0.6278552,0.6450823387049404,0.26931053,0.23096842,0.81803274,0.59247047
0.39863872391832345,0.11538171153817116,0.19254139,0.10887862,0.47309738,0.543064982583899,0.36154372,0.25993326,0.7461288,0.5293276
0.49322572959354377,0.11836184183618419,0.28770187,0.045051053,0.58984756,0.7976630478597829,0.22965153,0.20472175,0.7275698,0.6568061
0.3471510008290601,0.16654343665434368,0.19594744,0.14025757,0.3923827,0.40010492400629544,0.39846557,0.27772123,0.71677023,0.4912023
0.28240607694436465,0.11178733117873312,0.099604756,0.085900776,0.64813423,0.5627261337635681,0.24717344,0.198951,0.81802297,0.47310054
0.2265988535959312,0.08046277804627781,0.05126998,0.08286009,0.76369685,0.5904019854241191,0.084109694,0.18563995,0.8864981,0.33679098
0.3115577586934656,0.11482919148291916,0.12081286,0.07947803,0.5472668,0.5990620359437222,0.29897386,0.1987505,0.7653739,0.52520597
0.498148649888919,0.10445336544533655,0.24554726,0.023612492,0.67112195,0.809662748579765,0.16346963,0.18977764,0.78790915,0.5509587
0.05646792738807565,0.5342637834263784,0.57553506,0.5787312,0.8735897,0.4084488445069307,0.29816574,0.72005606,0.63776284,0.64230794
0.33698082021884923,0.12139576213957622,0.14750442,0.090650834,0.4953822,0.5049745302984718,0.453313,0.25108606,0.67817223,0.6223705
0.6167673370060403,0.20066838006683801,0.43203583,0.12038974,0.27715015,0.5843100850586052,0.21241571,0.12923276,0.4182769,0.5311242
0.572418734345124,0.16357819635781964,0.35036024,0.051255748,0.49210507,0.7877573472654409,0.24520029,0.08502895,0.5695537,0.5268151
0.29344441760666506,0.006458037245803724,0.06141895,0.03555678,0.7661898,0.7513363450801807,0.07934025,0.2344867,0.94403183,0.61085886
0.41495132489707953,0.09701006970100697,0.17457893,0.068264626,0.4319717,0.5908405354504321,0.18210872,0.19648322,0.7516225,0.5915053
0.37670757260245435,0.12377771237777124,0.16849464,0.0723185,0.5415407,0.591805965508358,0.38544244,0.13010359,0.75060165,0.4744877
