ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,Effort
0.6103612,0.15695652941739177,0.3462133,0.343354,0.34940398,0.21927309,0.27584082,0.21244353,0.37567413,0.48294204,0.31431496,0.018324312,0.6131786,0.4945215,0.1446411,0.087796286,0.08500459149954084,0.13042739,0.1373055982383359
0.57038397,0.1925949615556977,0.38161772,0.36949807,0.30345738,0.2495663,0.26736417,0.29533792,0.27824342,0.40161538,0.41758206,0.024443548,0.53817666,0.571478,0.24161461,0.16374728,0.15734331426566855,0.22316706,0.23748250424895026
0.5295727,0.15298912917934776,0.33651626,0.3350752,0.37680814,0.15750858,0.3330261,0.14461419,0.4690109,0.49011415,0.26670545,0.013076108,0.69760764,0.38978943,0.15798742,0.091905564,0.08608720139127986,0.1656388,0.14964730897883854
0.5519223,0.037024582221474936,0.13664378,0.296662,0.24461652,0.16958492,0.23153453,0.09999196,0.3488745,0.32381615,0.62671995,0.024180409,0.69789094,0.4876228,0.11455283,0.02997912,0.09189469081053091,0.2076866,0.07649697458981848
0.2630545,0.10733382644002959,0.3137557,0.29131597,0.26457152,0.20633143,0.2133243,0.09680902,0.47927177,0.3194698,0.26521996,0.017102398,0.6804451,0.27188507,0.09683147,0.07904725,0.07394639260536073,0.12691982,0.09864226591853595
0.67024416,0.3551248213074893,0.53868604,0.5834922,0.12781028,0.25518352,0.8192022,0.29900753,0.5818516,0.6095762,0.29552495,0.33280244,0.51373357,0.6058924,0.30283427,0.32833794,0.16680818331918165,0.35712442,0.3221843193310592
0.8378784,0.1589562395373744,0.3932562,0.25033602,0.38500863,0.193709,0.34549087,0.18465488,0.43016672,0.44158176,0.572906,0.01575317,0.432872,0.4159913,0.24305296,0.190478,0.2100610089938991,0.11095647,0.24066473443988406
0.61527926,0.11288881277332877,0.33274227,0.28108895,0.3217431,0.14908409,0.35144857,0.1082786,0.477598,0.4333464,0.32979453,0.01295536,0.55367005,0.4138231,0.14765477,0.10129754,0.0899992610000739,0.14526033,0.13044885782693147
0.54149544,0.24385635463138128,0.36342812,0.52813876,0.24047744,0.22586939,0.5897019,0.30100343,0.37638265,0.547835,0.19119906,0.036945246,0.77013284,0.608474,0.16964447,0.14921702,0.0604946339505366,0.26126093,0.15656826939409615
0.83092743,0.22434408346064502,0.45531544,0.38759416,0.47571963,0.17923874,0.27017394,0.21044622,0.5232264,0.7272663,0.2481683,0.022397187,0.67284006,0.39258748,0.16381826,0.13195908,0.08130573186942681,0.17998847,0.15400526924031616
0.440946,0.25563259533795574,0.5797639,0.2823813,0.566623,0.15137263,0.3169209,0.2151436,0.5648553,0.42674598,0.11024206,0.025916308,0.6358063,0.921203,0.10461606,0.061147086,0.04352027164797283,0.14903206,0.10390820223449213
0.6120053,0.17358265041495904,0.3890249,0.36117202,0.38440552,0.19044062,0.13493912,0.17394722,0.4677797,0.55450714,0.37031442,0.019083444,0.6115009,0.47637802,0.1726422,0.09186146,0.11794073820592617,0.15416935,0.17111249026674943
0.27834463,0.12325040239502415,0.32203054,0.3801881,0.31550106,0.12019979,0.28924158,0.16411851,0.40557277,0.2926128,0.22776966,0.016063072,0.56801504,0.66497684,0.10609535,0.114330694,0.06368547763145223,0.09495681,0.09160965549657933
0.0,0.3540622512437351,0.19534028,0.57079256,0.7011122,0.26102215,0.644858,0.42608792,0.351515,0.19462213,0.1187513,0.021711566,0.78182,0.2632715,0.057141807,0.15858608,0.021362711863728814,0.25205243,0.07428192045691523
0.30332696,0.11146075668764541,0.25116548,0.3230571,0.39137265,0.15451089,0.29533073,0.14881822,0.39362633,0.31901392,0.18594328,0.016298179,0.62159115,0.30967534,0.09109658,0.07776123,0.04857446514255349,0.15218884,0.08580338014820281
0.47372282,0.0848885250933115,0.19861509,0.22579142,0.43350673,0.17230275,0.39300635,0.15138924,0.32359064,0.36711064,0.20999692,0.020744435,0.49669743,0.19153742,0.06380318,0.059399847,0.04260934873906513,0.15047786,0.056204050372243027
0.71706057,0.1085216965113018,0.3138829,0.28333795,0.32142022,0.16537403,0.35727865,0.15574324,0.38608778,0.38826355,0.30332905,0.018953921,0.49058497,0.33162323,0.13364553,0.12504746,0.08459717154028283,0.10800027,0.12406989744419385
0.94323474,0.03949733236983994,0.20563158,0.34695327,0.2640568,0.10139679,0.25881237,0.007499419,0.5377243,0.6012597,0.28287667,0.013879087,0.70730114,0.25903115,0.105086565,0.117051244,0.09036466096353389,0.12881747,0.09877116092626965
0.124963425,0.08078065484683929,0.27157146,0.26077884,0.34012127,0.17279938,0.17439714,0.07378267,0.48494068,0.3955975,0.1457066,0.0036479714,0.84067905,0.3018135,0.04187503,0.0523084,0.04188080781191922,0.21173915,0.03563963813837829
0.6140214,0.07413284944797097,0.24578136,0.29796994,0.30203515,0.13878727,0.30314523,0.116406575,0.37889695,0.4338543,0.30953336,0.019858684,0.62003934,0.4261055,0.105880275,0.057806514,0.06646349335365065,0.12124506,0.09545218072713085
0.40530223,0.09926873595612416,0.29829055,0.3033083,0.32240686,0.11101078,0.3089122,0.08922073,0.47649747,0.26706666,0.38083994,0.0160987,0.49698693,0.54601026,0.15269303,0.100786105,0.10458574954142504,0.09166521,0.13091460785487646
0.5270579,0.09249320554959234,0.27347973,0.30070615,0.3301626,0.12196194,0.33548677,0.11519043,0.41292393,0.33578157,0.29028845,0.016328681,0.5437886,0.39885372,0.1172086,0.088904336,0.07173683282631671,0.0874281,0.10602811636168698
0.7516107,0.0709293082557585,0.2690393,0.30173168,0.26958185,0.13556263,0.32371694,0.13245401,0.3597072,0.3838689,0.2725212,0.020234857,0.52476275,0.35109004,0.106321886,0.11250865,0.06941912305808769,0.10232276,0.09342082560524954
0.61864936,0.2546292352777541,0.51049495,0.23053287,0.47953004,0.32479823,0.34572405,0.2936598,0.40676662,0.4209471,0.113762885,0.016884897,0.5675664,0.39549667,0.091444045,0.07170829,0.02613707138629286,0.21049204,0.10046403602784217
0.48555994,0.24663896479833788,0.5240823,0.39041245,0.289276,0.26477444,0.10895489,0.13729233,0.65837514,0.5446879,0.4419112,0.0131362965,0.6924026,0.3690415,0.26329058,0.15513995,0.19305007069499291,0.20062613,0.26084981565098897
0.4106754,0.285008867100532,0.5629997,0.39074406,0.4817698,0.23868442,0.3919522,0.3617438,0.38561517,0.5402764,0.08474176,0.010821148,0.8818993,0.9656749,0.11492031,0.08291649,0.023126925687307433,0.25856552,0.09664583579875015
0.71349734,0.06939430916365856,0.24701816,0.24245614,0.37277704,0.109258875,0.32654682,0.10289638,0.3993499,0.577606,0.35589567,0.006839242,0.6697291,0.36953896,0.10778937,0.0571386,0.0806322019367798,0.18306097,0.08671806520308391
0.5107162,0.14647895878873754,0.3158458,0.46031767,0.23728415,0.13447002,0.2783366,0.16854574,0.42012918,0.22533114,0.16478895,0.02223917,0.4969807,0.17174093,0.08069356,0.16271289,0.04669340933065907,0.07067249,0.07996678479800709
0.58212554,0.07214868432892108,0.23961629,0.2902138,0.29517454,0.18347672,0.26289183,0.13812222,0.35606283,0.43160775,0.35645512,0.010066163,0.64860463,0.47590244,0.09153207,0.03739343,0.0697150430284957,0.118516475,0.07912633474758009
0.3078403,0.10417741625064497,0.30014428,0.29639575,0.29054686,0.14202313,0.25551525,0.07026718,0.5045353,0.27807528,0.37512836,0.024352852,0.5996738,0.211909,0.117844924,0.07410011,0.09702051029794896,0.09948675,0.12067118724027125
0.568035,0.168059900083594,0.24737875,0.3581621,0.535326,0.05929254,0.34120086,0.17698091,0.38902953,0.39687884,0.6073973,0.024781574,0.50894153,0.4064673,0.2547096,0.106425,0.2234007076599292,0.16502133,0.2509589350575361
0.6401938,0.1339603580376215,0.34533215,0.24439932,0.29920825,0.26988512,0.32994777,0.15981913,0.41784173,0.51031405,0.16375622,0.0151632745,0.72518146,0.3935542,0.07106985,0.057679523,0.042882815711718425,0.1592076,0.07647741458864488
0.75984836,0.08871767532306052,0.30797204,0.28740975,0.300279,0.16065884,0.29646572,0.12019126,0.41860965,0.38905758,0.18531233,0.017137764,0.5480096,0.31078935,0.07679587,0.09989206,0.04971430702856929,0.089054435,0.07571483854289031
0.2805342,0.1127222867633372,0.3107698,0.3285811,0.27996165,0.1599115,0.14879988,0.052038547,0.550526,0.4260209,0.34252474,0.018173419,0.7364285,0.2457327,0.1401627,0.054933924,0.10580705941929405,0.15306897,0.1358231381493883
0.53371376,0.827776349666581,0.9033464,0.48994058,0.73342276,1.0,0.46755087,0.9910466,0.24690387,0.18553783,0.16386694,0.008520773,0.0,0.75883317,0.45733154,0.5054055,0.19763512023648794,0.69701564,0.45798502747910164
0.43706372,0.18104834086290048,0.37957156,0.3643317,0.3102988,0.17001222,0.33574808,0.13219899,0.5328558,0.45751595,0.2731781,0.30578792,0.569919,0.34892094,0.14342839,0.13519496,0.07893725210627478,0.14185303,0.14470750868245053
0.46866077,0.7192215731532944,0.72815716,0.6146281,0.62552345,0.7544795,0.5301914,0.8009122,0.33613423,0.37574375,0.21586369,0.14401773,0.4608967,0.61428225,0.40311208,0.39574355,0.16530729346927064,0.59761775,0.4164759749885585
0.58979905,0.09559615573576935,0.2511486,0.24414589,0.3093325,0.16601607,0.35779122,0.11870067,0.39090827,0.51386213,0.46527785,0.020519998,0.8103543,0.21190709,0.14479534,0.06172613,0.11445603855439614,0.22985256,0.13403884804233088
0.6838579,0.1395863683751821,0.35555032,0.29523245,0.32909977,0.17801312,0.38151437,0.20735237,0.3478243,0.44287765,0.27401295,0.0915536,0.53375375,0.45983848,0.1353586,0.1154087,0.07536161646383835,0.13777956,0.12963527777811668
0.47298363,0.5740195344411722,0.72410476,0.17454821,0.7401072,0.7252422,0.5640621,0.5609927,0.4955429,0.5653423,0.2974863,0.028595865,0.37575382,0.56416506,0.41305044,0.3321002,0.2115647588435241,0.5595552,0.40843620450617224
0.32665613,0.3685416521124992,0.40809667,0.369416,0.7454866,0.23601279,0.5728419,0.31552976,0.52369666,0.5370754,0.4678176,0.025465943,0.49270108,0.478321,0.4116358,0.28157982,0.27311182268881773,0.3306396,0.39194306351658387
0.46601766,0.07475665448539927,0.28858486,0.23982954,0.26260093,0.18261671,0.25179756,0.08112001,0.44562575,0.38963306,0.34031847,0.016419955,0.65912765,0.319264,0.10336961,0.06070514,0.08213264178673582,0.14010176,0.09461343567680615
0.47185385,0.1118735467124128,0.26303563,0.30900028,0.34844437,0.11067961,0.31988218,0.15527564,0.36627913,0.29240125,0.66918576,0.021609414,0.49445885,0.5129008,0.18919218,0.0873377,0.16507284349271562,0.15454507,0.16447268986836142
0.58455503,0.17561616053696963,0.3539437,0.37408412,0.38074514,0.18831481,0.28183487,0.25689384,0.31661236,0.4973923,0.22911896,0.014911342,0.6383276,0.5347544,0.115422495,0.074377105,0.0500622489937751,0.16408059,0.10542937632576257
0.48348707,0.10417348625040918,0.32267383,0.3131066,0.34099945,0.11469544,0.2701254,0.114490435,0.44683647,0.3232674,0.24895771,0.022786692,0.5124916,0.5496613,0.10079181,0.09062417,0.057821704217829575,0.07670006,0.08792707127562428
0.42254004,0.20974226258453577,0.44280827,0.39238545,0.44070238,0.14489557,0.21513018,0.12225048,0.6186315,0.18182231,0.1616255,0.030853573,0.33604026,0.24699701,0.113284186,0.1286821,0.04915296508470349,0.051748686,0.12332973739978424
