TeamExp,ManagerExp,YearEnd,Transactions,Entities,Envergure,Language,Effort
0.6094667,0.37609422,0.64286053,0.11044286,0.2772688,0.5240206314412379,0.8130294,0.2646449
0.84601873,0.8968453,0.8307117,0.3964703,0.40014046,0.7712708462762509,0.79832304,0.69704854
0.38704485,0.459674,0.533045,0.056597564,0.69972146,0.5955542357332542,0.8108076,0.28131485
0.122953154,0.44061446,0.8271102,0.24088573,0.14070717,0.5866574951994497,0.8769572,0.2787633
0.7360174,0.3862605,0.7676333,0.23209292,0.23198542,0.6088110365286622,0.8680389,0.33883256
0.74714077,0.83307624,0.5646629,0.09759901,0.10599609,0.16090031965401919,0.8994633,0.093671806
0.5095335,0.8149874,0.4795453,0.14944878,0.15870714,0.6667414700044881,0.8126565,0.3509597
0.5977299,0.4155987,0.58494747,0.10658375,0.4761144,0.6498949889936994,0.8232807,0.28440964
0.704261,0.49894622,0.66999984,0.17650944,0.5039926,0.6945793416747605,0.8471409,0.30611467
0.06955287,0.6280371,0.69563156,0.18001924,0.2563807,0.7030848421850905,0.7777754,0.34950203
0.6768728,0.81258005,0.6300678,0.1535314,0.26183593,0.327999249679955,0.80554706,0.24186867
0.3087951,0.26465663,0.843544,0.14709094,0.14507267,0.573081884384913,0.6911095,0.2958616
0.7296377,0.806121,0.7915322,0.6384483,0.33582026,0.6533277391996644,0.43880677,0.4605836
0.80846375,0.83907324,0.7186223,0.3318541,0.37172765,0.6803536808212208,0.80754554,0.6622347
0.18847325,0.8303061,0.5649354,0.1704117,0.10252037,0.5800590848035452,0.77496684,0.27336395
0.5327246,0.6818539,0.7104511,0.04961756,0.8305088,0.525585681535141,0.8128577,0.3471884
0.44562912,0.14512879,0.83763266,0.106303036,0.076048054,0.557899683473981,0.600417,0.2652474
0.18223996,0.46910763,0.669261,0.2643791,0.16753271,0.6714320002859201,0.8744949,0.3456258
0.06972691,0.38184166,0.7146449,0.2276115,0.19222154,0.20777376246642576,0.83479387,0.28061587
0.9902103,0.6600206,0.7851654,0.3429426,0.39568478,0.8897322933839376,0.92180526,0.709726
0.120660044,0.33419412,0.46656972,0.19207677,0.1333265,0.36144554168673254,0.7869066,0.29065618
0.5668004,0.3494984,0.60092646,0.17973506,0.1275332,0.5834539850072391,0.8159224,0.33703655
0.89491874,0.8779547,0.8519399,0.9169675,0.50150853,0.8076528484591708,0.8467077,1.0
0.49999744,0.80057234,0.7695447,0.1723389,0.26228264,0.30080367804822067,0.42243892,0.22175711
0.08353758,0.41751155,0.44180608,0.26722032,0.19490667,0.21101266266075977,1.0,0.3268823
0.23669721,0.16614202,0.86052215,0.11464172,0.12335686,0.5995228059713683,0.47682917,0.21714255
0.73857045,0.5653208,0.7192501,0.18224081,0.35987628,0.7466508047990483,0.87869215,0.49275306
0.23509936,0.5637387,0.6139747,0.21164589,0.28955203,0.815154748909285,0.83633566,0.388431
0.72520894,0.56468874,0.675851,0.12606874,0.5172329,0.7488640949318457,0.90239704,0.41619962
0.12124705,0.4169756,0.7793129,0.15734893,0.18700686,0.555385133323108,0.8370497,0.25115907
0.26791894,0.8935356,0.74954116,0.17796564,0.18632147,0.6587293395237603,0.7742127,0.3512208
0.14212981,0.7109911,0.7860559,0.0,0.5147987,0.2439772646386359,0.5943426,0.31639045
0.094836935,0.5995151,0.6931015,0.23328102,0.17993133,0.3879417432765046,0.790048,0.28996307
0.18935382,0.36678576,0.8066342,0.17432204,0.17996623,0.5482561928953715,0.8361932,0.27546516
0.7982158,0.594293,0.7508373,0.24483243,0.31206304,0.6388788383327303,0.82003367,0.51960003
0.88892716,0.77623224,0.7165084,0.35782868,0.3944037,0.8282939096976346,0.8312262,0.73465395
0.44206566,0.6200507,0.55533326,0.17665634,0.21133085,0.7545279452716768,0.8742684,0.43630126
0.43305403,0.7225928,0.67352986,0.17385614,0.21622752,0.3246884794813088,0.41488236,0.15773976
0.29484636,0.60160863,0.6377396,0.113809034,0.107731774,0.19427512165650732,0.7018459,0.21943215
0.6854003,0.42541096,0.72933424,0.17362392,0.22132088,0.532535881952153,0.7417631,0.25204703
0.83457464,0.33147317,0.7532392,0.1841004,0.11332987,0.6016368060982085,0.8925159,0.30014768
0.33132815,0.68267685,0.79955363,0.34558904,0.23197897,0.5941602956496178,0.55244094,0.44812894
0.51950884,0.65016174,0.60756516,0.16907221,0.30915385,0.8422655505359331,0.87438285,0.48766857
0.12023478,0.80757433,0.86692846,0.111271136,0.14140527,0.15785742947144576,0.63908756,0.26516715
0.46710587,0.8458138,0.3957336,0.13757409,0.09194542,0.583510235010614,0.8304659,0.26388243
0.13935949,0.44765806,0.6468631,0.22073497,0.1810331,0.4971812098308726,0.93532383,0.30966446
0.8973458,0.63362336,0.63743895,0.19745277,0.36984056,0.8654175519250531,0.8569565,0.6346427
0.5268604,0.77964175,0.7415916,0.36250824,0.28028512,0.820369749222185,0.776972,0.6191406
0.68320537,0.77372247,0.4913726,0.12498337,0.21059823,0.6805346408320785,0.78947103,0.38863522
0.7641553,0.7046464,0.64694625,0.10989041,0.17742983,0.36840632210437935,0.8843682,0.21017426
0.5933813,0.26444313,0.8050606,0.15191402,0.12040433,0.6433994386039663,0.78081965,0.36378473
0.7466537,0.81212884,0.5366794,0.1592452,0.26240343,0.7387402443244147,0.82350147,0.4882598
0.7309602,0.38671285,0.63575166,0.12685758,0.31324768,0.6431572785894367,0.8695594,0.30285358
0.029174924,0.8454092,0.73717666,0.1610393,0.18087663,0.5951083357065002,0.6948197,0.31318662
0.79125017,0.7502736,0.72108567,0.20975937,0.36402994,0.5782524646951479,0.80901885,0.4957472
0.096834324,0.35855597,0.7567402,0.17325468,0.12669784,0.39370832362249947,0.8059521,0.26333892
0.6264707,0.46250784,0.82397234,0.40351784,0.21989025,0.7099182425950946,0.69650984,0.442824
0.8256911,0.52598095,0.6206721,0.1959671,0.34405828,0.7910056474603389,0.86034155,0.5150241
0.83712876,0.58547235,0.7061781,0.25371623,0.29210293,0.819094049145643,0.8867817,0.65708375
0.040151075,0.342809,0.8718549,0.13275549,0.13972957,0.4140892848453571,0.76023424,0.26965046
0.07408314,0.28064016,0.8438555,0.10230068,0.12429367,0.3303041698182502,0.6841028,0.24725127
0.4923452,0.49522465,0.5353884,0.21231875,0.20671383,0.7299045437942726,0.8182522,0.47349578
0.5609819,0.3714104,0.43944663,0.14963903,0.14152941,0.47894635873678154,0.7820065,0.28515917
0.10717225,0.76089364,0.59514153,0.20278642,0.13261974,0.6414333384860003,0.8322877,0.32565495
0.4650008,0.6977153,0.7203263,0.11472042,0.21719243,0.22538997352339843,0.59508294,0.21626656
0.38510704,0.3512963,0.67625964,0.1702588,0.14011875,0.5610320936619257,0.86799026,0.35104156
0.2167729,0.65198815,0.7741633,0.20150737,0.22773866,0.535025632101538,0.65660524,0.3641081
0.7846351,0.78380895,0.7270591,0.7015155,0.38723838,0.6682911400974685,0.6363413,0.68199027
0.08963359,0.42080212,0.8523135,0.105521925,0.1579834,0.3591000215460013,0.75358725,0.24669495
0.05526953,0.8462314,0.78667796,0.17117974,0.16217059,0.47418322845099375,0.7421612,0.31488526
0.39703912,0.8050684,0.49125677,0.16648416,0.12587766,0.55241733314504,0.8361746,0.29154286
0.7189055,0.7753122,0.6796037,0.22612377,0.33449888,0.26585979595158776,0.6391411,0.21099062
0.75822,0.8084846,0.72242355,0.4672262,0.4136418,0.544505732670344,0.6818656,0.4932752
0.43553382,0.8715087,0.53668714,0.18362175,0.26166642,0.8918387235103233,0.8039863,0.55844843
0.7870763,0.5567937,0.70117474,0.2736959,0.26665413,0.838400950304057,0.8557532,0.6217289
0.49363685,0.8237094,0.78296614,0.23740555,0.27950394,0.4656437879386273,0.68697524,0.3484474
0.56790066,0.8363829,0.64273226,0.14006653,0.19334783,0.56873433412406,0.872064,0.33002433
0.3260141,0.8235299,0.4761115,0.14906676,0.110919334,0.6171278770276726,0.8007722,0.29146975
0.61325324,0.8467941,0.43469745,0.111660495,0.091132686,0.4216937653016259,0.8443372,0.17989627
0.59506685,0.5877507,0.7923609,0.13205284,0.20524319,0.5051306803078408,0.90389144,0.32344663
0.10002233,0.39977175,0.62152684,0.1881526,0.17299938,0.47515812850948774,0.86752033,0.28664613
0.0685166,0.5624531,0.85462236,0.11734986,0.2184555,0.3467293908037634,0.7837205,0.28134823
0.66820794,0.74527067,0.72390425,0.3972243,0.38449693,0.527940131676408,0.73372203,0.56943667
0.6680174,0.71276206,0.705377,0.5477196,0.3356893,0.5548493032909582,0.5326431,0.48752084
0.12941468,0.8516382,0.8049797,0.0994775,0.14591154,0.20505441230326474,0.3279658,0.16379298
0.8390983,0.86973536,0.67355704,0.21116729,0.33582932,0.6749260804955649,0.8275708,0.5498342
0.059757125,0.75027037,0.64431274,0.15583044,0.32642525,0.7654754459285268,0.7203506,0.4134382
0.5543346,0.7350022,0.57873905,0.123086,0.1034821,0.268027016081621,0.82333845,0.20363034
0.5852029,0.95245594,0.8894918,0.19583152,0.31458992,0.5982193358931602,0.808178,0.461837
0.3389904,0.4097578,0.79035366,0.23186646,0.15299445,0.6626928797615728,0.90834725,0.34827292
0.67110497,0.79189473,0.7530112,0.44390696,0.37564594,0.39716049382962965,0.72887516,0.4306233
0.1401148,0.1930457,0.92029345,0.14548162,0.07914285,0.5664093339845601,0.6549042,0.25825456
0.16034341,0.8219152,0.6682825,0.16139325,0.16075742,0.550279233016754,0.77205336,0.2959509
0.46478528,0.65934205,0.714682,0.3576702,0.44175905,0.6382298382937903,0.6704847,0.542693
0.48482382,0.7659246,0.57776535,0.11952811,0.103019044,0.2531282451876947,0.7834999,0.16313483
0.43539518,0.81226045,0.6102464,0.19178851,0.36921144,0.9022346541340793,0.75223565,0.5787954
0.057808615,0.5640923,0.6768798,0.19153875,0.1753176,0.5586873035212382,0.8471118,0.28608352
0.6140481,0.7876509,0.77836096,0.3599379,0.43117863,0.7260186435611186,0.718938,0.6417011
0.43837678,0.41288385,0.29838622,0.17791031,0.14800915,0.4340197060411824,0.79544353,0.29341072
0.5318765,0.4209786,0.3778814,0.20523389,0.18286823,0.6131537967892278,0.7778183,0.38220367
0.1262989,0.41774583,0.65563655,0.13828942,0.33897436,0.4417625265057516,0.82714516,0.28456062
0.60312057,0.69154906,0.41120097,0.13505651,0.23231651,0.54464433267866,0.7678118,0.27559727
0.7437321,0.71315014,0.78499854,0.17329185,0.35274488,0.7851056471063388,0.93645203,0.52104306
0.044932187,0.7967055,0.8547262,0.11273825,0.13122413,0.28335321700119304,0.663207,0.28356025
0.80865115,0.88251275,0.7260859,0.2854815,0.38815802,0.7780231466813888,0.8229164,0.67388034
0.42456847,0.61513054,0.48940358,0.1516368,0.11065864,0.4406403564384214,0.81599414,0.26552546
