PointsAdjust,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,Effort
0.102424905,0.11563339,0.15059344,0.110297725
0.120190665,0.11938652,0.105856664,0.11190075
0.047168344,0.05729423,0.062031254,-0.017968347
0.10721007,0.10506329,0.09207239,0.118850425
0.36214125,0.33284637,0.38147753,0.33282855
0.22158262,0.275806,0.25144374,0.2604792
0.16697417,0.19667374,0.16379459,-0.009287117
0.15729704,0.17355514,0.046278447,0.11506959
0.26196957,0.3056545,0.28310594,0.37535208
0.12940246,0.11521479,0.0074988455,0.012302652
0.22436902,0.25409994,0.250826,0.26563692
0.46951646,0.4758267,0.6676333,0.6762101
0.081770815,0.06182969,0.0038356856,0.050001256
0.19890518,0.21086593,0.24137174,0.27768135
0.22119437,0.2833291,0.24584733,-0.074538596
0.07168106,0.046192862,0.011111688,0.052596807
0.10137124,0.0895001,0.04992418,0.105931945
0.21028247,0.2855304,0.3175155,0.4038344
0.31842887,0.2854875,0.26188916,0.012809094
0.051590174,0.00832764,0.029182175,-0.007890349
0.23879503,0.22687168,0.19944146,0.15279837
0.10087706,0.052976046,0.014999209,0.09244942
0.22809216,0.2551417,0.23247205,0.16996816
0.1041286,0.08092508,0.08361502,0.035695042
0.07208847,0.04109277,0.068367876,0.08859069
0.078511305,0.10275915,0.01973323,0.02860606
0.040634654,0.03507987,0.017704068,0.056456704
0.13205503,0.12909918,0.08777541,0.047960445
0.10049698,0.13677149,0.13444348,0.15628389
0.09403773,0.09707404,0.10825177,0.14392675
0.13461125,0.13005322,0.13492496,0.04923498
0.2536552,0.2647511,0.29492736,0.22385827
0.30567312,0.250653,0.27866456,0.3213122
0.14458165,0.142324,0.10510509,0.077186435
0.11257236,0.103432156,0.062073402,0.07696773
0.35884213,0.40457034,0.45537156,0.44680634
0.080782086,0.0315111,0.08360106,0.042676125
0.034516282,0.055388365,0.017538184,0.051746015
0.30231148,0.3308094,0.3174965,0.45539743
0.11720583,0.12359344,0.116898574,0.1491043
0.3321699,0.23408699,0.25729728,0.15339537
0.14948958,0.16324328,0.12088049,0.07759922
0.09803082,0.16007718,0.09782987,0.08437831
0.23242253,0.26587275,0.226614,0.096525595
0.07419924,0.07568672,0.110438906,0.16340809
0.4634179,0.38899824,0.40457517,0.51248556
0.19699723,0.25312698,0.21911114,0.20306186
0.24010462,0.2330447,0.23890631,0.19374721
0.0634388,0.067419626,0.04409805,0.050368708
0.18080302,0.21604331,0.22253044,-0.04912798
0.17416248,0.06236807,0.24358507,0.098394774
0.091173865,0.05182541,0.037736557,0.08705347
0.2843827,0.31615916,0.29547957,0.3557359
0.21491405,0.19272426,0.15268525,0.14484687
0.20013121,0.25165862,0.24670582,0.35348293
0.3018254,0.13955264,0.2313558,0.029377742
0.46398157,0.3175529,0.60844606,0.51261616
0.29818946,0.25442776,0.33570063,0.29855165
0.10520337,0.07283334,0.059084162,0.14828725
0.1459058,0.11401493,-0.0066844607,0.0294479
0.2386881,0.2815356,0.23004134,0.19984277
0.31909597,0.29364097,0.4454829,0.36489445
0.23538713,0.27317584,0.23930128,0.33805862
0.10142221,0.10316848,0.057124607,0.016921483
0.22501779,0.22463763,0.2650794,0.2180105
0.062116586,0.047614645,0.040366597,-0.008094305
0.06852351,0.08758446,0.08076114,0.086323924
0.085382625,0.10621278,0.085618444,0.09266597
0.09646924,0.08202604,0.09571073,-0.0378102
0.12512898,0.18249637,0.16068298,0.18859948
0.08588825,0.096575916,0.06092958,0.08607123
0.1398315,0.19036877,0.14937314,-0.04260072
0.051823366,0.074533336,0.036091886,0.05289414
0.40671867,0.4299174,0.46614638,0.44078594
0.3289007,0.32858342,0.36176214,0.38410464
0.05613525,0.07982205,0.06517918,0.073123544
0.23204792,0.26689893,0.2558009,0.23293072
0.028761197,-0.006826385,0.032416552,0.0173939
0.2607069,0.28373525,0.30483466,0.13440783
0.0715094,0.0015532947,0.035734564,-0.0020478386
0.22501673,0.22172381,0.19840237,0.11894925
0.53573865,0.35966066,0.38710338,0.25897652
0.1609009,0.046387326,0.08675058,0.20468509
0.4490571,0.34468222,0.4779183,0.4919627
0.1134669,0.118457474,0.05633778,0.02259926
0.09414039,0.05518814,0.027849292,0.07402201
0.056933995,0.05868605,0.04353922,0.04857412
0.35286826,0.3955766,0.39704984,0.31986532
0.11946509,0.10620896,0.054774545,0.05139001
0.09702192,0.0651916,0.039525725,0.022691824
0.19144362,0.16445638,0.18961701,0.034524653
0.1879991,0.21711676,0.20117109,0.0041135624
0.1501835,0.15594223,0.12776762,-0.03132625
0.21043031,0.26686576,0.26610845,-0.076133475
0.22829556,0.20359984,0.2337292,0.14758761
0.05513768,0.07722956,0.03372316,-0.0041074734
0.0947628,0.08974902,0.08624354,0.03330865
0.30624115,0.29980594,0.31713185,0.017295366
0.267456,0.27661583,0.2684422,0.099396884
0.16012806,0.18753083,0.14497058,0.008772299
0.13319826,0.16263197,0.15672043,0.15782636
0.12498594,0.10198844,0.09699469,0.10981721
0.17689928,0.13993517,0.18377376,0.21689928
0.05372795,0.048347365,0.023273138,0.062039077
0.30708435,0.1643432,0.22338678,0.26331452
0.36845458,0.39061442,0.4585894,0.48239678
0.073895246,0.07044557,0.052268192,0.024956504
0.078759186,0.06041552,0.068178535,0.08220089
0.19629985,0.21202096,0.19765438,0.24620904
0.26757112,0.32232162,0.28194833,0.28383967
0.28216732,0.37053657,0.35367724,0.42342877
0.21943603,0.2235832,0.33378956,0.35202417
0.19941175,0.26374316,0.24141414,0.25511733
0.14151762,0.10614709,0.06062209,0.11649622
0.1497253,0.1854704,0.12383387,-0.011629516
0.16652831,0.19389455,0.16844496,0.040670116
0.443712,0.55615675,0.6319509,0.7020154
0.119229555,0.12516081,0.15460311,0.16268395
0.052921843,0.020706572,0.07717262,0.03463179
0.30190545,0.3432728,0.40134674,0.45027474
0.27015072,0.3229884,0.34455255,0.3061193
0.051637687,0.033142123,0.047408737,0.05534872
0.47318423,0.36159912,0.3645339,0.46715558
0.14458,0.15900491,0.1056587,-0.018346967
0.23855878,0.27108,0.2716572,0.23578224
0.083559826,0.08620819,0.09109334,0.101910256
0.32482785,0.19704036,0.20355882,0.18258278
0.098749496,0.12164645,0.12761945,0.09698138
0.11840474,0.09454677,0.026807377,0.05477476
0.05570328,0.040309552,0.04721766,-0.023509087
0.17204358,0.08284513,0.12938976,0.19993101
0.15620357,0.13772255,0.2144678,0.24649496
0.28561836,0.3203279,0.34225678,0.3037627
0.37249398,0.18287942,0.15744565,0.2405585
0.5365391,0.26665878,0.5119963,0.4777996
0.059554197,0.04572209,0.0047646686,0.057185397
0.047936596,0.0853431,0.05946354,0.043643303
0.33708948,0.22606088,0.27544597,0.16039251
0.037519906,0.0151544735,0.02227855,0.048263848
0.08947188,0.10796811,0.06972019,0.07255644
0.06595588,0.07074434,0.023086166,0.032088835
0.20007375,0.23870423,0.19058652,0.095274754
0.33569986,0.29103008,0.23837896,0.18465294
