N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_AFP_PDR_AFP,Effort
0.0046812193,0.001959902,-0.00018816798,0.001404983,0.00013424363,0.0052439016,0.0027214508
0.0062478026,0.0017394805,-0.00019908028,0.0009679991,5.30564e-05,0.0072471304,0.0046792817
0.02518,0.00906847,0.0045115664,0.008655241,0.00080687704,0.022462752,0.023162821
0.012990687,0.0036451702,0.001421005,0.003572647,0.00020859315,0.01237509,0.010433053
0.010271993,0.004579828,0.0019179869,0.0042962385,3.5821868e-05,0.009415716,0.0066380086
0.0027489099,0.0021940398,-0.0006661687,0.00023049006,4.9190654e-05,0.004899505,0.0018959823
0.009349853,0.0030216125,0.00020084152,0.001640843,0.00028766989,0.009850017,0.0073340926
0.006805488,0.0017065969,0.00055604527,0.0022157237,-3.231573e-05,0.0062091867,0.003419081
0.053567477,0.016519962,0.009286185,0.016044635,0.0014390593,0.053254858,0.05031546
0.0031488389,0.002255543,-0.0007773317,-0.00017761387,0.00013181946,0.004868157,0.0020893193
0.017337447,0.0073888013,0.0036455884,0.006383614,0.00043816352,0.015972052,0.014947889
0.01968136,0.003771295,0.0022982033,0.004402428,-0.000100929756,0.019574609,0.015695212
0.004864846,0.001413956,-0.0006857888,0.00034127533,0.00016588526,0.0058184555,0.0044252547
0.08501321,0.033049792,0.01936921,0.031753913,0.0021738838,0.08927022,0.084351495
0.0055880286,0.0012668644,-0.00034122565,0.0018100408,-0.00010104128,0.008262902,0.0053243833
0.020197593,0.0050077047,0.002572384,0.005172413,0.00012758514,0.02061075,0.018415298
0.024474952,0.002623177,0.00084285386,0.0012478104,0.0008100086,0.023808446,0.021179765
0.012552968,0.0028676863,0.00022974139,0.0016314266,0.00038761145,0.013505664,0.00925203
0.0121984435,0.004936465,0.0014636467,0.003948713,0.00013067992,0.01196238,0.009121384
0.0018164832,0.005419897,-0.00034676725,0.00041595515,0.0007417406,0.0047883526,0.0036763595
0.011354229,0.00267194,0.0006707343,0.0025383905,0.00017312908,0.0118597895,0.009275095
0.025774892,0.0096265245,0.0056389184,0.010149352,0.0002566827,0.022893142,0.01760824
0.008658249,0.0033699672,0.0011543512,0.0032585654,5.8959587e-05,0.0073867044,0.0043750503
0.005982482,0.002447407,-0.00013453707,0.0011019328,0.00018465635,0.007972373,0.004859145
0.029917533,0.008894045,0.0047333986,0.008378352,0.0003733138,0.028137388,0.025117235
0.0061359704,0.0034737375,0.0008063506,0.0026958575,0.00012168294,0.0072629065,0.0060350564
0.039647125,0.002538664,0.0016218364,0.0021557661,0.0016550202,0.03777858,0.032754328
0.006339631,0.00058500166,-0.00058653625,0.0005936277,4.6682137e-05,0.007283974,0.0038537239
0.005421695,0.002275795,-0.00019196824,0.0019891593,0.00015598,0.0076459744,0.003697696
0.016792575,0.0038355973,0.0019180236,0.004003866,4.14619e-05,0.016312333,0.012066271
0.004204097,0.0028467572,-0.00021481376,0.001215469,0.00018527819,0.0061288164,0.0069222143
0.008385288,0.0017303929,-0.00010082648,0.001038918,0.00015992572,0.008773402,0.00610699
0.091062695,0.021755368,0.013984958,0.021412514,0.0021498827,0.08492091,0.080504134
0.010007885,0.0036661706,0.0013378671,0.0034536438,-1.7871207e-05,0.010823767,0.009762489
0.019589555,0.00064168684,0.00042067096,-4.3746375e-05,0.00050239335,0.021448774,0.019864738
0.007881569,0.0022457947,8.8352564e-05,0.0019149987,0.000112510985,0.008870248,0.005283877
0.0055995663,0.0028598926,-0.0005827225,0.00014812767,0.00048319425,0.006745062,0.0048512975
0.0037810355,0.0018423458,-0.0006758273,0.00020567223,0.00012114929,0.0051265913,0.0027690837
0.0069460156,0.0012592627,-0.00039794407,0.0012190458,-0.000115566305,0.007184936,0.0036913024
0.0060915174,0.0022140297,0.0003298498,0.0019785247,7.2769064e-05,0.006819118,0.0038451257
0.010308732,0.0056791697,0.0013055651,0.00328007,0.00020673272,0.010504451,0.0072294325
0.00753644,0.0011098445,-0.00032276614,0.00076930213,5.715032e-05,0.008466708,0.005521155
0.008465649,0.002196226,-0.00026865536,0.0009182999,0.0003895237,0.008406051,0.006110087
0.014927991,0.004310929,0.0012241983,0.0027916047,0.00023846573,0.01554819,0.012841981
0.013384389,0.0039060765,0.0013573557,0.0033556414,0.00014589628,0.013468291,0.012024831
0.0253008,0.0042906674,0.0030670047,0.0055019073,3.1083473e-05,0.025688874,0.021294363
0.09942441,0.041099887,0.026892789,0.040459268,0.002478531,0.102952406,0.096106514
0.0037132986,0.0016238836,-0.0009310564,-0.00031446962,0.00015889434,0.0051439297,0.00415209
0.009361349,0.0027298096,0.00041937444,0.0023365645,0.00015093741,0.010516405,0.0069415933
0.018618401,0.0069309026,0.0031748954,0.0064211953,0.0003977368,0.019085627,0.016603444
0.018395845,0.004940969,0.0027873572,0.0051272097,0.00010731269,0.016151702,0.014107877
0.010949016,0.0027471778,0.0006010965,0.0024066316,0.00024952547,0.012637053,0.011901129
0.014102388,0.0037410466,0.001483611,0.0032673508,-5.2305404e-07,0.012830913,0.008800366
0.013746275,0.002739616,0.0007978227,0.0025131002,0.00015461649,0.013924508,0.011106206
0.020285014,0.0036154108,0.0013448272,0.0028771032,0.0004882455,0.020395592,0.016375318
0.024314126,0.008842894,0.004286853,0.0072465297,0.00022889604,0.019305868,0.01602507
0.012468612,0.0047547417,0.0011844839,0.0032781935,0.00052124413,0.011898829,0.013452837
0.012072036,0.004560694,-0.0010080423,0.0014244027,0.0008259115,0.011450166,0.008469192
0.0068261474,0.0018966256,0.000655915,0.002415892,-2.8992305e-05,0.0058539044,0.0018807617
0.012912191,0.0012059149,-0.0006904918,-0.0002557623,0.0006502337,0.012040196,0.008422763
0.00685885,0.0011060569,-0.00054984505,0.0005701806,0.00012361316,0.0075888094,0.0043007475
0.0055272486,0.0034342145,0.00037178106,0.0019522419,0.00025750307,0.0056296713,0.007082735
0.005379844,0.0013908127,-0.00052728044,0.0005505547,6.639736e-05,0.0065508396,0.003595991
0.011646524,0.0021461404,0.0011533968,0.0026209727,-0.0001119395,0.010913282,0.007257218
0.0057469453,0.0029334414,-0.00014778039,0.001292761,0.0002397914,0.0064738425,0.00454434
0.006727731,0.0018933935,-0.00074938737,0.0013869102,3.615918e-05,0.0074774534,0.0065566027
0.011455702,0.0038972113,0.00090331136,0.0032334698,0.0003360894,0.011862138,0.009325366
0.021175832,0.0028157143,0.0015786901,0.0037043025,0.00040594593,0.021498756,0.017568428
0.0125168655,0.003848682,0.0008871113,0.0028421176,0.0004300184,0.012000766,0.01114383
0.011890474,0.002551013,0.0007247892,0.0025213237,6.887788e-05,0.012771234,0.008742284
0.0023663845,0.0021473428,-0.0011903646,-0.0009789777,0.0003460549,0.0039143283,0.0016647354
0.020000968,0.0028144123,0.0008713818,0.0022885732,0.00055383623,0.019662745,0.015091428
0.027237142,0.0040721977,-0.00014332154,0.00021777535,0.0017911488,0.024350032,0.022410132
0.011179747,0.0011682741,-0.0007560939,4.7051522e-05,0.00067031744,0.01148225,0.007995392
0.0043591633,0.002486027,-0.0006860133,0.00027874782,0.00029346772,0.0054751174,0.002965074
0.013194402,0.006378808,0.0022686669,0.004715276,0.00024343556,0.0119092055,0.009677388
0.020716716,0.004557263,0.0014679233,0.0038568857,0.00062298484,0.022030018,0.018979812
0.0072872997,0.0019499629,-5.8391364e-05,0.0015603872,0.00018777035,0.0064381235,0.0029033949
-0.00068552233,0.00024477975,-0.0015767806,-0.0010609545,4.4484215e-05,0.0014726454,0.0007563159
0.007163529,0.003399845,0.0011110671,0.0025415963,-2.4966488e-05,0.005681975,0.0047847154
0.03458119,0.0045677526,0.0030992886,0.005186007,0.00065591326,0.032407828,0.025424253
0.042619143,0.004735288,0.003850434,0.006290147,0.00093140744,0.04032954,0.030648125
0.007703213,0.0033052599,0.0014874904,0.0034328208,-1.4420948e-06,0.0047813985,0.0012891651
0.03118343,0.0035929566,0.0026947367,0.004537333,0.00043492124,0.030051827,0.023302928
0.0071759955,0.0010369453,-0.00044483203,0.0007102404,8.609658e-05,0.007985974,0.004675502
0.009820069,0.005545317,0.0009972516,0.0035475339,0.00063388294,0.01076964,0.012977899
0.023002047,0.004905695,0.0026583471,0.0052127237,0.0001289536,0.023259398,0.020133136
0.0033044764,0.0010724242,-0.00097448094,0.001305534,-2.0044507e-05,0.006090704,0.0022201352
0.020690177,0.006476177,0.0028715385,0.0062801777,0.00047854776,0.020889591,0.019072367
0.010422366,0.0025572039,0.00022291733,0.0016226473,0.00033142813,0.011844954,0.010322052
0.0076784706,0.0012978509,-0.00031290285,0.0008483079,0.00016140594,0.008857825,0.005252475
0.029944394,0.0060352366,0.0020698495,0.0045774216,0.0011163026,0.029608188,0.026549293
0.061083525,0.013167308,0.007957138,0.012731741,0.0016411328,0.05800902,0.05360786
0.0050017606,0.0031633896,-5.6796576e-05,0.0018404676,0.00023672864,0.007386729,0.006806232
0.008232909,0.0039054968,0.00056335947,0.0025905487,0.00024705147,0.008954912,0.008049246
0.014982966,0.005061727,0.0015170682,0.0037091402,0.00046651321,0.014641793,0.014009962
0.0034327786,0.0038973892,0.0001223516,0.0015713195,0.00013204309,0.005006063,0.00455432
0.0030876584,0.0014417481,-0.00072554767,-0.00010286196,-9.057927e-06,0.004997636,0.0023700465
0.008937642,0.001176805,-0.00057591085,0.00050485064,0.000347479,0.009548321,0.0059652617
0.0057754614,0.0020865,-0.00046678743,0.00063024316,0.00023836555,0.006504662,0.0042019086
0.018533234,0.0023026068,0.0011916098,0.0023206798,0.0002484661,0.021032754,0.018178163
-0.002354634,0.0020231593,-0.0019595134,0.0008695292,-4.242704e-05,0.0008420143,-0.0020655477
0.0052115265,0.003344354,0.0003122199,0.003545054,0.00017515721,0.009249313,0.005136094
0.01482747,0.004156489,0.0015366811,0.0035732777,0.00015386764,0.014844026,0.012459695
0.0070866514,0.00048648566,-0.0012217425,0.00025207334,0.00015233178,0.008876407,0.006370209
0.033829927,0.0031664392,0.000966851,0.0016151019,0.0016749854,0.031243425,0.026510486
0.044119813,0.011263754,0.0057147644,0.009290762,0.0014556745,0.045274243,0.041818622
0.02797691,0.0050888965,0.0024624276,0.0051896116,0.000799824,0.028046718,0.024594137
0.004123068,0.0033574023,2.8364913e-05,0.0013308923,0.00023110094,0.005832186,0.005947209
0.008066755,0.0027425701,-0.00024323228,0.000771589,0.00039757031,0.00783095,0.0057359952
0.009165747,0.0020417788,2.0917621e-05,0.00023091427,-7.438497e-05,0.011148208,0.007521543
0.055424124,0.02391924,0.01923889,0.026062012,0.0007619128,0.05471807,0.047818378
0.015322583,0.0033707547,0.00095313956,0.0026504768,0.00022046705,0.015611091,0.013164902
0.012427181,0.0037489317,0.0008283125,0.0025095246,0.00024490937,0.013018553,0.011491558
0.0051656608,0.002035502,-0.0010491344,-0.0005815324,0.0005500831,0.005610863,0.003606806
0.044707768,0.0065945033,0.0041827816,0.0065776818,0.0011515503,0.040752858,0.03422504
0.041819077,0.006689001,0.0046562585,0.0078098555,0.00085130474,0.039671853,0.033461265
0.011489887,0.0042176936,0.00085587933,0.0026724006,0.0002746454,0.0120669585,0.009757424
0.016155422,0.0033924489,0.0012094794,0.0037571397,0.00031140342,0.01754646,0.015752483
0.0053575784,0.004135672,-0.0004261849,0.00094589515,0.00064616895,0.005982067,0.0041360855
0.003023895,0.0014313315,-0.0005329605,0.00022793759,-0.00014876766,0.005735166,0.0024319487
0.008385407,0.0018406406,-0.00016912211,0.0011311421,0.00014403963,0.009267554,0.0064977165
0.013728203,0.0028746796,0.00093578163,0.0027431808,7.645984e-05,0.013933814,0.009736
0.01056613,0.0030796037,0.00048162014,0.0023110476,0.0002594755,0.011124582,0.008800131
0.0087351175,0.0017642281,-0.00019634156,0.0011620643,0.00015701522,0.009469042,0.0068348628
0.00571165,-0.00020324788,-0.0008363771,-0.0004502957,-0.00015250646,0.0073102447,0.0031615114
0.0050797816,0.0042400835,0.0017622507,0.0042282487,-0.00016382459,0.0012505176,-0.0014224742
0.0036888202,0.0007242481,8.711169e-06,0.0012942532,-0.00010429049,0.0024637086,-0.0010839384
0.016727071,0.004174427,0.0017100425,0.0044528367,0.00025288062,0.017872699,0.01377007
0.0040217335,0.002125122,-0.000635709,0.0004099361,0.00018991361,0.0061444645,0.0061632455
0.015992265,0.0055681337,0.0026048624,0.0052569383,0.00014367478,0.01350729,0.010388151
0.006970021,0.0023324133,-0.0002078958,0.0012907159,0.00018408784,0.0087303445,0.0043936986
0.017636202,0.0009420167,-0.0001912304,0.00021095475,0.0005120775,0.016492238,0.010705916
0.001114469,0.0025396862,0.0003153421,0.0014835473,-0.00010452303,-0.00026988424,-0.0019433117
0.008192034,0.0016643156,-0.00036449684,0.0009809604,0.0003734019,0.009809591,0.0062616114
0.01057952,0.0020115108,0.00022038573,0.0017385808,0.00010772614,0.011795263,0.007883526
0.033635654,0.012969757,0.0060617006,0.011674477,0.0013045016,0.034665816,0.033516183
0.009587819,0.0018153109,-0.00052529306,0.00081322994,0.00047960307,0.009865593,0.0059815412
0.0039293943,0.0016235672,-0.000773064,0.0015115035,0.00021413527,0.0067158355,0.0035137637
0.027315656,0.012211048,0.00682453,0.011873532,0.00047017762,0.021596799,0.017816663
0.0070362343,0.0032192261,0.00019084537,0.0019042434,0.00027542253,0.008481397,0.008460348
0.008106435,0.0049522007,0.001092495,0.003165796,0.00015193067,0.008969033,0.006358631
0.0070905536,0.0015136707,-0.00081066746,-0.00052716275,0.00025437138,0.008282717,0.0046413196
0.0041368157,0.0020889628,-0.00036430795,0.0005200412,-3.560382e-05,0.006766142,0.0051473044
0.0066521554,0.0020306392,-0.0010995732,-0.00022581738,0.00066117663,0.0068331384,0.004224616
0.03867075,0.015113434,0.009306753,0.015945278,0.0005557961,0.032354392,0.025345836
0.02023699,0.0057568485,0.0035043135,0.0056597106,-0.00021726324,0.017787319,0.014261508
0.0011984212,0.0013816303,-0.00023807031,0.0023490638,-0.00026261382,0.0034565423,0.000818572
0.011306242,0.0028663513,4.8535156e-05,0.0018625432,0.00025235862,0.010481066,0.007198573
0.028299266,0.009228726,0.00618474,0.01069413,0.000193919,0.027155034,0.022580601
0.009569103,0.0021469288,-0.00016647392,0.0019390753,0.00024059875,0.010748008,0.0068815188
0.030170128,0.010981619,0.006682523,0.011917001,0.00046427967,0.026129782,0.022038326
0.00057719834,0.001331283,-0.0012861922,-0.0005276807,0.00016286888,0.002325965,0.0024206378
0.013198535,0.004192586,0.0013534345,0.0035564026,0.00015602098,0.013013467,0.009691537
0.008148713,0.0022693814,0.00030813104,0.0018116159,0.00014527637,0.0075622634,0.005075832
0.0017491588,0.0034137715,-8.430958e-06,0.0027952567,8.586218e-05,0.005120026,0.0029513258
0.037093215,0.0096026,0.0039152587,0.0077465433,0.001451099,0.03670664,0.033815634
0.01021745,0.0026286708,0.0009960374,0.0026972003,7.688452e-05,0.0091950875,0.0066980766
0.006309701,0.001868047,-0.0004535463,0.0005847614,0.00019987643,0.0071147312,0.0055138515
0.004370216,0.002738469,0.00049096247,0.0022292659,7.0161244e-05,0.0038198289,0.0016467441
0.0100864535,0.0032109853,0.0004196366,0.0021597145,0.00030554418,0.01044929,0.007998745
0.0076460103,0.0006868206,-0.00044067873,0.00063219585,3.0774798e-05,0.008510357,0.0050410163
0.022637948,0.008277331,0.0043720845,0.006920147,0.00025845837,0.016420513,0.012680032
0.00671354,0.0011394504,-0.00055344857,0.0005821718,0.00012996217,0.007434062,0.004147281
0.018417817,0.004474704,0.0015309,0.0037485948,0.00032398023,0.018932898,0.014873238
0.0065412754,0.0025858085,0.00052502874,0.0029929676,-0.000105908024,0.008999364,0.0057982197
0.026831571,0.0050199907,0.0023461834,0.0047863927,0.0008998421,0.025831796,0.02358689
0.012918945,0.0026111405,0.000948279,0.002687034,2.3279397e-05,0.013644934,0.009617553
0.010581162,0.002429345,0.00045472238,0.0022037488,0.00012545538,0.011095312,0.008463194
0.005023093,0.00202705,-0.0008971792,0.00064758514,-3.2405893e-05,0.0048168562,0.0023316946
0.011452219,0.0029608456,0.0005809789,0.0026704988,0.00030913478,0.012921397,0.009856953
0.00404233,0.0014940894,-0.00097232446,-0.000258143,0.0001365153,0.005391631,0.0019569467
0.1649707,0.08586815,0.063720934,0.08900103,0.005050803,0.17357203,0.15749364
0.010878374,0.0027427657,0.0009528342,0.0026856854,-9.854906e-06,0.0103584835,0.0072250613
0.008229755,0.0054653194,0.0010523443,0.0036170525,0.00010978861,0.008118151,0.0053376923
0.012708943,0.0061644455,0.0019695817,0.00457727,0.00031860854,0.012299227,0.011580687
0.011200852,0.0025035033,0.00036513212,0.0029190313,0.00026982516,0.013399509,0.00919484
0.03169567,0.0012945128,0.00083426316,0.0015569152,0.0009852052,0.029394822,0.023556242
0.011335815,0.0035613386,0.0009444724,0.00304304,0.00027818774,0.01115423,0.008415229
0.012167076,0.0030801103,0.0008685992,0.0026087563,9.7518496e-05,0.0114797605,0.007924422
0.001298436,0.0019331679,-0.0009557538,-8.186867e-05,0.00019861554,0.0020710165,0.0023835716
0.004885598,0.0033824297,-0.0005525281,0.00015062629,0.00058207696,0.0064102947,0.004731574
0.020470805,0.00573821,0.0027630997,0.0056355223,0.0002713852,0.020343268,0.018429935
0.02185893,0.007651943,0.0034558298,0.0067060324,0.000560864,0.021997966,0.019089337
0.0045087594,0.001386463,-0.00035659282,0.0008268963,4.562619e-05,0.004596914,0.0016105263
0.014834026,0.007034883,0.003447726,0.0065446356,0.00026740186,0.013261646,0.011719348
0.0068253614,0.0015564347,-0.00028658257,0.00023117528,-1.20071345e-05,0.008243178,0.0052586584
0.012549122,0.002659316,0.0003975425,0.0020999345,0.0004096456,0.013110638,0.010202121
0.02020998,0.002827749,0.00025793872,0.00091208995,0.000978748,0.018516514,0.01539606
0.013319944,0.002723444,-0.00032794423,0.0010511753,0.000937811,0.014523681,0.01084406
0.013047978,0.0026207108,0.00093803473,0.0031615684,0.00025807263,0.014370374,0.009261947
0.005398642,0.0024186934,-0.000506594,0.00015757064,0.00025422464,0.0063058725,0.0061568073
0.011289086,0.0023066436,0.0007337595,0.0025522818,0.00020551216,0.0110228155,0.0067698765
0.018374326,0.0023661593,0.0004964423,0.0019387954,0.00040780404,0.01733244,0.013086624
0.01032929,0.0054472275,0.0021813237,0.0045718704,5.6350487e-05,0.008081418,0.005216118
0.014830055,0.0029426042,0.0013934226,0.003498719,-2.9473274e-05,0.016361669,0.011778022
0.002633267,0.0026742409,-0.00011491323,0.0020282066,-1.8647464e-05,0.004881565,0.0016714744
0.0028606732,0.0007647106,-0.0010437157,-0.00046044175,1.7150538e-05,0.0043054894,0.0021817484
0.024541866,0.003519253,0.0018883308,0.003959505,0.0005150838,0.024315607,0.019409616
0.010665966,0.0031389606,0.00046045717,0.002221399,0.00021511997,0.013167371,0.0118420515
0.0083526075,0.0023189404,0.00034619018,0.002089604,-5.779555e-06,0.008675067,0.004887656
0.0061678914,0.0020545803,-0.00028254575,0.00035323476,4.0964398e-05,0.0076018027,0.0052454066
0.015309513,0.0045347456,0.001871144,0.0038350453,0.00011677155,0.013739113,0.010986468
0.015313417,0.0050274143,0.0023324736,0.005107101,-1.5323982e-05,0.0151201235,0.009970965
0.018225804,0.008389779,0.0037394378,0.0075881006,0.0005811186,0.01798002,0.015844729
0.016581692,0.001915659,0.0005388534,0.0019923116,0.00035958388,0.015527684,0.011382024
0.011471034,0.0033188898,0.0006193579,0.0019896799,0.0002616766,0.012108433,0.0106044505
0.023567412,0.003037067,0.001513658,0.0035619321,0.0005544899,0.023417134,0.01782328
0.012027873,0.005571137,0.0027330096,0.0053968723,-4.0540355e-05,0.010164413,0.007028342
0.00921996,0.0025505705,0.00045536476,0.0022337756,-4.1225692e-05,0.011536469,0.0070027057
0.005861166,0.001300714,-0.0007017319,0.00028493232,0.00014724082,0.006438351,0.0034269113
0.014183903,0.0057333345,0.0018607352,0.004192265,0.00028445048,0.014126306,0.012681335
0.021030039,0.005645413,0.0031077159,0.0060979486,0.0001742104,0.020892173,0.01833296
0.012798648,0.0040740315,0.002899002,0.0047620796,-0.00022922282,0.010336208,0.00600765
0.015340613,0.002146765,0.00022750764,0.001383348,0.0005078685,0.015033827,0.010242265
0.0023074034,0.0020758875,-0.0007077508,0.001575307,-5.673169e-05,0.001992453,-0.0007431712
0.012520851,0.0044383192,0.0006294907,0.001601153,0.0005697367,0.0131985,0.01089221
0.037722774,0.00487529,0.0022402117,0.004364802,0.001362848,0.0364535,0.030695492
0.019276287,0.0035565218,0.0016699927,0.0033653588,0.00017390802,0.020036152,0.015747214
0.009383842,0.0010764047,-0.0007668233,-0.00041301764,0.00055123353,0.009596208,0.006898462
0.004649474,0.0018143819,-0.0006006822,0.00031974146,0.000108925626,0.0058969455,0.0031287898
0.0145911295,0.00481819,0.001929976,0.0043672277,0.00017447356,0.01336608,0.011000849
0.010629926,0.0033276624,0.00049123605,0.002357975,0.00031771814,0.011417882,0.009981623
0.026670601,0.010714152,0.0043054055,0.008422633,0.0005359483,0.025247857,0.023425572
0.02283654,0.0010626446,0.0005897065,0.0011487262,0.00075418246,0.024279958,0.018826623
0.006738375,0.0026183121,-2.9345989e-05,0.0017060789,0.00016279629,0.008317044,0.005572256
0.008189595,0.0019673028,-0.00022225246,0.0016897406,0.00023177918,0.009825052,0.0063092937
0.094323695,0.033277523,0.020513633,0.033055276,0.002082304,0.08638158,0.084314674
0.011815635,0.0014541748,-0.0004601103,0.00058699574,0.00035808876,0.011736641,0.009090323
0.03948463,0.016428916,0.009531836,0.016396394,0.00092438655,0.035497144,0.029645829
0.055425867,0.02560754,0.015207739,0.025876503,0.0018843828,0.049197532,0.045152698
0.015856013,0.0033128054,0.0016716947,0.0038840554,1.0347343e-05,0.017052522,0.012816224
0.00025472697,0.0003644349,-0.0012886883,-0.0006464908,6.0248072e-05,0.0012232196,-0.00044370862
0.024688521,0.0069643976,0.0035577356,0.0067940694,0.00026870723,0.024460496,0.021402532
0.0059084836,0.0017649736,0.00017712548,0.0016009642,6.9960544e-05,0.005203359,0.0020364611
0.032752156,0.01173096,0.0056706658,0.00975829,0.0004848024,0.029410036,0.025863918
0.01765478,0.006100232,0.002702613,0.0051188045,0.000100204314,0.015553358,0.011198182
0.1458226,0.07437757,0.06292763,0.0808036,0.0027464898,0.14705808,0.12591985
0.03445439,0.0036841657,0.00064777426,0.00092285546,0.00203877,0.03213652,0.02904409
0.017008455,0.0062185135,0.0034175043,0.0064090905,0.00012604962,0.014572648,0.011282193
0.010969728,0.0035426293,0.00034733402,0.002558557,0.00021716522,0.01256631,0.0082942
-0.0002036104,0.0012337482,-0.001358735,-0.00077769574,0.000120991026,0.0021638647,0.0022505769
0.057291962,0.01539062,0.00917192,0.014738941,0.0010933063,0.05374296,0.052021954
0.02032553,0.003011944,0.0013486322,0.003038199,0.0004005871,0.019384474,0.014727486
0.027870318,0.00450777,0.0019521759,0.0037979425,0.00046081503,0.02661317,0.024213588
0.008708368,0.001961212,-0.0001260611,0.0008425002,8.803728e-05,0.009945651,0.007255202
0.027654668,0.00502617,0.001798697,0.0037762623,0.0013054629,0.027401593,0.025041964
0.028939098,0.0014783151,-0.0005684145,-0.0012531877,0.0017417072,0.025686113,0.021132112
0.0077017015,0.001831338,-0.00046922138,0.002445202,0.00036360347,0.011969833,0.0076096747
0.0057610706,0.002504926,0.00014776821,0.001409528,6.1611645e-05,0.005760995,0.004645861
0.03352165,0.010591012,0.0061568627,0.011293542,0.0007029318,0.03290648,0.028551543
0.043085124,0.007995589,0.004410429,0.008056443,0.0013935432,0.041807793,0.040118318
0.0052704317,0.001632035,-0.00079555844,0.0007828739,0.00016538135,0.005912325,0.0027590394
0.042632636,0.011793993,0.007696002,0.012250541,0.00037087232,0.038160354,0.03621619
0.009486964,0.000848043,0.00017313992,0.0019362357,-4.5286084e-05,0.0115995,0.006940952
0.009665141,0.0023577374,0.0004962744,0.002074709,9.4414514e-05,0.008812709,0.004926425
0.005213882,0.0014996303,-0.00084991107,6.4926455e-05,0.00020490936,0.006003164,0.0028640185
0.021141488,0.0104019055,0.005799996,0.01034965,0.00028160698,0.017097635,0.013835302
0.003648873,0.004463678,0.00063378806,0.0025328693,0.00015905796,0.0049868217,0.005345339
0.010089375,0.0026332752,0.0006570524,0.0023861066,1.2499571e-05,0.010559384,0.008121241
0.0024152156,0.0035868098,0.00051735033,0.0020833071,9.038526e-05,0.0009727208,0.0012779632
0.0071683847,0.0019063654,-0.00022051217,0.0006475508,5.947193e-05,0.008731626,0.007288123
0.006629437,0.0017876059,-0.0006776865,0.0009636317,0.00028164068,0.0073793465,0.004297004
0.0050123725,0.0018894135,-0.00025764154,0.00095177145,0.00015409075,0.005567,0.005165385
0.016471954,0.0068988306,0.0029296218,0.0062385695,0.0004518309,0.015954418,0.015368755
0.005421499,0.004012664,5.4063043e-05,0.001753424,0.00038437918,0.0077549783,0.004764402
0.057700373,0.013355829,0.0064909114,0.01159899,0.002108654,0.05842135,0.053488337
0.012638285,0.0021506136,0.0003078605,0.0017858814,0.00017767755,0.01272293,0.009272619
0.017412063,0.0043978,0.002203409,0.004573722,8.45741e-05,0.016693134,0.012004929
0.01509626,0.0036410948,0.0015065185,0.00417563,0.0004110504,0.015454292,0.0102840625
0.013565457,0.002346683,0.00057318475,0.0017717117,0.00013439398,0.014108086,0.009656544
0.0044598333,0.0016399317,-0.00090547657,-0.00044330262,0.00020877464,0.0056275595,0.0029580472
0.007674838,0.0026020405,0.00032531482,0.0027245292,5.6071847e-05,0.007379965,0.0041520367
0.009422566,0.0013715217,-0.00053125044,0.00042834072,0.0004448162,0.0100459885,0.0064215297
0.0055542653,0.0020741432,-0.000119138844,0.0012986147,0.00020904985,0.0050485637,0.0026558274
0.008979925,0.0026154772,0.00018825699,0.0016477713,0.00012093299,0.011127063,0.0072020832
0.020328335,0.008056504,0.0039572064,0.006727175,-4.9768714e-05,0.016678201,0.010860919
