TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Generated_Var_2,Effort
0.32222897,0.48075393,0.59001774,0.10238244,0.61139333,0.21110524,0.570246,0.95438486,0.17619365,0.63784444,0.20107979
-0.038829327,0.8025446,0.46309808,0.16892354,0.120127454,0.059088096,0.3919584,0.72906953,0.15538411,0.82885355,0.17901638
0.67642295,0.8927982,0.5275607,0.13613999,0.20046365,0.093498796,0.3590527,0.92716044,-0.015470971,0.5906543,0.15271166
0.17248484,0.18997075,-0.04453134,0.2322893,0.16730003,0.124827445,0.5641563,0.91699874,0.2622284,0.9550108,0.18365875
0.38950938,0.87497735,0.32413632,0.14865305,0.10337615,0.058473013,0.33579844,0.9213744,0.03596067,0.77142084,0.15970194
0.017916977,0.29854003,0.38368496,0.20913632,0.17619258,0.12509793,0.41997817,0.9252131,0.23922256,0.7646834,0.15424426
0.22155932,0.26887423,0.051543023,0.13750404,0.11527506,0.042751614,0.36888087,0.60859215,0.19341996,1.0289282,0.14428973
0.8934251,0.44538227,0.8611369,0.31690276,0.27430323,0.21958429,0.67449284,1.0990857,0.022605024,0.11439049,0.4659035
0.23479488,1.0397636,0.44664606,0.24645357,0.15088694,0.13792738,0.5522127,1.067185,0.05765968,0.6208981,0.2592728
0.45857024,0.9420893,0.6206831,0.19035088,0.39484438,0.17003503,0.119756244,0.5663748,0.04215096,0.8484582,0.15424536
0.68179786,1.0020467,0.2195195,0.1102407,0.14160122,0.054754652,0.2899725,1.0521616,0.023375075,0.69950867,0.12963912
0.5155269,0.83960736,0.5392319,0.23157673,0.35324168,0.23669524,0.6992933,0.55159247,0.111556776,0.5036726,0.2414788
0.7466334,1.0571113,0.57140607,0.26112595,0.45340398,0.2756748,0.7457975,0.9602083,0.027906468,0.4706982,0.38161543
-0.012018099,0.9423105,0.68274146,0.280498,0.13016844,0.15995613,0.48753184,0.91046375,0.17173824,0.649286,0.23751247
0.056865193,0.48522073,0.63744545,0.2617377,0.22194871,0.1790756,0.4680339,1.0832609,0.2084649,0.5180586,0.23695308
0.71369916,0.9597033,0.531819,0.26398835,0.42539656,0.28722513,0.7055929,0.81956434,0.05779468,0.45986614,0.29562727
0.5477398,0.2648169,0.7159324,0.43104112,0.14871646,0.2464592,0.545182,1.1686392,0.09684149,0.2720465,0.42723614
-0.0049366057,1.2112218,0.5462293,0.2432789,0.18779624,0.12041709,0.6233835,0.89324784,0.16687344,0.788281,0.24872679
0.7335271,0.33240628,0.5459372,0.13842894,0.5002537,0.20014961,0.615201,0.9185692,0.06102988,0.48093012,0.18878207
0.42099017,0.3530092,0.16051751,0.37844867,0.2244072,0.23066,0.63223684,1.1358153,0.12477698,0.6384509,0.385596
0.63504755,0.90388936,0.616224,0.1547356,0.97506315,0.37544584,0.34875223,0.731349,0.10103288,0.80885977,0.37585372
0.024864115,0.30097276,0.52629566,0.28231663,0.19113044,0.1797207,0.42654064,1.0265937,0.25207403,0.6038873,0.17261934
0.71543545,0.3696667,0.48016667,0.19723804,0.4814108,0.22766216,0.6778733,1.023712,0.05138177,0.44226608,0.28805465
0.5246057,0.18080589,0.6121186,0.1983039,0.203362,0.14216688,0.5149829,0.8976406,0.116852075,0.46151322,0.12498966
0.58896416,0.3432949,0.7722996,0.28297886,0.19288072,0.18970913,0.5949573,1.0000892,0.07063501,0.25256753,0.3218035
0.75694126,0.9882154,0.44483703,0.18702863,0.3934917,0.20446576,0.74158204,1.0021788,0.006162581,0.4373887,0.36707982
0.666471,0.8925908,0.45821735,0.08982739,0.17772478,0.058432728,0.26010972,0.99863327,-0.017641189,0.5844782,0.106776536
0.7090222,0.99396473,0.43660092,0.1592108,0.2901466,0.13495849,0.39292106,0.97394717,-0.004742951,0.59630996,0.22619286
0.7711928,0.928568,0.4443177,0.12581939,0.1856577,0.07068507,0.27987552,1.0819218,0.08059058,0.56157804,0.089279935
0.13247837,0.44903085,0.62726384,0.04530338,0.5352689,0.1548807,0.5154892,0.92370296,0.22413325,0.6505487,0.1276673
