PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,Effort
0.8295229476838998,0.3663272181797054,0.2428343932303806,0.3167202526600384,0.16369522352107105,0.7543464232978384,0.21628310128939482,0.26391716066612314,0.44310136891519436,0.1367183206945818
0.844547752515205,0.2755659959809903,0.4190391415490716,0.2849512788937961,0.23355050049451606,0.6524521822362,0.20033823429912936,0.673636576793304,0.4609335047633321,0.075539436568121
0.8570506572503244,0.2545399074940527,0.33616237534627147,0.19504260825889053,0.20612377732523113,0.6182447117870248,0.17979495732550066,0.5902421548184495,0.40175364470438063,0.0117595340147268
0.8797733615853098,0.2463476738954991,0.40180284065596433,0.3026147644863728,0.23167979588689894,0.6087453997313107,0.1744961185411747,0.5504347504651921,0.5454923156978344,0.0588343041359856
0.7829718655992682,0.24712406399034956,0.42263698810464634,0.22123690164389775,0.21751209306489966,0.6492162171886267,0.19515933488922457,0.5212101780580559,0.5560331826873969,0.0543649485291424
0.8829326387966226,0.2436243227218357,0.4269448172951392,0.29023785035297417,0.22701682831531828,0.6120108071047733,0.17741303354347976,0.5432254068960048,0.5275545207686134,0.0239403597464922
0.8850521241888768,0.26690375940847816,0.4632108441625098,0.2955419270724314,0.2280430140834402,0.61696569173286,0.17873477556899983,0.5590845847045061,0.523343421225794,0.0289592262886031
0.8726051932956508,0.22932520898399508,0.38109616904175275,0.28080060025572906,0.21949850698754061,0.632761883552825,0.18295806313810306,0.5879566902892898,0.529586278859631,0.0207348792907645
0.8583532617119831,0.23032899693473716,0.39779456206347247,0.27043650587863766,0.22066277891690936,0.6259093195992511,0.18167649600797814,0.5567572763521221,0.5370450390860644,0.0222918269406894
0.9700874129979986,0.4714508773487525,0.796476967307352,0.38102316437272865,0.25717736689083637,0.6050756787921484,0.1773933524192577,0.54969143601525,0.5358459916681896,0.0612887863135143
0.856349663697219,0.30671124463059485,0.4499506297851226,0.31933055716793285,0.22008469260021843,0.6245595502476643,0.18272730586592434,0.6076640474640492,0.6178616144132532,0.1863574751804227
0.8952151410043844,0.2919598318160045,0.5087106119918761,0.3067153519362486,0.2286179357339442,0.6176892442169969,0.18109108247380662,0.5712989416435862,0.5254758526845031,0.030735978312635
0.8590913474512376,0.25381613710460404,0.4011623970901134,0.2772463340339937,0.22430187260725024,0.6416183347580111,0.1835154474066674,0.5703533646189693,0.5567082765317091,0.0478807194929845
0.8017761646706512,0.2844214972927963,0.4795764231001734,0.2416873458312146,0.20145530428517672,0.6743769804879488,0.20751844839208936,0.7381439238475894,0.4974352990178427,0.0608491775653002
0.8273947786062792,0.24788686235567722,0.3298957421916023,0.17953901433778835,0.21566313898828393,0.6049518853086708,0.17641898874915046,0.5083602612142429,0.39733678926937754,0.0119060702641315
0.8393911078975662,0.2325740261973421,0.33873836727761486,0.21381797683222725,0.2097847055584039,0.6077607492503291,0.17795719084385456,0.4895772520089332,0.47670508859648403,0.0162105725903945
0.9157821521403215,0.3833308795792685,0.6734579827289563,0.3352400072551688,0.24317879282103588,0.6098661810891111,0.1783144431246442,0.5648941638913827,0.5024419271385104,0.0452430670037
0.8411321041557362,0.21251253539090428,0.3627644921183266,0.2668861632151641,0.21214448542477427,0.6264534221201892,0.1826820615437393,0.6135678615063228,0.4931136722160678,0.0209730006960471
0.8414707277651999,0.25559882436388903,0.4295564103178096,0.2739482923869171,0.22574817667778618,0.6346781607472889,0.18375302987608036,0.6213796725310172,0.5050433076792289,0.0642195113016082
0.8690431698547675,0.19895546039233358,0.3603870957884652,0.27030479738581104,0.2207905925336978,0.608317053137733,0.17582211021751556,0.5109845545482871,0.5241611249970571,0.0075099827819906
0.8361433486409611,0.2357067139656997,0.3340108233996646,0.20268847242556495,0.22369801130048753,0.5978094208964562,0.17235627438885054,0.4847854770059306,0.4174923785699433,0.0161739385280433
0.7249335390559183,0.3170439440464994,0.20870756603061102,0.4438148448811629,0.4377763783824539,0.2427621164714211,1.0,0.5328282141164169,0.3367046264159796,0.1660988387002234
0.8636379670999597,0.20110426594090602,0.36750785104493827,0.273580467328698,0.21797741255629846,0.6199071234899642,0.17930301889562633,0.5844370012820811,0.5063011344741868,0.0058248159138366
