data,loc,Generated_Var_2,Generated_Var_6,Generated_Var_9,Generated_Var_10,Generated_Var_12,actual
1.0,0.0967056323060573,0.87907755,0.16885337,0.836428,0.16256838,0.15153204,0.1785222176389534
1.0,0.2534973258305604,0.44696632,0.5129709,0.45714244,0.54504365,0.54875994,0.1399057406903572
1.0,0.1132558666225327,0.07630845,0.90909314,0.08429828,0.9148814,0.9144741,0.020809015192073
1.0,0.0505391892127314,0.47716066,0.45134956,0.5039068,0.48241118,0.48745158,0.0205457210310599
0.0,0.0122123307956307,0.29529703,0.7138031,0.34542105,0.68954843,0.70490795,0.0023784239211521
0.272727272727273,0.0017595512273305,0.6955936,0.33298534,0.67367375,0.31207362,0.3227768,0.0032560711245293
0.272727272727273,0.004285639623003,0.15979618,0.835361,0.16343673,0.836018,0.84516585,0.0001843059127092
0.0,0.0174387205797808,1.0,0.1605574,0.9492524,0.09100271,0.035174474,0.093829262513055
0.0,0.0244072402919809,0.6239271,0.51354045,0.55378526,0.50065684,0.4406633,0.0366066648528624
0.0,0.0235361753279559,0.49395317,0.4711443,0.5792244,0.38714102,0.42764974,0.0276546633784151
0.0,0.026149370220031,0.49224922,0.4732515,0.57757866,0.38905746,0.42923877,0.0186148971836301
0.0,0.0305046950401561,0.3030014,0.7533905,0.24196011,0.76403284,0.738969,0.0171228969378889
0.0,0.0200519154718558,0.43211168,0.6786931,0.37558365,0.6752236,0.62604386,0.0064156010566872
0.0,0.0008884862633055,0.9974529,0.14866167,0.99450624,0.004825029,0.0,0.0047480713702705
0.0,0.001672444730928,0.71103007,0.6200142,0.58577543,0.5785442,0.4225201,0.0048358360906082
0.272727272727273,0.003588787651783,0.5685211,0.5011557,0.5724831,0.4064839,0.42469978,0.0029927769635162
0.272727272727273,0.0014111252417205,0.46023032,0.6024939,0.46814358,0.51705533,0.52257085,0.0002720706330469
1.0,0.2770160798592359,0.98000455,0.0,1.0,0.0,0.014769907,1.0
0.636363636363637,1.0,0.54585093,0.4504081,0.50280625,0.5257781,0.50420064,0.5787293423789506
0.636363636363637,0.2587237156147105,0.7573143,0.26159677,0.7324423,0.24521291,0.24191803,0.5611763983114068
1.0,0.2177836623055347,0.41956118,0.5554012,0.43603173,0.5581919,0.56605726,0.2149445765791067
0.272727272727273,0.1010609571261824,0.3150066,0.8078393,0.25345454,0.78546214,0.7261808,0.0630238456745157
0.272727272727273,0.0653472936011567,0.25729352,0.8296308,0.2204178,0.7887924,0.75891566,0.0467873724120378
0.272727272727273,0.0766711381334819,0.5063923,0.5058879,0.45459312,0.56246233,0.5372565,0.039239606462994
1.0,0.0313757600041811,0.44904113,0.59146035,0.410291,0.56544083,0.55992556,0.0453831368866343
0.272727272727273,0.0400864096444312,0.56092185,0.5380195,0.4935091,0.52630043,0.48801133,0.0334471349207045
0.0,0.0064633020330656,0.5587047,0.60733813,0.46785548,0.58773774,0.52049017,0.0072054835397267
0.636363636363637,0.0095991359035556,0.7510089,0.31562114,0.7396177,0.26195702,0.25399908,0.0080831307431038
0.272727272727273,0.000139370394244,0.5722559,0.5080999,0.51728714,0.50272,0.47074464,0.0001228706084728
0.272727272727273,0.0,0.5361508,0.5308542,0.492126,0.5252726,0.49771032,0.0
0.636363636363637,0.0522813191407815,0.7584048,0.31868744,0.7366387,0.2682512,0.24056154,0.0927760858690023
0.636363636363637,0.337990627340987,0.32022065,0.6892529,0.3051821,0.70412296,0.69125646,0.0610930218270859
0.636363636363637,0.0348600198602811,0.4990646,0.55244404,0.4968532,0.50675595,0.4879827,0.0525798439543272
0.636363636363637,0.0183097855438058,0.47970688,0.689413,0.40016297,0.64847946,0.5839458,0.0196680738276827
0.0,0.0095991359035556,0.73880476,0.3406779,0.7230021,0.27204928,0.275913,0.0066788952177003
0.5000000000000006,0.0113412658316057,0.23989812,0.7736002,0.21520126,0.7846279,0.77574646,0.0043092477685819
0.0,0.0505391892127314,0.15400411,0.8806959,0.13737929,0.8732075,0.8534568,0.0036071300058802
0.272727272727273,0.0113412658316057,0.0318409,0.9462143,0.053855576,0.95417404,0.95787954,0.00053536479406
0.272727272727273,0.0036758941481855,0.22551796,0.8106974,0.2480066,0.7661611,0.77538556,0.0001843059127092
0.0,0.0008884862633055,0.23944238,0.7923418,0.21524328,0.7800385,0.7746752,0.0001843059127092
0.0,0.002891935680563,0.013404598,0.95720166,0.07607415,0.96230406,0.951065,8.776472033771834e-06
0.454545454545455,0.0379087472343687,0.31175894,0.6356393,0.34936297,0.6486803,0.6668289,0.0034316005652047
0.454545454545455,0.0231877493423459,0.4122748,0.5416334,0.4627141,0.5230475,0.5545992,0.0067666599380381
0.454545454545455,0.0249298792703959,0.4782228,0.4786967,0.5303087,0.45921925,0.4909892,0.0071177188193889
0.454545454545455,0.028762565112106,0.37571508,0.5809272,0.4025642,0.5961435,0.6110369,0.0087852485058056
0.454545454545455,0.0618630337450567,0.3829382,0.5966335,0.40743217,0.5987801,0.60993785,0.01054054291256
0.0,0.0183097855438058,0.15582669,0.8840736,0.1988741,0.8156441,0.8196446,0.0026417180821653
0.0,0.4024494346788383,0.37760517,0.64653254,0.31039006,0.71927804,0.6861128,0.1111189124195855
0.272727272727273,0.077542203097507,0.15501742,0.9126572,0.112955175,0.89934576,0.87234014,0.0131734845226915
0.272727272727273,0.0191808505078308,0.45343262,0.6289521,0.41371343,0.60737556,0.5803005,0.0149287789294459
0.272727272727273,0.0069859410114806,0.71464336,0.2717886,0.6850218,0.31604332,0.30940908,0.0101894840312091
0.0,0.0054180240762356,0.5708651,0.5466617,0.5272419,0.5135242,0.4740534,0.0030805416838539
0.0,0.002891935680563,0.5778599,0.5757425,0.5351238,0.5048212,0.45870307,0.0007108942347355
0.0,0.0021079772129405,0.29090467,0.84588593,0.20483524,0.84027755,0.7760739,0.0012374825567618
0.0,0.003763000644588,0.0,1.0,0.0,1.0,1.0,0.0010619531160863
0.0,0.0217940453999059,0.65287006,0.44461754,0.6138801,0.4054657,0.37585786,0.0835607902335419
0.0,0.0130833957596557,0.78045547,0.4392362,0.68598694,0.37563795,0.29566103,0.0202824268700467
0.0,0.0200519154718558,0.33930993,0.7278781,0.34396255,0.71354645,0.67209816,0.0108916017939108
0.0,0.0183097855438058,0.3609562,0.73417336,0.30235457,0.72266513,0.692072,0.0056257185736477
0.0,0.004111426630198,0.64192337,0.49141544,0.5961933,0.44110653,0.41168576,0.0044847772092574
0.0,0.0226651103639309,0.17113051,0.8686673,0.16250902,0.860907,0.85426885,0.0038704241668933
0.0,0.0062019825438581,0.68104756,0.4788008,0.65523016,0.38471243,0.33969685,0.0028172475228407
0.0,0.0069859410114806,0.095610015,0.96688503,0.08228311,0.9590487,0.9161457,0.0007986589550732
