PCA_1,PCA_2,PCA_3,actual
0.13266573617675081,0.11083293833089589,0.2597905112891473,0.11031608
0.2577063864108411,0.10458043025085421,0.2876322067142771,0.23070355
0.009194032670426136,0.46447034699515133,0.14003115271883074,0.03649104
0.06228663729773973,0.14492774779141848,0.41357823389332204,0.018845923
0.05547850288021787,0.1800401302286004,0.22474662835207376,0.052368317
0.06765532896582449,0.13095965387976757,0.36198911239562503,0.043581408
0.2715682893687143,0.18080466482540847,0.22381964053542006,0.24737011
0.4190967511817912,0.3168457824599118,0.25559900131956537,0.39283618
0.37301622687817937,0.2582441317778902,0.2663378845126985,0.3667311
0.18426689237078026,0.04759902099641605,0.19181339960076138,0.16822515
0.08741347339464998,0.313917923048134,0.27281428088957804,0.07949957
0.07377324149021999,0.05121253556646141,0.34036812417626583,0.040507447
0.24833922267597794,0.22063803989647912,0.13401857339359832,0.2353922
0.052740527767514846,0.08953937529525433,0.4062863666311762,0.022872116
0.13989419501989236,0.054967806116991924,0.36268507324965465,0.09843323
0.03437268838685041,0.25573961022717656,0.23999111098816478,0.044050712
0.03684955296175414,0.23411373366789417,0.2642792263402071,0.04372845
0.11363233215980346,0.017394975053601214,0.26046655660430434,0.09153925
0.022883612429885986,0.2536207053842755,0.28741792618589906,0.026145015
0.18818633275663632,0.12247331833877619,0.3799139997637293,0.14736336
1.0,1.0,0.4586521543657318,1.0
0.4006797446330105,0.2820145230079081,0.284931447594933,0.3794263
0.019199971246660577,0.39708596396326756,0.27951951898404914,0.032998882
0.10380827634135745,0.12034345388574937,0.26577842553578507,0.07294415
0.07167082541286474,0.08556060630182144,0.3871795248211088,0.03430183
0.13710053625344867,0.08721334280638302,0.2963795687642779,0.1172044
0.1526567328489861,0.1144902274078614,0.24058091044675112,0.12953496
0.09761214190315556,0.16317492429630867,0.18822209696800934,0.082568645
0.0468402989722284,0.32288662215260233,0.20882325316665992,0.059044536
0.09761112820284086,0.11610524425072448,0.3293296685551465,0.0795171
0.030168139208869668,0.20700765169667018,0.24164675209608014,0.02581777
0.006797001437419958,0.2630086073920593,0.2561964843144255,0.02159809
0.04785065453933726,0.26181560164464596,0.4637452486631604,0.01591793
0.16750104632355164,0.2239094925068802,0.319760813472403,0.14308006
0.15266066468418776,0.09681086472855564,0.38062667546177126,0.110382125
0.3152166971071175,0.209795680682533,0.29374401658193894,0.29711547
0.07664665379331333,0.09712338579748706,0.349129342679889,0.04503583
0.06726997724611765,0.2912255640145036,0.5521787215283269,0.022151336
0.07351516802575171,0.10361427746882153,0.17966723391001455,0.0720638
0.04733738502880977,0.19442094251081388,0.2941494781124234,0.035017543
0.043281285009893034,0.3247576166783604,0.23691305877583319,0.05470534
0.027660277698874483,0.16180704084563097,0.36120420268323844,0.018199462
0.11206332332197264,0.030527183831632165,0.30368119448804787,0.08164251
0.08063711841152021,0.203072262043687,0.2946520665541235,0.057413984
0.13810850326295313,0.043747904907192464,0.20099625091302328,0.12368861
0.097808384180741,0.10957389649231895,0.22419056846982596,0.08182518
0.03637313527742833,0.18698734860758218,0.2919164613898513,0.024630152
0.21236605778675746,0.06693980641486444,0.2337548174057294,0.18309842
0.037923511518470523,0.09046034795022198,0.4098005732536113,0.009464806
0.038394795275058055,0.2261294769487466,0.2454933399986323,0.034657583
0.05966763610996645,0.19381088721717565,0.3319123560976118,0.03394361
0.051748475747124933,0.11357863875964458,0.2739272270754443,0.03310203
0.093501446914911,0.056445201811179346,0.2850208123740469,0.06386337
0.32650218675697457,0.28888854457239455,0.3227170630214342,0.31114784
0.2936469076762899,0.17969462910779063,0.2620311856978603,0.26788813
0.04886640580258363,0.1536719780361477,0.384253940198245,0.024709959
0.02960704379479738,0.19404624223058176,0.3488480494696941,0.020025663
0.03020132151036474,0.13691144927699622,0.3175569762769048,0.019695863
0.24562579282201896,0.20328730050160637,0.2846889892271348,0.23445417
0.07777719714135076,0.12508164262560395,0.30086590701775506,0.054455113
0.12180390217807094,0.005256426283913401,0.23015465317584677,0.09449381
0.04633164055055815,0.18452984031136718,0.2528673745090132,0.044415027
0.07695775904710017,0.4653911042216855,0.7020376554589162,0.019747589
0.03270246229503887,0.34285673699482644,0.18046182433258157,0.060081203
0.46889515756065453,0.39738033686380914,0.30964335419526906,0.45708004
0.005970721184052494,0.39994253570835514,0.15054052968239354,0.026944287
0.01242944614286945,0.23886843676051248,0.27366892349456784,0.022275507
0.20124065365322016,0.11263296521030874,0.3900459057670461,0.16065903
0.1861898386029702,0.12554399721661064,0.30795839624688426,0.16515581
0.05364049006122682,0.30044623388255176,0.4853208826337574,0.015985437
