AFP,Input,Output,Enquiry,File,Interface,Added,PDR_UFP,NPDU_UFP,Resource,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_9,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.0488058151609553,0.0426320667284522,1.0,0.036144578313253,0.1366392496656835,0.15664311,0.23420773,0.8116588,0.10068339,0.2191947,0.83280754,0.85115844,0.8717675,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1692627206645898,0.1501390176088971,0.0538586394109899,0.1927710843373494,0.0754547619483778,0.08649363,0.12625697,0.71311057,0.14512357,0.36125058,0.9185204,0.9182526,0.9272523,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0394600207684319,0.0342910101946246,0.0,0.0963855421686747,0.0116690175676418,0.034704596,0.036721364,0.94284177,0.120599166,0.3547795,0.9889392,0.96135557,0.97786236,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.1453790238836967,0.1566265060240964,0.0,0.036144578313253,0.070893403432926,0.09207028,0.117694706,0.7207358,0.15190347,0.3019491,0.90957147,0.9182601,0.9274735,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.0986500519210799,0.1047265987025023,0.0,0.144578313253012,0.0655077030170913,0.033347122,0.09056763,0.7105474,0.0009426384,0.2446687,0.9602208,0.9836818,0.99398184,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.1557632398753894,0.1677479147358665,0.0,0.036144578313253,0.0288519665134001,0.082566746,0.1039079,0.7338513,0.1570238,0.34439892,0.9250846,0.9244273,0.93282527,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.2139148494288681,0.2289156626506024,0.0,0.0602409638554216,0.0348971404495411,0.099549696,0.1235856,0.65934443,0.1807596,0.34120044,0.90277976,0.91107166,0.91643876,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.0976116303219106,0.0861909175162187,0.0538586394109899,0.072289156626506,0.0206451849273663,0.06374963,0.0846219,0.8534178,0.13234647,0.37884402,0.9545096,0.9344685,0.9477381,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.1090342679127725,0.1167747914735866,0.0,0.0602409638554216,0.0268735459524812,0.0611087,0.09502649,0.76462245,0.089918494,0.29208708,0.94195753,0.9484862,0.95985454,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.7580477673935618,0.8146431881371641,0.0,0.072289156626506,0.0738610342743043,0.3058475,0.23461466,0.27247342,0.6291349,0.66659725,0.7411108,0.7015412,0.6865795,0.0612887863135143
0.0260437489291221,0.0222245852828583,0.0525458248472505,0.0252100840336134,0.0280879864636209,0.0095419847328244,0.0338733431516936,0.2274143302180685,0.2020389249304912,0.0,0.0963855421686747,0.1862829507776291,0.14553349,0.16106048,0.58534867,0.2688202,0.36133617,0.8542346,0.8660457,0.8679588,0.1863574751804227
0.0033125821006339,0.0034028073160357,0.0020366598778004,0.0168067226890756,0.0023688663282571,0.0,0.001840942562592,0.2917964693665628,0.3132530120481928,0.0,0.072289156626506,0.0370404293905365,0.12555373,0.1430744,0.61063695,0.23870602,0.3741268,0.8774925,0.88460875,0.8870274,0.030735978312635
0.0108515620538009,0.0,0.0468431771894093,0.0598739495798319,0.0,0.0267175572519083,0.0157584683357879,0.1246105919003115,0.1278962001853568,0.0538586394109899,0.072289156626506,0.0550110828188829,0.078325436,0.13219215,0.677736,0.078906596,0.24698436,0.91174984,0.93730617,0.94748783,0.0478807194929845
0.009537951910446,0.0013823904721395,0.0219959266802443,0.0567226890756302,0.0135363790186125,0.0044529262086513,0.0123711340206185,0.2035306334371754,0.1807228915662651,0.0,0.3012048192771084,0.0607631574126655,0.06627363,0.08932729,0.741739,0.16425905,0.45227322,0.9530325,0.932298,0.938716,0.0608491775653002
0.0218173510765891,0.0221182475542322,0.0105906313645621,0.0850840336134453,0.0084602368866328,0.0,0.0027982326951399,0.0176531671858774,0.0185356811862835,0.0,0.072289156626506,0.0143435490666617,0.024487559,0.042224884,0.9432625,0.099439114,0.37492946,0.998498,0.96790475,0.9857234,0.0119060702641315
0.0145068250613969,0.0069119523606975,0.0183299389002036,0.1060924369747899,0.0142131979695431,0.0063613231552162,0.012960235640648,0.0332294911734164,0.0287303058387395,0.0,0.0240963855421686,0.0161204638297092,0.027120955,0.051250815,0.9055239,0.030134844,0.229602,0.9798461,0.9814201,0.99939364,0.0162105725903945
0.0018847449882917,0.0012760527435133,0.0061099796334012,0.0031512605042016,0.0023688663282571,0.0095419847328244,0.0038291605301914,0.4953271028037384,0.4411492122335496,0.0,0.0650602409638554,0.0451556174320833,0.19131538,0.1611637,0.5497271,0.49705407,0.67769444,0.84338707,0.79830825,0.78976333,0.0452430670037
0.0103375406933577,0.0104210974053594,0.0081466395112016,0.0168067226890756,0.0213197969543147,0.0031806615776081,0.0117820324005891,0.0571131879543094,0.0500463392029657,0.0,0.108433734939759,0.0208833281430324,0.050275076,0.057058766,0.9142531,0.14877877,0.3985974,0.97497153,0.94295096,0.9580099,0.0209730006960471
