Output,Enquiry,File,Interface,Added,Dev.Type,Duration,N_effort,Effort,source
0.1363153333022814,0.4000477576393716,0.0669842637472042,0.024318938413572,0.1268195769213142,0.4651810543442386,0.069296360979164,0.1435232406224919,0.144745302955453,0
0.0355849120382195,0.0696818986924244,0.0884366948955706,0.0497660907831925,0.0219193621599984,0.4651810543442386,0.2205357023200498,0.0828266062851086,0.0841352735022641,0
0.046995780072039,0.0941897517300317,0.0386010471509041,0.0460421172656871,0.0300164152635597,0.4651810543442386,0.1274653384179663,0.019549456356136,0.0209484104615446,0
0.0450283890317252,0.0745834692999459,0.0376109349440565,0.024318938413572,0.0232206742659279,0.4651810543442386,0.069296360979164,0.0783016176773216,0.0675854690527708,0
0.0340109992059685,0.2569218958997447,0.0313402243006877,0.024318938413572,0.0182323111931982,0.4651810543442386,0.174000520369008,0.072958860044031,0.063157670493915,0
0.0340109992059685,0.0902684952440146,0.0247394762550366,0.024318938413572,0.0182323111931982,0.4651810543442386,0.069296360979164,0.0365953973766346,0.0330159762059669,0
0.0340109992059685,0.0892881811225104,0.0346405983235133,0.024318938413572,0.0182323111931982,0.4651810543442386,0.0925639519546848,0.0425923702303282,0.037988176226977,0
0.0765066456767446,0.0736031551784416,0.0247394762550366,0.0274222496781598,0.0269077252327281,0.4651810543442386,0.1041977474424454,0.0284540524116204,0.0298403010100663,0
0.0430609979914115,0.1235991753751606,0.0293599998869924,0.0367321834719234,0.024088215669881,0.4651810543442386,0.0925639519546848,0.0346327517154258,0.0313827718195038,0
0.0367653466624077,0.0667409563279115,0.0247394762550366,0.024318938413572,0.0182323111931982,0.4651810543442386,0.1041977474424454,0.0812455861691349,0.0700171289170603,0
0.0847696880460622,0.0902684952440146,0.052132580644489,0.0336288722073356,0.0514880650113961,0.4651810543442386,0.1274653384179663,0.1927711086028239,0.1939229017033995,0
0.0359783902462822,0.0824259822719802,0.0270497380710144,0.024318938413572,0.0200396891181003,0.4651810543442386,0.1041977474424454,0.0447185696966377,0.0397484076212762,0
0.0792609931331837,0.1226188612536563,0.0247394762550366,0.0503867530361101,0.0337034662303599,0.4651810543442386,0.1041977474424454,0.0625459344526178,0.0567337332404931,0
0.0552588224413565,0.1196779188891435,0.037940972346339,0.0286635741839949,0.0303778908485401,0.4651810543442386,0.3252398617098939,0.0682521449861322,0.0695816077473369,0
0.0442414326155998,0.1461464001697594,0.0329904113121006,0.024318938413572,0.0209795256390493,0.4651810543442386,0.1041977474424454,0.02220266252777,0.0210935841847857,0
0.0517175185687918,0.1657526825998453,0.0386010471509041,0.0305255609427476,0.0309562517845088,0.4651810543442386,0.0576625654914035,0.0239654090938557,0.0253580623049952,0
0.0399131723269096,0.0696818986924244,0.0270497380710144,0.0336288722073356,0.0219916572769945,0.4651810543442386,0.0972174701497891,0.052769051436596,0.0541206062221521,0
0.0418805633672234,0.0824259822719802,0.0455318325988378,0.0274222496781598,0.0297995299125715,0.4651810543442386,0.1390991339057266,0.0286902967967658,0.0300762083103332,0
0.0450283890317252,0.0843866105149888,0.043881645587425,0.024318938413572,0.0196059184161238,0.4651810543442386,0.174000520369008,0.0715959116681916,0.0729206033818837,0
0.0340109992059685,0.1079141494310919,0.0247394762550366,0.024318938413572,0.0182323111931982,0.4651810543442386,0.0343949745158827,0.0169507681195353,0.0167383724875506,0
0.0340109992059685,0.138303887197725,0.0247394762550366,0.024318938413572,0.0182323111931982,0.4651810543442386,0.069296360979164,0.0273091757759153,0.0253217688741848,0
0.2405870584389079,0.1618314261138281,0.0247394762550366,0.024318938413572,0.0202565744690884,0.4651810543442386,0.0925639519546848,0.2065278008762967,0.1738526344653077,0
0.0450283890317252,0.0667409563279115,0.0329904113121006,0.024318938413572,0.0202565744690884,0.4651810543442386,0.0925639519546848,0.0136615193725096,0.0150688746702772,0
0.0387327377027214,0.081445668150476,0.0270497380710144,0.0274222496781598,0.0220639523939906,0.4651810543442386,0.0576625654914035,0.0127892324119723,0.0141978323308302,0
0.0355849120382195,0.078504725785963,0.0293599998869924,0.024318938413572,0.0207626402880611,0.4651810543442386,0.174000520369008,0.0840986914358921,0.0723943486351346,0
0.0450283890317252,0.0755637834214502,0.0270497380710144,0.024318938413572,0.0204734598200768,0.4651810543442386,0.0343949745158827,0.0127892324119723,0.0132904965605729,0
0.0753262110525564,0.0667409563279115,0.0593934034947053,0.0522487397948628,0.0403546169939995,0.4651810543442386,0.301972270734373,0.0452455764019623,0.0466078660444216,0
