rely,data,time,turn,tool,sced,loc,actual,source
0.2278898506289535,0.8154844306176889,0.3050583683686699,0.5916590207840244,0.4769365432306264,0.2672471287040455,0.3979770464640139,0.2833736745419224,0
0.2278898506289535,0.8154844306176889,0.3050583683686699,0.5916590207840244,0.300293379071135,0.1129833663259496,0.5024747626033365,0.249686112234064,0
0.3301260396348033,0.8154844306176889,0.3050583683686699,0.3269084789046058,0.141314531327593,0.1129833663259496,0.4090073609453868,0.1457906075709645,0
0.1171339792059496,0.8154844306176889,0.3050583683686699,0.4491010366951067,0.300293379071135,0.2672471287040455,0.3672082744896578,0.1455609196461383,0
0.2278898506289535,0.3084432868038626,0.3050583683686699,0.4491010366951067,0.300293379071135,0.1129833663259496,0.3416643883222678,0.129712452833123,0
0.1171339792059496,0.4467272351167245,0.3050583683686699,0.4491010366951067,0.4769365432306264,0.1129833663259496,0.3346978739129796,0.1304780792492108,0
0.1171339792059496,0.4467272351167245,0.3050583683686699,0.1843504948156885,0.141314531327593,0.1129833663259496,0.3363814482285576,0.1277983867929039,0
0.4579212758921154,0.3084432868038626,1.0,0.4491010366951067,0.4769365432306264,0.4215108910821413,0.3451476455269119,0.2094907253894604,0
0.4579212758921154,0.3084432868038626,0.6209409282010927,0.4491010366951067,0.300293379071135,0.1129833663259496,0.3497919884664374,0.159571883060543,0
0.6709133363209691,0.3084432868038626,0.4208819736405583,0.5916590207840244,0.300293379071135,0.1129833663259496,0.3492114455989967,0.1517624936164485,0
0.6709133363209691,0.3084432868038626,0.4208819736405583,0.5916590207840244,0.300293379071135,0.1129833663259496,0.3509530742013187,0.1438765415307454,0
0.4579212758921154,0.3084432868038626,0.4208819736405583,0.4491010366951067,0.300293379071135,0.4215108910821413,0.3538557885385222,0.1425749766233963,0
0.4579212758921154,0.3084432868038626,0.4208819736405583,0.4491010366951067,0.300293379071135,0.1129833663259496,0.3468892741292339,0.1332343343471264,0
0.4579212758921154,0.3084432868038626,0.6209409282010927,0.4491010366951067,0.7242369730539139,1.0,0.334117331045539,0.1317796441565598,0
0.6709133363209691,0.3084432868038626,0.6209409282010927,0.1843504948156885,0.300293379071135,1.0,0.3346398196262356,0.1318562067981686,0
0.6709133363209691,0.4467272351167245,0.6209409282010927,0.1843504948156885,0.300293379071135,0.1129833663259496,0.335917013934605,0.1302483913243845,0
0.6709133363209691,0.4467272351167245,0.6209409282010927,0.1843504948156885,0.300293379071135,0.1129833663259496,0.3344656567660035,0.1278749494345126,0
0.4579212758921154,0.8154844306176889,0.6209409282010927,0.5916590207840244,0.4769365432306264,0.4215108910821413,0.5181494200242349,1.0,0
0.4579212758921154,0.631105832867207,0.4208819736405583,0.3269084789046058,0.141314531327593,0.1129833663259496,1.0,0.632499320277909,0
0.6709133363209691,0.631105832867207,0.4208819736405583,0.5916590207840244,0.300293379071135,0.4215108910821413,0.5059580198079805,0.6171867919561551,0
