YearEnd,Transactions,Envergure,Language,source
0.4033564592663393,0.3706938089956016,0.6188500487207069,0.568292897928686,0
0.5502403077218712,0.3150205914659864,0.6082750901010511,0.568292897928686,0
0.4033564592663393,0.1589367494633158,0.4496507108062145,0.568292897928686,0
0.5502403077218712,0.3180030852622159,0.5765502142420837,0.568292897928686,0
0.5502403077218712,0.2583532093376284,0.5131004625241491,0.568292897928686,0
0.5502403077218712,0.215604131591674,0.66114988319933,0.568292897928686,0
0.4033564592663393,0.2374757527640227,0.5236754211438048,0.4032010101648071,0
0.1095887623552754,0.3040847808798121,0.5236754211438048,0.568292897928686,0
0.4033564592663393,0.2901664764974083,0.5765502142420837,0.568292897928686,0
0.1095887623552754,0.1967150042155545,0.5131004625241491,0.568292897928686,0
0.2564726108108073,0.2851956535036928,0.5131004625241491,0.568292897928686,0
0.2564726108108073,0.264318196930087,0.6822998004386416,0.568292897928686,0
0.2564726108108073,0.1519775972721139,0.4602256694258702,0.568292897928686,0
0.4033564592663393,0.2802248305099771,0.5977001314813953,0.568292897928686,0
0.4033564592663393,0.3408688710333077,0.5554002970027722,0.568292897928686,0
0.4033564592663393,0.2374757527640227,0.5342503797634606,0.4032010101648071,0
0.4033564592663393,0.1758375476419489,0.7140246762976088,0.568292897928686,0
0.5502403077218712,0.1867733582281233,0.470800628045526,0.4032010101648071,0
0.6971241561774031,0.1281176469022789,0.4813755866651817,0.4032010101648071,0
0.5502403077218712,0.176831712240692,0.565975255622428,0.568292897928686,0
0.5502403077218712,0.4353145079139047,0.6188500487207069,0.4032010101648071,0
0.4033564592663393,0.2066566502029858,0.6188500487207069,0.568292897928686,0
0.5502403077218712,0.4233845327289872,0.6505749245796741,0.568292897928686,0
0.6971241561774031,0.421396203531501,0.6717248418189858,0.568292897928686,0
0.5502403077218712,0.207650814801729,0.6082750901010511,0.568292897928686,0
0.4033564592663393,0.2046683210054995,0.6082750901010511,0.568292897928686,0
0.5502403077218712,0.1897558520243527,0.6505749245796741,0.568292897928686,0
0.4033564592663393,0.2663065261275733,0.6717248418189858,0.568292897928686,0
0.4033564592663393,0.2344932589677934,0.5448253383831164,0.568292897928686,0
0.4033564592663393,0.2931489702936378,0.6505749245796741,0.568292897928686,0
0.5502403077218712,0.1977091688142977,0.5448253383831164,0.568292897928686,0
0.5502403077218712,0.263324032331344,0.5448253383831164,0.1427364943121372,0
0.6971241561774031,0.2921548056948946,0.6928747590582973,0.1427364943121372,0
0.4033564592663393,0.3120380976697571,0.6294250073403627,0.568292897928686,0
0.8440080046329349,0.2444349049552246,0.66114988319933,0.1427364943121372,0
0.5502403077218712,0.255370715541399,0.6188500487207069,0.4032010101648071,0
0.6971241561774031,0.4064837345503541,0.5554002970027722,0.1427364943121372,0
0.6971241561774031,0.3776529611868034,0.5131004625241491,0.568292897928686,0
0.8440080046329349,0.2762481721150046,0.4496507108062145,0.1427364943121372,0
0.8440080046329349,0.4194078743340147,0.8091993038745109,0.4032010101648071,0
