AFP,Input,Enquiry,File,Added,PDR_UFP,NPDU_UFP,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_4,Effort
0.0656256933904093,0.1023480568729242,0.140470703876881,0.1883119094750214,0.0979277317962308,0.2697107446952272,0.2278913616360253,0.1429815816848454,0.735305456580829,0.5323355655478965,0.369398120512543,0.1519740402259525
0.0559786250916511,0.1229330442373869,0.0896660223838833,0.1457252695381948,0.1063775626481091,0.4345446425915878,0.4106118006828028,0.1290103324459291,0.5156836749158015,0.3488189058415256,0.1847006019492932,0.1337176891346041
0.1021954537300557,0.1394217003314793,0.259019302427945,0.2801099417718079,0.1760508466373272,0.1052637908783424,0.0917460827587527,0.1190716666310399,0.6285599904870462,0.647678690758261,0.4620333182196178,0.1148323139734427
0.0542443100239781,0.0690932053649946,0.1676586623593643,0.1799823296758076,0.066573709944993,0.2190599465901611,0.2469966738859995,0.0724411902320113,0.8495099179576953,0.8167375864357294,0.6141759044068585,0.0740722128568047
0.2596466861464448,0.2522815973688169,0.2407081055017176,0.1843944285999013,0.3023229049155965,0.20440473828558,0.1706669564368036,0.3812482049557866,0.2837583502176342,0.215090615524556,0.1419566701253637,0.4079318309715404
0.0342528797014629,0.0505144861507932,0.1551774445001257,0.1396314778876606,0.0882514108057717,0.1649210771214931,0.1343898240889325,0.0689098487603397,0.6635495750254058,0.474981456093847,0.3620433134540231,0.0823702100644057
0.1078199792856273,0.138093450296849,0.2794760145754561,0.1659613634070876,0.101959363279784,0.2180851142940755,0.1878019644803857,0.1826969581766189,0.6194281778345643,0.4239588135720267,0.2842896308964469,0.1915287346853446
0.0889539140505527,0.0943774335557407,0.1896700645992357,0.1311803435450543,0.1401704771405636,0.0921429091163514,0.0570142138665273,0.0939534849066159,0.7674165883628019,0.6005959517994464,0.5003326801739109,0.1138118203045712
0.1597686735131987,0.1633234536400786,0.2853066141353747,0.2715417405378194,0.2396246687775848,0.1101107924438912,0.0794866992491355,0.1219819746021636,0.6628921570380113,0.5225159052161119,0.3748966930042691,0.1254366311038986
0.0807835609794608,0.0518744287742508,0.0966819256434228,0.2726927705740528,0.1236899298620124,0.111933097900087,0.0869620955622373,0.0910684060373304,0.6738884763046373,0.5086927291391545,0.3303854836572221,0.1150050907066011
0.0622900241795902,0.0879843015033202,0.1961773181358394,0.1820673080063409,0.1229941137701611,0.1945122519945337,0.1613223793779561,0.1309350814977404,0.6639538755540044,0.5479374806276593,0.3693336451923628,0.1386530928728976
