data,stor,turn,aexp,pcap,loc,Generated_Var_2,Generated_Var_3,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
0.10254634615278077,0.15452033,0.25821903,0.12561215,0.2183159818315982,0.18270625096237506,0.6669962,0.045693934,0.030954298,0.0410607,0.032959603,0.02450755047045303,0.029570997,0.033631347,0.20566067
0.39008295340497723,0.10673791,0.59476095,0.43575454,0.5616702961670297,0.39830770389846226,0.62262905,0.4657027,0.1096839,0.18302266,0.13163945,0.07513401450804087,0.07176326,0.13064502,0.35496873
0.4170005250200315,0.3206189,0.55579895,0.27399868,0.504856050485605,0.4293886957633217,0.36535954,0.3179589,0.31208688,0.2719924,0.2858014,0.2730644763838686,0.25419533,0.2944076,0.36991468
0.31826491909589516,0.36734363,0.4410286,0.2363085,0.41431386143138615,0.377099682625981,0.4371882,0.22511819,0.25897127,0.2555989,0.24298878,0.24244754454685266,0.24534042,0.27641732,0.40094593
0.44645088678705325,0.39187014,0.58985347,0.28676653,0.5214703521470353,0.4922907095374426,0.3483113,0.34908503,0.36083597,0.3328449,0.3293836,0.32632057957923477,0.31208837,0.3525039,0.42766255
0.24661768479706112,0.31677362,0.39623946,0.24530916,0.3494006149400615,0.3143059188583552,0.5161665,0.16637194,0.1835316,0.20691438,0.19277282,0.17944696076681765,0.18209623,0.1956328,0.313599
0.09052072543124352,0.12096074,0.24247207,0.18960817,0.20586588058658808,0.051945157116709426,0.7283342,0.112436146,0.05989941,0.0366071,0.047066852,0.041444122486647354,0.058135316,0.073038995,0.04631009
0.016921342015280522,0.05677492,0.052616626,0.10636668,0.021546217154621718,0.08898382533902953,0.9092274,0.12303701,0.043717775,0.05845213,0.012834717,0.06979445018766701,0.12019232,0.061724305,0.33475038
0.23615352416921148,0.19863558,0.36739564,0.22265221,0.3161142316114232,0.18799856127991366,0.5709539,0.18129286,0.14740272,0.10266872,0.11535838,0.1118305067098304,0.12906994,0.16926326,0.15288465
0.03537007612220457,0.12460024,0.14729585,0.06147389,0.1781518078151808,0.08500630510037832,0.7345257,0.044384405,0.0051494204,0.008803189,0.007730454,0.010272075116324508,0.01953327,0.0065433607,0.18666837
0.22967804378068263,0.16871946,0.43860215,0.20714928,0.3553294855329486,0.2670181860210912,0.5866841,0.19314525,0.10385916,0.11329551,0.1019475,0.06532341391940484,0.06438893,0.09837179,0.21028239
0.2577005454620327,0.1308245,0.48408306,0.29643857,0.42466129246612927,0.28872921732375306,0.66428494,0.29445946,0.07707727,0.13125594,0.09340553,0.03931724235903455,0.047527507,0.077659324,0.25861543
