Transactions,Entities,PointsAdjust,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
0.10500275050027505,0.4358328,0.090871766,0.22682236731776326,0.22818628718137127,0.6656588334341167,0.2400818,0.3247041
0.1297168229716823,0.540007,0.1576979,0.41208475879152406,0.35840236415976356,0.5442292155770784,0.31500342,0.499035
0.15225704522570452,0.35248083,0.104104236,0.24040152595984737,0.2116190788380921,0.6960636903936309,0.20327547,0.40045518
0.05600508560050856,0.4634264,0.07439324,0.31135886886411307,0.2642738235726176,0.6211004378899563,0.26312688,0.1384063
0.0884323388432339,0.568091,0.1376885,0.3917258608274139,0.302462849753715,0.5492277450772255,0.39609468,0.22076723
0.2777572577757258,0.5975077,0.31624982,0.5646059435394056,0.47925610207438973,0.3135497886450211,0.42463747,0.54214156
0.13629506362950636,0.44104034,0.12056029,0.37583931241606877,0.30074390992560895,0.5557802444219755,0.3716262,0.22204761
0.04931941793194179,0.4054975,0.040908802,0.19742174025782597,0.14309012569098742,0.8050815894918409,0.16591582,0.14307311
0.09236243923624392,0.47101158,0.094354525,0.34097733590226637,0.23447928655207131,0.7170101882989811,0.27394885,0.2737286
0.08848489884848988,0.32278636,0.04747435,0.0924194007580599,0.029670073032992694,0.9347579765242022,0.051538557,0.118268415
0.17473185747318576,0.4017963,0.12122694,0.4599034940096506,0.3819720918027908,0.40958337904166203,0.38399145,0.21920395
0.23374679337467935,0.5486135,0.22522134,0.5559762744023725,0.4411124558887544,0.4653183934681606,0.43527743,0.4767593
0.4514995951499596,0.6243594,0.4567107,0.6213220378677962,0.5821534417846558,0.28077352192264776,0.54040015,0.7164005
0.06482341048234105,0.55472004,0.1168457,0.1595142040485796,0.11794646820535318,0.8308749169125083,0.22865823,0.14679812
0.2413971941397194,0.41216698,0.1851657,0.44716738528326144,0.3946372205362779,0.3766607223339277,0.40801436,0.29364574
0.09285028928502892,0.26261216,0.036304038,0.26630857336914265,0.20050253994974598,0.9109370389062961,0.21334764,0.18682986
0.1100566050056605,0.39040434,0.087245494,0.18695299130470086,0.17762288223771178,0.7058212694178729,0.17917083,0.27831614
0.0690797709079771,0.45581102,0.06660847,0.2547730545226945,0.1779194822080518,0.7634508236549177,0.23489429,0.2063074
0.12356240235624023,0.44786996,0.11394484,0.1626057837394216,0.1822938417706158,0.7929981707001829,0.21344328,0.037945177
0.08841119884111989,0.44368368,0.08964592,0.24853013514698646,0.24644960535503946,0.6587249341275065,0.23966272,0.30997434
0.3639161363916137,0.6375218,0.38090843,0.5763164823683518,0.5287277171272283,0.3403365659663434,0.49140847,0.6732639
0.17024681702468172,0.52115005,0.167821,0.49729473027052695,0.3944321205567879,0.4802004819799518,0.38969046,0.4051283
0.05904396090439609,0.39849925,0.03692625,0.22814880718511926,0.19338916066108391,0.6990781300921869,0.20379588,0.13748185
0.21584484158448417,0.57624996,0.23799375,0.4507440749255925,0.3771209622879037,0.4418920558107944,0.3382276,0.48827258
0.2607894760789476,0.54681224,0.27771938,0.4436804256319574,0.38680516131948384,0.49875570012442993,0.3366021,0.4331128
0.5549551554955157,0.7065971,0.5894709,0.7689259231074076,0.6928988307101168,0.202835349716465,0.64416826,0.7858934
0.08752783875278389,0.48051065,0.096923634,0.33668821633117835,0.2407403359259664,0.6810696618930338,0.31280965,0.22408591
0.07476471747647175,0.36653543,0.0473837,0.13275665672433432,0.13597556640244338,0.7764636223536376,0.15710011,0.11706404
0.10884670488467049,0.528399,0.1395616,0.46713162328683766,0.35990422400957756,0.4376046562395344,0.34024814,0.32938704
