PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,Effort
0.4154989443423921,0.6742190906386606,0.6923809597790165,0.4766852623703435,0.5432475363663242,0.4875260087928674,0.3971903626274332
0.39000998656704466,0.5433435669560737,0.7276535889393669,0.24636807580193001,0.44792036172795335,0.3891511378529232,0.2814514764687381
0.5434998874623478,0.788545178968536,0.6556127452853175,0.5452339149834192,0.3871471342403101,0.429605756716422,0.551320113305408
0.30280066012890167,0.4332359582540103,0.8664297655636561,0.4750024689878352,0.4509423108537527,0.4128095203448554,0.265145771035171
0.19091412402920188,0.5185958504980063,0.2752991540121475,0.608305850023056,0.45542046471175207,0.3245892962431222,0.1314971151736029
0.1459439444163076,0.7751039593345878,0.753544169473253,0.4504071851793215,0.5108614714117379,0.5242661930444605,0.1856225531484292
0.2210704336549304,0.6448935534290194,0.6941501591785091,0.41537995151079704,0.6278917670619176,0.5519305828705148,0.1665198179576905
0.28573191096726047,0.5624446512827076,0.8673395808834066,0.41736625522995713,0.37617092875129154,0.38183860017158744,0.2663970573265618
0.4676350317345943,0.2658552153765649,0.718340930476217,0.33327909128417277,0.3707775532086738,0.764969903188872,0.2137233551687605
0.2136521313441186,0.7479563824523143,0.7876624487885486,0.45540338757188825,0.684783057650747,0.48443773678179064,0.1946608165203914
0.22969924098999261,0.6004112738189924,0.5619522194353874,0.30106274897102064,0.5507030497039351,0.4682501282141039,0.1626758546834593
0.3543768146131723,0.4265378707038002,0.780670527536517,0.36565363933852973,0.427335154960901,0.528210868681553,0.2519169814900621
0.27952447400038954,0.784949099407349,0.6863637825730592,0.3689293256019053,0.6300262686170467,0.476852739046029,0.2417076376857546
0.04103688026543961,0.5926725418147795,0.41335520884411037,0.4777467717878118,0.40324703246194266,0.4668568042516672,0.1459101357209634
0.18863460232214393,0.543755359494728,0.7751114377364525,0.3595923772371094,0.33622577617838556,0.3323765752909274,0.2044546169681002
0.19580601639034462,0.8124564121754643,0.7750742612819156,0.4973994503729492,0.4994404860744345,0.5759307991870893,0.2530997838788698
0.3840253220678271,0.6377983807101463,0.7032671726773151,0.44943193963645417,0.7196666732431006,0.4377610156795102,0.3049906302901689
0.427104657516255,0.5632920707551647,0.7956022300523545,0.4833250968685585,0.5418623652213251,0.4445458040715907,0.3980581862777942
0.22394422092618332,0.5248363920100517,0.5892067706627044,0.377223468883276,0.7919658326342492,0.5297678586416262,0.0808807913903076
0.1247365148638202,0.6244842713016653,0.5676401910117526,0.3687705828585158,0.3604747834389024,0.4232505803475289,0.1913560713836867
0.15645546629120455,0.631150526307483,0.6197645823091419,0.3745186498308076,0.7966856136693311,0.5258665246203209,0.0549372200909742
0.3827503614151411,0.23103323234564355,0.7287307588399016,0.5497177075021462,0.603931658313295,0.42374869910228663,0.2650208670768641
0.3256421361112893,0.6734088252776124,0.6477035076042619,0.38479754687465273,0.7456583407081552,0.471552070926175,0.1940210256244654
