PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,Effort
0.4893993017445717,0.49164223924662565,0.31194391636258273,0.28577733731633365,0.5658077399576131,0.3548401756050879,0.4847360856868108,0.45043087563941014,0.4205509721772358,0.37966140184939146,0.3796149278398918,0.45709033917713054,0.5707957540930655,0.6631162347230989,0.5017254255622927,0.29783586009153273,0.48834468690089183,0.1349909532297907
0.42233601396088427,0.3319084459733995,0.4298624723407459,0.42316708936907216,0.6498570770216394,0.5212465304727191,0.5198452753576591,0.5402068181934812,0.48130927437052057,0.35288535601850146,0.517677182381226,0.5469955866688389,0.36828808261347246,0.5856674212945122,0.5322863272295728,0.35629968648049226,0.47570507576823107,0.1400657263944113
0.4686066800719286,0.28265885111711087,0.4385428379355124,0.2441091904001707,0.32803747597561306,0.4273903206947584,0.5888431972293101,0.5531070721803524,0.4053377804089693,0.40705409207772936,0.4666738542602982,0.4854316971221638,0.538591212001915,0.39540922410069396,0.527385562349001,0.44679945214996136,0.5991619727500976,0.1167686368432081
0.6869183781540948,0.3971762630530922,0.17469329724703886,0.4274653421853555,0.34029354381638155,0.1831076684214774,0.6374669401806887,0.48561146956239587,0.3968735984610965,0.36361006197430706,0.641043785137308,0.5146713767187276,0.4539592266637519,0.5260152096879124,0.6739214162310765,0.5531971957910786,0.6430700878033058,0.1219470944936813
0.34294615856436644,0.3419956889289061,0.3424109818903729,0.41382099777845743,0.46645873372514157,0.3001401043270332,0.5169278110807451,0.5416864131777406,0.5211998193606977,0.39066020269971974,0.3754101389749842,0.5088021159528884,0.34690112748335517,0.5431581186490694,0.4259555920811624,0.41338864911123313,0.4578776644169217,0.0923440898693262
0.36657799240391614,0.4158259012823358,0.603605900089603,0.42413168190324646,0.41963788928450874,0.4293217488352603,0.7313796243164807,0.3806179484661053,0.3301149960538366,0.37855419373992955,0.4191154152337562,0.5062154391263755,0.5012129766672225,0.4169331938444678,0.4804036276486709,0.359464808274256,0.42547908993089045,0.3239254065107343
0.9084216607811746,0.8813382098027343,0.7014416267684663,0.6663819365274852,0.37970619618761653,0.2704572591091096,0.2648679340636727,0.25485076977366206,0.2625849322912074,0.5533160960144032,0.5384923334404484,0.18588932172306338,0.3036220170123483,0.36789068381659573,0.5762588044456601,0.4063400113869863,0.6111883304166349,0.8351096140955088
0.3228619785612825,0.37822998767729044,0.48537949043843165,0.4250993574702474,0.5331118019563662,0.5946647713558764,0.44545947216003084,0.3881089800850494,0.4777433630767702,0.3201281293401801,0.5089338936152816,0.5168437282791362,0.3585290316057545,0.5361593899510351,0.5714605679922978,0.497123467964513,0.5392294229233876,0.2163451056521135
0.3992818717298505,0.3442572916922169,0.355441675085005,0.38019272100253165,0.5438161503859987,0.5211451695304775,0.6086220852699876,0.40900940071682873,0.39504831529508133,0.2910510042492487,0.4176534212199746,0.47942963754213686,0.48926313974006247,0.6289766009336665,0.6368346317878153,0.3714391829522321,0.3820398818231603,0.1172131786938545
0.2723592145369145,0.36216100129641504,0.36709220207201976,0.38281082808537703,0.5539884843633595,0.4170216363830558,0.5842000754668636,0.34545785419219366,0.5140295137623871,0.5635473733574782,0.33748257735020365,0.5216035303873182,0.5503892754287515,0.43749880890024734,0.5009524214417813,0.4732497815135546,0.5120530315186083,0.0928566955439949
0.4293031739337786,0.43362750326478217,0.3080579486637235,0.5062000155927925,0.5191355736517692,0.32463616556308206,0.4043104328850689,0.4783677488310242,0.5303068801179972,0.47423625216910653,0.44332551954167687,0.5127708504662095,0.5867319273507036,0.589883193373034,0.6324161786703363,0.4507843579208274,0.6685411055532577,0.1722834587217935
0.406173950921437,0.18663822880111874,0.6647957769405659,0.42392292989238295,0.47565360286139163,0.31931935660574073,0.5494477264694003,0.4263654894777733,0.5765606167097141,0.5361882195503443,0.5880815313881846,0.4738105144908344,0.4968428365899641,0.5595653539723505,0.5337005390115775,0.526299437068453,0.5929071836067672,0.1857897717203523
