PCA_1,PCA_2,PCA_3,effort_D
0.25025001023302984,0.1732025930400289,0.05246939274232032,0.477275277430892
0.2372272506878394,0.46992668538014526,0.11622567583441057,0.3039244109648419
0.30779965435622053,0.09746836008421964,0.07029687294768427,0.5874313786538734
0.056300080115356116,0.31940007560009387,0.26749062085585035,0.3536571344667755
0.0879711839257531,0.401410559373504,0.14406920389495959,0.2891212596219828
0.2785785008545565,0.2109518526324276,0.02368133703377076,0.4641719441326531
0.37552941530755907,0.1215425725726661,0.22138937488886107,0.706721176906346
0.7348100480969182,0.3780686083645106,0.6866185245972168,0.978845686020852
0.23464638939423926,0.22836426010457117,0.11282801829398677,0.4602137806280986
0.39469103614500645,0.5724734253106609,0.1537685789908217,0.3447091631996583
0.04186277552840553,0.3240629461463568,0.15942983824841245,0.3039849273018818
0.2416830566024453,0.1764045927597054,0.05172747499573918,0.4645571164182884
0.22222418403839306,0.022146570204324117,0.29162425353150945,0.6779231620497083
0.32871289533592285,0.3154688224365115,0.04102022910528838,0.4308248818356832
0.14139682125451414,0.13192370992966995,0.29172109291852666,0.553301862532435
0.24569065452254538,0.15790366509908021,0.07424312126324976,0.4847313337677642
0.29460691315553345,0.10063912969131462,0.06467249706732926,0.5915675595534395
0.16505014367675463,0.3509986631598303,0.14573494149195887,0.3818795424539263
0.17386016742312876,0.4108335400098856,0.6559026484213959,0.5324584923871359
0.152385791946476,0.10235430507210744,0.14141952496496102,0.519171077889075
0.17103198964113686,0.18745312873945313,0.43088668767427274,0.5896619700007768
0.2360709358725815,0.1845725221422702,0.027352949103378932,0.4544108831026887
0.024418844973582432,0.5020563498899648,0.21513483329656222,0.2089122121575744
0.14296565850625265,0.21019550636440656,0.17730967495099706,0.466310210654383
0.24082098342922864,0.1232429495738972,0.026633639190079106,0.5104403185044187
0.16184735632347247,0.1252264838849072,0.13652849868469946,0.5107923647630296
0.2627285753568404,0.08643033638259381,0.3793747773046453,0.6942898216968167
0.17097479972368163,0.27319382914980683,0.09344918577672495,0.3870900396434217
0.21870406022293784,0.1609508423713233,0.07759363763021,0.5103932635440321
0.22151616333830013,0.04559991414041173,0.1297392209917358,0.5957006105499163
0.4088630480581476,0.1111628700908673,0.16051297070845388,0.703502617615902
0.2625299329087144,0.15648503100770422,0.047237811969998655,0.5106211964419692
0.21296735962208876,0.0958707137430295,0.051701257061696065,0.5078406499961395
0.1678274146823062,0.1439892427628405,0.21396592094920439,0.5515135060073688
0.5186727207239759,0.18609660679060439,0.14795603451672196,0.7410771108557603
0.20666675919999886,0.10709428599880279,0.316557636119741,0.6249061353303454
0.6778769982759144,0.3961341176626715,0.17374041015308286,0.6718879560138611
0.5627612681269707,0.22766842491547562,0.14946549409478654,0.7114810904271103
0.2176841390514365,0.0950957338621788,0.07680377683856061,0.5334200230914486
0.12338371257163534,0.31504080484884417,0.19749820782460417,0.3867252190438335
0.28125596527438396,0.09428189454399226,0.17283306688265374,0.6262379802593034
0.09494920574562474,0.23410964485440766,0.18301846501688818,0.4188506348060001
0.1868530817139586,0.13804709711476498,0.09249930356057148,0.4834904296163109
0.2304804756564091,0.14648032902424746,0.041080647369323875,0.4778059110647414
0.03946303241995652,0.5419514292171866,0.23762649190981444,0.2160870594050351
0.20782208987896034,0.16017176644982906,0.08467465806336211,0.4802483727746238
0.15701059487761723,0.16226647493103724,0.08984104305412084,0.4515243555843127
0.19360159769595178,0.05758811921608589,0.10163929020098765,0.5584861785414975
0.21716000883444436,0.14552834788664898,0.1570668778999295,0.5388752286879388
0.09475638489524302,0.23583012397368094,0.25684907077000696,0.4395438567295041
0.1677595162234478,0.03020251869593718,0.25322258825817245,0.6095534286063153
0.12496507583109392,0.3296659091783057,0.2577550982583948,0.408011160545386
0.46435439833440256,0.4217522462407888,0.06076728876698312,0.417833875212493
0.2071580040687765,0.084382349995082,0.07785234886889561,0.5314306065401686
0.24985724613075824,0.08410731149413947,0.1102221580110666,0.5824944520206441
0.4344752063712273,0.15988797481834705,0.04984186032109855,0.641209644892808
0.19928943800347612,0.036125384925328546,0.37313440960398936,0.681398385365068
0.009800431013004846,0.9349424500421502,0.37549318358891337,0.0
0.1491033292762275,0.11086904638741298,0.19367689576307476,0.5381187319093215
0.21874695410196704,0.13600967215281612,0.48691284890397624,0.6834374447332839
0.19714757344999287,0.0914826814825937,0.09642333196961288,0.5281087927710385
0.254879162545409,0.13567800145390452,0.05277086259502037,0.5160316329847704
0.18848902712014462,0.08911589396958582,0.08642192271445648,0.5271668435146156
0.034166925434811424,0.39077580391662203,0.21427854016127967,0.2841459640747648
0.13370189636850027,0.20715021858101182,0.15331520640334836,0.4411166962152973
0.27242281738937724,0.2058810574210689,0.0421131289233872,0.4613669497251434
0.15085531777224026,0.1275007248376071,0.07220096084453834,0.4608579447458774
0.1621852622148568,0.18249422879544377,0.0909263706755583,0.4386691465839033
0.31706768764584753,0.21064492454290787,0.0596569965471235,0.5184307229903878
0.12108525206150686,0.31820651648010906,0.17123730660407255,0.3748352652393009
0.17826710962876063,0.12606554961649002,0.11926051567497145,0.5111046647108608
0.527544394067208,0.3082160456818202,0.2551277041175073,0.6434005371501639
0.23701025499912567,0.07542542963000251,0.08270900627706158,0.5633191732376286
0.23746271370803285,0.09327943922367916,0.3490545742462815,0.6698085524209518
