FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,Generated_Var_1,Generated_Var_2,Generated_Var_3,NormalisedWorkEffortLevel1
0.0,0.676923076923077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025765016086504267,0.870800053738158,0.9923657004227666,0.9965031203468292,0.00032469289463715566
0.12571312143439284,0.596826165960024,0.1590909090909091,1.0,0.0,1.0,0.25,0.5,0.6666666666666666,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.24563017479300828
0.14812550937245314,0.7538461538461536,0.13733377017519657,0.0,0.0,1.0,0.25,0.5,0.6666666666666666,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.2837139455598247
0.022616136919315404,0.8153846153846152,0.13733377017519657,0.0,0.0,1.0,0.25,0.5,0.6666666666666666,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.09857135126359652
0.09311328443357783,0.5384615384615383,0.09090909090909091,0.0,0.0,1.0,0.25,0.5,0.6666666666666666,0.014586709886547812,0.8862292031478752,0.9693848009531721,0.9854612174812941,0.030426430001623466
0.0008149959250203748,0.6923076923076923,0.0425,0.0,0.0,1.0,0.25,1.0,0.6666666666666666,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.005303317279073543
0.015688671556642216,0.7230769230769232,0.31136363636363634,0.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.009724473257698542,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.04322474159857135
0.0002037489812550937,0.596826165960024,0.002272727272727273,0.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.0019075707559932898
0.062347188264058676,0.596826165960024,0.06818181818181818,1.0,0.0,0.0,1.0,1.0,1.0,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.0339845229720223
0.013447432762836185,0.46153846153846123,0.20454545454545456,1.0,0.0,1.0,1.0,0.5,1.0,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.03938254234536501
0.055419722901385485,0.892307692307692,0.1240909090909091,0.0,0.0,1.0,1.0,0.5,1.0,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.02548839222901672
0.013243683781581092,0.596826165960024,0.06818181818181818,0.0,0.0,1.0,0.25,0.5,0.3333333333333333,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.03660912387033931
0.0018337408312958435,0.7076923076923076,0.05681818181818182,0.0,0.0,1.0,0.25,1.0,0.3333333333333333,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.004586287136749824
0.14242053789731052,0.596826165960024,0.2795454545454546,1.0,0.0,1.0,0.75,1.0,1.0,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.06495210779804102
0.030766096169519152,0.5384615384615383,0.13636363636363635,1.0,0.5,1.0,0.25,0.5,0.3333333333333333,0.027552674230145863,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.0325234049461551
0.0,0.596826165960024,0.13733377017519657,0.0,0.5,1.0,0.25,0.5,0.3333333333333333,0.025765016086504267,0.8729470332979551,0.9891259296202264,0.9969378341519636,0.0008252611072027707
0.00876120619396903,0.7230769230769232,0.1590909090909091,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.0340356564019449,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.054913685805508955
0.04074979625101874,0.8153846153846152,0.13733377017519657,0.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.025765016086504267,0.8775842168433525,0.9776179150205718,0.9973345852855824,0.024595486768764545
