PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,effort_D
0.2981200607704056,0.5625677843980516,0.0,0.2385339286386452,0.5187086789901283,0.3336218823883154,0.5420178353405584,0.7135345260787398,0.7687826224190222,0.35985505895772263,0.4791567459314199,0.38741636587183914,0.6258928528884106,0.2332297437731177,0.571733580906901,0.7357750563781251,0.3058018071672991,0.6760027668393808,0.0075898020947219
0.6170246858867529,0.5453266164496693,0.7094402167345785,0.7236881733826966,0.5480082683243404,0.63038608269325,0.4907657145811073,0.6016278032232274,0.6762579632448793,0.5392254008346397,0.7347603149420135,0.6723835886918151,0.2579580105831784,0.3165067594119506,0.3399048580991344,0.36617123142022434,0.8986035135606416,1.0,0.1154790765476699
0.3514959659477544,0.21245568494682182,0.677348993973825,0.6018095365530347,0.6482640850144699,0.68743692809737,0.41933016544298896,0.22566234852171385,0.46740277501264116,0.7221139735331246,0.5691549192969795,0.294132281475208,0.4352344142798013,0.529468520168717,0.5316268540670503,0.26560211166477654,0.683991698750142,0.6484908634128315,0.0041514157595347
0.27201153440197134,0.17309812608062097,0.6625029500516434,0.5383023261806844,0.6580540012186262,0.2815795317276242,0.5381134079521444,0.5901520347811612,0.7042802178139868,0.1368900611081652,0.3835168660819577,0.501775479822095,0.5022588589372967,1.0,0.6580474606809068,0.3964166467616018,0.6071628423249473,0.7385082811178205,0.0276813867630048
0.35192718999102757,0.6397341695858345,0.9482802107398396,0.7536203596938122,0.31808262012797084,0.4065690751300755,0.4329417621619812,0.0,0.6623576630745914,0.4840747855706141,0.5393213595453449,0.5660491461510596,0.7781424015873304,0.6020144760724245,0.3875747193132235,0.5031176781967,0.673370073920287,0.6833688557114757,0.3278192391183787
0.44312132463703047,0.37159311167473064,0.6616361213882805,0.692808857719601,0.672550852446659,0.6518707039361906,0.46335246459231655,0.6900545444789021,0.5889089580612628,0.8926963611868772,0.40313527196209714,0.3277738464648107,0.31045578638472204,0.4586718199444714,0.5456446215606838,0.259733677996861,0.29778260998632855,0.875737911933453,0.0576920029788784
0.4849527533651905,0.12768329667199546,0.818354803801,0.45011389943522473,0.5932335627130777,0.6780561737465158,0.47857493712644783,0.16240465089267203,0.4669763528212161,0.6460386247066913,0.5869936445671147,0.46483869343295037,0.04652923745118853,0.4714918767988489,0.41730201401657485,0.450077516583036,0.16703901468178212,0.4345628026021754,0.035540555529147
0.45279016322065485,0.6469637796609449,0.8269774565683625,0.9567521403118953,0.6675619426012064,0.48570253033802335,0.2553493478086908,0.6431340759913303,0.7876846973632652,0.5812272127865382,0.723670460432096,0.7004945892912758,0.3761969460300454,0.6450583283950498,0.7335029004196651,0.4950877604419267,0.14941520214269072,0.43530879168286163,0.1067484273739918
0.15681384602338605,0.672822829537455,0.8694310214260295,0.631565914518918,0.5082330575212941,0.4719890793921081,0.48739086175560137,0.3997496909721559,0.7629741057190269,0.5576281535389771,0.04070287625482122,0.5359279659289337,0.5916893223260138,0.37947877666123425,0.4665368119210607,0.31856644554669095,0.5398634936709688,0.721912358412789,0.1353488298394891
0.04639796070687352,0.9999999999999999,0.8686296431129041,0.0,0.6827985230689949,0.37803308301735894,0.7244025175773647,0.4481181460718408,0.8094129784413278,0.736374158795725,0.6530497736354168,0.5348154745565584,0.09892539033580244,0.3431662616989375,0.654284695990738,0.3469347677936668,0.06912302124076392,0.5696844396124159,0.1793189776742564
