PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,Effort
0.22052495215811352,0.12566680408113806,0.23031236189253096,0.730068780844917,0.6815533404133092,0.16711383974429767,0.6800684100240764,0.6199652280512674,0.5035888942452375,0.1367183206945818
0.1212879614533459,0.20037232290666102,0.29999762012597575,0.6671412904549221,0.7152936735101145,0.09653642087322686,0.4694234067501024,0.28245648465722395,0.4349921375147612,0.075539436568121
0.11618584344517018,0.05438417831773848,0.2870316216901971,0.6546354011128496,0.7332211013406951,0.07629639344619098,0.47937687148708447,0.3390806977390408,0.4902398714330467,0.0117595340147268
0.10340303411322846,0.16538560321021603,0.2954607640678926,0.6245566950547308,0.7421282824272766,0.07601269122353489,0.516738567190549,0.39485526916239816,0.5115946876620607,0.0588343041359856
0.1276674302818984,0.140353189999647,0.29497705217504405,0.6838303933662039,0.7322776576630358,0.07264020813988026,0.38907038004780936,0.45291562206134517,0.4236639966019643,0.0543649485291424
0.08938761730005784,0.1803704998635742,0.29306202686645516,0.6304098623799695,0.7406297177729054,0.07751321097447389,0.5086734767033363,0.40144040510700435,0.4951360091670361,0.0239403597464922
0.08539896802957248,0.23933213040669188,0.29349397238578884,0.6345518855327476,0.7400613064229348,0.0771192150487678,0.5022837442013381,0.38893193092816525,0.4826815689850126,0.0289592262886031
0.10308811956908664,0.11889028909560437,0.2873836902598939,0.6490388637096057,0.7339490954784529,0.08500638064540544,0.5039645305918883,0.3579619404666321,0.5296745616952382,0.0207348792907645
0.10289429051876083,0.12937506482483782,0.2901204908728168,0.647355326157742,0.7383577838866973,0.07783817433699022,0.481889764113358,0.39420376941475416,0.49270491984143244,0.0222918269406894
0.01978278303937632,0.7930311442523537,0.3093082720160935,0.6097755871521311,0.7438254866336564,0.07730269066731396,0.5369572092632666,0.40156784347190594,0.4500199386027241,0.0612887863135143
0.12245581288381467,0.2723018744868965,0.28316165915195024,0.6376880402667796,0.7380336136792838,0.07831187767198862,0.4810641885970472,0.3543738545979345,0.5532222365369425,0.1863574751804227
0.07606088946803216,0.3115230029848355,0.29266066281345976,0.6334614626695781,0.7402336004229713,0.07982865618219506,0.5006166495423527,0.3785589567165076,0.48163882531042046,0.030735978312635
0.11127382815179085,0.158517566572631,0.29241799619073583,0.6581686415879712,0.7367527864317795,0.08352285396024622,0.4908385993422339,0.3807907389367259,0.5241416174451996,0.0478807194929845
0.11571604922462388,0.23966317156048061,0.278009557696639,0.7027689414700928,0.7191951263980196,0.08362696384478815,0.3690964000090236,0.24553812218005536,0.4358430486460084,0.0608491775653002
0.12758648553825577,0.030938671039075633,0.2978001444136732,0.6467004998781067,0.7462453319465302,0.07306223233665447,0.47074371148851357,0.41828262798458604,0.4652536572835445,0.0119060702641315
0.12036517847248002,0.04290672211836395,0.28770754198738174,0.6419426678295918,0.744696095193455,0.0761421494525518,0.4806015930694705,0.4433474971933042,0.49530268957535495,0.0162105725903945
0.04537484547632818,0.5652049686567113,0.30229229244870975,0.6209874219291224,0.7441779899391345,0.07919510006295954,0.5292792385854271,0.3796523890940453,0.46457741202095953,0.0452430670037
0.11560814621675278,0.07472030305530986,0.2827733366720101,0.6483901806667494,0.7397245012727235,0.0796654077093821,0.47675500560547873,0.33598497917300535,0.4828426946019743,0.0209730006960471
0.11024890126729854,0.18307462557199167,0.29455576208017703,0.6556305438242579,0.7422455064422521,0.07801479909977793,0.46294544614301575,0.33601884713160296,0.4702481379232941,0.0642195113016082
